MTR_IDENT	ORIG_ACT	SCH_ACT	ICAO_REGION	CTRY	LOC_HDATUM	WGS_DATUM	EFF_TIMES	CYCLE_DATE
SR295	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset	200309
SR296	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset	200309
SR300	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
SR301	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
SR311	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
SR353	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
SR359	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR381	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR390	146 AW/DOXT (ANG), 106 Mulcahey Dr., Port Hueneme, CA 93041-4003 DSN 893-7590/75	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
SR397	146 AW/DOXT (ANG), 106 Mulcahey Dr., Port Hueneme, CA 93041-4003 DSN 893-7590/75	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
SR398	129 RQW/DOW, PO Box 103, Stop 14, Moffett Federal Afld, CA 94035-5000 DSN 359-93	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR488	62 OSS/OSO, McChord AFB, WA 98438-1109 DSN 382-9925, C253-982-9925. During non-d	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200107
SR489	62 OSS/OSO, McChord AFB, WA 98438-1109 DSN 382-9925, C253-982-9925. During non-d	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200107
SR616	139 Airlift Wg., 705 Memorial Drive, St. Joseph, MO 64503-9307 DSN 356-3225/3470	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ daily	200208
SR617	139 Airlift Wg., 705 Memorial Drive, St. Joseph, MO 64503-9307 DSN 356-3225/3470	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ daily	200208
SR618	139 Airlift Wg., 705 Memorial Drive, St. Joseph, MO 64503-9307 DSN 356-3225/3470	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ daily	200208
SR619	139 Airlift Wg., 705 Memorial Drive, St. Joseph, MO 64503-9307 DSN 356-3225/3470	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ daily	200208
SR701	191 AG, Selfridge ANGB, MI 48045 DSN 273-4498/4441, C810-463-3664.	Same as Originating Activity	KZ	US	WGE	WGE	1600-0400Z++ Tue-Sat, 1600-2200Z++ Sun	200011
SR702	191 AG, Selfridge ANGB, MI 48045 DSN 273-4498/4441, C810-463-3664.	Same as Originating Activity	KZ	US	WGE	WGE	1600-0400Z++ Tue-Sat, 1600-2200Z++ Sun	200011
SR703	191 AG, Selfridge ANGB, MI 48045 DSN 273-4498/4441, C810-463-3664.	Same as Originating Activity	KZ	US	WGE	WGE	1600-0400Z++ Tue-Sat, 1600-2200Z++ Sun	200011
SR707	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR708	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR709	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR710	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR711	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR712	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR713	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR714	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR715	179 AW, Mansfield Lahm Airport, OH 44903-0179 DSN 696-6165.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200011
SR727	133 TAW, Minneapolis-St. Paul Intl, MN 55111, DSN 825-5680.	Same as Originating Activity	KZ	US	WGE	WGE	1930-2230 lcl Tue and Thu; 1000-1500 Lcl third Sat each month; OT by NOTAM	200011
SR728	133 TAW, Minneapolis-St. Paul Intl, MN 55111, DSN 825-5680.	Same as Originating Activity	KZ	US	WGE	WGE	1930-2230 lcl Tue and Thu; 1000-1500 lcl third Sat each month; OT by NOTAM	200011
SR729	133 TAW, Minneapolis-St. Paul Intl, MN 55111, DSN 825-5680.	Same as Originating Activity	KZ	US	WGE	WGE	1930-2230 lcl Tue and Thu; 1000-1500 lcl third Sat each month; OT by NOTAM	200011
SR730	133 TAW, Minneapolis-St. Paul Intl, MN 55111, DSN 825-5680.	Same as Originating Activity	KZ	US	WGE	WGE	1930-2230 lcl Tue and Thu; 1000-1500 lcl third Sat each month; OT by NOTAM	200011
SR731	133 TAW, Minneapolis-St. Paul Intl, MN 55111, DSN 825-5680.	Same as Originating Activity	KZ	US	WGE	WGE	1930-2230 lcl Tue and Thu; 1000-1500 lcl third Sat each month; OT by NOTAM	200011
SR771	440 AW/DOO, General Mitchell IAP, Milwaukee, WI 53207, DSN 741-5155/5157, FAX DS	Same as Originating Activity	KZ	US	WGE	WGE	2200-0330Z++ Tue-Fri; 1500-2200Z++ Sat-Sun	200202
SR776	440 AW/DOO, General Mitchell IAP, Milwaukee, WI 53207, DSN 741-5155/5157, FAX DS	Same as Originating Activity	KZ	US	WGE	WGE	2000-0400Z++ Tue-Fri; 1600-2200Z++ Sat-Sun	200202
SR781	Alpena CRTC/OTM (ANG), 5884 A Street, Alpena MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200402
SR782	Alpena CRTC/OTM (ANG), 5884 A Street, Alpena MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	0700-2300 local daily	200402
SR785	440 AW/DOO, General Mitchell IAP, Milwaukee, WI 53207, DSN 741-5155/5157, FAX DS	Same as Originating Activity	KZ	US	WGE	WGE	2000-0400Z++ Tue-Fri; 1600-2200Z++ Sat-Sun	200202
SR800	913 AG (AFRC), Willow Grove ARS, Willow Grove, PA 19090 DSN 991-1910/1981, C215-	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR801	913 AG (AFRC), Willow Grove ARS, Willow Grove, PA 19090 DSN 991-1910/1981, C215-	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR802	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR803	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR804	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR805	913 AG (AFRC), Willow Grove ARS, Willow Grove, PA 19090 DSN 991-1910/1981, C215-	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR806	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR807	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR808	167 AW, Eastern West Virginia Regional, Martinsburg, WV 25401 DSN 242-5250.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200602
SR820	327 AS/DOXT,1146 Fairchild Street, Willow Grove ARS, PA DSN 991-1910, C215-443-1	Same as Originating Activity	KZ	US	WGE	WGE	0900-2300 local daily	200011
SR821	327 AS/DOXT,1146 Fairchild Street, Willow Grove ARS, PA DSN 991-1910, C215-443-1	Same as Originating Activity	KZ	US	WGE	WGE	0900-2300 local daily	200011
SR822	911 AW, Pittsburgh Intl, PA DSN 277-8722/8761.	Same as Originating Activity	KZ	US	WGE	WGE	1000-0300Z Mon-Sat	200011
SR823	914 AW/328 AS,10460 Wagner Dr, Niagra Falls Intl Airport, NY 14304-5010, DSN 238	Same as Originating Activity	KZ	US	WGE	WGE	1500-0300Z++	200113
SR825	914 AW/328 AS,10460 Wagner Dr, Niagra Falls Intl Airport, NY 14304-5010, DSN 238	Same as Originating Activity	KZ	US	WGE	WGE	1500-0300Z++	200113
SR835	327 AS/DOXT,1146 Fairchild Street, Willow Grove ARS, PA DSN 991-1910, C215-443-1	Same as Originating Activity	KZ	US	WGE	WGE	0900-2300 local	200011
SR844	166 Airlift Gp, 166 OSF/DOW, 2600 Spruance Dr, Corporate Commons, New Castle, DE	Same as Originating Activity	KZ	US	WGE	WGE	0800-2359 local	200011
SR845	166 Airlift Gp, 166 OSF/DOW, 2600 Spruance Dr, Corporate Commons, New Castle, DE	Same as Originating Activity	KZ	US	WGE	WGE	0800-2359 local	200011
SR846	166 Airlift Gp, 166 OSF/DOW, 2600 Spruance Dr, Corporate Commons, New Castle, DE	Same as Originating Activity	KZ	US	WGE	WGE	0800-2359 local	200011
SR847	166 Airlift Gp, 166 OSF/DOW, 2600 Spruance Dr, Corporate Commons, New Castle, DE	Same as Originating Activity	KZ	US	WGE	WGE	0800-2359 local	200011
SR867	Commander, Ft Pickett, VA 23824-5000 DSN 438-8506, C804-292-8506.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR871	130 AG (ANG), Kanawha County, Charleston, WV 25311 DSN 366-6291.	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR872	130 AG (ANG), Kanawha County, Charleston, WV 25311 DSN 366-6291.	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 Local	200011
SR873	130 AG (ANG), Kanawha County, Charleston, WV 25311 DSN 366-6291.	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR874	130 AG (ANG), Kanawha County, Charleston, WV 25311 DSN 366-6291.	Same as Originating Activity	KZ	US	WGE	WGE	0800-2300 local	200011
SR900	143 AW/Operations, 7 Flightline Dr, North Kingstown, RI 02852-7548 DSN 476-3405,	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ Daily	200011
SR901	143 AW/Operations, 7 Flightline Dr, North Kingstown, RI 02852-7548 DSN 476-3405,	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ Daily	200011
SR902	143 AW/Operations, 7 Flightline Dr, North Kingstown, RI 02852-7548 DSN 476-3405,	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ Daily	200011
SR904	143 AW/Operations, 7 Flightline Dr, North Kingstown, RI 02852-7548 DSN 476-3405,	Same as Originating Activity	KZ	US	WGE	WGE	1000-2200 local	200011
SR905	143 AW/Operations, 7 Flightline Dr, North Kingstown, RI 02852-7548 DSN 476-3405,	Same as Originating Activity	KZ	US	WGE	WGE	1000-2200 local	200011
VR025	GA ANG/CRTC/OTR Townsend Range P.O. BOX 220, GA 31331 DSN 860-3303 C912-963-3303	GA ANG/CRTC/OTR Townsend Range P.O. BOX 220, GA 31331 DSN 860-3007 C912-963-3007	KZ	US	WGE	WGE	0700-2200 LCL, other times by NOTAM	200606
VR041	4 OSS/OSOR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOS, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129/	KZ	US	WGE	WGE	Continuous	200608
VR042	4 OSS/OSOR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOS, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129/	KZ	US	WGE	WGE	Continuous	200608
VR043	4 OSS/OSOR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOS, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129/	KZ	US	WGE	WGE	Continuous	200608
VR045	GA ANG/CRTC/OTR Townsend Range, P.O.BOX 220, Townsend, GA 31331, DSN 860-3007 C9	GA ANG/CRTC/OTR Townsend Range, P.O.BOX 220, Townsend, GA 31331, DSN 860-3303 C9	KZ	US	WGE	WGE	0700-2200 LCL, Mon-Fri, other time by NOTAM	200606
VR054	4 OSS/OSR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	0700-2100 local Mon-Fri, OT by NOTAM	200009
VR058	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 DSN 965-1118/1119, C803-895-1118/1119. Non-duty	KZ	US	WGE	WGE	Continuous ( Jan, Mar, May, Jul, Sep, Nov) VR-092 reverse direction other months	200103
VR060	187 FW, 5187 Selma Highway , Montgomery, AL 36108-4824 DSN 358-9255, C334-394-72	Same as Originating Activity	KZ	US	WGE	WGE	0700-1700 Local or by NOTAM	200406
VR071	4 OSS/OSR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	0700-2100 local Mon-Fri, OT by NOTAM	200009
VR073	4 OSS/OSR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	199910
VR083	4 OSS/OSE, Seymour Johnson AFB, NC 27531 DSN 722-2672, C919-722-2672	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR084	4 OSS/OSR, Seymour Johnson AFB, NC 27531-5004 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR085	4 OSS/OSR, Seymour Johnson AFB, NC 27531 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR086	4 OSS/OSR, Seymour Johnson AFB, NC 27531 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR087	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR088	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR092	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous (Feb, Apr, Jun, Aug, Oct, Dec) VR-058 opposite direction other months	200011
VR093	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR094	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR095	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR096	4 OSS/OSR, Seymour Johnson AFB, NC 27531 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR097	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152, Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	0600-2400 local daily	200011
VR100	27 OSS/OSOH, 110 E Sextant Ave, Suite 1081, Cannon AFB, NM 88103 DSN 681-2279.	27 OSS/OSOS, 110 E Sextant Ave, Suite 1080, Cannon AFB, NM 88103 DSN 681-2276.	KZ	US	WGE	WGE	Continuous	200009
VR1001	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1002	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1003	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1004	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1005	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1006	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1007	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1008	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1009	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR101	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local	200109
VR1010	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1013	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1014	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	37/41 FTS, Columbus AFB, MS 39710-5000 DSN 742-7666/7667, C662-434-7666/7667.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200602
VR1016	14 OSS/OSOP Columbus AFB, MS 39710 DSN 742-7560/7633 C662-434-7560/7633	48 FTS Columbus AFB, MS 39710 DSN 742-7840/7847 C662-434-7840/7847	KZ	US	WGE	WGE	Sunrise-Sunset daily	200602
VR1017	187 FW, 5187 Selma Highway, Montgomery, AL 36108-4824 DSN 358-9255, C334-394-725	Same as Originating Activity	KZ	US	WGE	WGE	0700-1730 local, OT by NOTAM	200407
VR1020	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ weekdays, occasional weekends	200010
VR1021	FACSFAC, NAS Pensacola, FL 32508-5000 DSN 922-4671/4672, C850-452-4671/4672.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ weekdays, occasional weekends	200208
VR1022	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ weekdays, occasional weekends	200009
VR1023	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ weekdays, occasional weekends	200009
VR1024	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ weekdays, occasional weekends	199712
VR1030	COMTRAWING ONE, NAS MERIDIAN, MS 39309-0136 DSN 637-2487, C601-679-2487.	Same as Originating Activity	KZ	US	WGE	WGE	1100-0600Z++ daily	200402
VR1031	COMTRAWING ONE, NAS MERIDIAN, MS 39309-0136 DSN 637-2487, C601-679-2487.	Same as Originating Activity	KZ	US	WGE	WGE	1100-0600Z++ daily	200402
VR1032	COMTRAWING ONE, NAS MERIDIAN, MS 39309-0136 DSN 637-2487, C601-679-2487.	Same as Originating Activity	KZ	US	WGE	WGE	1100-0600Z++ daily	200402
VR1033	COMTRAWING ONE, NAS MERIDIAN, MS 39309-0136 DSN 637-2487, C601-679-2487.	Same as Originating Activity	KZ	US	WGE	WGE	1100-0600Z++ daily	200402
VR1039	FACSFACJAX, P.O. Box 40, NAS Jacksonville, FL 32212-0040 DSN 942-2004/2005, C904	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR104	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local	200109
VR1040	CG MCAS CHERRY POINT, ATTN RAC-DIROPS, Cherry Point, NC 28533 DSN 582-3466, C252	Central Scheduling Division MCAS Cherry Point, NC 28533 DSN 582-4040/4041, C252-	KZ	US	WGE	WGE	Continuous	200309
VR1041	CG MCAS CHERRY POINT, ATTN RAC-DIROPS, Cherry Point, NC 28533 DSN 582-3466, C252	Central Scheduling Division MCAS Cherry Point, NC 28533 DSN 582-4040/4041, C252-	KZ	US	WGE	WGE	Continuous	200309
VR1043	CG MCAS CHERRY POINT, ATTN RAC-DIROPS, Cherry Point, NC 28533 DSN 582-3466, C252	Central Scheduling Division MCAS Cherry Point, NC 28533 DSN 582-4040/4041, C252-	KZ	US	WGE	WGE	0700-2300 Local Daily	200309
VR1046	CG MCAS CHERRY POINT, ATTN RAC-DIROPS, Cherry Point, NC 28533 DSN 582-3466, C252	Central Scheduling Division MCAS Cherry Point, NC 28533 DSN 582-4040/4041, C252-	KZ	US	WGE	WGE	0600-1800 Local Mon-Fri	200309
VR1050	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	48 FTS, Columbus AFB, MS 39710-5000 DSN 742-7840/7847, C662-434-7840/7847.	KZ	US	WGE	WGE	0700-2300 local daily	200513
VR1051	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	48 FTS, Columbus AFB, MS 39710-5000 DSN 742-7840/7847, C662-434-7840/7847.	KZ	US	WGE	WGE	0700-2300 local daily	200602
VR1052	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0500Z++	200010
VR1054	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ daily	200009
VR1055	FACSFAC NPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++ 7 days a week	200101
VR1056	FACSFACNPA, NAS Pensacola, FL 32508-5000 DSN 922-2735, C850-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0500Z++	200010
VR1059	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200011
VR1061	4 OSS/OSR, Seymour Johnson AFB, NC 27531 DSN 722-2672, C919-722-2672.	4 OSS/OSOSF, Seymour Johnson AFB, NC 27531-5004 DSN 722-2129/2124, C919-722-2129	KZ	US	WGE	WGE	Continuous	200503
VR1065	347 OSS/OSOS, Moody AFB, GA 31699-1899 DSN 460-4544/3531, C229-257-4544/3531.	347 OSS/OSOS, Moody AFB, GA 31699-1899 Mon-Fri 0730-1630L exc holidays DSN 460-4	KZ	US	WGE	WGE	0700-2400L daily	200602
VR1066	347 OSS/OSKA, Moody AFB, GA 31699-1899 DSN 460-4131, C229-257-4131.	3 FTS, Moody AFB, GA 31699-1899 Mon-Fri 0830-1700 local (excluding holidays) DSN	KZ	US	WGE	WGE	0700-0000 local daily	200406
VR1070	187 FW, 5187 Selma Highway, Montgomery, AL 36108-4824 DSN 358-9255 C334-394-7255	Same as Originating Activity	KZ	US	WGE	WGE	0700-2000 local, OT by NOTAM	200406
VR1072	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	48 FTS, Columbus AFB, MS 39710-5000 DSN 742-7840/7847, C662-434-7840/7847.	KZ	US	WGE	WGE	Normally SR-2100 local, use OT not prohibited	200602
VR1076	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KA	US	WGE	WGE	1100-0000Z++ (DAILY)	200503
VR1077	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KZ	US	WGE	WGE	1100-0000Z++ (DAILY)	200503
VR1078	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KZ	US	WGE	WGE	1100-0000Z++ (DAILY)	200503
