MTR_IDENT	PT_IDENT	NX_POINT	ICAO_REGION	CRSALT_DESC	CRS_ALT1	CRS_ALT2	ENRALT_DESC	ENR_ALT1	ENR_ALT2	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	MTR_WIDTH_L	MTR_WIDTH_R	USAGE_CD	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	TURN_RAD	TURN_DIR	ADD_INFO	CYCLE_DATE
VR1445	B		KZ	BT	SFC	01200AGL					BVL	2	US	1	58.0	26.0			X	N40500600	40.834999	W113120000	-113.200000				199512
VR1446	A	B	KZ	BT	SFC	01200AGL	BT	SFC	01200AGL		BVL	2	US	1	58.0	26.0	10.0	10.0	S	N40500600	40.834999	W113120000	-113.200000				200509
VR1446	B		KZ	BT	SFC	01200AGL					BVL	2	US	1	81.0	23.0			X	N40400600	40.668333	W113150600	-113.251667				199709
VR151	A	B	KX	AS			BT	00500AGL	02000MSL		PSX	2	US	1	175.0	20.0	5.0	5.0	S	N28253000	28.424999	W096193000	-96.325000				199709
VR151	B	C	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		PSX	2	US	1	103.0	38.0	3.0	3.0	T	N28320000	28.533333	W095380000	-95.633333			CLIMB TO CROSS C AT OR ABOVE 1000' AGL.	199709
VR151	C	D	KX	BT	00500AGL	02000MSL	BT	01000AGL	02000MSL		PSX	2	US	1	47.0	40.0	3.0	1.0	A	N29090000	29.150000	W095410000	-95.683334			ALTERNATE ENTRY: AT OR ABOVE 1000' AGL.	199511
VR151	D	E	KX	BT	01000AGL	02000MSL	BT	00500AGL	02000MSL		ELA	4	US	1	113.0	22.0	3.0	3.0	T	N29280000	29.466667	W095570000	-95.950000				199709
VR151	E	F	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		ELA	4	US	1	59.0	16.0	3.0	3.0	T	N29460000	29.766666	W096020000	-96.033333				199511
VR151	F	G	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		IDU	2	US	1	105.0	14.0	3.0	3.0	T	N29520000	29.866667	W096190000	-96.316666				199511
VR151	G	H	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		ELA	4	US	1	227.0	20.0	3.0	3.0	T	N29280000	29.466667	W096380000	-96.633333				199709
VR151	H	I	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		PSX	2	US	1	336.0	21.0	3.0	3.0	B	N29060000	29.100000	W096250000	-96.416667				199709
VR151	I	J	KX	BT	00500AGL	02000MSL	BT	00500AGL	02000MSL		PSX	2	US	1	242.0	8.0	3.0	3.0	B	N28430000	28.716667	W096270000	-96.450000				199709
VR151	J		KX	BT	00500AGL	02000MSL					PSX	2	US	1	209.0	26.0			X	N28250000	28.416666	W096360000	-96.600000				199709
VR152	A	B	KZ	AS			BT	00500AGL	04500MSL		TIK	3	US	1	16.0	18.0	3.0	3.0	S	N35430000	35.716667	W097140000	-97.233333				199709
VR152	B	C	KZ	BT	00500AGL	04500MSL	BT	00500AGL	04000MSL		TIK	3	US	1	7.0	26.0	3.0	3.0	A	N35510000	35.850000	W097150000	-97.250000				199709
VR152	C	D	KZ	BT	00500AGL	04000MSL	BT	00500AGL	03000MSL		PER	2	US	1	191.0	32.0	3.0	3.0	T	N36140000	36.233334	W097210000	-97.350000				199709
VR152	D	E	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		PER	2	US	1	310.0	24.0	3.0	3.0	A	N37020000	37.033333	W097300000	-97.500000				199511
VR152	E	F	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		ICT	2	US	1	221.0	16.0	3.0	3.0	A	N37340000	37.566666	W097500000	-97.833333				199709
VR152	F	G	KZ	BT	00500AGL	03000MSL	AT	02500MSL			HUT	4	US	1	198.0	9.0	2.0	2.0	T	N37520000	37.866667	W098010000	-98.016667				199709
VR152	G	H	KZ	AT	02500MSL		BT	00500AGL	10000MSL		SLN	2	US	1	204.0	37.0		9.0	C	N38240000	38.400000	W098010000	-98.016667			WIDTH IS ON CENTERLINE TO 9 NM RIGHT EXCLUDING R-3601.	199709
VR152	H		KZ	BT	00500AGL	10000MSL					SLN	2	US	1	238.0	20.0			X	N38470000	38.783333	W098010000	-98.016667				199709
VR1520	A	B	KZ	AS			BT	01000AGL	01500AGL		LNK	2	US	1	265.0	21.0	8.0	8.0	S	N40565400	40.948334	W097121200	-97.203333				199709
VR1520	B	C	KZ	BT	01000AGL	01500AGL	BT	00500AGL	01500AGL		LNK	2	US	1	288.0	49.0	8.0	8.0	C	N41170000	41.283333	W097420000	-97.700000				199709
VR1520	C	D	KZ	BT	00500AGL	01500AGL	BT	00100AGL	01500AGL		OBH	2	US	1	9.0	17.0	8.0	8.0	C	N41390000	41.650000	W098150000	-98.250000				199709
VR1520	D	E	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		OBH	2	US	1	310.0	24.0	8.0	8.0	C	N41400000	41.666668	W098430000	-98.716667				199512
VR1520	E	F	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	191.0	31.0	8.0	8.0	C	N41590000	41.983334	W098560000	-98.933334				199512
VR1520	F	G	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	217.0	29.0	8.0	8.0	C	N42080000	42.133333	W099100000	-99.166667				199709
VR1520	G	H	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	242.0	63.0	8.0	8.0	C	N42080000	42.133333	W100010000	-100.016667				199709
VR1520	H	I	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	283.0	38.0	8.0	8.0	C	N42430000	42.716667	W099290000	-99.483333				199709
VR1520	I	J	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	352.0	32.0	8.0	8.0	C	N43000000	43.000000	W098400000	-98.666667				199709
VR1520	J		KZ	BT	00100AGL	01500AGL					ONL	2	US	1	69.0	32.0			X	N42340000	42.566666	W097590000	-97.983333				199709
VR1521	A	B	KZ	AS			BT	00100AGL	01500AGL		ONL	2	US	1	69.0	32.0	8.0	8.0	S	N42340000	42.566666	W097590000	-97.983333				199709
VR1521	B	C	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	352.0	32.0	8.0	8.0	C	N43000000	43.000000	W098400000	-98.666667				199709
VR1521	C	D	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	283.0	38.0	8.0	8.0	C	N42430000	42.716667	W099290000	-99.483333				199709
VR1521	D	E	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	242.0	63.0	8.0	8.0	C	N42080000	42.133333	W100010000	-100.016667				199709
VR1521	E	F	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	217.0	29.0	8.0	8.0	C	N42080000	42.133333	W099100000	-99.166667				199709
VR1521	F	G	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ONL	2	US	1	191.0	31.0	8.0	8.0	C	N41590000	41.983334	W098560000	-98.933334				199512
VR1521	G	H	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		OBH	2	US	1	310.0	24.0	8.0	8.0	C	N41400000	41.666668	W098430000	-98.716667				199512
VR1521	H	I	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		OBH	2	US	1	9.0	17.0	8.0	8.0	C	N41390000	41.650000	W098150000	-98.250000				199709
VR1521	I	J	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		LNK	2	US	1	288.0	49.0	8.0	8.0	C	N41170000	41.283333	W097420000	-97.700000				199709
VR1521	J		KZ	BT	00100AGL	01500AGL					LNK	2	US	1	265.0	21.0			X	N40565400	40.948334	W097121200	-97.203333				199709
VR1525	A	B	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		BUM	2	US	1	21.0	32.0	5.0	5.0	S	N38450000	38.750000	W094100000	-94.166667				199709
VR1525	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		BUM	2	US	1	85.0	31.0	5.0	5.0	A	N38150000	38.250000	W093500000	-93.833333				199709
VR1525	C	D	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		SZL	3	US	1	187.0	51.0	5.0	5.0	C	N37540000	37.900000	W093450000	-93.750000				199709
VR1525	D	E	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		SZL	3	US	1	146.0	52.0	3.0	3.0	B	N37590000	37.983334	W093000000	-93.000000				199512
VR1525	E		KZ	BT	00500AGL	01500AGL					MAP	2	US	1	289.0	30.0			X	N37480000	37.799999	W092210000	-92.350000				199709
VR1546	A	B	KZ	AS			BT	00500AGL	01500AGL		RZC	2	US	1	324.0	29.0	3.0	3.0	S	N36390000	36.650000	W094260000	-94.433334				199709
VR1546	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		RZC	2	US	1	5.0	38.0	2.0	4.0	T	N36520000	36.866667	W094000000	-94.000000				199709
VR1546	C	D	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01000AGL		DGD	2	US	1	239.0	31.0	3.0	3.0	A	N36480000	36.799999	W093280000	-93.466667				199512
VR1546	D	E	KZ	BT	00500AGL	01000AGL	BT	00500AGL	01500AGL		DGD	2	US	1	251.0	6.0	3.0	3.0	B	N37000000	37.000000	W093000000	-93.000000				199512
VR1546	E	F	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		DGD	2	US	1	13.0	18.0	3.0	3.0	T	N37181800	37.305000	W092453000	-92.758333				199709
VR1546	F	G	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		MAP	2	US	1	253.0	39.0	3.0	3.0	B	N37280000	37.466667	W092350000	-92.583333				199709
VR1546	G		KZ	BT	00500AGL	01500AGL					MAP	2	US	1	267.0	29.0			X	N37370000	37.616667	W092241800	-92.404999				199709
VR156	A	B	KZ	AS			BT	SFC	03000MSL								3.0	3.0	S	N29050000	29.083334	W098410000	-98.683334				199511
VR156	B	C	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		COT	2	US	1	40.0	19.0	3.0	3.0	T	N28400000	28.666666	W098510000	-98.850000				199709
VR156	C	D	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		COT	2	US	1	34.0	16.0	3.0	3.0	T	N28390000	28.650000	W098550000	-98.916667				199709
VR156	D	E	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		COT	2	US	1	345.0	16.0	3.0	3.0	T	N28440000	28.733334	W099090000	-99.150000				199709
VR156	E	F	KZ	BT	SFC	03000MSL	BT	SFC	06000MSL		COT	2	US	1	328.0	32.0	3.0	3.0	C	N28570000	28.950001	W099210000	-99.350000				199709
VR156	F	G	KZ	BT	SFC	06000MSL	BT	SFC	03000MSL		COT	2	US	1	319.0	33.0	3.0	3.0	T	N28560000	28.933332	W099270000	-99.450000				199709
VR156	G	H	KZ	BT	SFC	03000MSL	BT	SFC	06000MSL		COT	2	US	1	217.0	30.0	3.0	3.0	C	N28070000	28.116667	W099310000	-99.516667				199709
VR156	H	I	KZ	BT	SFC	06000MSL	BT	SFC	06000MSL		LRD	2	US	1	357.0	25.0	3.0	3.0	C	N27540000	27.900000	W099220000	-99.366667				199709
VR156	I	J	KZ	BT	SFC	06000MSL	BT	SFC	03000MSL		LRD	2	US	1	65.0	12.0	3.0	3.0	T	N27320000	27.533333	W099120000	-99.200000				199709
VR156	J	K	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		LRD	2	US	1	70.0	17.0	3.0	3.0	T	N27320000	27.533333	W099060000	-99.100000				199709
VR156	K	L	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		LRD	2	US	1	50.0	28.0	3.0	3.0	T	N27430000	27.716667	W098580000	-98.966667				199511
VR156	L	M	KZ	BT	SFC	03000MSL	BT	SFC	03000MSL		COT	2	US	1	143.0	25.0	5.0	5.0	B	N28060000	28.100000	W098540000	-98.900000				199709
VR156	M	N	KZ	BT	SFC	03000MSL	BT	SFC	05000MSL		COT	2	US	1	132.0	20.0	5.0	5.0	B	N28120000	28.200001	W098530000	-98.883333				199709
VR156	N	O	KZ	BT	SFC	05000MSL	BT	SFC	03000MSL		COT	2	US	1	121.0	20.0	5.0	5.0	T	N28150000	28.250000	W098500000	-98.833333				199709
VR156	O		KZ	BT	SFC	03000MSL					COT	2	US	1	113.0	24.0			X	N28150000	28.250000	W098440000	-98.733333				199709
VR158	A	B	KZ	AS			BT	00500AGL	03000MSL		UKW	2	US	1	264.0	28.0	5.0	5.0	S	N33320000	33.533333	W098230000	-98.383333				199709
VR158	B	C	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		UKW	2	US	1	207.0	43.0	5.0	5.0	T	N32560000	32.933334	W098170000	-98.283333				199611
VR158	C	D	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		MQP	2	US	1	220.0	15.0	5.0	5.0	A	N32340000	32.566666	W098130000	-98.216667				199511
VR158	D	E	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		JEN	2	US	1	108.0	4.0	5.0	5.0	C	N32080000	32.133333	W097483000	-97.808333				199709
VR158	E	F	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		JEN	2	US	1	227.0	19.0	5.0	5.0	T	N31580000	31.966667	W098103000	-98.175000				199709
VR158	F	G	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		MQP	2	US	1	228.0	32.0	5.0	5.0	B	N32260000	32.433334	W098320000	-98.533333				199511
VR158	G	H	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		MQP	2	US	1	262.0	30.0	5.0	5.0	T	N32440000	32.733334	W098350000	-98.583333				199709
VR158	H	I	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		MQP	2	US	1	287.0	45.0	5.0	5.0	T	N33030000	33.049999	W098480000	-98.800000				199709
VR158	I	J	KZ	BT	00500AGL	03000MSL	BT	00500AGL	05000MSL		SPS	2	US	1	176.0	43.0	5.0	5.0	T	N33160000	33.266666	W098410000	-98.683334			CROSS J AT 5000' MSL.	199511
VR158	J		KZ	AT	00500AGL						SPS	2	US	1	179.0	34.0			X	N33260000	33.433334	W098420000	-98.700000			CROSS J AT 5000' MSL.	200604
VR159	A	B	KZ	AS			BT	00500AGL	03000MSL		SPS	2	US	1	223.0	15.0	5.0	5.0	S	N33500000	33.833332	W098500000	-98.833333				199709
VR159	B	C	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		GTH	2	US	1	48.0	36.0	5.0	5.0	T	N34060000	34.100000	W099430000	-99.716667				199709
VR159	C	D	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		GTH	2	US	1	87.0	14.0	5.0	5.0	T	N33450000	33.750000	W100030000	-100.050000				199511
VR159	D	E	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		GTH	2	US	1	150.0	41.0	5.0	5.0	C	N33080000	33.133333	W100030000	-100.050000				199709
VR159	E	F	KZ	BT	00500AGL	03000MSL	BT	00500AGL	05000MSL		ABI	2	US	1	50.0	42.0	5.0	5.0	T	N32500000	32.833332	W099090000	-99.150000				199709
VR159	F	G	KZ	BT	00500AGL	05000MSL	BT	00500AGL	05000MSL		SPS	2	US	1	202.0	41.0	5.0	5.0	T	N33240000	33.400000	W099020000	-99.033333			CROSS G AT 5000' MSL	199709
VR159	G		KZ	AT	00500AGL						SPS	2	US	1	214.0	32.0			X	N33360000	33.600000	W099020000	-99.033333				200604
VR1616	A	B	KZ	AS			BT	00500AGL	01500AGL		MCW	2	US	1	360.0	53.0	2.0	4.0	S	N43580000	43.966667	W093120000	-93.200000				199810
VR1616	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		FGT	2	US	1	141.0	25.0	4.0	4.0	T	N44170000	44.283333	W092520000	-92.866667				199709
VR1616	C	D	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ODI	2	US	1	334.0	37.0	4.0	4.0	A	N44280000	44.466667	W091500000	-91.833333				199709
VR1616	D	E	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ODI	2	US	1	13.0	30.0	4.0	4.0	B	N44240000	44.400000	W091180000	-91.300000				199709
VR1616	E	F	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ODI	2	US	1	32.0	31.0	4.0	2.0	C	N44210000	44.350000	W091040000	-91.066666				199709
VR1616	F	G	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		VOK	3	US	1	320.0	34.0	3.0	3.0	B	N44230000	44.383333	W090460000	-90.766667				200001
VR1616	G	H	KZ	BT	00500AGL	01500AGL	BT	00100AGL	01500AGL		VOK	3	US	1	329.0	27.0	3.0	3.0	B	N44200000	44.333332	W090350000	-90.583333				200001
VR1616	G	HH	KZ	BT	00500AGL	01500AGL	BT	00100AGL	01500AGL		VOK	3	US	1	329.0	27.0	3.0	3.0	B	N44200000	44.333332	W090350000	-90.583333				200508
VR1616	H		KZ	BT	00100AGL	01500AGL					VOK	3	US	1	23.0	19.0			X	N44140000	44.233334	W090050000	-90.083333				200011
VR1616	HH		KZ	BT	00100AGL	01500AGL					VOK	3	US	1	301.0	20.0			B	N44070000	44.116667	W090400000	-90.666667				200508
VR1617	A	B	KZ	AB	01500AGL		BT	00500AGL	01500AGL		TOL	3	US	1	211.0	24.0	2.0	2.0	S	N41140000	41.233334	W084020000	-84.033333				199512
VR1617	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ROD	2	US	1	303.0	31.0	2.0	2.0	T	N40320000	40.533333	W084390000	-84.650000				199709
VR1617	C	D	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ROD	2	US	1	274.0	42.0	2.0	2.0	A	N40160000	40.266666	W084580000	-84.966667				199512
VR1617	D	E	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		SHB	2	US	1	68.0	28.0	2.0	2.0	B	N39480000	39.799999	W085150000	-85.250000				199512
VR1617	E	F	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		SHB	2	US	1	137.0	28.0	2.0	2.0	B	N39170000	39.283333	W085250000	-85.416667				199709
VR1617	F	G	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		SHB	2	US	1	199.0	42.0	2.0	2.0	B	N38580000	38.966667	W086080000	-86.133333				199709
VR1617	G		KZ	BT	00500AGL	01500AGL					SHB	2	US	1	205.0	26.0			X	N39150000	39.250000	W086040000	-86.066666			ENTER R-3401 ATTERBURY RANGE.	200011
VR162	A	B	KZ	AS			BT	00500AGL	03000MSL		UKW	2	US	1	256.0	32.0	5.0	5.0	S	N33274200	33.461666	W098273000	-98.458333				199709
VR162	B	C	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		SPS	2	US	1	233.0	31.0	5.0	5.0	A	N33450000	33.750000	W099090000	-99.150000				199709
VR162	C	D	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		GTH	2	US	1	54.0	40.0	5.0	5.0	T	N34040000	34.066666	W099370000	-99.616667				199709
VR162	D	E	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		HBR	2	US	1	264.0	32.0	5.0	5.0	A	N34540000	34.900000	W099420000	-99.700000				199709
VR162	E	F	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		HBR	2	US	1	260.0	49.0	5.0	5.0	B	N34520000	34.866667	W100030000	-100.050000				199709
VR162	F	G	KZ	BT	00500AGL	03000MSL	BT	00500AGL	03000MSL		GTH	2	US	1	19.0	35.0	5.0	5.0	T	N34170000	34.283333	W100000000	-100.000000				199511
VR162	G	H	KZ	BT	00500AGL	03000MSL	BT	00500AGL	05000MSL		GTH	2	US	1	84.0	25.0	5.0	5.0	T	N33450000	33.750000	W099500000	-99.833333				199709
VR162	H	I	KZ	BT	00500AGL	05000MSL	BT	00500AGL	05000MSL		GTH	2	US	1	75.0	39.0	5.0	5.0	T	N33500000	33.833332	W099330000	-99.550000			CROSS I AT 5000' MSL.	199709
VR162	I		KZ	AT	00500AGL						SPS	2	US	1	253.0	35.0			X	N33550000	33.916668	W099170000	-99.283333				200604
VR1624	A	B	KZ	BT	01000AGL	01500AGL	BT	00500AGL	01500AGL	Y	ECK	2	US	1			4.0	4.0	S	N43152120	43.255890	W082430429	-82.717857				199512
VR1624	B	C	KZ	BT	00500AGL	01500AGL	BT	00100AGL	01500AGL		ECK	2	US	1	357.0	49.0	4.0	4.0	C	N44040000	44.066666	W082550000	-82.916667				199709
VR1624	C	D	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ASP	4	US	1	190.0	25.0	4.0	4.0	C	N44020000	44.033333	W083260000	-83.433334			(BLW 05 AGL ONLY OVER WATER)	200011
VR1624	D	E	KZ	BT	00100AGL	01500AGL	BT	00500AGL	01500AGL		ASP	4	US	1	231.0	21.0	4.0	4.0	C	N44120000	44.200001	W083440000	-83.733333			(BLW 05 AGL ONLY OVER WATER)	200011
VR1624	E	F	KZ	BT	00500AGL	01500AGL	BT	01000AGL	01500AGL		ASP	4	US	1	328.0	16.0	4.0	4.0	C	N44390000	44.650000	W083380000	-83.633333				199709
VR1624	F	F1	KZ	BT	01000AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	245.0	19.0	4.0	4.0	C	N44550000	44.916667	W083560000	-83.933333				200508
VR1624	F	G	KZ	BT	01000AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	245.0	19.0	4.0	4.0	C	N44550000	44.916667	W083560000	-83.933333				199512
VR1624	F1	F2	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	280.0	19.0	2.0	3.0	C	N45054800	45.096668	W083594800	-83.996666				200508
VR1624	F2	F3	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	274.0	37.0	2.0	2.0	C	N45024200	45.045000	W084260000	-84.433333				200508
VR1624	F3	F4	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	270.0	41.0	3.0	4.0	C	N45000000	45.000000	W084312400	-84.523333				200508
VR1624	F4		KZ	BT	00500AGL	01500AGL					APN	2	US	1	261.0	45.0			B	N44520000	44.866667	W084344800	-84.580000				200508
VR1624	G	H	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	302.0	23.0	2.0	2.0	C	N45144200	45.244999	W084025400	-84.048332				199512
VR1624	H	I	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	270.0	41.0	3.0	4.0	C	N45000000	45.000000	W084312400	-84.523333				199709
VR1624	I		KZ	BT	00500AGL	01500AGL					APN	2	US	1	261.0	45.0			X	N44520000	44.866667	W084344800	-84.580000				200011
VR1625	A	B	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL	Y	ECK	2	US	1			4.0	4.0	S	N43152120	43.255890	W082430429	-82.717857				199511
VR1625	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		ECK	2	US	1	357.0	49.0	4.0	4.0	C	N44040000	44.066666	W082550000	-82.916667				199709
VR1625	C	D	KZ	BT	00500AGL	01500AGL	AB	01500AGL			ASP	4	US	1	45.0	28.0	4.0	4.0	C	N44490000	44.816666	W083000000	-83.000000			BELOW 05 AGL ONLY OVER WATER.	199512
VR1625	D	E	KZ	AB	01500AGL		BT	00500AGL	01500AGL		APN	2	US	1	245.0	19.0	4.0	4.0	C	N44550000	44.916668	W083560000	-83.933334			BELOW 05 AGL OVER WATER ONLY. ALTERNATE EXIT D TO ENTER VR-1624 FOR N RNG ENTRY	200011
VR1625	E	F	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	246.0	43.0	4.0	4.0	B	N44430000	44.716667	W084250000	-84.416667				199709
VR1625	F		KZ	BT	00500AGL	01500AGL					APN	2	US	1	255.0	48.0			X	N44470000	44.783333	W084360000	-84.600000				199709
VR1626	A	B	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		MBS	4	US	1	329.0	36.0	3.0	3.0	S	N44020000	44.033333	W084330000	-84.550000				199709
VR1626	B	C	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		TVC	2	US	1	130.0	23.0	1.0	1.0	C	N44260000	44.433334	W085080000	-85.133333				199709
VR1626	C	D	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		TVC	2	US	1	214.0	21.0	3.0	3.0	C	N44220000	44.366667	W085490000	-85.816666				199709
VR1626	D	E	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		HIC	4	US	1	326.0	28.0	3.0	3.0	C	N43570000	43.950001	W086050000	-86.083333				199709
VR1626	E		KZ	BT	00500AGL	01500AGL					HIC	4	US	1	130.0	26.0			X	N43180000	43.299999	W085150000	-85.250000			CTC CHICAGO ARTCC ON ASGN FREQ AND CLIMB VFR UNTIL RECEIVING IFR CLNCE	200011
VR1627	A	B	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		ASP	4	US	1	45.0	28.0	4.0	4.0	S	N44490000	44.816666	W083000000	-83.000000			BLW 05 AGL ONLY OVER WATER	199512
VR1627	B	C	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		APN	2	US	1	41.0	13.0	4.0	4.0	C	N45160000	45.266666	W083230000	-83.383333			BLW 05 AGL ONLY OVER WATER	200011
VR1627	C	D	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		PLN	2	US	1	69.0	41.0	4.0	4.0	C	N45560000	45.933334	W083480000	-83.800000			BLW 05 AGL ONLY OVER WATER	200011
VR1627	D	E	KZ	BT	00100AGL	01500AGL	BT	00100AGL	01500AGL		PLN	2	US	1	61.0	34.0	4.0	4.0	C	N45570000	45.950001	W084000000	-84.000000			BLW 05 AGL ONLY OVER WATER	200011
VR1627	E	E1	KZ	BT	00100AGL	01500AGL	BT	00500AGL	01500AGL		PLN	2	US	1	97.0	20.0	4.0	3.0	C	N45372400	45.623333	W084120000	-84.200000				200508
VR1627	E	F	KZ	BT	00100AGL	01500AGL	BT	00500AGL	01500AGL		PLN	2	US	1	97.0	20.0	4.0	3.0	C	N45372400	45.623333	W084120000	-84.200000				199709
VR1627	E1	E2	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	280.0	19.0	2.0	3.0	C	N45054800	45.096668	W083594800	-83.996666				200508
VR1627	E2	E3	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	274.0	37.0	2.0	2.0	C	N45024200	45.045000	W084260000	-84.433333				200508
VR1627	E3	E4	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	270.0	41.0	3.0	4.0	C	N45000000	45.000000	W084312400	-84.523333				200508
VR1627	E4		KZ	BT	00500AGL	01500AGL					APN	2	US	1	261.0	45.0			B	N44520000	44.866667	W084344800	-84.580000				200508
VR1627	F	G	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	302.0	23.0	2.0	2.0	C	N45144200	45.244999	W084025400	-84.048332				199512
VR1627	G	H	KZ	BT	00500AGL	01500AGL	BT	00500AGL	01500AGL		APN	2	US	1	270.0	41.0	3.0	4.0	C	N45000000	45.000000	W084312400	-84.523333				199709
VR1627	H		KZ	BT	00500AGL	01500AGL					APN	2	US	1	261.0	45.0			X	N44520000	44.866667	W084344800	-84.580000				200011
