MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
VR244	6	(4) Tie-in FSS: Prescott (PRC)-Contact prior to entry. (5) Primary Entry: A. Alternate Entry: B, C, H, I, K. (6) Primary Exit: M. Alternate EXIT: J, K, L.	200009
VR244	7	(7) Scheduling this route does not automatically grant permission to enter R-2301E, R-2304, or R-2305. Obtain clearance to enter these restricted areas from scheduling activity when scheduling the route.	200009
VR244	8	(8) Report to Gila Bend Range Operations 272.1 when planning use of the  R-2301E, R-2304, or R-2305. (9) Extremely Noise Sensitive Area: (Tohono O'Odham Reservation) From 15 NM past	200009
VR244	9	I to L, avoid overflight of all towns/settlements/populated areas by a minimum of 1 NM horizontally or 3000' AGL vertically. (10) Avoid overflight of all charted/uncontrolled airports by at least 1500' ver	200009
VR244	10	tically and/or 3 NM horizontally. (11) From Point H until range entry, make a location advisory call at each alphaPoint on 379.4 (example: Call Sign, VR-244H).	200009
VR244	11	(12) Route crosses numerous other MTR's as depicted on Sectional Charts. See andavoid concept is paramount. (a) Start Point A is 15 NM northwest of Class B Airspace; use extreme caution fo	200009
VR244	12	r commercial airliners from A-C. (b) Points C-D: Right boundary is within 4 NM of Class B Airspace. (c) Points D-E: Right boundary is within 5 NM of Class B Airspace.	200009
VR244	13	(d) Points A-H: Coincident with VR-241. (e) 4 NM past G: Crosses VR-267/VR-268/VR-269. (f) Points H-J: Coincident with VR-239.	200009
VR244	14	(g) 2 NM past I: Crosses VR-241. (h) 14 NM past I: Crosses VR-241. (i) 24 NM past I to J: Coincident with VR-223.	200009
VR244	15	(j) From K to M: Coincident with VR-260/VR-263. (13) CAUTION: (a) Avoid overflight of bridge N of Roosevelt Dam (4 NM left of Turning Pt E) by	200009
VR244	16	1000' vertically and/or 2 NM. (b) Powerlines cross at 8 NM and 12 NM past B, at C, 2 NM prior to D, at E, at F, 5 NM past F, at G, 6 NM past G, 9.5 NM past H, 2 NM prior to I, 17 NM past I.	200009
VR244	17	(c) Numerous homes 2-3 NM past F, left of centerline. Fly right of centerline from 1-4 NM past F. (d) Extremely Noise Sensitive Area from 15 NM past I to L. Maintain a minimum of	200009
VR244	18	500' AGL and avoid all villages by a minimum of 1 NM horizontally or 3000' AGL vertically. (e) From 5NM prior to I to 5 NM past I maintain a minimum alt of 1500' AGL. Exte	200009
VR244	19	nsive Helicopter Operations at Picacho Field (N32-40.0 W111-29.09). (f) Numerous other MTRs cross or are concident with VR-244. See Flip AP/1B, IFR/VFR Wall Planning Charts, and appropriate Sectional Charts.	200009
VR244	20	FSS's Within 100 NM Radius: PRC	200009
VR245	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 2 NM either side of centerline from A to D; 2 NM left and 1.5 NM right of centerline from D to E; 14 NM left and 6 NM right of centerline from E t	200009
VR245	2	o F; 8 NM left and 6 NM right of centerline from F to G. Special Operating Procedures: (1) Non 56 FW user requests for weekend/holiday use shall be coordinated a minim	200009
VR245	3	um of 48 hrs in advance of route entry time with the Scheduling Activity, Scheduling Activity hours 0730-1630 local Mon-Fri. (2) When not scheduled in conjunction with Goldwater Range/Sells MOA Mission, ai	200009
VR245	4	rcraft must exit prior to Point F. (3) Contact Scheduling Activity for route briefing. (4) Tie in FSS: Prescott (PRC)-Contact prior to entry.	200009
VR245	5	(5) Primary Entry; A. Alternate Entry: B, C, D and E. (6) Primary Exit: G. Alternate Exit: D, E and F. (7) Scheduling this route does not grant permission to enter R-2301E, R-2304 or	200009
VR245	6	R-2305. Obtain clearance to enter these restricted areas from Scheduling Activity. (8) Report exit to Gila Bend Range Operations on 272.1 when planning use of R-23	200009
VR245	7	01E, R-2304 or R-2305. (9) Avoid overflight of all towns/settlements/populated areas by a minimum of 1 NM horizontally.	200009
VR245	8	(10) Avoid overflight of all charted/uncontrolled airports by a minimum of 1500'vertically and/or 3 NM horizontally. (11) 5 NM prior to E, make advisory call on 255.4 entering Hope Low Level Corrid	200009
VR245	9	or (example: call sign, VR-245, entering Hope Low Level Corridor). (12) Route crosses numerous other MTR's as depicted on Sectional Charts. See andavoid concept is paramount.	200009
VR245	10	(a) Start Point A is 8 NM northwest of Class B Airspace; use extreme caution forcommercial airliners from A-B. (b) 9 NM past A: Crosses VR-241/VR-244.	200009
VR245	11	(c) 12 NM past A: Crosses VR-243. (d) 26 NM past A: Crosses VR-243. (e) 1 NM past B: Crosses VR-242.	200009
VR245	12	(f) From 8 NM past B to 16 NM past B: Crosses VR-243/IR-250/IR-254. (g) From 20 NM past B to 25 NM past B: Crosses VR-242/VR-1268/IR-214. (h) 40 NM past B: Crosses IR-254.	200009
VR245	13	(i) From C to E: Coincident with VR-243. (j) From C to 15 NM past C: Crosses VR-299/IR-213/IR-214. (k) 30 NM past C: Crosses VR-1267/VR-1268/IR-214.	200009
VR245	14	(l) From 4 NM prior to D to E: Crosses VR-242/VR-1267/VR-1267A/IR-250. (m) From E to F: Coincident with VR-1267/VR-1267A/VR-1268. (n) From E to G: Coincident with VR-231/VR-243 (Hope Corridor).	200009
VR245	15	(o) Use caution for extensive glider and general aviation activity in the vicinity of Lake Pleasant. (13) CAUTION:	200009
VR245	16	(a) Maintain a minimum of 1500' AGL and below 7500' MSL over Lake Pleasant enroute to A; (b) Extensive glider operations in vicinity of A;	200009
VR245	17	(c) Remain below Gladden/Baghdad MOA (below 5000' AGL or 7000' MSL, whichever ishigher) from B to D; (d) High tension powerlines at B, 41 NM past B, 47 NM past B, 34 NM past C, 38 N	200009
VR245	18	M past C, at E, at F; (e) Noise Sensitive Area at B. Avoid Kirkland Junction by a minimum of 1 NM horizontally;	200009
VR245	19	(f) Noise Sensitive Area 4 NM past D, 2 NM left of centerline. Avoid town of Hope by a minimum of 11 NM horizontally; (g) A 250' microwave tower 12 NM past D, 1/2 NM left of centerline;	200009
VR245	20	(h) Cross Interstate 10, 9 NM past D, at a minimum of 500' AGL; (i) Uncharted airstrip 14 NM past D, 1 1/2 NM left of centerline, used daily by Department of Interior aircraft;	200009
VR245	21	(j) Cross Interstate 8, 9 NM past F at a minimum of 500' AGL; (k) Uncharted tower located on McCloud Mt. (N34-25.71 W112-57.78). FSS's Within 100 NM Radius: CDC, PRC	200009
VR249	1	ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures: (1) Tie-in FSS: San Diego (San).	200009
VR249	2	(2) 450 Knots TAS maximum. (3) Contact Los Angeles ARTCC on 327.8 for return and climb clearance. (4) All aircraft contact Monterey Approach Control on 263.6 upon canceling IFR b	200009
VR249	3	efore descending below 6000' prior to Point Alpha. (5) All aircraft contact Santa Barbara TRACON on 244.575 prior to E for traffic advisories along the final leg (E-F).	200009
VR249	4	(6) Warning: The route terminates at F which is located inside of Santa Barbara Terminal Radar Control (TRACON) airspace. Also in the vicinity are San Luis Obispo and Santa Maria airports. Thus a high level of civil and military VFR/ IFR tr	200009
VR249	5	affic exists in the vicinity of F. FSS's Within 100 NM Radius: HHR, OAK, RAL, RIU	200009
VR259	1	TERRAIN FOLLOWING OPERATIONS: Authorized from A to E and F to L. ROUTE WIDTH - 3NM either side of centerline from A to E; 3NM either side of centerline from E to K; 4NM either side of centerline from K to L.	200009
VR259	2	Special Operating Procedures: (1) Alternate Entry: B, C, D, E, F, G and H. (2) Alternate Exit: B, C, D, E, F, G and H.	200009
VR259	3	(3) Route segment from Point A to Point E transit airspace used by civil Unmanned Aerial Vehicle (UAV) flights, trailed by manned chase aircraft, operating VFR during daylight from 6000'MSL to 15000'MSL. VFR traffic advisories are available	200009
VR259	4	from Albuquerque Center on 327.15 or 269.3. (4) Noise Sensitive Areas 11 NM NE B (city of Cochise). Cross at 1500'AGL. (5) From Point B to Point C, VR-259 conflicts head-on with route width of VR-263	200009
VR259	5	. Additionally, VR-259 crosses or shares portions of VR-223, VR-239, VR-241, VR-244, and VR-260, which are not deconflicted for the pilot. Extra vigilance is necessary to see and avoid other military aircraft.	200009
VR259	6	(6) At 10NM past Point B, make an advisory call for Tombstone West 1 MOA and VR-263 traffic on 351.4. At 20NM past Point B, make an advisory call for Tombstone West 2 MOA on 378.1. At 10NM past Point C, return to 351.4 and remain on this fr	200009
VR259	7	equency until clear of the Tombstone MOA. (7) Noise Sensitive Area. .5NM N of D. Avoid N31-44-40 W109-50-00 by 1NM or 1200'AGL.	200009
VR259	8	(8) Santa Margarita Ranch is a noise sensitive area 1.5NM N of Route Centerline between Points F-G at (N31-40.5 W111-35.1). (9) At 10NM past B make advisory call for Tombstone West 1 MOA on 351.4. At 20NM	200009
VR259	9	past Point B make an advisory call for Tombstone West 2 MOA on 378.1. At 10NM past Point C return to 351.4 and remain on this frequency until clear of the Tombstone MOA.	200009
VR259	10	(10) Dynamite plant located at N31-53-50 W110-14-30 (North of D-E). (11) From E to 15NM past E maintain 6500'MSL. (12) At 15NM past E make advisory call on 264.8 for Fuzzy MOA.	200009
VR259	11	(13) From Point F to Range Entry Monitor 379.4. Call each alpha point (example: call sign, VR-259 Golf). Extensive A-10 LATN traffic conducted throughout area weekdays.	200009
VR259	12	(14) This route is characterized by mountainous terrain's. Critical climb pointsexist between B-D, C-D. (15) Route crosses general aviation corridor between IP, (H) and target (I). Wat	200009
VR259	13	ch for traffic entering and departing AJO airport. (16) For Alternate Entry between D and E, aircraft awaiting entry time should hold VFR hemispherical altitude between 7500'-9500'MSL to avoid noise impact on Sa	200009
VR259	14	nta Rita Abbey. (17) Border patrol flies light aircraft at very low altitude in vicinity of F-G.(18) This route crosses numerous other VR routes. The See and Avoid concept is p	200009
VR259	15	aramount at all times. (19) Scheduling this route does not automatically grant permission to enter R-2301E, R-2304 or R-2305. Obtain clearance to enter these restricted areas if neces	200009
VR259	16	sary from appropriate Scheduling Agency (Luke AFB Command Post). (20) Avoid all forest fires/smoke areas by at least 5NM/5000'AGL. Extensive U.S.Forest Service aerial tanker/helicopter activity from 1 April-1 August. Minimum	200009
VR259	17	altitude 500'AGL. Use extreme caution near forest service heliport, 14NM past Point C. (21) Minimum altitude on any MTR traversing the Tohono O'Odham Indian Reservatio	200009
VR259	18	n (West of Point F) is 500'AGL. (22) This route is closed to casual users on weekends unless they have an established range time on the Goldwater Range Complex or a mission essential requireme	200009
VR259	19	nt to fly this route. (23) Avoid overflight of any structure on the Tohono O'Odham nation (west of Point F) by a minimum of one nautical mile below 3000'AGL.	200009
VR259	20	(24) Do not use and person, vehicle or structure as a casual target for dry practice weapons delivery. Avoid multiple crossings of highways to the maximum extent possible.                                                         FSS's Within	200009
VR259	21	100NM Radius: PRC	200009
VR260	1	TERRAIN FOLLOWING OPERATIONS: Authorized from A to E and F to M. ROUTE WIDTH - 2NM either side of centerline from A to D; 1NM right and 2NM left of centerline from D to E; 2NM right and 1NM left of centerline from E to F; 3NM	200009
VR260	2	either side of centerline from F to K; 2NM either side of centerline from K to L; 2NM right and 3NM left of centerline from L to M. Special Operating Procedures:	200009
VR260	3	(1) Alternate Entry: B, C, D, E, F, G and H. (2) Alternate Exit: B, C, D, E, F, G and H. (3) Route segment from Point B to Point E transit airspace used by civil Unmanne	200009
VR260	4	d Aerial Vehicle (UAV) flights, trailed by manned chase aircraft, operating VFR during daylight from 6000'MSL to 15000'MSL. VFR traffic advisories are availablefrom Albuquerque Center on 327.15 and 269.3.	200009
VR260	5	(4) Numerous birds vicinity of Wilcox Playa (between C-E). (5) Dynamite plant at N31-53-50 W110-14-30 (north of D-E). (6) Remain north of peak 9453 at N31-42-00 W110-51-00 (south of E).	200009
VR260	6	(7) Climb to 1000' AGL 10NM prior to Point E. (8) Prior to Point F, make an advisory call on 264.8 for the Fuzzy MOA. (9) From Point F to range entry monitor 379.4. Call each alpha point (example: C	200009
VR260	7	all sign, VR-260, Golf). Extensive A-10 LATN traffic conducted throughout area weekdays. (10) This route is characterized by mountainous terrain. critical climb points e	200009
VR260	8	xist between A-B, C-D and D-E. (11) For Alternate Entry between D and E, aircraft awaiting entry time should hold VFR hemispherical altitude between 7500'-9500'MSL to avoid noise impact on Sa	200009
VR260	9	nta Rita Abbey. (12) Border patrol flies light aircraft at very low altitude in vicinity of F-L.(13) VR-260 crosses or shares portions of VR-244, VR-259, VR-263, and VR-1233, w	200009
VR260	10	hich are not deconflicted for the pilot. Extra vigilance is necessary to see andavoid other military aircraft. (14) This route crosses numerous other VR routes. The See and Avoid concept is p	200009
VR260	11	aramount at all times. (15) Scheduling this route does not automatically grant permission to enter R-2301E, R-2304 or R-2305. Obtain clearance to enter these restricted areas if neces	200009
VR260	12	sary from appropriate scheduling agency (Luke AFB Command Post). (16) Avoid all forest fires/smoke areas by at least 5NM and/or 5000'AGL. Extensive U.S. Forestry Service aerial tanker/helicopter activity from 1 April to 1 Aug	200009
VR260	13	ust. (17) Fly south around Baboquivari Peak. Avoid the peak by 2NM. (18) Minimum altitude on any MTR traversing the Tohono O'Odham Indian Reservatio	200009
VR260	14	n is 500'. (19) This route is closed to casual users on weekends unless they have an established range time on the Goldwater Range Complex or a mission essential requireme	200009
VR260	15	nt to fly this route. (20) Avoid overflight of any structure on the Tohono O'Odham Nation (west of Point F) by a minimum of one nautical mile below 3000'AGL.	200009
VR260	16	(21) Do not use any person, vehicle or structure as a casual target for dry practice weapons delivery. Avoid multiple crossings of highways to the maximum extent possible.	200009
VR260	17	(22) Santa Margarita Ranch is a noise sensitive area 1.5 NM N of Route centerline between Points G-H at (N31-40.5 W111-35.1). FSS's Within 100 NM Radius: PRC	200009
VR263	1	TERRAIN FOLLOWING OPERATIONS: Permissible on all legs except between H-J and L-M. ROUTE WIDTH - 2 NM left and 4 NM right of centerline from A to B; 8 NM left and	200009
VR263	2	10 NM right of centerline from B to D; 10 NM either side of centerline from D toE; 15 NM either side of centerline from E to F; 8 NM right and 15 NM left of centerline from F to G; 10 NM right and 13 NM left of centerline from G to H; 2 NM	200009
VR263	3	either side of centerline from H to J; 2 NM left and 1 NM right of centerline from J to L; 4 NM right and 2 NM left of centerline from L to M; 4 NM right and 1NM left of centerline from M to O; 1 NM either side of centerline from O to P;	200009
VR263	4	3 NM either side of centerline from P to R; 2 NM either side of centerline from R to S; 2 NM right and 3 NM left of centerline from S to T. Special Operating Procedures:	200009
VR263	5	(1) All Points are Alternate Entry/Exit Points. (2) All route reservations and briefings including night and weekend flights must be made during weekdays from 1200Z to 2200Z.	200009
VR263	6	(3) B-C crosses Morenci MOA. Issue advisory call on 319.3 and remain on frequency until clear. (4) E-G transits Tombstone East MOA. Provide advisory call on 286.4 and remain o	200009
VR263	7	n frequency until clear. (5) G-I transits Tombstone West MOA. Provide advisory call on 351.4. (6) M-N transits Fuzzy MOA. Provide advisory call on 264.8 and remain on frequen	200009
VR263	8	cy until clear. (7) N-S transits Sells LATN Area. Numerous A-10 aircraft conduct location training at random points throughout area. Make advisory call and maintain listening w	200009
VR263	9	atch on 379.4 until clear. (8) Segment H-I and L-M highly noise sensitive. Adhere to 8500' MSL crossing restriction. Flights will be level at 8500' MSL within 2 NM after turn Points H and	200009
VR263	10	L. (9) Route terminates near R-2301E/R-2304. Restricted area entry through prior scheduling only.	200009
VR263	11	(10) Route segment A-B passes through the Jackal MOA, which is not routinely scheduled in conjunction with route use. Therefore, MARSA is in effect through scheduling. Flights will give an advisory call on 379.5 and remain on this frequency	200009
VR263	12	until clear. (11) Route segments A-B, B-C, F-H and M-N are coincident with Jackal MOA, Morenci, Tombstone and Ruby/Fuzzy MOA's. These route segments are designated as maneuv	200009
VR263	13	er areas when the applicable MOA has been scheduled and activated for this purpose. MARSA will be with aircraft operating in the above MOA's. (12) Tie-in FSS: TUS, PRC.	200009
VR263	14	(13) Avoid airports between the following points by 1500' or 3 NM: (a) A-B Lightning Ranch (N32-25.7 W110-04.5; (b) B-C Lazy B Ranch (N32-33.0 W109-04.3);	200009
VR263	15	(c) E-F Playas Ranch (N31-56.0 W108-32.0). (14) Avoid the following Noise Sensitive Areas by 1500' or 3 NM: (a) B-C Town of Duncan;	200009
VR263	16	(b) J-K Parker Canyon Lake; (c) K-L Town of Patagonia and Patagonia Lake. (15) Avoid uncharted microwave towers 150'-200' in height at the following locat	200009
VR263	17	ions: South of Point C (N32-32.3 W108-58.0); Near Point D (N32-29.9 W108-29.5); D-E (N32-22.5 W108-31.5) (N32-21.5 W108-25.0); E-F (N32-04.0 W108-17.5). (16) Segment H-I transits VFR TACAN penetration arc to Libby AAF. Contact Libby	200009
VR263	18	tower on 284.75 at Point H for advisories. (17) Flight Hazard: R-2312, centered 4 NM north of Point I is a tethered balloon, from surface to 14,999'MSL.	200009
VR263	19	(18) Extremely noise sensitive area from P to T (Tohono O'Odham Reservation). Maintain a minimum of 500' AGL and avoid all villages by 1 NM horizontally or 3000' AGL.	200009
VR263	20	(19) Avoid the following by 2 NM and 2000' AGL: (a) Ranch between Points A and B (N32-28.0 W109-55.0) (b) Buenos Aires Ranch near Point N (N31-34.0 W111-30.0)	200009
VR263	21	(c) White Signal, NM Subdivision NE Point D (N32-31.6 W108-21.2) FSS's Within 100 NM Radius: PRC	200009
VR267	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 2 NM either side of centerline from A to D; 1 NM north and 2 NM south of centerline from D to E; 2 NM north and 1 NM south of centerline from E to	200009
VR267	2	F; 2 NM either side of centerline from F to H. Special Operating Procedures: (1) Alternate Entry: B, C, D, E, F and G.	200009
VR267	3	(2) Alternate Exit: B, C, D, E, F and G. (3) Route passes through Restricted Area R2310A between Points C and D. Aircrewsmust check NOTAM for restricted area status within 48 hours of use. Aircrews ca	200009
VR267	4	nnot penetrate R2310A when active. When R2310 is inactive, remain left (south) of centerline while transiting R2310 due to frequent unscheduled small arms rangefiring.	200009
VR267	5	(4) Remain well clear of Estrella Sailport located north of D-E segment. This leg is 1000'AGL minimum. (5) First one-half of route traverses rugged terrain. Critical climb point betwe	200009
VR267	6	en A-B. (6) A-B transits Jackal Low MOA. (7) Passing D, be alert for light aircraft at Casa Grande Airport.	200009
VR267	7	(8) Passing E, be alert for light aircraft at Gila Bend Airport. (9) VR-267 crosses or shares portions of VR-223, VR-231, VR-239, VR-241, VR-242,VR-243, VR-244, and VR-245, and IR-218, which are not deconflicted for the pilo	200009
VR267	8	t. Extra vigilance is necessary to see and avoid other military aircraft. (10) IR-218 crosses from the north to south 6 NM west of Painted Rock Dam. (11) IR-218 crosses from east to west 7 NM south of Agua Caliente.	200009
VR267	9	(12) Scheduling this route does not automatically grant permission to enter R-2301E, R-2334 or R-2305. Obtain clearance to enter these restricted areas, if necessary, from appropriate scheduling agency (Luke AFB Command Post).	200009
VR267	10	(13) Avoid all forest fires/smoke areas by at least 5 NM and/or 5000' AGL. Extensive US. Forestry Service Aerial Tanker/Helicopter activity from 1 April to 1 August.	200009
VR267	11	(14) Twelve NM prior to G, use caution for hang-gliders on right edge of route in the area of Oatman Mountain (towers 1838'). Hang-glide activity significant onweekends. Please note VR-267 minimum altitude F-G is 1000' AGL.	200009
VR267	12	(15) Do not overfly trailer parks or other residential areas at Christmas, Arizona (left side of course 3NM short of Point C). Fly around Christmas on the rightside of route centerline.	200009
VR267	13	(16) Avoid overflight of industrial complex 30.5 NM beyond Point C. Overfly at 1000' AGL or by flying right of centerline to avoid by 1 NM. FSS's Within 100 NM Radius: PRC, RNO	200009
VR268	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 2 NM either side of centerline from A to D; 2 NM left and 1 NM right of centerline from D to E; 2 NM either side of centerline from E to F.	200011
VR268	2	Special Operating Procedures: (1) Alternate Entry: B, C, D and E. (2) Alternate Exit: B, C, D and E.	200011
VR268	3	(3) Route passes through Restricted Area R2310A between Points C and D. Aircrewsmust check NOTAM for restricted area status within 48 hours of use. Aircrews cannot penetrate R2310A when active. When R2310 is inactive, remain left (south) o	200011
VR268	4	f centerline while transiting R2310 due to frequent unscheduled small arms rangefiring. (4) Remain well clear of Estrella Sailport located north of D-E segment. This le	200011
VR268	5	g is 1000' AGL minimum. (5) First one-half of route traverse rugged terrain. Critical climb point between A-B.	200011
VR268	6	(6) A-B transits Jackal Low MOA. (7) Passing D, be alert for light aircraft at Casa Grande Airport. (8) Passing E, be alert for light aircraft at Gila Bend Airport.	200011
VR268	7	(9) VR-268 crosses or shares portions of VR-223, VR-239, VR-241, VR-242, and VR-244, which are not deconflicted for the pilot. Extra vililance is necessary to see and avoid other military aircraft.	200011
VR268	8	(10) Scheduling this route does not automatically grant permission to enter R-2301E, R-2304 or R-2305. Obtain clearance to enter these restricted areas, if necessary, from appropriate scheduling agency (Luke AFB Command Post).	200011
VR268	9	(11) Avoid all forest fires/smoke areas by at least 5 NM and/or 5000' AGL. Extensive US. Forestry Service Aerial Tanker/Helicopter activity from 1 April to 1 August.	200011
VR268	10	(12) From Estrella to East Tactical Range entry Point be alert for rotary wing aircraft below 500'AGL. (13) Do not overfly trailer parks or other residential areas at Christmas, AZ. (	200011
VR268	11	left side of course 3 NM short of Point C). Fly around Christmas on the right side of the route centerline. (14) Avoid overflight of industrial complex 30.5 NM beyond Point C. Overfly at 1	200011
VR268	12	000' AGL or by flying right of centerline to avoid by 1 NM. FSS's Within 100 NM Radius: DMN, PRC	200011
VR269	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 2 NM either side of centerline from A to D; 2 NM left and 1 NM right of centerline from D to E; 1 NM left and 2 NM right of centerline from E to F	200009
VR269	2	; 2 NM either side of centerline from F to G. Special Operating Procedures: (1) Alternate Entry: B, C, D, E and F.	200009
VR269	3	(2) Alternate Exit:  B, C, D, E and F. (3) Route passes through Restricted Area R2310A between Points C and D. Aircrewsmust check NOTAM for restricted area status within 48 hours of use. Aircrews ca	200009
VR269	4	nnot penetrate R2310A when active. When R2310 is inactive, remain left (south) of centerline while transiting R2310 due to frequent unscheduled small arms rangefiring.	200009
VR269	5	(4) Remain well clear of Estrella Sailport located north of D-E segment. This leg is 1000' AGL minimum. (5) First one-half of route traverse rugged terrain. Critical climb point betwee	200009
VR269	6	n A-B. (6) A-B transits Jackal Low MOA. (7) Passing D, be alert for light aircraft at Casa Grande Airport.	200009
VR269	7	(8) Passing E, be alert for light aircraft at Gila Bend Airport. (9) VR-269 crosses or shares portions of VR-223, VR-239, VR-241, VR-242, and VR-244, which are not deconflicted for the pilot. Extra vigilance is necessary to s	200009
VR269	8	ee and avoid other military aircraft. (10) Scheduling this route does not automatically grant permission to enter R-2301E, R-2304 or R-2305. Obtain clearance to enter these restricted areas, if nece	200009
VR269	9	ssary, from appropriate scheduling agency (Luke AFB Command Post). (11) Avoid all forest fires/smoke areas by at least 5 NM and/or 5000' AGL. Extensive US. Forestry Service Aerial Tanker/Helicopter activity from 1 April to 1 Au	200009
VR269	10	gust. (12) Do not overfly trailer parks or other residential areas at Christmas, AZ (left side of course 3 NM short of Point C). Fly around Christmas on the right sid	200009
VR269	11	e of the route centerline. (13) Avoid overflight of industrial complex 30.5 NM beyond Point C. Overfly at 1000' AGL or by flying right of centerline to avoid by 1 NM.	200009
VR269	12	FSS's Within 100 NM Radius: PRC, RNO	200009
VR288	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures:	200009
VR288	2	(1) Minimum altitude is 300' AGL. (2) Minimum altitude between F and G is 1000'AGL. (3) Environmental survey valid for C-141 only.	200009
VR288	3	(4) Tie-in FSS: Riverside (RAL). (5) Alternate Entry: G. (6) VR-288 is block scheduled with VR-289, VR-296, VR-299 and VR-1211. Users req	200009
VR288	4	uesting VR-288 will be assigned, and authorized use of all five of these routes for the period of time required. Users requesting routes which have been previously assigned will be referred to the authorized user for coordination and deconf	200009
VR288	5	lication. (7) This route MARSA through (See and Avoid) from entry to exit point. (8) CAUTION; Route coincides with or crosses other VR and IR routes.	200009
VR288	6	(9) Numerous other MTRs cross or are coincident with VR-288. See FLIP AP/1B Charts, IFR/VFR Wall Planning Charts and appropriate Sectional/Enroute Low Altitude.(See and Avoid) applies.	200009
VR288	7	(10) Scheduling this route does not automatically grant permission to enter restricted areas. Contact the appropriate scheduling activity for entry clearance. (11) Contact VR-288 scheduling agency as far in advance as possible, but no late	200009
VR288	8	r than one day in advance by 0200Z++. (12) CAUTION: Frequent VFR fixed wing and helicopter traffic along entire route.(13) CAUTION: A potential head-on conflict exists with IR-217 and VR-289 between	200009
VR288	9	Points C and D and with IR-217 and VR-1266 between Points D and E. FSS's Within 100 NM Radius: HHR, RAL, SAN	200009
VR289	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures:	200009
VR289	2	(1) Minimum altitude is 300'AGL. (2) Environmental survey valid for C-141 only. (3) Tie-in-FSS: Riverside (RAL).	200009
VR289	3	(4) Alternate Entry: G and I. (5) VR-289 is block scheduled with VR-288, VR-296, VR-299 and VR-1211. Users requesting VR-289 will be assigned, and authorized use of all five of these routes	200009
VR289	4	for the period of time required. Users requesting routes which have been previously assigned will be referred to the authorized user for coordination and deconflication.	200009
VR289	5	(6) This route MARSA through (See and Avoid) from entry to exit point. (7) CAUTION: Route coincides with or crosses other VR and IR routes. (8) Numerous other MTRs cross or are coincident with VR-289. See FLIP AP/1B Char	200009
VR289	6	ts, IFR/VFR Wall Planning Charts and appropriate Sectional/Enroute Low Altitude Charts, (See and Avoid) applies. (9) Scheduling this route does not automatically grant permission to enter restr	200009
VR289	7	icted areas. Contact the appropriate Scheduling Activity for entry clearance. (10) Contact VR-289 Scheduling Agency as far in advance as possible, but no later than one day in advance by 0200Z++.	200009
VR289	8	(11) CAUTION: Frequent VFR fixed wing and helicopter traffic along entire route (12) CAUTION: A potential head-on conflict exists with VR-288 between Points H and I.	200009
VR289	9	FSS's Within 100 NM Radius: HHR, PRC, RAL, RNO, SAN	200009
VR296	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures:	200009
VR296	2	(1) Minimum altitude is 300' AGL. (2) Environmental survey valid for C-141 only. (3) Tie-in FSS: Riverside (RAL).	200009
VR296	3	(4) Alternate Entry: D and J. (5) Alternate Exit: H. (6) VR-296 is block scheduled with VR-288, VR-289, VR-299 and of VR-1211. Users	200009
VR296	4	requesting VR-296 will be assigned, and authorized use of, all five of these routes for the period of time required. Users requesting routes which have been previously assigned will be referred to the authorized user for coordination and de	200009
VR296	5	conflication. (7) This route MARSA through (See and Avoid) from entry to exit point. (8) CAUTION: Route coincides with or crosses other VR and IR routes.	200009
VR296	6	(9) Numerous other MTRs cross or are coincident with VR-296. See FLIP AP/1B Charts, IFR/VFR Wall Planning Charts and appropriate Sectional/Enroute Low Altitude Charts. (See and Avoid) applies.	200009
VR296	7	(10) Scheduling this route does not automatically grant permission to enter restricted areas. Contact the appropriate Scheduling Activity for entry clearance. (11) Contact VR-296 scheduling agency as far in advance as possible, but no late	200009
VR296	8	r than one day in advance by 0200Z++. (12) CAUTION: Frequent VFR fixed wing and helicopter traffic along entire route.(13) CAUTIION: A potential head-on conflict exists with VR-1265 between Points E	200009
VR296	9	and F. FSS's Within 100 NM Radius: HHR, PRC, RAL, RNO, SAN	200009
VR299	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures:	200009
VR299	2	(1) Environmental survey valid for C-141 only. (2) Tie-in FSS Ontario (Ont). (3) The portion of this route between F and H goes in the opposite direction of	200009
VR299	3	route VR-291. The scheduling office has deconflicted all known traffic, however,extra caution in this area is advised. (4) CAUTION: High volume rotary-wing and fixed wing traffic SFC to 1000' AGL bet	200009
VR299	4	ween Points D and H throughout the entire year. (5) Alternate Entry: C and G. (6) Alternate Exit: D and E.	200009
