ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	RMK_SEQ	REMARK	CYCLE_DATE
UZ94	50	W	R	EDBB	1	Not available for destn EDDF, ETOU, ETID, EDFE. After BAMKI only for dep EDDP, EDDE, EDAC.	200610
UZ94	60	W	R	EDBB	1	Not available for destn EDDF, ETOU, ETID, EDFE. After BAMKI only for dep EDDP, EDDE, EDAC.	200610
UZ94	70	W	R	EDBB	1	Not available for destn EDDF, ETOU, ETID, EDFE. After BAMKI only for dep EDDP, EDDE, EDAC.	200610
UZ94	80	W	R	EDBB	1	Not available for destn EDDF, ETOU, ETID, EDFE.  After BAMKI only for dep EDDP, EDDE, EDAC.	200610
UZ993	10	E	R	EBUR	1	Not available for traffic from Brussels TMA and EBCI.	200508
UZ993	20	E	R	EBEB	1	Not available for traffic from Brussels TMA and EBCI.	200508
UZ993	30	E	R	EBEB	1	Not available for traffic from Brussels TMA and EBCI.	200508
V12	10	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V12	20	E	W	LFEE	1	Usable on ACC instructions when LFR68 is active.	200507
V12	30	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200507
V12	40	E	W	LFEE	1	Usable on ACC instructions when LFR68 is active.	200405
V12	50	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V12	9950	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V12	9960	W	W	LFEE	1	Usable on ACC instructions when LFR68 is active.	200405
V12	9970	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200507
V12	9980	W	W	LFEE	1	Usable on ACC instructions when LFR68 is active.	200507
V12	9990	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V123	9970	E	W	KZBW	1	ALB R067 unuse.	200609
V123	30	W	W	KZBW	1	ALB R067 unuse.	200609
V13	10	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V13	20	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V13	9980	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V13	9990	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200405
V15	10	E	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200411
V15	9990	W	W	LFBB	1	Usable on ACC instruction when LFR68 is inactive.	200411
V203F	9780	E	D	GMMM	1	Available SS-SR Monday thru Friday, weekends and holidays.	200405
V203F	9790	E	D	GMMM	1	Available SS-SR Monday thru Friday, weekends and holidays.	200405
V203F	210	W	D	GMMM	1	Available SS-SR Monday thru Friday, weekends and holidays.	200405
V203F	220	W	D	GMMM	1	Available SS-SR Monday thru Friday, weekends and holidays.	200405
V282	10	E	W	EHEH	1	CDR1  1600Z++ Fri- 0800Z++ Mon.  2200Z++-0700Z++ Mon-Fri. Only available for traffic destination EDDL, EDLN.	200306
V31	910	W	W	LFMM	1	RNAV AIRWAY.	200410
V33	910	E	W	EHAA	1	ONLY AVBL AND COMPUL FOR FLIGHTS FROM EHAM WITH DEST EHBD, EHBK, AND EHEH.	200512
V33	920	E	W	EHAA	1	ONLY AVBL AND COMPUL FOR FLIGHTS FROM EHAM WITH DEST EHBD, EHBK, AND EHEH.	200512
V36	10	E	W	LFEE	1	GIVOR NCRP mandatory overfly point.	200405
V36	9750	E	W	KZOB	1	i cnf	200605
V36	250	W	W	KZOB	1	i cnf	200605
V36	9990	W	W	LFEE	1	GIVOR NCRP mandatory overfly point.	200405
V45	160	E	W	OEJD	1	Temporarily suspended btn HFR and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V45	170	E	R	OBBB	1	Temporarily suspended btn ITIXI and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V45	180	E	R	OBBB	1	Temporarily suspended btn ITIXI and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V45	9820	W	R	OBBB	1	Temporarily suspended btn ITIXI and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V45	9830	W	R	OBBB	1	Temporarily suspended btn ITIXI and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V45	9840	W	W	OEJD	1	Temporarily suspended btn HFR and KEDAT. Btn ITIXI and KFA OER 44 North FL 290-310 activated by NOTAM.	200511
V651	10	E	W	LGGG	1	CDR3, H24	200609
V651	9990	W	W	LGGG	1	CDR3, H24	200609
V652	10	E	W	LGGG	1	CDR3, H24	200609
V652	9990	W	W	LGGG	1	CDR3, H24	200609
V653	10	E	W	LGGG	1	CDR3, H24	200609
V653	9990	W	W	LGGG	1	CDR3, H24	200609
V72	9950	E	W	KZBW	1	ALB R067 unuse.	200609
V72	50	W	W	KZBW	1	ALB R067 unuse.	200609
V878	40	E	W	UTDD	1	OPPOSITE DIRECTION CRUISING LEVELS.	200212
V878	9960	W	W	UTDD	1	OPPOSITE DIRECTION CRUISING LEVELS.	200212
V997	9980	E	R	OBBB	1	Avbl Sat-Wed 1900-0300Z and fr Thu 1900Z to Sat 0300Z inclusive.	200610
V997	9990	E	R	OBBB	1	Avbl Sat-Wed 1900-0300Z and fr Thu 1900Z to Sat 0300Z inclusive.	200505
V997	10	W	R	OBBB	1	Avbl Sat-Wed 1900-0300Z and fr Thu 1900Z to Sat 0300Z inclusive.	200505
V997	20	W	R	OBBB	1	Avbl Sat-Wed 1900-0300Z and fr Thu 1900Z to Sat 0300Z inclusive.	200610
W100	10	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR CIVILIAN/MILITARY COORDINATION.	200212
W100	20	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR CIVILIAN/MILITARY COORDINATION.	200212
W102	10	E	W	LSAS	1	LPS - BALIR; Only available for traffic departing LSGC or departing LSGG TCA with destination LFSB At FL120/FL140.	200413
W102	20	E	W	LSAS	1	LPS - BALIR; Only available for traffic departing LSGC or departing LSGG TCA with destination LFSB At FL120/FL140.	200304
W102	9980	W	W	LSAS	1	LPS - BALIR; Only available for traffic departing LSGC or departing LSGG TCA with destination LFSB At FL120/FL140.	200304
W102	9990	W	W	LSAS	1	LPS - BALIR; Only available for traffic departing LSGC or departing LSGG TCA with destination LFSB At FL120/FL140.	200413
W103	20	E	W	LSAS	1	FLORY - LPS; Only available for traffic destination LSGC or departing LSGG TCA with destination LFSB At FL120/FL140. LPS - FLORY; Only available for traffic departing LSGC.	200607
W103	410	E	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200507
W103	420	E	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200507
W103	430	E	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200610
W103	440	E	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200610
W103	9560	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200610
W103	9570	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200610
W103	9580	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200507
W103	9590	W	W	LECM	1	ONLY AVAILABLE WITH PRIOR MADRID ACC/SALAMANCA APP COORDINATION.	200507
W103	9980	W	W	LSAS	1	FLORY - LPS; Only available for traffic destination LSGC or departing LSGG TCA with destination LFSB At FL120/FL140. LPS - FLORY; Only available for traffic departing LSGC.	200607
W104	110	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  CDR3 - See Daily CRAM.. FRI to LPS; Only available for traffic destin	200509
W104	110	E	W	LSAS	2	ation LSGC. LPS to FRI; Only available for traffic departing LSGC.	200509
W104	9890	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  CDR3 - See Daily CRAM.. FRI to LPS; Only available for traffic destin	200509
W104	9890	W	W	LSAS	2	ation LSGC. LPS to FRI; Only available for traffic departing LSGC.	200509
W105	10	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  FRI - ALETO; Only available for traffic destination LSGS. ALETO - FRI	200509
W105	10	E	W	LSAS	2	; Only available for traffic departing LSGS.	200509
W105	20	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++   FRI - ALETO; Only available for traffic destination LSGS. ALETO - FR	200607
W105	20	E	W	LSAS	2	I; Only available for traffic departing LSGS.	200607
W105	30	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++. FRI - ALETO; Only available for traffic destination LSGS. ALETO - FRI	200509
W105	30	E	W	LSAS	2	; Only available for traffic departing LSGS.	200509
W105	40	E	W	LSAS	1	CDR 1. 2400-0630Z++, 0945-1130Z++, 1500-2400Z++, Mon-Fri. H24 Sat-Sun. 2400-0730Z, 1045-1230Z, Mon-Fri. 1600-2400Z, Mon-Wed-Fri. 2015-2400Z Tue-Thu.  FRI to ALETO; Only available for traffic destination LSGS. ALETO to FRI; Only available fo	200509
W105	40	E	W	LSAS	2	r traffic departing LSGS.	200509
W105	9960	W	W	LSAS	1	CDR 1. 2400-0630Z++, 0945-1130Z++, 1500-2400Z++, Mon-Fri. H24 Sat-Sun. 2400-0730Z, 1045-1230Z, Mon-Fri. 1600-2400Z, Mon-Wed-Fri. 2015-2400Z Tue-Thu.  FRI to ALETO; Only available for traffic destination LSGS. ALETO to FRI; Only available fo	200509
W105	9960	W	W	LSAS	2	r traffic departing LSGS.	200509
W105	9970	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++. FRI - ALETO; Only available for traffic destination LSGS. ALETO - FRI	200509
W105	9970	W	W	LSAS	2	; Only available for traffic departing LSGS.	200509
W105	9980	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++   FRI - ALETO; Only available for traffic destination LSGS. ALETO - FR	200607
W105	9980	W	W	LSAS	2	I; Only available for traffic departing LSGS.	200607
W105	9990	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  FRI - ALETO; Only available for traffic destination LSGS. ALETO - FRI	200509
W105	9990	W	W	LSAS	2	; Only available for traffic departing LSGS.	200509
W106	110	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  SANET to VALOR; Only available for traffic departing LSGS. VALOR to S	200509
W106	110	E	W	LSAS	2	ANET; Only available for traffic destination LSGS.	200509
W106	120	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  CDR3. SANET to VALOR; Only available for traffic departing LSGS. VALO	200509
W106	120	E	W	LSAS	2	R to SANET; Only available for traffic destination LSGS.	200509
W106	310	E	W	VECF	1	When VED-57 is active aircraft are to follow W106A.	200305
W106	9690	W	W	VECF	1	When VED-57 is active aircraft are to follow W106A.	200305
W106	9880	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  CDR3. SANET to VALOR; Only available for traffic departing LSGS. VALO	200509
W106	9880	W	W	LSAS	2	R to SANET; Only available for traffic destination LSGS.	200509
W106	9890	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++  SANET to VALOR; Only available for traffic departing LSGS. VALOR to S	200509
W106	9890	W	W	LSAS	2	ANET; Only available for traffic destination LSGS.	200509
W106A	10	E	W	VECF	1	Airway is available only when VED-57 is active.	200305
W106A	20	E	W	VECF	1	Airway is available only when VED-57 is active.	200305
W106A	9980	W	W	VECF	1	Airway is available only when VED-57 is active.	200305
W106A	9990	W	W	VECF	1	Airway is available only when VED-57 is active.	200305
W107	10	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++	200309
W107	9990	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31, H24; OCT 01 - Mar 31, 2400-0630Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0630Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0630Z++, 1500-2400Z++	200309
W110	30	E	W	LSAS	1	Compulsory route for non-RNAV equipped flight from LSZH to TCA LFSB.	200208
W110	40	E	W	LSAS	1	Compulsory route for non-RNAV equipped flight from LSZH to TCA LFSB.	200208
W110	9960	W	W	LSAS	1	Compulsory route for non-RNAV equipped flight from LSZH to TCA LFSB.	200208
W110	9970	W	W	LSAS	1	Compulsory route for non-RNAV equipped flight from LSZH to TCA LFSB.	200208
W112	9960	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W112	9970	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W112	9980	E	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM..	200406
W112	10	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W112	20	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM..	200406
W112	30	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W112	40	W	W	LSAS	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W112	50	W	W	LSAG	1	CDR1 - Jan 01 - DEC 31,  H24, Sat, Sun. OCT 01 - Mar 31, 2400-0600Z++, 1500-2400Z++ Mon, Wed, Fri. 2400-0600Z++, 2000-2400Z++, Tue, Thu. Apr 01 - Sep 30, 2400-0600Z++, 1500-2400Z++, Mon-Fri.  CDR3 - See Daily CRAM.	200406
W12	1510	E	W	ZBPE	1	Avbl 1600-2200Z.	200606
W12	1520	E	W	ZBPE	1	Avbl 1600-2200Z.	200505
W12	8480	W	W	ZBPE	1	Avbl 1600-2200Z.	200505
W12	8490	W	W	ZBPE	1	Avbl 1600-2200Z.	200606
W13	8290	E	W	LPPC	1	CDR1 FL195/FL105 Segment Marim/Alagu. Alternate route on ATC instructions.	200610
W13	1710	W	W	LPPC	1	CDR1 FL195/FL105 Segment Marim/Alagu. Alternate route on ATC instructions.	200610
W16	1510	E	W	UATT	1	NATIONAL ROUTE	200609
W16	1520	E	W	UATT	1	NATIONAL ROUTE	200609
W16	1530	E	W	UATT	1	NATIONAL ROUTE	200609
W16	1540	E	W	UATE	1	NATIONAL ROUTE	200609
W16	8460	W	W	UATE	1	NATIONAL ROUTE	200609
W16	8470	W	W	UATT	1	NATIONAL ROUTE	200609
W16	8480	W	W	UATT	1	NATIONAL ROUTE	200609
W16	8490	W	W	UATT	1	NATIONAL ROUTE	200609
W17	1510	E	W	UTNR	1	DO NOT OVERFLY UT(R)123 BELOW FL157.	200609
W17	8490	W	W	UTNR	1	DO NOT OVERFLY UT(R)123 BELOW FL157.	200609
W17B	10	E	W	UTNR	1	DO NOT OVERFLY UT(R)123 BELOW FL157.	200212
W17B	9990	W	W	UTNR	1	DO NOT OVERFLY UT(R)123 BELOW FL157.	200212
W21	1010	E	W	LBSR	1	FL095 TO FL215 CDR 1 2300Z++ TIL 0400Z++ WEEK NIGHTS, WEEKEND FM FRI 1400Z++ TILMON 0600Z++. CDR 2 SEE DAILY CRAM. TEMPORARILY CLOSED ON ACC INSTRUCTIONS. ALTERNATE ROUTEW21 ABOVE FL215,OR UN127.	200608
W21	1020	E	W	LBSR	1	FL095 TO FL215 CDR 1 2300Z++ TIL 0400Z++ WEEK NIGHTS, WEEKEND FM FRI 1400Z++ TILMON 0600Z++. CDR 2 SEE DAILY CRAM. TEMPORARILY CLOSED ON ACC INSTRUCTIONS. ALTERNATE ROUTEW21 ABOVE FL215,OR UN127.	200510
W240F	10	E	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	20	E	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	30	E	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	40	E	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	9960	W	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	9970	W	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	9980	W	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W240F	9990	W	D	GMMM	1	Available Monday-Friday SS-SR, weekends and holidays.	200408
W27	1350	W	W	LBSF	1	FL085 TO FL215 CDR 1 2300Z++ TIL 0400Z++ WEEK NIGHTS, WEEKEND FM FRI 1400Z++ TILMON 0600Z++. CDR 2 SEE DAILY CRAM. TEMPORARILY CLOSED ON ACC INSTRUCTIONS. ALTERNATE ROUTE W27 ABOVE FL215,OR UN133.	200610
W27	1360	W	W	LBSR	1	FROM SOF TO OGOTA FL085  to FL215 CDR 1 EV/NGT FM 2300 TIL 0400 EV WEEK-END FR FRI 1400 TIL MON 0600 ALTN ROUTE W27 FL215 OR UN133. CDR 2 REST OF WEEK IN ACCORDANCE WITH AUP AND CRAM.	200610
W31	10	E	W	LAAA	1	Only avbl for tfc dest. LATI.	200607
W31	20	E	W	LAAA	1	Eastbound only avbl for traffic dep LATI, wesbound only avbl for tfc via PAPIZ at FL300/320 and compulsory for tfc dep BKPR, LYPR and overfly LA**.	200607
W31	9980	W	W	LAAA	1	Eastbound only avbl for traffic dep LATI, wesbound only avbl for tfc via PAPIZ at FL300/320 and compulsory for tfc dep BKPR, LYPR and overfly LA**.	200607
W31	9990	W	W	LAAA	1	Only avbl for tfc dest. LATI.	200607
W32	1220	E	W	LKAA	1	Not available for traffic via LABEG.	200605
W32	1240	E	W	LKAA	1	Not available for traffic Dest. Prague Group.	200606
W32	8760	W	W	LKAA	1	Not available for traffic Dest. Prague Group.	200606
W32	8780	W	W	LKAA	1	Not available for traffic via LABEG.	200605
W37	710	E	W	ZSHA	1	Avbl by ATC.	200301
W37	720	E	W	ZSHA	1	Avbl by ATC.	200301
W37	9280	W	W	ZSHA	1	Avbl by ATC.	200301
W37	9290	W	W	ZSHA	1	Avbl by ATC.	200301
W400	10	E	W	LECB	1	Liable to LED52 activity.	200610
W44	20	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
W44	9980	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
W49	10	E	W	LWSS	1	The AWY W49 will be available only in case of unavailablility of Kosovo airspace.	200403
W49	20	E	W	LWSS	1	The AWY W49 will be avbl only in case of unavailability of Kosovo airspace.	200403
W49	9980	W	W	LWSS	1	The AWY W49 will be avbl only in case of unavailability of Kosovo airspace.	200403
W49	9990	W	W	LWSS	1	The AWY W49 will be available only in case of unavailablility of Kosovo airspace.	200403
W54	510	E	W	LFMM	1	During Military activity in LFD54A/C, traffic will be rerouted on ATC instruction via A3/A2. When LFD54A/C is active, MARSEILLE ACC will only provide flight information and alerting services.	200508
W54	520	E	W	LFMM	1	During Military activity in LFD54A/C, traffic will be rerouted on ATC instruction via A3/A2. When LFD54A/C is active, MARSEILLE ACC will only provide flight information and alerting services.	200508
W54	9480	W	W	LFMM	1	During Military activity in LFD54A/C, traffic will be rerouted on ATC instruction via A3/A2. When LFD54A/C is active, MARSEILLE ACC will only provide flight information and alerting services.	200508
W54	9490	W	W	LFMM	1	During Military activity in LFD54A/C, traffic will be rerouted on ATC instruction via A3/A2. When LFD54A/C is active, MARSEILLE ACC will only provide flight information and alerting services.	200508
W542	9940	E	W	UKFV	1	CDR 2, H24	200606
W542	9950	E	W	UKFV	1	CDR 2, H24	200606
W542	9960	E	W	UKFV	1	CDR 2, H24	200606
W542	9970	E	W	UKFV	1	CDR 2, H24	200606
W542	9980	E	W	UKFV	1	CDR 2, H24	200606
W542	9990	E	W	UKFV	1	CDR 2, H24	200606
W542	10	W	W	UKFV	1	CDR 2, H24	200606
W542	20	W	W	UKFV	1	CDR 2, H24	200606
W542	30	W	W	UKFV	1	CDR 2, H24	200606
W542	40	W	W	UKFV	1	CDR 2, H24	200606
W542	50	W	W	UKFV	1	CDR 2, H24	200606
W542	60	W	W	UKFV	1	CDR 2, H24	200606
W575	10	E	W	UKOV	1	CDR 2, H24	200606
W575	9990	W	W	UKOV	1	CDR 2, H24	200606
W587	10	E	W	UKLV	1	CDR 2, H24	200606
W587	20	E	W	UKLV	1	CDR 2, H24	200606
W587	9980	W	W	UKLV	1	CDR 2, H24	200606
W587	9990	W	W	UKLV	1	CDR 2, H24	200606
W619	10	E	W	UKOV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W619	20	E	W	UKOV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W619	30	E	W	UKFV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W619	9970	W	W	UKFV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W619	9980	W	W	UKOV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W619	9990	W	W	UKOV	1	CDR 1, Mon 2400-0700Z++, Tue-Fri 2400-0500Z++, Sat 1600-0500Z Win, Sat 1500-0600Sum. CDR 2, Mon 0700-2400++, Tue-Fri 0500-2400Z++, Sat 0500-1600 Win, Sat 0600-1500 Sum. Alternate route B246.	200606
W628	9970	E	W	UKHV	1	CDR 2, H24	200606
W628	9980	E	W	UKHV	1	CDR 2, H24	200606
W628	9990	E	W	UKHV	1	CDR 2, H24	200606
W628	10	W	W	UKHV	1	CDR 2, H24	200606
W628	20	W	W	UKHV	1	CDR 2, H24	200606
W628	30	W	W	UKHV	1	CDR 2, H24	200606
W649	10	E	W	UKBV	1	FL150 and BLW - CDR 1 Win Mon-Thu 0000-0600Z and 1300-1800Z, Fri 0000-0600Z, 1300-1800Z and 2200-2400Z, Sat and Sun H24, Sum Mon-Thu 0000-0500Z, 1200-1700Z and 2300-2400Z, Fri 0000-0500Z, 1200-1700Z and 2100-2400Z, Sat and Sun H24; CDR 2 at	200608
W649	10	E	W	UKBV	2	all other times; CDR 3 during the time unavbl CDR 2 by ATC.	200608
W65	310	E	W	UAAA	1	NATIONAL ROUTE	200609
W65	320	E	W	UAAA	1	NATIONAL ROUTE	200609
W65	330	E	W	UAFM	1	NATIONAL ROUTE	200408
W65	9670	W	W	UAFM	1	NATIONAL ROUTE	200408
