ARPT_IDENT	COMM_TYPE	COMM_NAME	SYM	FREQ_1	FREQ_2	FREQ_3	FREQ_4	FREQ_5	SEC	S_OPR_H	CYCLE_DATE
US72551	UNIC	CTAF/UNICOM		123.0   M							200105
US72554	CTAF	CTAF		122.9   M							200602
US72616	CNTR	HOUSTON CNTR		126.625 M							200212
US72616	FSS	SAN ANGELO									200212
US72659	CNTR	OAKLAND CNTR	RE	132.2   M	350.3   M						200107
US72659	RDO	RANCHO RDO		109.8   M	122.1   M						200205
US72659	UNIC	CTAF/UNICOM		122.7   M							200105
US72692	A/D	CINCINNATI APP/DEP	RE	121.0   M	257.725 M						200503
US72692	CLD	CLNC DEL		124.9   M							200409
US72692	UNIC	CTAF/UNICOM		122.975 M							200409
US72694	A/D	GRAY APP/DEP	RE	120.075 M	323.15  M						200312
US72694	AWOS	AWOS 3		119.075 M							200312
US72694	RDO	SAN ANGELO RDO		122.55  M							200312
US72694	UNIC	CTAF/UNICOM		122.8   M							200312
US72712	A/D	POTOMAC APP/DEP	RE	128.7   M	307.9   M						200305
US72712	AWOS	AWOS 3		128.275 M							200005
US72712	CLD	POTOMAC CLNC DEL		121.6   M							200305
US72712	UNIC	CTAF/UNICOM		123.075 M							200303
US72717	ASOS	ASOS		119.025 M							200113
US72717	CNTR	DENVER CNTR		128.375 M	379.95  M						200107
US72717	RDO	DENVER RDO		122.2   M	255.4   M						200014
US72717	UNIC	CTAF/UNICOM		122.8   M							200105
US72722	ASOS	ASOS		119.275 M							200201
US72722	CNTR	SALT LAKE CITY CNTR	RE	128.05  M	387.15  M						200404
US72722	RDO	BOISE RDO		122.6   M							200508
US72722	UNIC	CTAF/UNICOM		122.8   M							200105
US72746	A/D	APP/DEP	RE	119.2   M	119.8   M	251.125 M			(119.2 310  -129  ) (119.8 130   -309 )	Opr 1100-0500Z++, OT ctc MINNEAPOLIS CENTER  132.35  307.3.-	200203
US72746	ASOS	ASOS									200005
US72746	ATIS	ATIS		120.5   M							200001
US72746	CTAF	CTAF		118.3   M							199904
US72746	GND	GND		121.9   M							200002
US72746	RDO	PRINCETON RDO	E	122.45  M	255.4   M						200014
US72746	TWR	TWR	E	118.3   M	257.8   M					Opr 1100-0500Z++.	200005
US72746	UNIC	UNICOM		122.95  M							199904
US72761	ASOS	ASOS		118.375 M							199909
US72761	CNTR	INDIANAPOLIS CNTR	RE	126.57  M							200107
US72761	UNIC	CTAF/UNICOM		122.8   M							200105
US72854	AWOS	AWOS 3		119.275 M							200109
US72854	CNTR	DENVER CNTR		120.475 M	235.975 M						200512
US72854	RDO	DENVER RDO		122.25  M							200014
US72854	UNIC	CTAF/UNICOM		123.0   M							200507
US72921	A/D	MC QUIRE APP/DEP	RE	124.15  M	363.8   M						200603
US72921	UNIC	CTAF/UNICOM		121.725 M							200603
US72929	A/D	HOUSTON APP/DEP		123.8   M	257.7   M						200606
US72929	UNIC	CTAF/UNICOM		122.8   M							200606
US72936	CNTR	ALBUQUERQUE CNTR	R	132.9   M	239.05  M						200107
US72936	UNIC	CTAF/UNICOM		122.8   M							200105
US72990	CTAF	CTAF		122.9   M							200509
US73007	A/D	APP DEP	RE	119.25  M	124.45  M	289.4   M	313.2   M		(124.45 289.4 NQX 340 -069 ) (119.25 313.2 NQX 070 -339 )	Opr 1100-0300Z++, OT ctc MIAMI CENTER 133.5 306.9.-	200506
US73007	ATIS	ATIS		277.2   M							199805
US73007	CLD	CLNC DEL		121.2   M	355.6   M						199805
US73007	GND	GND		121.7   M	336.4   M						200003
US73007	OPS	BASE OPS		338.0   M							200205
US73007	PMSV	PMSV METRO		344.6   M						PMSV avbl 1030-2230Z++.	200001
US73007	SFA	SFA									199805
US73007	TWR	TWR	E	126.1   M	305.2   M	340.2   M	360.2   M				200205
US73013	A/D	SHEPPARD APP/DEP	RE	120.4   M	269.025 M						200608
US73013	CLD	CLNC DEL		121.2   M							200304
US73013	UNIC	CTAF/UNICOM		122.7   M							200304
US73014	A/D	CAIRNS APP/DEP		133.45  M	239.4   M						200605
US73014	UNIC	CTAF/UNICOM		123.0   M							200604
US73033	A/D	APP/DEP	RE	118.4   M	126.05  M	388.0   M					200105
US73033	ASOS	ASOS		132.75  M							199809
US73033	ATIS	ATIS		132.75  M							199805
US73033	CLD	CLNC DEL		121.85  M							199904
US73033	GND	GND		121.65  M							200002
US73033	TWR	TWR	V	118.7   M	119.45  M	135.2   M	226.3   M	109.9   M			200404
US73033	UNIC	UNICOM		122.95  M							199904
US73062	AWOS	AWOS A		347.0   M							200511
US73062	CNTR	ATLANTA CNTR	R	134.8   M	307.9   M						200511
US73062	UNIC	CTAF/UNICOM		122.7   M							200511
US73077	CTAF	CTAF		122.9   M							199806
US73080	AWOS	AWOS 3		135.075 M							200005
US73080	CNTR	SEATTLE CNTR	E	132.6   M	269.35  M						200204
US73080	RDO	MC MINNVILLE RDO		122.5   M							200014
US73080	UNIC	CTAF/UNICOM		122.8   M							200105
US73099	FSS	DENVER RDO									199807
US73099	UNIC	CTAF/UNICOM		122.8   M							200610
US73103	APP	NORCAL APP	RE	120.1   M	125.35  M	134.5   M	270.35  M	290.25  M			200510
US73103	ASOS	ASOS									199809
US73103	ATIS	ATIS		126.95  M							200306
US73103	CLD	CLNC DEL		118.0   M							199805
US73103	CTAF	CTAF		124.0   M							199805
US73103	DEP	NORCAL DEP	RE	121.3   M	270.35  M						200303
US73103	GND	GND		121.7   M							200002
US73103	TWR	TWR	U	124.0   M	257.6   M						200509
US73152	A/D	MEMPHIS CNTR	R	128.475 M	377.15  M						200305
US73152	ASOS	ASOS		132.475 M							199908
US73152	UNIC	CTAF/UNICOM		122.7   M							200105
US73158	CLD	DAYTONA		121.725 M							200602
US73158	UNIC	UNICOM		122.975 M							200602
US73243	ATIS	ATIS		119.75  M						Opr H24	200306
US73243	CNTR	FORT WORTH CNTR		133.1   M	298.95  M						200511
US73243	CTAF	CTAF		120.65  M							199805
US73243	GND	GND		121.9   M							200002
US73243	RDO	ALBUQUERQUE RDO		122.2   M							200014
US73243	TWR	HOBBS TWR	E	120.65  M	317.4   M					Opr 1300-0100Z++.	200503
US73243	UNIC	UNICOM		122.95  M							199805
US73250	A/D	CAPE APP/DEP	RE	118.2   M							200205
US73250	ASOS	ASOS		135.875 M							200205
US73250	CLD	CLNC DEL		127.3   M							199808
US73250	UNIC	CTAF/UNICOM		122.8   M							200105
US73314	ASOS	ASOS		133.425 M							200511
US73314	CNTR	JACKSONVILLE CNTR		120.2   M	346.4   M						200511
US73314	UNIC	CTAF/UNICOM		122.7   M							200511
US73324	A/D	MIZZU APP/DEP	R	124.1   M	353.7   M						200105
US73324	UNIC	CTAF/UNICOM		122.8   M							200105
US73343	A/D	PHILADELPHIA APP/DEP	RE	123.8   M	291.7   M						200113
US73343	ASOS	ASOS									199909
US73343	ATIS	ATIS		121.15  M							199813
US73343	CLD	CLNC DEL		127.25  M							199905
US73343	CTAF	CTAF		126.9   M							199813
US73343	GND	GND		121.7   M							200002
US73343	RDO	WILLIAMSPORT RDO	E	122.2   M	122.6   M	255.4   M	112.0   M				200014
US73343	TWR	TWR		126.9   M	278.8   M					Opr 1100-0400Z++.	200404
US73343	UNIC	UNICOM		122.95  M							199905
US73345	APP	APP	RE	119.3   M	120.35  M	307.3   M	381.5   M		(119.3 307.3 N) (120.35 381.5 S)		200403
US73345	ASOS	ASOS									200003
US73345	ATIS	ATIS		125.6   M	134.025 M	379.9   M			(125.6 379.9 Arr C303-342-0819.) (134.025 Dep C303-342-0820.)		200309
US73345	CLD	CLNC DEL		118.75  M							199805
US73345	DEP	DEP	RE	126.1   M	127.05  M	128.25  M	128.45  M	251.075 M			200403
US73345	GND	GND		121.85  M	127.5   M	256.85  M	377.1   M	380.3   M			200311
US73345	RDO	RDO		123.65  M							200312
US73345	TWR	TWR	U	124.3   M	132.35  M	133.3   M	135.3   M	256.85  M			200403
US73345	UNIC	UNICOM		122.95  M							199805
US73360	CTAF	CTAF		122.9   M							199904
US73373	A/D	ATLANTA APP/DEP	RE	132.475 M	134.8   M	291.1   M	307.9   M			Opr 1115-0500Z++; OT ctc ATLANTA CENTER 127.5 316.05	200605
US73373	ASOS	ASOS		126.475 M							200605
US73373	CLD	CLNC DEL		134.8   M	307.9   M					Opr 0500-1115Z++; OT ctc GAINESVILLE RDO 122.55	200605
US73373	RDO	MACON RDO		122.55  M							200605
US73373	UNIC	CTAF/UNICOM		123.075 M							200605
US73380	APP	APP	RE	123.8   M	124.35  M	126.6   M	126.85  M	127.35  M			200202
US73380	ARR	PRM		120.425 M	123.6   M						200309
US73380	ASOS	ASOS									199909
US73380	ATIS	ATIS		133.4   M	135.925 M				(133.4 Arr) (135.925 Dep)		200412
US73380	CLD	CLNC DEL		118.85  M	348.6   M						199905
US73380	DEP	DEP	R	119.75  M	124.35  M	269.25  M	319.15  M		(119.75 269.25  090 -269 )  (124.35 319.15  270 -089 )		200202
US73380	GND	GND		121.9   M	348.6   M	121.65  M					200002
US73380	TWR	TWR	E	118.5   M	135.1   M	327.05  M					200309
US73380	UNIC	UNICOM		122.95  M							199905
US73418	A/D	EVANSVILLE APP/DEP	RE	125.6   M	267.9   M					Opr 1200-0500Z++, OT ctc INDIANAPOLIS CENTER 128.3 284.65.-	200206
US73418	AWOS	AWOS 3		134.9   M							200407
US73418	UNIC	CTAF/UNICOM		122.7   M							200105
US73441	AWOS	AWOS 3		118.35  M							200501
US73441	CNTR	FORT WORTH CNTR	E	132.85  M	360.75  M						200401
US73441	UNIC	CTAF/UNICOM		123.075 M							200405
US73460	CTAF	CTAF		122.9   M							199806
US73460	FSS	WICHITA RDO									199806
US73469	CNTR	CHICAGO CNTR	R	132.5   M							200107
US73469	UNIC	CTAF/UNICOM		122.8   M							200105
US73525	CTAF	CTAF		122.9   M							199806
US73525	FSS	HURON RDO									199806
US73567	CNTR	ALBUQUERQUE CNTR		132.65  M	257.6   M						200208
US73567	FSS	SAN ANGELO									200208
US73571	AWOS	AWOS 3		133.8   M							200309
US73571	CNTR	OAKLAND CNTR	E	128.8   M	285.5   M						200313
US73571	UNIC	CTAF/UNICOM		122.8   M							200105
US73604	A/D	MIZZU APP/DEP	R	124.375 M							200105
US73604	AWOS	AWOS 3		120.575 M							200307
US73604	CTAF	CTAF		122.9   M							199806
US73698	A/D	MEMPHIS CNTR	R	128.475 M	377.15  M						200513
US73698	FSS	JONESBORO RDO									199808
US73698	UNIC	CTAF/UNICOM		122.8   M							200105
US73758	A/D	SIOUX CITY APP/DEP	RE	124.6   M	307.0   M	325.8   M				Opr 1200-0330Z++, OT ctc MINNEAPOLIS CENTER 124.1 269.0.-	200607
US73758	ASOS	ASOS									199909
US73758	ATIS	ATIS		119.45  M	270.8   M						200501
US73758	CTAF	CTAF		118.7   M							199805
US73758	GND	GND		121.9   M	348.6   M						200002
US73758	OPS	ANG COMD POST		373.1   M	141.825 M						200411
US73758	RDO	FORT DODGE RDO	E	122.45  M	255.4   M	116.5   M	122.1   M				200404
US73758	SFA	SFA									200005
US73758	TWR	SIOUX CITY TWR	E	118.7   M	254.3   M					Opr 1200-0330Z++.	200607
US73758	UNIC	UNICOM		122.95  M							199805
US73767	A/D	CASCADE APP/DEP	RE	119.6   M	120.25  M	298.9   M	348.7   M		(119.6 348.7 340 -159 ) (120.25 298.9 160 -339 )	Opr 1400-0730Z++, OT ctc SEATTLE CENTER 125.8 291.7.-	200204
US73767	ASOS	ASOS									199908
US73767	ATIS	ATIS		125.225 M						Opr H24.	200509
US73767	CLD	EUGENE CLNC DEL		121.7   M	269.5   M						199805
US73767	CTAF	CTAF		118.9   M							199805
US73767	GND	GND		121.7   M	269.5   M						200113
US73767	RDO	MC MINNVILLE RDO	V	122.3   M							200014
US73767	TWR	EUGENE TWR	E	118.9   M	124.15  M	371.9   M				Opr 1400-0730Z++.	200509
US73767	UNIC	UNICOM		122.95  M							199805
US73786	A/D	ATLANTA APP/DEP	RE	118.95  M	119.6   M	124.2   M	279.6   M	388.2   M		Opr 1115-0500Z++, OT ctc ATLANTA CENTER 134.5 360.75.-	200605
US73786	ASOS	ASOS		120.775 M						Opr 0100-1300Z++.	200605
US73786	ATIS	ATIS		120.775 M							200605
US73786	CTAF	CTAF		128.2   M							200605
US73786	GND	GND		121.65  M							200605
US73786	RDO	MACON RDO	RE	122.2   M	122.4   M	255.4   M	114.2   M	122.1   M			200605
US73786	TWR	MACON TWR	E	128.2   M	257.8   M					Opr 1300-0100Z++.	200605
US73786	UNIC	UNICOM		122.95  M							200605
US73820	UNIC	CTAF/UNICOM		122.8   M							200105
US73858	AWOS	AWOS 3		108.8   M							200005
US73858	CNTR	MINNEAPOLIS CNTR	R	134.75  M	251.1   M						200510
US73858	RDO	PRINCETON RDO		122.25  M							200014
US73858	UNIC	CTAF/UNICOM		122.8   M							200105
US73888	APP	BOSTON APP	R	125.05  M	125.825 M	269.4   M	353.5   M				200412
US73888	ATIS	ATIS		132.05  M	273.5   M					Opr H24.	200603
US73888	CLD	CLNC DEL		335.8   M							199807
US73888	DEP	DEP		125.05  M	291.0   M	395.8   M					200002
US73888	GCA	GCA		127.05  M	236.8   M					Opr 1300-2200Z++ Mon-Fri or by NOTAM.	200412
US73888	GND	GND		120.95  M	275.8   M						200002
US73888	MISC	ARW ANG OPS		134.1   M	321.0   M						200005
US73888	SFA	SFA									200005
US73888	TWR	TWR	E	128.4   M	239.05  M						199901
US73888	UNIC	UNICOM		122.95  M							199807
US73898	ASOS	ASOS		120.675 M							200305
US73898	CNTR	ALBUQUERQUE CNTR	R	128.2   M	285.5   M						200504
US73898	RDO	ALBUQUERQUE RDO	E	122.2   M	255.4   M						200509
US73898	UNIC	CTAF/UNICOM		122.8   M							200105
US73929	A/D	JOSHUA APP/DEP	RE	124.55  M	363.0   M						200105
US73929	ASOS	ASOS		118.275 M							199806
US73929	CTAF	CTAF		123.7   M							200001
US73929	GND	GND		121.9   M	348.6   M						200002
US73929	TWR	TWR	E	123.7   M	317.6   M						199805
US73966	A/D	HOUSTON APP/DEP	RE	119.7   M	281.4   M						200605
US73966	UNIC	CTAF/UNICOM		123.0   M							200304
US73972	CNTR	KANSAS CITY CNTR		127.47  M	291.7   M						200111
US73972	RDO	ST LOUIS RDO		122.3   M	115.7   M	122.1   M					200014
US73972	UNIC	CTAF/UNICOM		122.8   M							200105
US74019	A/D	SOCAL APP/DEP	RE	120.4   M	134.2   M	338.2   M	360.6   M		(120.4 360.6 VNY 280  -BUR 050 )(134.2 338.2 VNY 160  -VNY 280 )		200209
US74019	CTAF	CTAF		122.95  M							200509
US74019	GND	GND		125.0   M							200002
US74019	TWR	TWR		135.0   M						Opr 1600-0400Z++.	200002
US74074	CTAF	CTAF		122.9   M							199805
US74074	FSS	PRESCOTT RDO		122.45  M							199907
US74075	ASOS	ASOS		135.225 M							199813
US74075	CTAF	CTAF		122.9   M							199805
US74081	A/D	BOSTON APP/DEP	R	134.7   M	381.4   M						200105
US74081	ASOS	ASOS		118.65  M						Opr 1100-0300Z++.	200005
US74081	ATIS	ATIS		118.65  M							200304
US74081	CTAF	CTAF		125.95  M							199807
US74081	GND	GND		121.6   M							200002
US74081	RDO	BANGOR RDO	E	122.2   M	122.5   M	113.7   M	122.1   M				200014
US74081	TWR	TWR		125.95  M	385.5   M					Opr 1100-0300Z++.	200005
US74081	UNIC	UNICOM		122.95  M							199807
US74129	INFO	ACTIVATE LIRL		129.9   M							199705
US74132	A/D	LUBBOCK APP/DEP	RE	119.9   M	335.6   M						200402
US74132	UNIC	CTAF/UNICOM		122.8   M							200402
US74184	A/D	ROCKFORD APP/DEP		126.0   M							200105
US74184	AWOS	AWOS 3		119.675 M							200005
US74184	FSS	KANKAKEE RDO		122.1   M	111.2   M						199806
US74184	UNIC	CTAF/UNICOM		122.8   M							200105
US74207	CNTR	JACKSONVILLE CNTR	R	132.3   M	290.4   M						200608
US74207	UNIC	CTAF/UNICOM		122.8   M							200608
US74227	UNIC	CTAF/UNICOM		122.8   M							200105
US74336	A/D	TRAVIS APP/DEP	RE	119.9   M	322.325 M						200305
US74336	ASOS	ASOS									199908
US74336	ATIS	ATIS		124.7   M							199812
US74336	CLD	CLNC DEL		118.75  M							199812
US74336	CTAF	CTAF		119.7   M							199812
US74336	GND	GND		121.9   M							200002
US74336	TWR	CONCORD TWR	V	119.7   M	123.9   M	257.8   M				Opr 1500-0600Z++.	199913
US74336	UNIC	UNICOM		122.95  M							199812
US74349	A/D	GRAND FORKS APP/DEP	R	132.3   M						Opr 1100-0430Z++ dly.	200610
US74349	FSS	GRAND FORKS RDO									199807
US74349	UNIC	UNICOM		122.8   M							199807
US74362	AWOS	AWOS THREE		148.35  M	360.25  M						200006
US74362	CLD	CLNC DEL		126.2   M							200001
US74362	CNTR	MINNEAPOLIS CNTR	RE	118.05  M	239.0   M						200607
US74362	MISC	RANGE CON		36.1    M	304.3   M						200005
US74362	OPS	MILLER OPS		49.65   M	255.4   M						200603
US74362	TWR	MILLER TWR	E	49.2    M	126.2   M	254.4   M				Opr 1400-2200Z++, OT by NOTAM. Ctc Base OPS.	200607
US74397	AWOS	AWOS 3		118.175 M							200303
US74397	CNTR	DENVER CNTR	E	132.1   M	254.35  M						200107
US74397	UNIC	CTAF/UNICOM		122.8   M							200105
US74399	AWOS	AWOS 3		118.075 M							200509
US74399	CNTR	ALBUQUERQUE CNTR		132.9   M	239.05  M						200107
US74399	UNIC	CTAF/UNICOM		123.0   M							200105
US74408	A/D	SOUTH BEND APP/DEP		132.05  M						Opr 1030-0500Z Sun-Fri; 1030-0445Z Sat, OT ctc CHICAGO CENTER 135.9.-	200202
US74408	RDO	TERRE HAUTE RDO		113.7   M	122.1   M						200202
US74408	UNIC	CTAF/UNICOM		122.8   M							200105
US74420	APP	SAN ANTONIO APP	RE	124.45  M	127.1   M	128.05  M	251.125 M	318.1   M			200413
US74420	ATIS	ATIS		271.8   M							200106
US74420	CLD	CLNC DEL		338.35  M					(338.35 Rwy 14L-32R)		200213
US74420	DEP	SAN ANTONIO DEP	R	127.1   M	128.05  M	251.125 M	318.1   M				200213
US74420	GND	GND		119.75  M	275.8   M						200601
US74420	INFO	HANGOVER TWR	E	120.5   M	291.1   M						200213
US74420	MISC	HANGOVER GND		124.75  M	353.75  M						200213
US74420	PMSV	PMSV METRO		239.8   M							200213
US74420	PTD	PTD		372.2   M							200213
US74420	TWR	TWR	E	128.25  M	258.3   M						200213
US74466	A/D	ST LOUIS APP/DEP	RE	124.2   M	353.9   M						200111
US74466	CLD	CLNC DEL		120.15  M							199806
US74466	UNIC	CTAF/UNICOM		123.0   M							200105
US74471	CNTR	MEMPHIS CNTR	RE	133.85  M							200107
US74471	UNIC	CTAF/UNICOM		122.7   M							200105
US74521	A/D	APP/DEP	RE	121.0   M	257.8   M					Opr 1100-0500Z++ OT ctc CLEVELAND CENTER 132.4 323.2.	200312
US74521	ASOS	ASOS									199909
US74521	ATIS	ATIS		120.35  M							199813
US74521	CLD	CLNC DEL		126.8   M							199905
US74521	CTAF	CTAF		118.1   M							199813
US74521	GND	GND		121.9   M							200002
US74521	RDO	ALTOONA RDO		109.4   M	122.1   M						200014
US74521	TWR	TWR	E	118.1   M	257.8   M					Opr 1100-0500Z++.	200001
US74521	UNIC	UNICOM		122.95  M							199905
US74597	UNIC	UNICOM		123.0   M							200605
US74663	CNTR	MEMPHIS CNTR	R	125.85  M	381.4   M						200107
US74663	UNIC	CTAF/UNICOM		122.8   M							200105
US74672	AWOS	AWOS 3		118.025 M							200504
US74672	CNTR	MEMPHIS CNTR	RE	128.5   M	381.4   M						200504
US74672	UNIC	CTAF/UNICOM		122.8   M							200504
US74780	A/D	PITTSBURG APP/DEP	RE	118.65  M	285.575 M						200109
US74780	ASOS	ASOS		127.375 M							199807
US74780	CTAF	CTAF		118.1   M							200002
US74780	GND	GND		121.75  M							200002
US74780	RDO	ELKINS RDO		118.65  M	112.2   M	122.1   M					200014
US74780	TWR	TWR	E	118.1   M	257.8   M					Opr 1200-0300Z++ Mon-Fri; 1500-0100Z++ Sat-Sun.	200109
US74780	UNIC	UNICOM		122.95  M							200002
US74795	ATIS	ATIS		269.275 M							200305
US74795	CLD	CLNC DEL		340.2   M							199905
US74795	GND	GND		121.9   M	254.35  M						200110
US74795	PMSV	PMSV METRO		348.3   M							200405
US74795	TWR	TWR	E	119.1   M	360.2   M						199905
US74796	A/D	BANGOR APP/DEP	R	118.925 M	239.3   M						200105
US74796	UNIC	CTAF/UNICOM		122.8   M							200105
US74806	UNIC	CTAF/UNICOM		122.8   M							200411
US74824	A/D	COLUMBUS APP/DEP	RE	118.2   M	119.15  M	119.65  M	125.95  M	317.775 M	(119.15 338.225 100 -279  ) (125.95 371.975 280 -099 )		200413
US74824	ASOS	ASOS									200411
US74824	ATIS	ATIS		124.6   M							200411
US74824	CLD	CLNC DEL		126.3   M							200411
US74824	GND	GND		121.9   M	348.6   M						200411
US74824	RDO	DAYTON RDO		122.2   M	122.3   M						200411
US74824	SFA	SFA									200411
US74824	TWR	TWR	E	132.7   M	257.8   M						200411
US74824	UNIC	UNICOM		122.95  M							200411
US74835	A/D	HARRISBURG APP/DEP	R	126.45  M	281.525 M						200105
US74835	CLD	HARRISBURG CLNC DEL		127.05  M							199905
US74835	UNIC	UNICOM		122.8   M						UNICOM 1300Z++-DUSK MON-FRI; 1400-2300Z++SAT; 1700-2200Z++SUN.	199905
US74840	CNTR	KANSAS CITY CNTR	R	126.95  M	379.2   M						200510
US74840	CTAF	CTAF		122.9   M							200510
US74843	AWOS	AWOS 3		124.175 M							200406
US74843	UNIC	CTAF/UNICOM		122.8   M							200105
US74884	A/D	TWIN FALLS APP/DEP		126.7   M	353.75  M					Opr 1300-0400Z++, OT ctc SALT LAKE CITY CENTER 118.05 363.0.-	200306
US74884	ASOS	ASOS		135.225 M							199809
US74884	UNIC	CTAF/UNICOM		122.8   M							200105
US74909	ASOS	ASOS		135.575 M							199901
US74909	CNTR	SEATTLE CNTR		123.95  M	282.3   M						200107
US74909	CTAF	CTAF		119.4   M							199805
US74909	GND	GND		121.9   M							200002
US74909	RDO	BOISE RDO		122.35  M							200014
US74909	TWR	TWR	E	119.4   M	318.8   M					Opr 1400-0600Z++.	200001
US74909	UNIC	UNICOM		122.95  M							199805
US74919	CNTR	MINNEAPOLIS CNTR		124.1   M							200107
US74919	FSS	FORT DODGE RDO									199806
US74919	UNIC	CTAF/UNICOM		122.8   M							200105
US75001	A/D	AMARILLO APP/DEP	RE	119.5   M	307.0   M					OT ctc ALBUQUERQUE CENTER 127.85 351.76.	200603
US75001	CTAF	CTAF		122.7   M							200407
US75026	A/D	HUNTSVILLE APP/DEP	RE	118.05  M	239.0   M					Opr 1200-0600Z++; OT ctc MEMPHIS CENTER 120.8 307.0.-	200513
US75026	ASOS	ASOS		118.375 M							200513
US75026	RDO	ANNISTON RDO		122.6   M							200513
US75026	UNIC	CTAF/UNICOM		123.075 M							200513
US75095	A/D	ST LOUIS APP/DEP	R	126.5   M	254.3   M						200111
US75095	AAS	ADVSY SVC		124.75  M						Opr 0600-1200Z++.	200007
US75095	ASOS	ASOS									199909
US75095	ATIS	ATIS		134.8   M							200005
US75095	CLD	CLNC DEL		121.7   M	133.1   M						200008
US75095	CTAF	CTAF		124.75  M							200510
US75095	GND	GND		121.7   M							200002
US75095	RDO	ST LOUIS RDO	E	122.2   M	122.45  M	255.4   M					200014
US75095	TWR	TWR	U	122.6   M	124.75  M	257.2   M				Opr 1200-0600Z++.	200412
US75095	UNIC	UNICOM		122.95  M							199805
US75155	CTAF	CTAF		122.9   M							200401
US75182	A/D	APP/DEP	RE	124.65  M	127.15  M	317.8   M			(124.65 Active Rwy 05-23 at IND)(127.15 Active Rwy 14-32 at IND)		200503
US75182	AWOS	AWOS 3		120.725 M							200503
US75182	UNIC	CTAF/UNICOM		123.05  M							200503
US75256	CTAF	CTAF		122.9   M							199805
US75265	A/D	ATLANTA APP/DEP	RE	119.8   M	343.6   M						200508
US75265	AWOS	AWOS 3		118.975 M							200508
US75265	CLD	CLNC DEL		119.8   M							200508
US75265	RDO	MACON RDO									200508
US75265	UNIC	CTAF/UNICOM		122.8   M						.	200508
US75301	A/D	CLEVELAND APP/DEP		126.72  M	291.65  M						200210
US75301	UNIC	CTAF/UNICOM		123.0   M							200105
US75303	ASOS	ASOS									199806
US75303	ATIS	ATIS		127.25  M							199805
US75303	CNTR	CHICAGO CNTR	R	127.0   M	133.95  M	281.4   M	351.8   M				200107
US75303	CTAF	CTAF		119.5   M							199805
US75303	GND	GND		121.8   M							200002
US75303	RDO	FORT DODGE RDO		122.05  M							200014
US75303	TWR	TWR	U	119.5   M	254.4   M					Opr 1200-0200Z++.	200404
US75303	UNIC	UNICOM		122.95  M							199805
US75384	A/D	PHOENIX APP/DEP	RE	120.7   M	239.0   M						200105
US75384	ATIS	ATIS		118.25  M						Opr H24.	200306
US75384	CTAF	CTAF		124.6   M							199805
US75384	GND	GND		121.3   M							200002
US75384	TWR	TWR		124.6   M						Opr 1300-0400Z.	200005
US75384	UNIC	UNICOM		122.95  M							199805
US75400	ASOS	ASOS		135.225 M							199806
US75400	CNTR	DENVER CNTR	R	125.35  M	354.05  M						200107
US75400	RDO	DENVER RDO		122.65  M							200014
US75400	UNIC	CTAF/UNICOM		122.8   M							200105
US75432	A/D	RAZORBACK APP/DEP	R	121.0   M	244.57  M					Opr 1130-0500Z++, OT ctc MEMPHIS CENTER 126.1 269.0.-	200411
US75432	ASOS	ASOS									199808
US75432	ATIS	ATIS		133.1   M							200306
US75432	CTAF	CTAF		128.0   M							199709
US75432	GND	GND		121.8   M							200002
US75432	RDO	JONESBORO RDO		122.3   M							200014
US75432	TWR	TWR	E	128.0   M	371.9   M					Opr 1200-0400Z++.	200005
US75432	UNIC	UNICOM		122.95  M							199808
US75443	CTAF	CTAF		122.9   M							199805
US75448	A/D	MEMPHIS CNTR	R	133.65  M	292.15  M						200413
US75448	CTAF	CTAF		122.9   M							199806
US75448	FSS	ST LOUIS RDO									200007
US75457	UNIC	CTAF/UNICOM		122.8   M							200105
US75478	A/D	INDIANAPOLIS APP/DEP	RE	119.05  M							200505
US75478	UNIC	CTAF/UNICOM		122.8   M							200105
US75496	APP	DETROIT APP	RE	134.3   M	363.2   M						200501
US75496	AWOS	AWOS 3		119.675 M							200501
US75496	DEP	DETROIT DEP	RE	134.3   M	348.3   M						200501
US75496	RDO	LANSING RDO		115.7   M	122.1   M						200501
US75496	UNIC	CTAF/UNICOM		123.0   M							200501
US75503	A/D	PORTLAND APP/DEP	R	126.0   M	284.6   M						200305
US75503	ASOS	ASOS		118.525 M							199813
US75503	CLD	PORTLAND CLNC DEL		119.95  M							200011
US75503	UNIC	CTAF/UNICOM		122.7   M							200105
US75549	A/D	FORT SILL APP/DEP		118.6   M	120.55  M	127.3   M	290.375 M	307.275 M	(120.55 322.4 S Sctr) (127.3 307.275 N Sctr)		200107
US75549	ATIS	ATIS		135.425 M	354.025 M						200101
US75549	CLD	CLNC DEL		121.7   M	279.575 M						200402
US75549	GND	POST GND		121.7   M	279.575 M						200101
US75549	MISC	DUNCAN SCTR		118.6   M	290.375 M						200101
US75549	PMSV	PMSV METRO		375.2   M						Svc avbl 1300-0400Z++ Mon-Fri, exc hol.	200113
US75549	PTD	PTD		123.05  M	376.7   M						199808
US75549	TWR	POST TWR	E	124.95  M	229.4   M					Opr 1300-0400Z++ Mon-Fri exc hol.	200113
US75577	FSS	ALBUQUERQUE RDO									199807
US75620	A/D	RALEIGH APP/DEP	R	125.3   M	380.05  M						200105
US75620	AWOS	AWOS 3		118.325 M							200005
US75620	FSS	RALEIGH RDO									199907
US75620	UNIC	CTAF/UNICOM		123.0   M							200105
