ARPT_IDENT	COMM_TYPE	RMK_SEQ	REMARK	CYCLE_DATE
US73767	ASOS	1	C541-461-3114.	199908
US73767	ATIS	1	C541-607-4699.	200210
US73767	RDO	1	(RCO)	200602
US73767	TWR	1	(118.9 Rwy 16R-34L 124.15 Rwy 16L-34R)	200509
US73786	A/D	1	(119.6 388.2 7000' and abv.) (124.2 279.6 Blw 7000'.)  TRSA 20 NM out.	200605
US73786	ASOS	1	C478-784-8825.	200605
US73858	AWOS	1	C218-463-1803.	199802
US73858	CNTR	1	(APP/DEP svc)	200507
US73858	RDO	1	(RCO)	199907
US73888	ATIS	1	C603-430-3232.	200508
US73888	MISC	1	(PACK CONTROL)	200005
US73898	ASOS	1	C505-894-2909.	200002
US73898	CNTR	1	(APP/DEP svc)	200504
US73898	RDO	1	(RCO)	200005
US73929	ASOS	1	C661-272-3798.	200004
US73972	CNTR	1	(APP/DEP svc)	200412
US73972	RDO	1	(RCO)	200602
US74074	FSS	1	(RCO)	199907
US74075	ASOS	1	C360-374-9731.	199813
US74081	ASOS	1	C603-298-8780.	200005
US74081	RDO	1	(RCO)	199908
US74207	CNTR	1	(APP/DEP svc)	200608
US74336	ASOS	1	C925-689-2077.	199908
US74336	ATIS	1	C925-685-4567.	199904
US74362	AWOS	1	C320-632-7500.	200006
US74362	CNTR	1	(APP/DEP svc)	200506
US74397	AWOS	1	C307-326-5387.	200304
US74397	CNTR	1	(APP/DEP svc)	200107
US74399	AWOS	1	C928-532-0379.	200509
US74399	CNTR	1	(APP/DEP svc)	200509
US74408	A/D	1	South Bend App Dep      132.05 (1030-0500z Apr-Oct 1100-0500z Nov-Mar) Chicago Cntr App Dep     135.9  (0500-1030z Apr-Oct 0500-1100z Nov-Mar)	200006
US74408	RDO	1	(GOSHEN RCO)	199909
US74420	ATIS	1	(HANGOVER ATIS-290.525)	200205
US74420	INFO	1	For tfc ctl Rwy 14L-32R when stu trng in progress.	200213
US74420	PMSV	1	Wx DSN 487-3040. Full svc dur afld opr hr; ltd svc OT. Remote briefing svc avbl 26 OWS, Barksdale AFB DSN 781-4775, C318-456-4775, toll free 1-866-223-9328.	200213
US74420	TWR	1	For tfc ctl Rwy 14L-32R when stu trng in progress.	200213
US74471	CNTR	1	(APP/DEP svc)	200107
US74521	ASOS	1	C814-835-7112.	199909
US74521	RDO	1	(RCO)	200107
US74663	CNTR	1	(APP/DEP svc)	200107
US74672	AWOS	1	C662-227-3407.	200504
US74672	CNTR	1	(APP/DEP svc)	200504
US74672	RDO	1	(121.72 GCO)	200504
US74780	ASOS	1	C304-277-3504.	200002
US74780	RDO	1	(RCO)	200002
US74806	UNIC	1	UNICOM mnt irreg.	200411
US74824	ASOS	1	C614-338-0561.	200411
US74824	RDO	1	(RCO)	200411
US74840	CNTR	1	(APP/DEP svc)	200205
US74843	AWOS	1	C618-524-7383.	200406
US74884	ASOS	1	C208-324-7076.	199809
US74909	ASOS	1	C208-746-4185.	200001
US74909	CNTR	1	(APP/DEP svc)	200313
US74909	RDO	1	(RCO)	199907
US74919	CNTR	1	(APP/DEP svc)	200107
US75026	ASOS	1	C256-350-4270.	200513
US75026	RDO	1	(RCO)	200602
US75095	ASOS	1	C636-536-3734.	200007
US75095	ATIS	1	C636-532-3213.	200007
US75095	CLD	1	(121.7 Opr 0600-1200Z++.)	200008
US75182	AWOS	1	C317-769-3154.	200503
US75265	AWOS	1	C770-254-1617.	200508
US75265	RDO	1	(121.725 GCO.)	200508
US75303	ASOS	1	C563-557-2579.	200404
US75303	CNTR	1	(APP/DEP svc)	200404
US75303	RDO	1	(RCO)	200005
US75384	ATIS	1	C480-641-9378.	200211
US75400	ASOS	1	C970-249-1534.	200206
US75400	CNTR	1	(APP/DEP svc)	200206
US75400	RDO	1	(RCO)	199907
US75432	ASOS	1	C479-442-5237.	200313
US75432	RDO	1	(RCO)	200602
US75448	A/D	1	(APP/DEP svc)	200412
US75496	AWOS	1	C734-692-9686.	200501
US75496	RDO	1	(CARLETON RCO)(121.725 GCO.)	200204
US75503	ASOS	1	C503-678-3011.	199813
US75549	A/D	1	(118.6 290.375 VFR flt flw avbl.)	200205
US75620	AWOS	1	C919-497-0810.	199909
US75620	FSS	1	(GCO 135.075).	200603
US75629	A/D	1	269.125 284.7 290.9 391.9 (119.2 284.7 341 -075 ; 076 -160  Rwy 15.) (125.9 290.9 076 -160  Rwy 33; 301 -340  Rwy 15.) (126.5 391.9 161 -198 .) (120.1 290.9 199-300 .) (120.4 269.125 301 -340  Rwy 33.)	200205
US75629	ASOS	1	C425-255-6080.	200205
US75644	ASOS	1	C660-665-9153.	199808
US75644	CNTR	1	(APP/DEP svc)	200412
US75644	RDO	1	(RCO)	200005
US75693	ASOS	1	C814-337-2590.	199909
US75705	AWOS	1	C770-227-3934.	200604
US75707	ASOS	1	C208-733-1878.	199809
US75707	RDO	1	(RCO)	200602
US75742	AWOS	1	C815-233-4472.	200006
US75749	RDO	1	(UTICA RCO)	200003
US75765	AWOS	1	C231-723-6073.	200501
US75765	RDO	1	(RCO)	200501
US75803	AWOS	1	C763-389-0615.	200012
US75803	CNTR	1	(APP/DEP svc)	200205
US75842	AWOS	1	C806-323-8497.	200313
US75855	PMSV	1	Tran aircrews ctc 15th OWS for wx briefings DSN 576-9755, C618-256-9755. Rpt prevailing vis may not represent entire afld due to obst fr obsn pt; obsn pt obst fr 050 -210 . TD vis not obst. ATC will enhance sfc obsn when vis less than 4 SM	200311
US75855	PMSV	2	and different fr rpt vis.	200311
US75855	POST	1	(Call BUCKEYE CON)	200001
US75867	AWOS	1	C907-446-3830.	200410
US75867	CNTR	1	(APP/DEP svc). Wx camera avbl at; akweathercams.faa.gov .	200406
US75867	FSS	1	(FAIRBANKS RCO) C1-866-248-6516.	200311
US75867	OPS	1	Military aircraft contact for services. Military with UHF only radios must report arrival on CTAF.	200311
US75867	PMSV	1	If unable to recieve Ctc PMSV or fone C907-446-3835 for Wx.	200406
US75885	PMSV	1	Avbl H24. Call CAPE METRO; trml wx fcst not issued for XMR, see TTS or COF.	200505
US75885	TWR	1	Opr for sked opr only; OT O/R for hi priority cargo acft only.	200311
US75897	AWOS	1	C903-734-7313. Ceiling unrel.	200505
US75943	AWOS	1	C304-732-7311.	200409
US75943	CNTR	1	(APP/DEP svc)	200312
US75943	RDO	1	(BECKLEY RCO)	200003
US75992	AWOS	1	C504-395-6735.	200409
US75992	RDO	1	(RCO)	200602
US76049	AWOS	1	C812-866-1798.	200413
US76049	CLD	1	(121.725 GCO.)	200413
US76055	AWOS	1	C480-814-9952.	199906
US76097	AWOS	1	C907-688-0826.	200311
US76097	UNIC	1	Pilots are requested to self-announce on CTAF before taxiing on the rwy for departure, leaving the rwy and within 5 NM of the arpt when approaching to land.	200306
US76102	CNTR	1	(APP/DEP svc)	200313
US76154	CNTR	1	(APP/DEP svc)	200608
US76166	ASOS	1	C760-254-3630.	200104
US76166	CNTR	1	(APP/DEP svc)	200603
US76166	RDO	1	(RCO)	200602
US76169	AWOS	1	C641-228-7069.	200102
US76169	RDO	1	(RCO)	199908
US76209	AWOS	1	C859-498-7001.	200504
US76210	A/D	1	(APP/DEP svc)	200404
US76210	AWOS	1	C432-758-3102.	200404
US76295	AWOS	1	C417-533-3419.	200307
US76295	RDO	1	(RCO)	200005
US76442	AWOS	1	C 318-215-9728	200601
US76442	RDO	1	(135.075 GCO)	200510
US76444	CNTR	1	(APP/DEP svc)	200107
US76444	RDO	1	(RCO)	200205
US76450	ASOS	1	C940-325-2457.	200607
US76450	CNTR	1	(APP/DEP svc)(121.725 GCO) -	200604
US76450	RDO	1	(121.725 GCO) -	200604
US76471	ASOS	1	C406-494-1870.	200014
US76471	CNTR	1	(APP/DEP svc)	200412
US76471	RDO	1	(RCO)	200603
US76556	CNTR	1	(APP/DEP svc)	200107
US76579	AWOS	1	C623-877-8609.	200401
US76579	RDO	1	(PHOENIX RCO)	199907
US76610	AWOS	1	C907-839-2292.	200406
US76610	CNTR	1	APP/DEP CON svc	200406
US76610	CTAF	1	Tie-in 1700-0300Z++ Cold Bay FSS. Pilots are req to self-announce on CTAF beforetaxiing on the rwy for dep, leaving the rwy and within 5 NM of the arpt when apch to ldg.	200406
US76615	AWOS	1	C540-662-6970.	200301
US76766	AWOS	1	C606-298-4143.	200006
US76847	CNTR	1	(APP/DEP svc)	200107
US76896	AWOS	1	C662-624-9777. O/S UFN.	200606
US76896	CNTR	1	(APP/DEP svc)	200606
US76921	CNTR	1	(APP/DEP svc)	200608
US76921	RDO	1	(RCO)	200608
US76967	APP	1	290.3 353.5 (120.6 290.3 E of IAB exc blw 5000') (134.8 269.1 E of IAB blw 5000') (126.7 353.5 W of ICT)	200309
US76967	ATIS	1	(Digital-ATIS, data link enabled).	200609
US76967	DEP	1	290.3 (134.8 269.1 For dep at or blw 4000')(120.6 290.3 For Rwy 01 abv 4000') (124.75 281.5 For Rwy 19 abv 4000')	200005
US76967	PMSV	1	Wx stn opr H24 dur afld opr. Tran aircrews may ctc 26 OWS for wx briefing DSN 781-4775 C318-456-4775. When possible, provide 2 hr advance ntc for all rqr briefings.	200610
US76967	RMP	1	PPR for all acft (incl sked mod/maint input) C316-977-5304.	200610
US76986	ASOS	1	C712-362-7250.	199806
US76986	CNTR	1	(APP/DEP svc)	200403
US77021	MISC	1	Avbl O/R thru Coast Guard Rdo New Orleans - NMG.	200311
US77036	A/D	1	Opr 1200-0400Z++ Mon-Sun; 1500-2300Z++ hol; OT ctc JACKSONVILLE CENTER 120.85 322.5.	200406
US77085	RDO	1	(FLINT RCO)	200409
US77095	CNTR	1	(APP/DEP svc)	200403
US77145	ASOS	1	C870-774-0404.	199903
US77145	CNTR	1	(APP/DEP svc)	200107
US77145	RDO	1	(RCO)	199906
US77202	AWOS	1	C541-997-8664.	200410
US77235	CNTR	1	(APP/DEP svc)	200107
US77235	RDO	1	(RCO)	199908
US77270	APP	1	Opr 1300-0100Z++ Mon-Fri; clsd Sat; 2000-2300Z++ Sun exc hol, OT ctc HOUSTON CENTER 125.75 346.4.	200310
US77270	AWOS	1	C830-683-2425.	200405
US77270	DEP	1	Opr 1300-0100Z++ Mon-Fri; clsd Sat; 2000-2300Z++ Sun exc hol, OT ctc HOUSTON CENTER 125.75 346.4.	200310
US77275	UNIC	1	Clinton Co UNICOM 122.7 must be mnt by all acft in vcnty. Specify arpt of intended ldg as either Plattsburg Intl or Clinton Co.	200312
US77451	CLD	1	C501-379-2908.	200412
US77495	ASOS	1	C262-652-7730.	200303
US77495	RDO	1	(RCO)	200201
US77502	ASOS	1	C603-449-3328	200005
US77502	RDO	1	(RCO)	199908
US77548	A/D	1	(APP/DEP svc)	200501
US77561	ASOS	1	C505-461-4940.	200011
US77561	CNTR	1	(APP/DEP svc)	200504
US77561	RDO	1	(RCO)	200504
US77679	A/D	1	(APP DEP svc)  Freq. 119.1, 363.2 (250  - 330   1500' and bkw) (331  - 045  2500'and blw). Freq. 118.6, 290.5 (250  - 330   1500' and above) (331  - 045   abv 2500').  Freq. 126.4, 257.9 (046   - 205  ) Freq. 123.8, 257.9 (206  - 249  ).	200007
US77679	ASOS	1	C907-248-2033.	200004
US77679	AWOS	1	C907-277-8932.	200004
US77679	FSS	1	C866-864-1737.	200609
US77679	RFSS	1	Use freq 122.55 (RCO) for filing, activating and canceling flight plans in the Anchorage Bowl Area.	200213
US77692	ASOS	1	C715-843-7215.	200101
US77692	CNTR	1	(APP/DEP svc)	200006
US77692	RDO	1	(RCO)	199907
US77766	ASOS	1	C505-454-4645.	200013
US77766	CNTR	1	(APP/DEP svc)	200504
US77766	RDO	1	(RCO)	200505
US77784	CNTR	1	(APP/DEP svc)	200107
US77785	ASOS	1	C972-551-1334.	200401
US77785	CNTR	1	(APP/DEP svc)	200313
US77805	CNTR	1	(APP/DEP svc)	200107
US77820	PMSV	1	Remote briefing svc avbl 26 OWS Barksdale AFB, DSN 781-4775 C318-456-4775.	200313
US77845	RDO	1	(121.725 GCO.O/S indef.)	200505
US77873	ASOS	1	C307-682-1745.	199910
US77873	CNTR	1	(APP/DEP svc)	200508
US77873	RDO	1	(RCO)	200005
US77907	ASOS	1	C315-598-8773.	199803
US77923	ASOS	1	C662-332-0863.	200504
US77923	CNTR	1	(APP/DEP svc)	200504
US77947	CNTR	1	(APP/DEP svc)	200504
US77947	RDO	1	(ZUNI RCO)	200509
US77977	AWOS	1	C203-262-1190.	200502
US78025	ASOS	1	C803-929-0665.	199812
US78029	AWOS	1	C706-646-4123.	200512
US78029	FSS	1	(GCO)	200512
US78068	AWOS	1	C918-453-2729.	200101
US78068	CNTR	1	(APP/DEP svc)	200107
US78074	ASOS	1	C765-743-9687.	200111
US78074	CNTR	1	(APP/DEP svc)	200107
US78074	RDO	1	(RCO)	200602
US78089	ASOS	1	C509-767-1726.	200013
US78089	CNTR	1	(APP/DEP svc)	200204
US78089	RDO	1	(RCO)	200602
US78096	CNTR	1	(APP/DEP svc)	200107
US78096	FSS	1	(MORRIS RCO)	199907
US78118	AWOS	1	C906-293-2979.	200204
US78118	RDO	1	(NEWBERRY RCO)	200204
US78243	ASOS	1	C360-671-8688.	199811
US78243	ATIS	1	C360-647-5939.	199903
US78243	RDO	1	(RCO)	199907
US78252	APP	1	338.3 122.5R (119.1 126.7 291.6 176 -355 )(120.07 125.8 338.3 356 -175 )	200011
US78252	AWOS	1	C901-873-3630.	200001
US78304	CNTR	1	(APP/DEP svc)	200107
US78306	ASOS	1	C304-636-5603.	200001
US78320	AWOS	1	C360-435-8045.	199805
US78320	CNTR	1	(APP/DEP svc)	200603
US78320	UNIC	1	Automated UNICOM.	200110
US78333	AWOS	1	C260-726-7882.	200307
US78409	RDO	1	(122.6 WINSLOW RCO) (122.45 KAYENTA RCO)	200206
US78415	A/D	1	Opr 1100-0500Z++, OT ctc BOSTON CENTER 128.2 322.4 112  -292 ; 124.25 290.5 293 -111 .	200205
US78448	AWOS	1	C660-646-0713.	199807
US78448	CNTR	1	(APP/DEP svc)	200412
US78448	RDO	1	(RCO)	200005
US78521	ATIS	1	C860-246-5929.	200502
US78532	CNTR	1	(APP/DEP svc)	200504
US78532	RDO	1	(RCO)	200206
US78577	AWOS	1	C401-334-0324.	199909
US78706	ASOS	1	C251-607-0469.	200605
US78706	RDO	1	(RCO)	200605
US78721	ATIS	1	C650-604-1529.	199909
US78721	MISC	1	SQ OPS, call MOFFETT RESCUE. (5711 USB).	200005
US78721	TWR	1	Twr opr by ANG.	200005
US78783	ASOS	1	C505-474-3117.	199805
US78783	CNTR	1	(APP/DEP svc)	200504
US78783	RDO	1	(RCO)	199905
US78793	AWOS	1	C415-897-2236.	199904
US78836	AWOS	1	C307-527-5197.	200113
US78836	CNTR	1	(APP/DEP svc)	200107
US78836	RDO	1	(RCO)	200602
US78898	ASOS	1	C229-434-7494.	200608
US78898	CNTR	1	(APP/DEP svc)	200608
US78898	RDO	1	(RCO)	200608
US78898	TWR	1	(120.25 Mnt by MACON FSS when twr clsd.)	200608
US79006	ASOS	1	C802-888-7934.	200005
US79006	CLD	1	(135.075 GCO.)	200003
US79006	CNTR	1	(APP/DEP svc)	200005
US79061	ASOS	1	C906-482-4248.	200111
US79061	CNTR	1	(APP/DEP svc)	200411
US79061	RDO	1	(RCO)	200602
US79093	AWOS	1	C765-378-1510.	200005
US79093	CNTR	1	(APP/DEP svc)	200403
US79093	RDO	1	(RCO)	200602
US79096	AWOS	1	C435-864-4241.	200001
US79096	RDO	1	(RCO)	199907
US79225	CNTR	1	(APP/DEP svc)	200506
US79225	RDO	1	(121.75 GCO O/S UFN).	200507
US79303	CNTR	1	(APP/DEP svc)	200312
US79303	OPS	1	(4491 USB)	200309
US79311	ASOS	1	C615-223-7716.	200606
US79311	CLD	1	When twr clsd ctc NASHVILLE APP CON 121.7.	200005
US79343	RDO	1	(121.725 GCO)	200510
US79345	AWOS	1	C712-324-5159.	199805
US79345	RDO	1	(SPENCER RCO)	199909
US79416	PTD	1	VIP arr ctc Base OPS 15 min prior to ldg.	200107
US79455	AWOS	1	C951-925-6886.	200508
US79475	AWOS	1	C724-586-6434.	199909
US79475	RDO	1	(RCO)	200602
US79569	ASOS	1	C239-643-9886.	200504
US79569	ATIS	1	C239-643-5230.	200504
US79569	RDO	1	(RCO)	200504
US79615	CNTR	1	(APP/DEP svc)	200505
US79615	RDO	1	(RCO)	200505
US79618	CNTR	1	(APP/DEP svc)	200107
US79641	RDR	1	Ctc twr 20 NM out.	200005
US79706	CNTR	1	(APP/DEP svc)	200107
US79723	ASOS	1	C307-672-5349.	200005
US79723	CNTR	1	(APP/DEP svc)	200107
US79723	RDO	1	(RCO)	199907
US79788	ASOS	1	C208-524-6048.	200608
US79788	ATIS	1	C208-524-6048.	200608
US79788	CNTR	1	(APP/DEP svc)	200313
US79788	RDO	1	(RCO)	200313
US79897	AWOS	1	C336-364-1651.	199902
US79897	CLD	1	(GCO 119.7.)	199913
US79897	FSS	1	(GCO 119.7).	200604
US79980	AWOS	1	C325-247-2189.	200406
US79980	CNTR	1	(APP/DEP svc)	200501
US80009	APP	1	Opr 1300 Mon-0400Z++ Fri, 1500-2300Z++ Sat, Sun and hol. OT ctc MINNEAPOLIS CENTER 127.6 279.6.	200602
US80009	DEP	1	Opr 1300 Mon-0400Z++ Fri, 1500-2300Z++ Sat,Sun, hol.  OT ctc MINNEAPOLIS CENTER127.6 279.6.	200602
US80024	AWOS	1	C507-332-2505.	199908
US80024	CLD	1	(121.725 GCO. Also avbl thru FSS.)	200304
US80056	ASOS	1	C203-791-8227.	199807
US80068	ASOS	1	C847-465-0291.	200002
US80082	PMSV	1	PMSV unreadable blw 6190' and vcnty mt. Svc is avbl only when afld is opr.	200309
US80082	RDO	1	(KAMUELA RCO)	200309
US80115	CNTR	1	(APP/DEP svc)	200107
US80199	ASOS	1	C520-287-9332.	200014
US80199	RDO	1	(RCO)	199907
US80246	AWOS	1	C704-287-6498.	199902
US80341	ASOS	1	C907-224-2440.	199907
US80341	CTAF	1	Pilots are requested to self-announce on CTAF before taxiing on the rwy for departure, leaving the rwy and within 5 NM of the arpt when approaching to land.	200306
US80341	FSS	1	(KENAI RCO) C866-864-1737.	200609
US80383	AWOS	1	C303-261-9104.	199805
US80383	FSS	1	NOTAM FTG.	200606
US80389	AWOS	1	C906-341-8585.	200503
US80389	RDO	1	(RCO)	200503
US80411	AWOS	1	C904-277-7323.	200609
US80411	CLD	1	(121.725 GCO.)	200609
US80425	ATIS	1	Automated ATIS DSN 968-2613.	200506
US80425	MISC	1	See Global HF Systems listing in FIH.	200506
US80425	POST	1	(Call LIGHTNING OPS)	200506
US80441	A/D	1	Sctr based on Fort Wayne Intl rwy usage.	200005
US80441	AWOS	1	C419-232-2967.	200313
US80449	AWOS	1	C208-263-3074.	199805
US80449	CNTR	1	(APP/DEP svc)	200107
US80465	CNTR	1	(APP/DEP svc)	200404
US80465	RCO	1	(RCO)	200412
US80478	A/D	1	(Ctc CLEVELAND APP C216-898-2040 for IFR clnc)	200113
US80478	FSS	1	(CHARDON RCO)	200001
US80486	ASOS	1	C864-388-9115.	200009
US80486	RDO	1	(RCO)	199907
US80489	AWOS	1	C507-831-1833.	199906
US80489	CNTR	1	(APP/DEP svc)	200507
US80511	A/D	1	N APP/DEP svc; S APP/DEP ctc SALT LAKE ARTCC 132.4 338.3; OT ctc SALTLAKE ARTCC 133.4 338.3.	200406
US80552	AWOS	1	c334-775-8414.	200607
US80563	ARTC	1	FREQ/USE, 133.05/319.15 DISCRETE, HIGH ALT.	200305
US80563	ASOS	1	C907-524-3850.	199913
US80563	CNTR	1	(APP/DEP svc)	200107
US80563	CTAF	1	Pilots are requested to self-announce on CTAF before taxiing on the RWY for departure, leaving the RWY and within 5 NM of the ARPT when approaching to land.	200306
US80563	FSS	1	LAA.	199907
US80563	RFSS	1	(KENAI RCO)	199907
US80577	RDO	1	(RCO)	200602
US80603	RDO	1	(POLO RCO)	199910
US80640	ASOS	1	C860-456-8839.	200005
US80640	RDO	1	(RCO)	200602
US80688	AWOS	1	C304-257-2477.	199913
US80688	CNTR	1	(APP/DEP svc)	200107
US80712	AWOS	1	C507-433-6667.	199805
US80712	RDO	1	(RCO)	200007
US80747	ASOS	1	C651-298-1410.	200005
US80816	A/D	1	(128.6 4000' and blw.)	200609
US80816	ASOS	1	C305-681-4063.	200609
US80846	A/D	1	Opr 1200-0400Z++, OT ctc FORT WORTH CENTER 135.1 269.2.	200313
US80919	CNTR	1	(APP/DEP svc)	200608
US80923	CNTR	1	(APP/DEP svc)	200107
US80943	APP	1	Opr 1300-0100Z++ Mon-Fri; clsd Sat; 2000-2300Z++ Sun exc hol, OT ctc HOUSTON CENTER 125.75 346.4.-	200607
US80943	ASOS	1	C830-774-6251.	200108
US80943	DEP	1	Opr 1300-0100Z++ Mon-Fri; clsd Sat; 2000-2300Z++ Sun exc hol, OT ctc HOUSTON CENTER 125.75 346.4.-	200607
US80943	RDO	1	(RCO)	200308
US81014	AWOS	1	C940-521-0685.	200308
US81014	CNTR	1	(APP/DEP svc)	200313
US81014	RDO	1	(JACKSBORO RCO)	200308
US81055	AWOS	1	C601-833-3209.	200606
US81055	CNTR	1	(APP/DEP svc)	200506
US81092	ASOS	1	C601-249-3223.	200604
US81092	CNTR	1	(APP/DEP svc)	200604
US81092	RDO	1	(RCO)	200604
US81154	AWOS	1	C270-826-0511.	200004
US81176	AWOS	1	C325-573-5724.	200508
US81176	CNTR	1	(APP/DEP svc)	200313
US81176	FSS	1	(SNYDER RCO)	200307
US81191	AWOS	1	C361-552-3060.	200404
US81191	CNTR	1	(APP/DEP svc)	200313
US81249	A/D	1	385.45 (119.75 327.8 060 -240 ) (125.15 306.2 241 -330 ) (126.8 385.45 331 -059 )	200504
US81249	ASOS	1	C239-561-0966.	200504
US81250	AWOS	1	C218-720-4886.	199909
US81340	ASOS	1	C719-346-7036.	200609
US81340	CNTR	1	(APP/DEP svc)	200609
US81380	AWOS	1	C910-692-4287.	199909
US81421	ASOS	1	C580-468-1476.	199901
US81421	CNTR	1	(APP/DEP svc)	200107
US81435	A/D	1	Opr 1300-1000Z++ Mon-Fri; 0700-2300Z++ Sun; clsd Sat and Federal hol, OT ctc MEMPHIS CENTER 127.1 269.4.-	200606
US81471	AWOS	1	C517-543-2288.	200112
US81498	ASOS	1	C907-246-7506.	200310
US81498	CNTR	1	(APP DEP CON svc) Class D svc is effective 1700-0500Z++, other times Class E.	200310
US81498	FSS	1	(King Salmon RCO).  Freq 121.9 available when tower closed.	200310
US81517	AWOS	1	C325-387-3801.	200409
US81517	CNTR	1	(APP/DEP svc)	200401
US81523	AWOS	1	C432-837-9613.	200310
US81523	FSS	1	(MARFA RCO)	200310
US81548	AWOS	1	C985-542-3433.	200408
US81622	ASOS	1	C252-446-0732.	200203
US81622	CNTR	1	(APP/DEP svc)	200107
US81622	RDO	1	(RCO)	200210
US81664	AWOS	1	C817-573-7514.	200311
US81664	CNTR	1	(APP/DEP svc)	200404
US81694	AWOS	1	C715-479-1465.	200005
US81694	RDO	1	(RCO)(121.725 GCO)	200602
US81741	AWOS	1	C940-627-2365.	200509
US81774	AWOS	1	C319-334-3879.	200204
US81780	AWOS	1	C715-453-5716.	200410
US81780	CNTR	1	(APP/DEP svc)	200107
US81912	CNTR	1	(APP/DEP svc)	200107
US81926	CNTR	1	(APP/DEP svc)	200107
US81926	RDO	1	(RCO)	199907
US81928	ASOS	1	C765-288-9617.	199909
US81928	CNTR	1	(APP/DEP svc)	200403
US81928	RDO	1	(RCO)	200602
US81969	ASOS	1	C970-878-5036.	199905
US81969	CNTR	1	(APP/DEP svc)	200107
US81969	RDO	1	(RCO)	199905
US81970	AWOS	1	C808-665-6101. AWOS freq 118.525 O/S indef.	200408
US81970	RCO	1	(HONOLULU FSS)	200312
US82063	MISC	1	For HIRL, REIL and PAPI Rwy 15-33.	200203
US82079	APP	1	269.0 280.1 109.5T (132.4 Final Vector)	200108
US82079	ATIS	1	C718-995-8188.	200003
US82132	CNTR	1	(APP/DEP svc)	200313
US82132	RDO	1	(RCO)	200603
US82169	RDO	1	(ROBBINSVILLE RDO)	200006
US82177	UNIC	1	Used to turn on fld lgt for Total Force Landing Zone.	200205
US82255	AWOS	1	Wind unrel. C864-843-5801	200513
US82399	ASOS	1	C716-366-7664.	199906
US82399	CLD	1	Ctc BUFFALO RDO 116.2T 122.1R, C800-622-6640 or C716-631-1096.	200609
US82457	CNTR	1	(APP/DEP svc)	200409
US82457	RDO	1	(BELLAIRE RCO)	200409
US82528	RDO	1	(RCO)	200602
US82572	AWOS	1	C712-225-1088.	200410
US82572	CNTR	1	(APP/DEP svc)	200107
US82608	AWOS	1	C205-424-3127.	200602
US82636	OPS	1	(MAKO OPS)	199805
US82636	POST	1	(REEF CONTROL) DSN 791-7068, C305-224-7068.	199805
US82641	A/D	1	Opr 1300-0200Z++ wkd (1May-31Oct), 1300-0100Z++(1Nov-30 Apr) 2000-2400Z++ Sun,clsd Sat and Federal Hol; OT ctc KANSAS CITY CENTER 126.95 379.2.	200610
US82641	AWOS	1	C580-623-7388.	200110
US82642	ASOS	1	C951-352-4392.	200409
US82642	ATIS	1	C951-688-7257.	200409
US82674	ASOS	1	C785-899-6591.	200003
US82674	CNTR	1	(APP/DEP svc)	200408
US82674	RDO	1	(RCO)	200602
US82705	RDO	1	(RCO)	199913
US82710	AWOS	1	C785-625-3562.	200001
US82710	CNTR	1	(APP/DEP svc)	200107
US82710	RDO	1	(RCO)	200001
US82763	ASOS	1	C513-863-6137.	200409
US82987	A/D	1	(APP/DEP svc)	200107
US82999	ASOS	1	C510-786-3052.	199812
US82999	ATIS	1	C510-786-3988.	199812
US83000	ASOS	1	C757-824-0820.	199811
US83016	AWOS	1	C530-273-0029.	200603
US83038	POST	1	HAVE QUICK timing avbl. (RAYMOND 14)	199905
US83078	A/D	1	Opr 1430-0830Z++ Mon-Fri exc hol, OT ctc FORT WORTH CENTER 128.4 133.5 269.375 350.35.	200602
US83078	AWOS	1	C580-477-1745.	200507
US83129	A/D	1	(GCO 121.9. Opr only when twr clsd. Key mike 4 times for APP/DEP, 6 times for Raleigh Durham FSS.)	200313
US83246	CNTR	1	(APP/DEP svc)	200412
US83246	RDO	1	(RCO)	200205
US83254	CNTR	1	(APP/DEP svc)	200107
US83254	UNIC	1	ACTIVATE LIRL RWY 14-32-CTAF.	199712
US83258	CNTR	1	(APP/DEP svc)	200107
US83272	AWOS	1	C715-344-5960.	199906
US83272	CNTR	1	(APP/DEP svc)	200107
US83272	RDO	1	(RCO)	200201
US83300	POST	1	(Call SHORTSTOP)	200006
US83404	ASOS	1	C307-632-7680.	199909
US83404	MISC	1	(Call STEAMBOAT)	200107
US83404	OPS	1	(COWBOY OPS/Comd Post)	200603
US83404	RDO	1	(RCO)	199907
US83446	ASOS	1	C570-374-4099.	199909
US83446	RDO	1	(RCO)	200602
US83463	FSS	1	(LANSING FSS)	200502
US83511	APP	1	363.2(125.1 363.2 N-SE 7000' and blw)(123.85 278.3 SE-NW 7000' and blw)(124.8 263.15 8000' and abv.)	200308
US83511	ASOS	1	C209-982-4270.	200005
US83511	ATIS	1	C209-982-4667.	200005
US83511	OPS	1	Call SCHOONER OPS.	200005
US83511	RDO	1	(RCO)	200207
US83571	APP	1	(120.7 306.925 317.45 151 -330 ) (135.8 257.1 331 -150 ). Class C Airspace.	200601
US83571	ASOS	1	C843-554-9862.	200209
US83571	POST	1	Have quick timing avbl 255.5.	200105
US83571	PTD	1	Tran call 30 min out.	200004
US83571	RDO	1	(RCO)	200209
US83588	AWOS	1	C920-261-0734.	199909
