ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
US44979	OPR HOURS	1	KFLG	Attended 1300-0600Z.	199907
US44979	TFC PAT	1	KFLG	Alt 8000' convl acft, 7500' R/W, 8500' hi performance.	200304
US45094	CAUTION	1	KZ	Twr vis at and near Rwy 32L runup pad obscured by bldg. Deer and waterfowl haz. Ultralight proh. Rwy 06R-24L sfc ruf cond.	200010
US45094	FUEL	1	KZ	(NC-100LL, A)	199907
US45094	LGT	1	KZ	When twr clsd ACTIVATE-MIRL Rwy 14L-32R, 06L-24R, REIL Rwy 14L-32R-CTAF.	200412
US45094	MISC	1	KZ	When twr clsd snow removal opr mnt 120.7. Class D Airspace eff 1300-0300Z++ 1 Oct-30 Apr, 1300-0400Z++ 1 May-30 Sep, OT Class E.	200402
US45094	OPR HOURS	1	KZ	Attended 1300-0400Z++ May-Oct, 1300-0300Z++ Nov-Apr.	200304
US45094	RSTD	1	KZ	Rwy 14L-32R 500' ovrn at ea end, not avbl for  tkof. Rwy 06R-24L clsd Nov-Apr. Rwy 14L-32R clsd to F/W SS +30 - SR -30.	200506
US45179	FUEL	1	KZ	(NC-100LL, A)	199907
US45179	LGT	1	KZ	ACTIVATE-MIRL Rwy 2-20-CTAF.	200207
US45179	LGT VFR	1	KZ	BL1, 6, 50	200208
US45179	OPR HOURS	1	KZ	Attended daylt hr.	199907
US45179	WEIGHT BEARING	1	KZ	(S26).	199907
US45240	CAUTION	1	KOGD	Hvy vol of mil acft enroute to Hill AFB flying over fld 5700' - 6300'. Rwy 03 mrk faded. Parachute act.	200212
US45240	FUEL	1	KOGD	A+ (AH Aero Svc., 1400-0330Z++ C801-394-3400; OT call 30 min PN and $50 fee / occurrence.) (NC-100, 100LL, A1+)	200606
US45240	LGT	1	KOGD	ACTIVATE - HIRL Rwy 03-21 and twy lgt - CTAF when twr clsd; MIRL Rwy 07-25 and 16-34 not avbl when twr clsd.	200402
US45240	MISC	1	KOGD	Rwy 03-21 grooved, PFC Rwy 16-34.  Class D Airspace eff 1400-0300Z++, OT Class G.	200406
US45240	RSTD	1	KOGD	Rwy 03: ASDA 7253, LDA 7253. Full stop only 0500-1400Z++. No snow removal when twr clsd. Acft exceeding S50, T75, TT120 use Twy C, E, A and conc apn exc PPR, call arpt mgr C801-629-8251 or C801-625-5569 or C801-549-4081. Arpt clsd to acft w	200607
US45240	RSTD	2	KOGD	ith over 9 PAX seats exc 15 min PPR, call arpt mgr.	200607
US45240	TFC PAT	1	KOGD	Rgt tfc Rwy 16, 21 and 25.	200002
US45247	FUEL	1	KZ	C530-664-2661. - (NC-100LL)	200207
US45247	LGT	1	KZ	ACTIVATE- MIRL Rwy 11-29-122.8.	200207
US45247	LGT VFR	1	KZ	BL1, 6	200208
US45247	MISC	1	KZ	Solid cntrline stripe; mrk faded Rwy 11-29.	200312
US45247	OPR HOURS	1	KZ	Attended 1400-0100Z++ Jun-Aug; 1600-0100Z++ Mon-Fri, on call Sat-Sun Sep-May.	199907
US45247	TFC PAT	1	KZ	4844'. Rgt tfc Rwy 29.	200312
US45247	WEIGHT BEARING	1	KZ	(S12.5).	199911
US45268	FUEL	1	KZ	PN after hr C570-748-9267 or C570-769-7148 or C800-224-7511. - (NC-100LL, A)	200605
US45268	LGT	1	KZ	ACTIVATE-MIRL and PAPI Rwy 9L-27R-CTAF.	200401
US45268	LGT VFR	1	KZ	BL1, 6, 9, 50	200208
US45268	OPR HOURS	1	KZ	Attended 1300-2400Z++ Mon-Fri; 1500-2300Z++ Sat-Sun.	200408
US45268	TFC PAT	1	KZ	Rgt tfc Rwy 9L-27R.	200412
US45268	WEIGHT BEARING	1	KZ	(S30) Rwy 9L-27R.	200401
US45271	CAUTION	1	KMLC	Deer and coyote haz. Parrallel twy clsd UFN, back taxi on rwy.	200604
US45271	FUEL	1	KMLC	(NC-100LL, A)	199907
US45271	LGT	1	KMLC	MIRL Rwy 01-19 preset lo ints, to increase ints and ACTIVATE - MALS Rwy 01 - CTAF.	200506
US45271	OPR HOURS	1	KMLC	Opr 1130Z++ - dusk, OT ctc C918-426-1216.	200506
US45292	CAUTION	1	KZ	Deer haz.	199907
US45292	FUEL	1	KZ	(NC-100LL, A)	199912
US45292	LGT	1	KZ	ACTIVATE-MIRL, PAPI, and REIL Rwy 02-20-CTAF. Rwy 20 PAPI O/S UFN.	200210
US45292	OPR HOURS	1	KZ	Attended 1300-0100Z++ Jun-Sep; 1300-2300Z++ Oct-May.	199907
US45292	RSTD	1	KZ	Rwy 16-34 clsd 1 Dec-15 Apr.	199907
US45304	FUEL	1	KZ	(NC-100LL, A)	200005
US45304	LGT VFR	1	KZ	BL6, 9, 50	200208
US45304	OPR HOURS	1	KZ	Attended 1400Z++-dusk; exc Easter and Christmas, OT C931-967-3148.	199907
US45304	WEIGHT BEARING	1	KZ	(S30, T42).	200206
US45385	CAUTION	1	KZ	PJE.	200106
US45385	FUEL	1	KZ	(NC-80, 100LL - Self-svc avbl H24 with credit card; A1+)	200602
US45385	LGT	1	KZ	ACTIVATE-MIRL and REIL Rwy 08-26-123.3.	200209
US45385	OPR HOURS	1	KZ	Attended 1330Z++-dusk.	199907
US45422	AFRC	1	KIAG	PPR ctc Base OPS DSN 238-2176 dur nml duty hr Mon-Fri exc hol, 1215-2100Z++, andUnit Training Assembly (UTA). Base OPS svc 1230-2130Z++ Sun; 1200-0400Z++ Mon-Fri; clsd Sat exc 914 AW unit trng. Min alt over Niagara Falls scenic falls is 35	200412
US45422	AFRC	2	KIAG	00'. No fleet svc avbl.	200412
US45422	ANG	1	KIAG	PPR, ctc 107th Comd Post DSN 238-2470 dur nml duty hr 1200-2130Z++ wkd, exc hol.	199907
US45422	CAUTION	1	KIAG	Hvy concentrations of birds up to 5000' AGL on and in vcnty of arpt. Extv acft act in vcnty of US/Canadian Falls all alt. Rwy 10L displ thld area and turnaroundnot vis fr twr. Ngt Vis Device ops periodically conducted in Arpt Tfc Area.	200512
US45422	FLUID	1	KIAG	SP LOX	199909
US45422	FUEL	1	KIAG	A, A+ (Niagara Falls Aviation doing bus as Tech Aviation, C716-298-9307.) J8(Mil)	200410
US45422	JASU	1	KIAG	2(A/M32A-86) 1(AM32A-60) 1(MA-1A)	199909
US45422	LGT	1	KIAG	When twr clsd ACTIVATE-HIRL Rwy 10L-28R, MIRL, REIL, and PAPI Rwy 06-24, 10R-28Land twy lgt-CTAF. SSALR Rwy 28R preset med ints.	200511
US45422	MISC	1	KIAG	Twy A2 50' wide. Class D Airspace eff 1200-0400Z++; OT Class E. Lcl msn acft have priority for de-icing. Full acft de-icing for C-17 and C-5 acft not avbl. Rwy 10L-28R grooved exc last 900' Rwy 28R. For current mil RCR, call or ctc 914 AW C	200604
US45422	MISC	2	KIAG	omd Post, 914 AW Base OPS or 107 ANG Comd Post. Painted assault ldg zone mrk Rwy06-24.	200604
US45422	OIL	1	KIAG	O-148(Mil)	200113
US45422	OPR HOURS	1	KIAG	See FLIP AP/1 Supplementary Arpt Rmk.	200306
US45422	RSTD	1	KIAG	Twy E clsd to acft over 12,500 lb and clsd UFN fr Rwy 10L-28R to 06-24 and perm btn Twy C and D. Twy E pavement spalling btn Twy C and D. All mil acft opr rstd dur Bird Watch Cond MODERATE (tkof and ldg perms only when dep/arr rte avoid ide	200606
US45422	RSTD	2	KIAG	nt bird act, no lcl IFR/VFR tfc pat act) and SEVERE (tkof and ldg proh wo OG/CC apvl), ctc Comd Post for current Bird Watch Cond. Rwy 28R: TORA 9829, TODA 10529, ASDA 9129, LDA 9129.	200606
US45605	CAUTION	1	KZ	Ultralight haz.	200506
US45605	FUEL	1	KZ	(NC-100LL, A)	200510
US45605	LGT	1	KZ	MIRL Rwy 17-35 preset lo ints, to increase ints ACTIVATE - CTAF.	200506
US45605	LGT VFR	1	KZ	BL1, 6, 9, 15, 50	200208
US45605	OPR HOURS	1	KZ	Attended 1400-0100Z++	200510
US45605	TFC PAT	1	KZ	Rwy 17 rgt tfc.	200006
US45605	WEIGHT BEARING	1	KZ	(S30, T40, TT60) Rwy 17-35.	199907
US45615	CAUTION	1	KZ	Extv R/W trng min lgt SS-SR. Ctc twr prior to entering Class D Airspace. R3005 1.4 NM NW of afld. Deer and pig haz. Ant 5' hi 300' fr apch end Rwy 33R lgtd. Exphi pers/eqpt act btn hgr and tran ramp. Lgtd ant 120' 1/4 NM SW of alfd.	200306
US45615	FUEL	1	KZ	J8 Avbl 1300-0600Z++ Mon-Fri, exc hol, OT 24 hr PPR.  Tran fuel PPR, ctc Base OPS DSN 475-3065/66.	200508
US45615	LGT	1	KZ	HIRL, PAPI, ODALS, Rwy 33R lgtd O/R. When twr clsd mnt Marne RDO 127.35 279.625.When twr and  Marne RDO both clsd ACTIVATE-HIRL, ODALS Rwy 33R, Twy A and B-CTAF.	200610
US45615	MISC	1	KZ	No skid eqpt acft perms on black asphalt apn S of Twy B and C. Wx observer avbl 1130-0400Z++ Mon-Fri, exc hol. DSN 475-3147 or 28 OWS DSN 965-0939, C803-895-0939. For rng info mnt 239.025. Class D Airspace eff 1230-0400Z++ Mon-Thu, 1230-020	200508
US45615	MISC	2	KZ	0Z++ Fri, exc hol, OT Class G. Mooring/tie-down straps not avbl. Trees rstd vis end Rwy 33. Trees rstd vis fr NE thru SE and NW to 3/4 SM. Trees rstd vis SW to 1/4 SM.	200508
US45615	NS ABTMT	1	KZ	No ovft of cantonment area or city of Hinesville blw 1000' AGL.	200003
US45615	OPR HOURS	1	KZ	Opr 1130-2200Z++ Mon-Fri, exc hol. Twr will open for JOSAC missions. DSN 475-3065/3066. When Base OPS clsd, ctc Hunter Base OPS DSN 729-5110. See FLIP AP/1 Flt Haz and Supplementary Arpt Rmk.	200512
US45615	RSTD	1	KZ	Rwy 15R-33L, Rwy 06L-24R no trng or touch and go ldg. Twy D and E non-movement areas clsd to F/W. R/W use with prior apvl. PPR all tran acft, ctc Base OPS DSN 475-3066/3065, C912-435-3065/3066. 7 day PPR for civ acft to land, DSN 475-3065/3	200610
US45615	RSTD	2	KZ	066, C912-435-3065/3066. Skid run-on ldg rstd to Rwy 15R-33L, 06R-24L. R/W pilots planning to conduct opr within R3005 must rcv a rng briefing prior to opr. Briefing shall be accomplished at least 4 hr prior to flt on the reservation. Aviat	200610
US45615	RSTD	3	KZ	ors briefed in the last 6 months may rcv a telephonic up-date briefing. Ctc Hunter AAF OPS DSN 729-2523/6207, 1200-0100Z++ Mon-Fri.	200610
US45615	TFC PAT	1	KZ	Rgt tfc Rwy 06L Cat B, C, D and E.	199907
US45642	CSTMS/AG/IMG	1	KFCA	1600-2400Z++ Mon-Fri, OT PN rqr, fone dur reg bus hr C406-257-7034 or C406-453-0861. Insp not always avbl after hr or weekend.	200512
US45642	FUEL	1	KFCA	A (Edwards Jet Cntr., 0800-1900Z++, C406-755-5362.) (NC-100LL)	200412
US45642	LGT	1	KFCA	ACTIVATE-HIRL Rwy 02-20, MIRL Rwy 12-30, MALSR Rwy 02, PAPI Rwy 02-20 and REIL Rwy 20-CTAF.	200506
US45642	MISC	1	KFCA	Rwy 02-20 and 12-30 PFC. Class D Airspace eff 1500-0700Z++ OT Class E.	200412
US45642	RSTD	1	KFCA	Clsd to unsked acft opr with more than 30 PAX seats exc PPR C406-257-5994. Rwy 07-25 clsd UFN.	200506
US45696	FUEL	1	KZ	After hr fone C903-872-6030/0226. - (NC-100LL, A)	200207
US45696	LGT	1	KZ	MIRL Rwy 14-32 preset med ints; to increase ints and ACTIVATE-VASI Rwy 14-CTAF.	200207
US45696	LGT VFR	1	KZ	BL1, 6, 9, 43	200404
US45696	MISC	1	KZ	Rwy 14-32 grooved.	200012
US45696	OPR HOURS	1	KZ	Attended 1330Z++-dusk.	199907
US45696	WEIGHT BEARING	1	KZ	(S26).	199907
US45720	FUEL	1	KZ	(NC-100LL, A) Avbl 24 hr with credit card.	200605
US45720	LGT	1	KZ	MIRL Rwy 1-19 preset med ints. To increase ints and to ACTIVATE-REIL Rwy 1-19-CTAF. Rot Bcn O/R fone 870-423-2668.	200607
US45720	LGT VFR	1	KZ	BL1, 6, 9, 50	200311
US45720	OPR HOURS	1	KZ	Attended 1400-2300Z++ Mon-Sat; 1900-2300Z++ Sun, OT fone C731-641-0123.	200311
US45720	WEIGHT BEARING	1	KZ	(S25, T37).	200205
US45744	CAUTION	1	KHQM	Bird haz. Ultralight proh wo written PPR fr arpt mgr.	200012
US45744	CSTMS/AG/IMG	1	KHQM	1600-0100Z++ Mon-Sat, 1 hr PN rqr, C360-532-2030.	200512
US45744	FUEL	1	KHQM	(NC-100LL - Avbl 24 hr with credit card; A - Btn 1700-0100Z++ call C360-533-6655. Btn 0100-1700Z++ call C360-310-0201.)	200602
US45744	LGT	1	KHQM	ACTIVATE-HIRL Rwy 06-24, MALSR Rwy 24 and REIL Rwy 06-CTAF.	200209
US45744	OPR HOURS	1	KHQM	Attended 1600-0200Z++.	199907
US45744	TFC PAT	1	KHQM	Rgt tfc Rwy 06.	200203
US45745	FUEL	1	KZ	(NC-100LL)	199909
US45745	LGT	1	KZ	ACTIVATE-MIRL, REIL and PAPI Rwy 17-35-CTAF.	200507
US45745	LGT VFR	1	KZ	BL1, 6, 9, 50	200303
US45745	OPR HOURS	1	KZ	Attended 1400Z++-dusk.	200212
US45745	WEIGHT BEARING	1	KZ	(S12).	199907
US45784	CAUTION	1	KZ	1340' mt with 20' cross on top 0.75 NM SE.	200603
US45784	FUEL	1	KZ	(NC-80, 100LL)	199907
US45784	LGT	1	KZ	Nstd MIRL Rwy 6-24, one red/green lgt ea side of thld. ACTIVATE-MIRL Rwy 6-24-CTAF.	200603
US45784	LGT VFR	1	KZ	L1, 6	200208
US45784	OPR HOURS	1	KZ	Attended 1630-0030Z++ Mon-Fri.	200311
US45784	RSTD	1	KZ	Copter trng proh.	200407
US45784	TFC PAT	1	KZ	Avoid ovft of trailer prk 1000' E of rwy on tkof. Rwy 24, after tkof turn left 10  and stay N of riverbed.	199910
US45784	WEIGHT BEARING	1	KZ	(S4).	199907
US45797	CAUTION	1	KZ	PJE. 363'+ twr 1.4 NM N.	200313
US45797	FUEL	1	KZ	(NC-100LL, A)	200005
US45797	LGT	1	KZ	ACTIVATE - MIRL Rwy 12-30 - CTAF.	200607
US45797	MISC	1	KZ	Outer twy for copter only.	200607
US45797	OPR HOURS	1	KZ	Attended 1500-0200Z++ Mar-Oct; 1500-2400Z++ Nov-Feb.	199907
US45797	TFC PAT	1	KZ	Rgt tfc Rwy 30.	200203
US45806	CAUTION	1	KZ	Mt all quad. Peak haz lgt SE, S and NW.	200412
US45806	FUEL	1	KZ	(NC-100LL H24 self-svc;  A-Avbl 1600-2400Z++.)	200605
US45806	LGT	1	KZ	ACTIVATE-MIRL Rwy 8-26-CTAF. PAPI Rwy 08-26 opr H24.	200606
US45806	LGT VFR	1	KZ	BL1, 6, 50	200208
US45806	NS ABTMT	1	KZ	Practice (fly quiet) pro. Extreme noise sensitive area. On tkof make 10  left turn at end of rwy to avoid hsg to E and school to W of arpt.	200204
US45806	WEIGHT BEARING	1	KZ	(S12.5).	199910
US45890	CAUTION	1	KPHF	Bird and deer haz.	199907
US45890	CSTMS/AG/IMG	1	KPHF	1300-2200Z++ Mon-Fri, 2 hr PN rqr, C757-245-6470.	200512
US45890	FUEL	1	KPHF	A+ (Rick  Avn Inc, C757-874-5727. Opr 1100-0500Z++ Mon-Sun, OT 2 hr PN C757-874-6415, $45 fee), (NC-100LL, A).	200511
US45890	LGT	1	KPHF	ACTIVATE-MALSR Rwy 07 and REIL Rwy 25-CTAF. When twr clsd, VASI Rwy 02-20, REIL Rwy 20, HIRL Rwy 02-20 and 07-25 and twy lgt ctc-FSS.	200003
US45890	MISC	1	KPHF	Rwy 02-20 and 07-25 grooved. Ldg fee acft over 12,500 lb. Class D Airspace eff 1100-0400Z++, OT Class E.	200212
US45912	CAUTION	1	KZ	Bird and deer haz.	200203
US45912	FUEL	1	KZ	(NC-100LL, A)	199907
US45912	LGT	1	KZ	ACTIVATE-Rot Bcn, MIRL Rwy 6-24, 1-19, VASI Rwy 6-24, PAPI Rwy 1-19, REIL Rwy 1-19, 24-CTAF.	200309
US45912	LGT VFR	1	KZ	BL1, 6, 9, 43, 50	200208
US45912	OPR HOURS	1	KZ	Attended 1400-2300Z++ Mon-Fri; 1500-2300Z++ Sat; 1600-2300Z++ Sun.	199907
US45912	WEIGHT BEARING	1	KZ	(T60) Rwy 1-19.   (S28, T40) Rwy 6-24.	200002
US45972	CAUTION	1	KJLN	Bird, deer and glider haz.	200412
US45972	FUEL	1	KJLN	(NC-100LL, A)	199907
US45972	LGT	1	KJLN	When twr clsd, ACTIVATE-MIRL Rwy 05-23, HIRL Rwy 13-31 and 18-36, MALSF Rwy 13, MALSR Rwy 18, PAPI Rwy 18-36 and 31 and ODALS Rwy 31-CTAF.	200412
US45972	MISC	1	KJLN	Rwy 13-31 grooved. Class D Airspace eff 1200-0300Z++, OT Class E. LAWRS.	200113
US45972	OPR HOURS	1	KJLN	Attended 1100-0600Z++.	200412
US45972	RSTD	1	KJLN	Rwy 13-31: TORA 6502, TODA 6502, ASDA 6102, LDA 5802. PPR 48 hr for acft carrying haz or explosive cargo. 48 hr PPR for unsked acft opr with more than 30 PAX seats ctc C417-623-0262.	200412
US46222	FUEL	1	KZ	(NC-100LL, A)	199909
US46222	LGT	1	KZ	MIRL Rwy 11-29 preset lo ints; to increase ints and ACTIVATE-VASI Rwy 11-29, REIL Rwy 11, MIRL Rwy 3-21 and REIL Rwy 3-CTAF.	200207
US46222	LGT VFR	1	KZ	BL1, 6, 9, 43	200208
US46222	OPR HOURS	1	KZ	Attended 1400-2300Z++, OT C618-393-2967.	199913
US46222	WEIGHT BEARING	1	KZ	(S12) Rwy 11-29. (S18, T25) Rwy 3-21.	199909
US46283	FUEL	1	KZ	(NC-100LL, A)	200207
US46283	OPR HOURS	1	KZ	Attended 1100-0100Z++ May-Sep, 1200-2300Z++ Oct-Apr.	200211
US46283	RSTD	1	KZ	Twy clsd to acft with wgspan over 60'.	199907
US46308	CAUTION	1	KZ	Wildlife haz.	200208
US46308	FUEL	1	KZ	After hr call Nr posted by outside phone. - (NC-100LL, A)	200207
US46308	LGT	1	KZ	ACTIVATE-Rwy 2-20 MIRL-CTAF.	200605
US46308	LGT VFR	1	KZ	BL1, 6	200208
US46308	MISC	1	KZ	Rwy 2-20 width varies 49'-50'.	200007
US46308	OPR HOURS	1	KZ	Opr 1400-2230Z++ Mon-Fri.	200007
US46308	TFC PAT	1	KZ	Rgt tfc Rwy 2; do not ovft prison area.	200206
US46308	WEIGHT BEARING	1	KZ	(S11).	199907
US46324	ARNG	1	KESF	Opr 1300-2200Z++ wkd excld hol. Ctc ARNG OPS for tran prk, C800-752-3114.	200012
US46324	CAUTION	1	KESF	ARNG nap of earth (NOE) trng area within 5 NM N. Bird haz. WIP vcnty rwy and twy.	200511
US46324	FUEL	1	KESF	A+ (Esler RAPT, 1100-0400Z++ wkd, 0400-2300 Sat-Sun, OT 1hr PN C318-487-6003. Drill weekends 1300-0100Z++Sat-Sun.) (NC-100LL)	200603
US46324	LGT	1	KESF	ACTIVATE-MIRL Rwy 14-32, HIRL Rwy 08-26, MALSR Rwy, 26 REIL Rwy 08 and 14-32 andtwy lgt A, B, C, D, and E-CTAF. Pilot ctl lgt Rwy 08-26 and VASI Rwy 32 O/S UFN.	200510
US46324	MISC	1	KESF	All rwy grooved.	200408
US46324	OPR HOURS	1	KESF	Attended 1300-2330Z++ Mon-Fri.	200605
US46324	RSTD	1	KESF	Twy F and G clsd UFN.	200510
US46328	FUEL	1	KZ	For fuel or maint fone C207-539-4779. - (NC-100LL, A)	200209
US46328	LGT	1	KZ	ACTIVATE-MIRL Rwy 15-33-CTAF.	200209
US46328	LGT VFR	1	KZ	BL1, 6	200209
US46328	OPR HOURS	1	KZ	Attended 1230-2200Z++ Mon-Sat.	200209
US46328	WEIGHT BEARING	1	KZ	(S25).	199907
US46345	CAUTION	1	KZ	Bird haz.	200507
US46345	FUEL	1	KZ	(NC-100LL, A)	199907
US46345	LGT	1	KZ	ACTIVATE-HIRL Rwy 12-30, MIRL Rwy 17-35, MALSR Rwy 30, REIL Rwy 12 and 17, PAPI Rwy 12-30 and 17-35-CTAF.	200011
US46345	OPR HOURS	1	KZ	Attended 1400-2400Z++; OT fone C605-996-1228.	200310
US46359	FUEL	1	KZ	(NC-100LL, A)	200007
US46359	LGT	1	KZ	MIRL Rwy 05-23 preset lo ints; to increase ints ACTIVATE-CTAF.	200007
US46359	OPR HOURS	1	KZ	Attended 1400-2400Z++ Oct-Mar; 1400-0100Z++ Apr-Sep, OT C931-635-7784.	200007
US46362	FUEL	1	KZ	(NC-100LL, A)	199907
US46362	LGT	1	KZ	ACTIVATE-MIRL, REIL , and PAPI Rwy 1-19 and 10-28 - CTAF.	200413
US46362	LGT VFR	1	KZ	BL1, 6, 9, 50	200412
US46362	MISC	1	KZ	For arpt cond ctc arpt mgr C406-433-2415.	200513
US46362	OPR HOURS	1	KZ	On call 24 hr.	200307
US46362	WEIGHT BEARING	1	KZ	(S12, T18) Rwy 10-28. (S40, T55, TT85) Rwy 1-19.	200506
US46369	CAUTION	1	KZ	Deer haz.	199907
US46369	FUEL	1	KZ	(NC-100LL)	200501
US46369	LGT	1	KZ	ACTIVATE-MIRL, REIL and PAPI  Rwy 09-27-CTAF.	200609
US46369	OPR HOURS	1	KZ	Opr 1300-2200Z++ Mon-Fri; 1400-2200Z++ Sat-Sun, OT C989-345-3524, svc charge.	200412
US46376	CAUTION	1	KZ	Bird haz.	200408
US46376	FUEL	1	KZ	(NC-100LL, A)	200605
US46376	LGT	1	KZ	MIRL Rwy 12-30 and 7-25 preset med ints dusk-0400Z++, after 0400Z++ ACTIVATE-MIRL Rwy 12-30 and 7-25 and REIL Rwy 12-30-CTAF. PAPI Rwy 12-30 and 7-25 H24.	200605
US46376	LGT VFR	1	KZ	BL1, 6, 9, 50	200208
US46376	MISC	1	KZ	Rwy 12-30 grooved. Touch and go opr perms Mon-Sat (exc New Years, Christmas and Thanksgiving) 1400Z++-SS+2 hr and ltd to 3 opr per pilot per day. Stop and go opr and intcp tkof discouraged. Stage 1 and 2 jet opr discouraged 0300-1200Z++. Ac	200308
US46376	MISC	2	KZ	ft with wg span exceeding 79' are proh fr opr on Twy A btn Twy C and apch end Rwy 12 when acft with wg span exceeding 79' is on apch to, ldg or tkof Rwy 12-30. Class D Airspace eff 1200-0100Z++, OT Class G.	200308
US46376	NS ABTMT	1	KZ	Noise sensitive areas all quad. Use pro as prescribed by arpt and the National Business Acft Association.	200206
US46376	OPR HOURS	1	KZ	Attended 1200-0100Z++.	200206
US46376	RSTD	1	KZ	PPR for acft exceeding rwy wt brg.	200308
US46376	WEIGHT BEARING	1	KZ	(S58, T95, ST121, TT170) Rwy 7-25. (S65, T105, ST133, TT190) Rwy 12-30. (S55, T90, ST114, TT160) Rwy 16-34.	199909
US46383	LGT	1	KZ	REIL and VASI Rwy 11-29 O/S UFN.	200511
US46383	LGT VFR	1	KZ	L1, 6, 9, 43	200209
US46383	OPR HOURS	1	KZ	Clsd ngt exc 24 hr PPR call arpt mgr C304-258-2500.	200511
US46383	RSTD	1	KZ	No acft over 18,500 lb.	200001
US46529	CAUTION	1	KZ	VFR acft opr in and out of sod strip 3 NM E of arpt.	199907
US46529	FUEL	1	KZ	(NC-100LL, A)	200207
US46529	LGT	1	KZ	MIRL Rwy 06-24 opr dusk-0300Z++; after 0300Z++, ACTIVATE-CTAF.	200014
US46529	OPR HOURS	1	KZ	Attended 1300-2400Z++. For FBO fone C843-851-0970.	200406
US46601	ARNG	1	KZ	PPR for utilizing Natl Grd assets, C904-573-2300, ext 1221. Opr 1300-2130Z++ Mon-Fri, exc hol. Tran acft must ctc ARNG OPS on 40.9, 139.3 or 248.2 before entry to prk ramp.	200607
US46601	CAUTION	1	KZ	Wildlife haz.	200508
US46601	FUEL	1	KZ	A+ (AirKaman/Signature, avbl 1100-0300Z++ Mon-Fri, 1300-2100Z++ Sat and Sun, OT 12 hr PN rqr C904-777-6675. Svc fee.) (NC-100LL, A)	200509
US46601	LGT	1	KZ	When twr clsd ACTIVATE-HIRL Rwy 09R-27L, 18L-36R, REIL Rwy 09R-27L, 18L and MALSR Rwy 36R-CTAF.	200509
US46601	MISC	1	KZ	Mil refuel and tran svc avbl, ctc AirKaman Cecil Fld. Acft inbd for Boeing Aerospace Support Cntr ctc Boeing Air OPS C904-317-2438 or Govt Flt Representative C904-317-2478. Ctc Boeing Air OPS 123.475 264.65 15 min out. Nml opr hr 1200-2300Z	200508
US46601	MISC	2	KZ	++ Mon-Fri. PPR Sat deliveries. Clsd Sun. Class D Airspace eff 1200-0200Z++, OT Class G.	200508
US46601	OPR HOURS	1	KZ	Opr 1200-0300Z++.	200209
US46601	RSTD	1	KZ	Twy M clsd exc mil acft. Twy C clsd at mil gate.	200404
US46626	FUEL	1	KAVL	A+ (Asheville Jet, Inc, C828-684-6832, fax 687-0135.) (NC-100LL, A)	200204
US46626	LGT	1	KAVL	When twr clsd ACTIVATE-HIRL and MALSR Rwy 16-34-CTAF.	200510
US46626	MISC	1	KAVL	LLWAS. Rwy 16-34 grooved. Rwy 16 TDZ RVR avbl. Class C Airspace eff 1130-0400Z++, OT Class G.	200209
US46626	RSTD	1	KAVL	PPR for unsked acft opr with more than 30 PAX seats 0400-1200Z++, fone arpt mgr C828-684-2226.	199907
US46626	TFC PAT	1	KAVL	Rgt tfc Rwy 34 0400-1130Z++.	200505
US46711	CAUTION	1	KZ	Waterfowl and deer haz. Rwy 16-34 cracking and ruf.	200110
US46711	FUEL	1	KZ	(NC-100LL - Self svc avbl with credit card.)	200602
US46711	LGT	1	KZ	ACTIVATE-MIRL and PAPI Rwy 16-34 and REIL Rwy 34-CTAF.	200309
US46711	NS ABTMT	1	KZ	Acft dep Rwy 16, fly rwy hdg to 1495' and 2 NM before left turn.	200506
US46711	OPR HOURS	1	KZ	Unattended.	200309
US46777	CAUTION	1	KZ	Deer haz.	200108
US46777	LGT	1	KZ	ACTIVATE-MIRL Rwy 5-23-CTAF.	200608
US46777	LGT VFR	1	KZ	BL1, 6	200608
US46777	MISC	1	KZ	Rwy 23 mrk faded.	200608
US46777	OPR HOURS	1	KZ	Unattended.	199907
US46777	WEIGHT BEARING	1	KZ	(S20, T35, TT55).	200205
US46828	CAUTION	1	KZ	Rwy 17-35 sfc cracking with vegetation growth.	200212
US46828	FUEL	1	KZ	After hr fone C785-479-2171. - (NC-100LL, A)	200410
US46828	LGT	1	KZ	HIRL, PAPI and REIL Rwy 17-35 opr dusk-0400Z++, OT ACTIVATE-CTAF.	200511
US46828	LGT VFR	1	KZ	BL1, 5, 9, 50	200511
US46828	OPR HOURS	1	KZ	Opr 1400-2300Z++.	200403
US46828	WEIGHT BEARING	1	KZ	(S13, T16).	200205
US46883	FUEL	1	KZ	(NC-100LL)	199907
US46883	LGT	1	KZ	MIRL Rwy 07-25 preset lo intst, to increase intst and ACTIVATE-MIRL Rwy 02-20 AND REIL Rwy 07-25-CTAF.	200208
US46883	OPR HOURS	1	KZ	Attended dawn-dusk.	199907
US46895	CAUTION	1	KZ	Glider and deer haz.	200501
US46895	FUEL	1	KZ	(NC-100LL, A)	200401
US46895	LGT	1	KZ	ACTIVATE-MIRL Rwy 9-27, 18-36, REIL Rwy 18-36, VASI Rwy 36 and PAPI Rwy 18-CTAF.	200207
US46895	LGT VFR	1	KZ	BL1, 6, 9, 43, 50	200208
US46895	MISC	1	KZ	Rwy 18 displ thld nstd paint mrk.	200501
US46895	OPR HOURS	1	KZ	Attended 1300Z++-dusk.	199907
