ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
US58436	KZ							16TEN8762841078		AO		200012
US58461	KZ							12STE9226138921				200012
US58467	KZ							14SKE4511090890		AO		200012
US58502	KTVL		South Lake Tahoe			O		11SKD4021609266	UTC-8(-7DT)	AO	H-3B, L-2G-5A	200403
US58509	KZ							15TXJ6849127271		AO		200012
US58547	KZ							14SNC3953543187		AO		200012
US58560	KBNA						AOELRA	16SEE2895897802	UTC-6(-5DT)	AO	H-6J-9A, L-14H-21D	200512
US58627	KZ		Janesville					16TCN3257120666	UTC-6(-5DT)	AO	H-5D, L-11D-23A	200403
US58638	KZ							11TLM3699792151		AO		200012
US58670	KZ					O		14SNG7726669453	UTC-6(-5DT)	AO	L-6, WICHITA	200012
US58674	KZ		South Bend-Raymond			O		10TDS3705071892	UTC-8(-7DT)	AO	L-1, SEATTLE	200012
US58675	KLRD					O	AOE	14RMR5442946748	UTC-6(-5DT)	AO	H-7B, L-16E	200512
US58704	PAED							06VUN4943993978		AO		200012
US58720	KZ					O		15TUM4209996207	UTC-6(-5DT)	AO	H-2I, L-10F	200506
US58728	KZ					O		16TFK1189082967	UTC-5(-4DT)	NN	H-5E-10F, L-23B	200605
US58736	KZ					O		16SGE0844777796	UTC-5(-4DT)	AO	H-9A-12G, L-14H-22E	200602
US58737	KZ							15TVH3788432438		AO		200012
US58762	KZ							14SNK6667306159		AO		200012
US58766	KZ		Phoenix			O		12SVC1045004029	UTC-7	NN	L-4, PHOENIX	200012
US58881	KZ							17SMT1959723209		AO		200012
US58887	KZ							16TCS2455928329		AO		200012
US58924	KZ							16SBH9268205990		AO		200012
US58998	KZ							14RPR7600788854		AO		200012
US59007	KGJT		Grand Junction			H		12SYJ1380833274	UTC-7(-6DT)	AO	H-3E, L-5D	200403
US59020	KZ					O		15TUJ2673806066	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US59077	KZ							17TLJ4023349380		AO		200012
US59102	KZ							17SQV3658636167		AO		200012
US59150	PAOT							03WXQ0518420552		AO		200012
US59172	KZ					O	LRA	17TKL8756998743	UTC-5(-4DT)	AO	L-12, LAKE HURON	200604
US59209	KZ							14SKA6233666791		AO		200012
US59213	KZ							16SFB5236966807		AO		200012
US59288	KSSI		Brunswick			O	LRA	17RMQ6270846493	UTC-5(-4DT)	AO	H-9B-12F, L-18H-19B	200602
US59340	KZ					O		16SED3975679750	UTC-6(-5DT)	AO	L-14, ATLANTA	200012
US59382	KZ							14SKB3706374456		AO		200012
US59419	KLWM					O	LRA	19TCH2612831598	UTC-5(-4DT)	AO	H-11D-12K, L-25D-26F	200602
US59438	KZ							17RLM7153387491		AO		200012
US59450	KZ		Wise			O		17SLA6384094583	UTC-5(-4DT)	AO	H-9B-12G, L-22F	200602
US59484	KZ					O		15TTF6885871417	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US59523	KZ							17RMM4317975687		AO		200012
US59536	KZ							10SGG4826394221		AO		200012
US59606	KBAK					O		16SEJ9521546423	UTC-5(-4DT)	NN	H-5E-10F, L-21D	200605
US59607	KZ		Parsons			O		16SCE9787244362	UTC-6(-5DT)	AO	L-14, MEMPHIS	200012
US59644	KZ							10SFH3730240813		AO		200012
US59658	KZ							14RMT6527794087		AO		200012
US59661	KZ							15TXG8712557810		AO		200012
US59707	KAOO					O		17TQE2778464099	UTC-5(-4DT)	AO	H-10H-12I, L-24F	200602
US59788	KZ					O		12TWL4959382437	UTC-7(-6DT)	AO	H-3, L-7-8, SALT LAKE CITY	200403
US59802	KZ							13SED5118303009		AO		200012
US59815	KZ							13TBF9008746013		AO		200012
US59829	KZ					O		11SMU0739790289	UTC-8(-7DT)	AO	H-4, L-3, LOS ANGELES	200403
US59875	KZ							16TCK9256582047		AO		200012
US59878	KDYS		Abilene			O	L-AOE	14SMA1964887396	UTC-6(-5DT)	AO	H-6H, L-13B-15C	200602
US59883	KELD	GOODWIN FLD	El Dorado			O		15SWS1739975800	UTC-6(-5DT)	AO	H-6I, L-14E	200403
US59888	KMEI		Meridian			O		16SCA3493278508	UTC-6(-5DT)	AO	H-6J, L-17D, 18E	200505
US59893	KLGA		New York				LRA	18TWL9513514641	UTC-5(-4DT)	AO	H-10I-12J, L-24H-25B-28G	200602
US59931	KZ					O		15RVQ6736048339	UTC-6(-5DT)	AO	L-17, HOUSTON	200513
US59987	KZ							13TDE8785194055		AO		200012
US60001	KZ		Gilbertsville			O		16SCF8471096711	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200204
US60017	KZ					H		13SDT1694523583	UTC-7(-6DT)	AO	L-4, ALBUQUERQUE	200012
US60021	KZ					O		17TLF9424328745	UTC-5(-4DT)	AO	L-23C	200108
US60027	KTLH					H		16RGU5457765705	UTC-5(-4DT)	AO	H-8G, L-18G-19A	200403
US60041	KZ		Weatherford			O		14SNE3004933516	UTC-6(-5DT)	AO	L-6-13, DALLAS-FT WORTH	200012
US60075	KZ							12RXV2460571473				200012
US60089	KZ					O		17SKT5358763463	UTC-5(-4DT)	AO	H-9B-12F, L-20E	200602
US60132	KZ					O		11SMS6699675436	UTC-8(-7DT)	AO	L-3C	200307
US60179	KZ		Alma			O		17RLQ5697889996	UTC-5(-4DT)	AO	H-9B-12F, L-18G-19A,	200602
US60187	KZ							14RQV0434869350		AO		200012
US60202	KZ		Toms River			O		18SWK6046619950	UTC-5(-4DT)	AO	H-10I-12I, L-24H-28G	200602
US60204	KZ							16SFE4511945087		AO		200012
US60234	KZ					O		17TKJ6833712926	UTC-5(-4DT)	AO	H-10-11, L-12, DETROIT	200404
US60243	KZ							14RNR3909633206		AO		200012
US60244	PA							03WXM4029378076		AO		200012
US60268	KZ					O		16TGM0019443853	UTC-5(-4DT)	AO	L-23, DETROIT	200204
US60292	KZ							17SNR0072195048		AO		200012
US60340	KZ					O		12TXS8858349757	UTC-7(-6DT)	AO	H-1, L-9, BILLINGS	200404
US60357	KZ					O		10TFN8950589726	UTC-8(-7DT)	AO	H-1, L-1, KLAMATH FALLS	200404
US60369	KZ					O		15RTN2096608402	UTC-6(-5DT)	AO	H-7C, L-16G	200406
US60403	KZ		Warden			O		11TLN4280103389	UTC-8(-7DT)	AO	SEATTLE	200012
US60406	KZ		Chicago/West Chicago					16TCM9644340291	UTC-6(-5DT)	AO	H-5E, L-23A, A-1A	200403
US60414	KZ		Selmer			O		16SCD6360596578	UTC-6(-5DT)	AO	H-4, L-14, MEMPHIS	200012
US60441	KACT					O		14RPV6785098710	UTC-6(-5DT)	AO	H-6H, L-15D-17A	200403
US60458	KZ		Parker			O		11SQT5158682223	UTC-7	NN	L-3-4, PHOENIX	200012
US60571	KZ							13UCP8697264233		AO		200012
US60573	KZ							11SQA2769721439		AO		200012
US60576	KZ					O		19TDK3642107796	UTC-5(-4DT)	AO	H-11D, L-26G	200403
US60626	KZ							15SYS0225273629		AO		200012
US60709	KZ							13TEG0590755942		AO		200012
US60710	KZ							15SUD0808320352				200012
US60768	KZ					O		14SND6709179079	UTC-6(-5DT)	AO	L-13, DALLAS-FT WORTH	200012
US60808	KZ		Danville			O		16SFG9694561324	UTC-5(-4DT)	AO	H-10, L-21-22, CINCINNATI	200404
US60809	KZ							17TLJ5962864722		AO		200012
US60813	KAXN		Alexandria			O		15TUL1413181981	UTC-6(-5DT)	AO	H-2I, L-10F	200506
US60834	KHGR					O		18STJ6600598905	UTC-5(-4DT)	AO	H-10H-12I, L-24F	200602
US60850	KZ							17RMK1076257160		AO		200012
US60853	KZ					O		16TFL0071097899	UTC-5(-4DT)	NN	H-5E-10F, L-23B	200605
US60887	KZ							19TCJ6537846913		AO		200012
US60902	KZ					O		12TXL3551630872	UTC-7(-6DT)	AO	H-3, L-8, SALT LAKE CITY	200403
US60930	KZ							14SLB9352235244		AO		200012
US60991	KZ					O		13SFT4655979427	UTC-7(-6DT)	AO	H-6G, L-4H	200504
US60995	KATY					O		14TPQ4565475051	UTC-6(-5DT)	AO	H-2H, L-10F	200403
US60997	KZ					O		14TMN1851414568	UTC-6(-5DT)	AO	H-5, L-11, OMAHA	200404
US61013	KZ		Wenatchee			H		10TGT1075853272	UTC-8(-7DT)	AO	H-1B, L-1D-9A	200012
US61032	KZ							11SPT1954725792		AO		200012
US61070	KZ							13TCF6932157499		AO		200012
US61083	KZ							15TWG5936336565		AO		200012
US61088	KZ							17TMG9927510584		AO		200012
US61126	KZ							14SPA7957851274		AO		200012
US61218	KZ					O		11TLN7331845153	UTC-8(-7DT)	AO	L-9, SEATTLE	200405
US61228	KZ		Batesville			O		16SBD3398006250	UTC-6(-5DT)	AO	H-4, L-14, MEMPHIS	200012
US61260	KZ							18TXM7769017603		AO		200012
US61269	KZ					O		18TVM6571583456	UTC-5(-4DT)	AO	L-25, NEW YORK	200012
US61294	KZ					O		16TCM7735325507	UTC-6(-5DT)	AO	H-5E, L-23A, A-1A	200403
US61317	KZ					O		18SUF5687660831	UTC-5(-4DT)	AO	H-10-12, L-22-27, WASHINGTON	200602
US61373	KZ							14RPU9792010354		AO		200012
US61401	KZ		Bay St. Louis			O		16RBU6410162098	UTC-6(-5DT)	AO	H-7E-8F, L-17D	200404
US61443	KZ							16RDA6796138241		AO		200012
US61478	KZ		Bastrop			H		15SXS0473524686	UTC-6(-5DT)	AO	L-14-17, MEMPHIS	200012
US61491	KZ							11SQU3578723645		AO		200012
US61531	KZ							17SNA1574668942		AO		200012
US61550	KZ							18STD2787377114		AO		200012
US61552	KZ							16TCN2216174784		AO		200012
US61557	KZ					O		15TXH5288564665	UTC-6(-5DT)	AO	H-5D, L-11D	200403
US61567	KNIP	TOWERS FLD				H	L-AOE	17RMP3451745114	UTC-5(-4DT)	AO	H-8H, L-18H-19B, A-1C	200602
US61572	KZ		Helena-West Helena			O		15SYU1318728534	UTC-6(-5DT)	AO	H-6, L-14, MEMPHIS	200404
US61585	KZ					O		19TBF5462851356	UTC-5(-4DT)	AO	L-25-28, NEW YORK	200108
US61599	KWYS		West Yellowstone			O		12TVQ9067848343	UTC-7(-6DT)	AO	H-1D, L-9C	200403
US61624	KZ							18TXL8113997506		AO		200012
US61626	KLWT					O		12TXT1646211778	UTC-7(-6DT)	AO	H-1D, L-9C	200403
US61642	KZ		Albemarle			O		17SNV7709719586	UTC-5(-4DT)	AO	H-9B-12G, L-20G-27C	200602
US61655	KMKL		Jackson			O		16SCE2647241261	UTC-6(-5DT)	AO	H-6J, L-14G	200403
US61674	KZ							13SEE2521425917		AO		200012
US61815	KFNT		Flint				LRA	17TKH7624060628	UTC-5(-4DT)	AO	H-10G-11A, L-12F-23C	200512
US61828	KZ					O		17RML4790752026	UTC-5(-4DT)	AO	H-8, L-19, MIAMI	200404
US61879	KZ		Shamokin			O		18TUL6910921816	UTC-5(-4DT)	AO	L-24G-25A	200012
US62014	KZ					O		17TLF5504344491	UTC-5(-4DT)	AO	L-23C	200012
US62017	KZ							12TVN5245621178		AO		200012
US62034	KZ		Murrieta			O		11SMT8807714951	UTC-8(-7DT)	AO	L-3C	200012
US62086	KZ		Brooksville			O		17RLM5752150530	UTC-5(-4DT)	AO	H-8H, L-19B	200403
US62111	KZ							12SXC9932630322		AO		200012
US62192	KZ		Westminster			O		18SUJ2764486207	UTC-5(-4DT)	AO	H-10H-12I, L-24G-28F	200602
US62199	KZ							15RTN3101469299		AO		200012
US62225	KZ							14SQF5616107149		AO		200012
US62248	KZ		Grayslake			O		16TDM1150086377	UTC-6(-5DT)	AO	L-23, A-1, CHICAGO	200012
US62285	KZ					O		17SNT1305701939	UTC-5(-4DT)	AO	H-9B-12F, L-20F-27B	200602
US62313	KZ	SANDY MESQUITE VALLEY						11SPV2404862109		AO		200012
US62359	KZ							16TCM8407866615		AO		200012
US62374	KZ					O		16TFN3552824787	UTC-5(-4DT)	AO	L-12-23, CHICAGO	200204
US62467	KZ							14RMS8151673161		AO		200012
US62481	KZ		Fairburn			O		13TFJ3286042651	UTC-7(-6DT)	AO	L-9, CHEYENNE	200012
US62483	KZ					O		13TEH4872733648	UTC-7(-6DT)	AO	H-5, L-8, CHEYENNE	200403
US62492	KZ							13SGS2986648933		AO		200012
US62502	KZ							10SFG8060625961		AO		200012
US62503	KZ					O		13TCE4189586733	UTC-7(-6DT)	AO	L-8, CHEYENNE	200012
US62541	KZ					O		16SBE8307486403	UTC-6(-5DT)	AO	H-6J, L-14G	200403
US62561	KZ		Vermillion			O		14TPN6901836820	UTC-6(-5DT)	AO	L-11B	200012
US62569	KZ		Torrance			O		11SLT7600141163	UTC-8(-7DT)	AO	H-4G, L-3B, A-2E	200403
US62624	KZ							17SQU2198431550		AO		200012
US62634	KZ					O		11SLU7947818841	UTC-8(-7DT)	AO	L-3, LOS ANGELES	200012
US62639	KZ							18TWN5464960834		AO		200012
US62678	KTPL		Temple			O		14RPV5177047594	UTC-6(-5DT)	AO	H-6H, L-15D-17A	200403
US62723	KZ					O		16TGK4235858448	UTC-5(-4DT)	AO	L-23C	200012
US62749	PAHN							08VML7013567320		AO		200012
US62759	KZ							14SPH3108630074		AO		200012
US62778	KZ							14RMU8552133592		AO		200012
US62815	KZ							15STS9147677403		AO		200012
US62832	KZ							15SYA6799542037		AO		200012
US62874	KAGC		Pittsburgh			H	LRA	17TNE9084767643	UTC-5(-4DT)	AO	H-10H-12I, L-23D-24E	200602
US62958	KZ					O		15SYD2277912116	UTC-6(-5DT)	AO	L-21, A-1, ST. LOUIS	200012
US62964	KZ							15SWT8489613795		AO		200012
US62968	KZ							17SPT3697802336		AO		200012
US62985	PHMK			Molokai I		O		04QFJ9767940254	UTC-10	AO	2G	200012
US63023	KZ							14RMQ7529883002		AO		200012
US63069	KZ							13RCR4482731554		AO		200012
US63206	KZ					O		17RKQ3257242392	UTC-5(-4DT)	AO	H-9B, L-18G-19A	200403
US63220	KZ					O		15TYK2292046457	UTC-6(-5DT)	AO	H-2I, L-10H	200403
US63230	KFTK		Fort Knox					16SEG9036196001	UTC-5(-4DT)	AO	H-5E-10F, L-21D	200404
US63251	KNCA	MC CUTCHEON FLD				O		18STD7656643418	UTC-5(-4DT)	AO	H-9C, L-20H-27C	200403
US63264	KZ					O		14TPU7795401444	UTC-6(-5DT)	AO	L-10F	200012
US63326	KZ					O		15SVS3004400562	UTC-6(-5DT)	AO	H-6I, L-13D-17B	200410
US63362	KZ							17SLU0375001929		AO		200012
US63365	KZ							12TVR4912013345		AO		200012
US63366	KOWB						LRA	16SDG8530176994	UTC-6(-5DT)	AO	H-5E, L-21C	200403
US63487	KSJT					O		14RLV5768270218	UTC-6(-5DT)	AO	H-6G, L-15C	200403
US63519	KCXL							11SPS3940115625		AO		200012
US63558	KZ							14TMQ2488581916		AO		200012
US63564	KZ					O		13TEG7010157290	UTC-7(-6DT)	AO	H-5A, L-8G	200403
US63599	KZ					O		14RPP0262295762	UTC-6(-5DT)	AO	L-16F	200211
US63621	KZ							13SBC4445604675		AO		200012
US63655	KZ					O		13SGC0276516071	UTC-7(-6DT)	AO	H-5A, L-6F	200403
US63663	KZ							15TTE7899039722		AO		200012
US63731	KZ							17SKA7085832469		AO		200012
US63747	KZ					O		10SEK9773605670	UTC-8(-7DT)	AO	H-3B, L-2G	200403
US63762	KZ					O		15TTK9184002848	UTC-6(-5DT)	AO	L-10-11, OMAHA	200411
US63786	KZ					O		17SKU2600761070	UTC-5(-4DT)	AO	L-20, ATLANTA	200012
US63796	KZ							14RPP4628484604		AO		200012
US63822	KBTV					O	AOE	18TXQ4688125942	UTC-5(-4DT)	AO	H-11C-12K, L-26F	200602
US63828	KZ		Ironwood			O		15TYM1999856655	UTC-6(-5DT)	AO	H-2I, L-10H	200403
US63831	KJAX					H	AOELRA	17RMP3398873734	UTC-5(-4DT)	AO	H-8H, L-18H-19B, A-1C	200512
US63850	KZ		Monroeville			O		16RDV6664880418	UTC-6(-5DT)	AO	H-6J-9A, L-18E	200403
US63863	KSWO					O		14SPF7219003528	UTC-6(-5DT)	AO	H-6H, L-6H	200403
US63885	KBFD					O		17TPG9604730603	UTC-5(-4DT)	AO	H-10H-12I, L-12H-24F	200602
US64020	KZ		Oklahoma City			O		14SPE3312723851	UTC-6(-5DT)	AO	L-6-13, DALLAS-FT WORTH	200012
US64030	KDEC					O		16SCK4035711061	UTC-6(-5DT)	AO	H-5E, L-21C-23A	200403
US64048	KZ							15RXP9971159430		AO		200012
US64076	KZ		Sherman Denison			O		14SQC1557232888	UTC-6(-5DT)	AO	H-6H, L-13C	200403
US64077	KZ					H		15SVB1210990383	UTC-6(-5DT)	AO	L-21, KANSAS CITY	200012
US64132	KZ							18STF7816763015	UTC-5(-4DT)		H-9C-10H-12H, L-22H-27D	200602
US64148	KZ					O		14SPG6951571120	UTC-6(-5DT)	AO	L-6, WICHITA	200012
US64149	KZ					O		16SFD9501344384	UTC-5(-4DT)	AO	H-9-12, L-14-20, ATLANTA	200602
US64176	KZ		Benton			O		15SWU3606023940	UTC-6(-5DT)	AO	L-14, MEMPHIS	200012
US64180	KZ							16TGK3359252277		AO		200012
US64202	KZ					O	LRA	13SBB5544215232	UTC-7(-6DT)	AO	H-4J, L-5D	200403
US64224	KZ							16TDR0137595851		AO		200012
US64225	KZ		Philipsburg			O		17TQF4540230008	UTC-5(-4DT)	AO	H-10H-12I, L-24F	200602
US64228	KZ					H	LRA	11SLT6273886423	UTC-8(-7DT)	AO	H-4G, L-3B, A-2E	200512
US64244	KZ		Sevierville			O		17SKV7166271125	UTC-5(-4DT)	AO	H-9-12, L-20-22, ATLANTA	200602
US64340	KZ							17SPD6575074110		AO		200012
US64352	KZ					O		18TWK7012635496	UTC-5(-4DT)	AO	L-24H-28G	200012
US64353	KZ					O		12TWK5269049241	UTC-7(-6DT)	AO	H-3, L-5-7-8, SALT LAKE CITY	200403
US64360	KZ					O		15TWF0836303673	UTC-6(-5DT)	AO	L-11, CHICAGO	200012
US64385	KZ							17TLF8523172201		AO		200012
US64481	KZ							14RNU5542320087		AO		200012
US64506	KZ							13SGA3354843499		AO		200012
US64517	KZ							16SFF6879897631		AO		200012
US64537	KZ							17SLR5291384483		AO		200012
US64552	KZ					O		15TVM1251138933	UTC-6(-5DT)	AO	H-2I, L-10G	200506
US64570	KZ					O		18TVK8960864731	UTC-5(-4DT)	AO	L-24G-28G	200012
US64625	KZ					O		15TTJ9201736796	UTC-6(-5DT)	AO	H-5C, L-11C	200403
US64642	KZ					O		19TCJ0467827261	UTC-5(-4DT)	AO	H-11D-12K, L-26F	200602
US64643	KZ							11SNA1898679480	UTC-8(-7DT)	AO	H-4, L-5, LAS VEGAS	200404
US64679	KZ		Ft. Wayne			S		16TFL5502156315	UTC-5(-4DT)	NN	L-23, CHICAGO	200605
US64683	KZ							16RDU6651563030		AO		200012
US64699	KZ					O		11SNT5460876483	UTC-8(-7DT)	AO	L-3, LOS ANGELES	200012
US64706	KZ					O		13TFN3077895070	UTC-6(-5DT)	AO	L-9D	200202
US64720	KZ							14SLG7974026449		AO		200012
US64789	KZ							16SFF9112680963		AO		200012
US64793	KZ							14UPV0049504329		AO		200012
US64828	KZ							17RLN5702548132		AO		200012
US64870	KZ							14SNC2375888530		AO		200012
US64871	KZ		Williamsburg			O		18SUG5488230027	UTC-5(-4DT)	AO	H-10-12, L-22-27, WASHINGTON	200602
US64934	KZ							17RLN1828266260		AO		200012
US64941	KIAD						LRA	18STJ8716713489	UTC-5(-4DT)	AO	H-10H-12I, L-22G-24G-28E	200602
US64981	KCLL		College Station			O		14RQU5278286969	UTC-6(-5DT)	AO	H-7C, L-17A	200403
US65050	KZ		Winthrop			O		10UGU1113967469	UTC-8(-7DT)	AO	H-1, L-1-9, SEATTLE	200404
US65089	KZ					O		17SME5067925146	UTC-5(-4DT)	AO	L-23D-24E	200012
US65124	KZ					O		19TCG5662141121	UTC-5(-4DT)	AO	L-25D-28I	200012
US65150	KZ							14ULV5101219817		AO		200012
US65179	KZ							18SVJ9717195069		AO		200012
US65185	KSFF		Spokane			O	LRA	11TMN7579281098	UTC-8(-7DT)	AO	L-9A	200512
US65229	KZ							12SUH9277034261		AO		200012
US65232	KZ		Vacaville			O		10SEH9062748127	UTC-8(-7DT)	AO	L-2, SAN FRANCISCO	200012
US65269	KZ							16SGB1608746281		AO		200012
US65340	KMKE		Milwaukee				AOE	16TDN2685855344	UTC-6(-5DT)	AO	H-5E, L-12E-23A, A-1A	200512
US65348	KZ							16SGG3540568205		AO		200012
US65460	KZ					O		17RLL2702495865	UTC-5(-4DT)	AO	L-19, MIAMI	200012
US65475	KZ		Dover-Cheswold			O	AOE	18SVJ4851341180	UTC-5(-4DT)	AO	L-24G-28F	200512
US65494	KZ					O		18SVH8916240268	UTC-5(-4DT)	AO	L-22-24-28, WASHINGTON	200012
US65495	KZ							15TUL4950463263		AO		200012
US65498	KZ		Livingston			O		12TWR4295060797	UTC-7(-6DT)	AO	H-1, L-9, GREAT FALLS	200404
US65504	KABI					H		14SMA3588086233	UTC-6(-5DT)	AO	H-6H, L-13B-15C	200405
US65523	KZ							15SUC8280238816	UTC-6(-5DT)	AO	L-6H-21A	200012
US65552	KZ							15TWF4827809176		AO		200012
US65594	KCAK					H	LRA	17TMF6276429536	UTC-5(-4DT)	AO	H-10G, L-23D-24E	200512
US65621	KZ							12STE8530007237				199907
US65632	KZ					O		17SLU7657957012	UTC-5(-4DT)	AO	H-9B-12G, L-20F	200602
US65689	KZ							15RYR4884032698		AO		200012
US65793	KZ					O		17SPU0196012543	UTC-5(-4DT)	AO	H-9C, L-20G-27B	200403
US65796	KZ		Sylacauga			O		16SEB6474870552	UTC-6(-5DT)	AO	H-6-9, L-14, ATLANTA	200404
US65842	KZ							14RQA6515528638		AO		200012
US65850	KZ	TRI COUNTY						13TDE9590528893		AO		200012
US65914	KZ		St. Ignace			O		16TFR7548884499	UTC-5(-4DT)	AO	L-12, LAKE HURON	200205
US65943	KZ							14TNS7102513683		AO		200012
US65945	KZ							15SWB3366509120		AO		200012
US65965	KZ					O		16SEC8809214874	UTC-6(-5DT)	AO	H-9A-12F, L-14H	200602
US65983	KZ	SANTA TERESA						13RCR3875328511		AO		200012
US65999	KZ		Durant			O		14SQC4080558813	UTC-6(-5DT)	AO	H-6H, L-13C	200403
US66002	KZ		Blackfoot			S		12TUN9037184936	UTC-7(-6DT)	AO	L-7-9, SALT LAKE CITY	200012
US66013	KZ							14RMU2837134124		AO		200012
US66058	KZ							13SDA7401130795		AO		200012
US66130	KZ					O		16SCF5856770432	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200204
US66166	KZ					O		14RMT8285347832	UTC-6(-5DT)	AO	H-7B, L-15D-16E	200403
US66167	KZ					O		11SLV1858710894	UTC-8(-7DT)	AO	L-3-5, LOS ANGELES	200012
US66168	KZ		Olathe			O		15SUD4921201300	UTC-6(-5DT)	AO	L-6H, A-2H	200012
US66175	KZ	CENTER MUNI						14TLT2791116795		AO		200012
US66192	KZ							14RMT2946478373		AO		200012
US66207	KZ					O		17SMS7475350780	UTC-5(-4DT)	AO	H-9B-12F, L-20F-27A	200602
US66249	KZ					O		16SGJ3831785818	UTC-5(-4DT)	AO	H-10G, L-23C	200512
US66298	KCOU					O		15SWC6774796880	UTC-6(-5DT)	AO	H-5D, L-21A	200403
US66328	KZ							13RGQ5069578620		AO		200012
US66342	KZ							14TLT1699480939		AO		200012
US66406	KZ	MCKINNON HOUSTON COUNTY						16SDF1771119468		AO		200012
US66421	KOTM					O		15TWF4635450737	UTC-6(-5DT)	AO	H-5D, L-11D	200403
US66440	KPDX					H	AOE	10TER3139748432	UTC-8(-7DT)	AO	H-1B, L-1C	200602
US66449	KZ							11TNL5172598572		AO		200012
US66467	KSRQ					H	R-AOELRA	17RLL4631331195	UTC-5(-4DT)	AO	H-8H, L-19C	200602
US66468	KZ		Cadiz			O		16SDF1905975046	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200204
US66519	KZ		Valley City			O		14TNS7476899077	UTC-6(-5DT)	AO	L-10F	200012
US66541	KZ					O		16SCG6353986006	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200109
US66581	KZ							13TFP8824715706		AO		200012
US66582	KZ							16TFQ4202583260				200411
US66593	KZ							16SFJ9203247874		AO		200012
US66609	KZ		Price			H		12SWJ2133684937	UTC-7(-6DT)	AO	H-3D, L-5C	200403
US66627	KZ		Ludington			O		16TEP4750067882	UTC-5(-4DT)	AO	H-2, L-12, CHICAGO	200404
US66643	KZ		Miami			O		17RNJ1032060384	UTC-5(-4DT)	AO	H-8H, L-19C	200513
US66662	KZ		Moberly			O		15SWD4928868410	UTC-6(-5DT)	AO	L-21, KANSAS CITY	200012
US66666	KZ		Washington Court House			O		17SKD9208582877	UTC-5(-4DT)	AO	H-10G, L-23C	200513
US66775	KZ		Upland			O		11SMT3657874745	UTC-8(-7DT)	AO	L-3C, A-2F	200012
US66898	KZ					O		14SQD3551485620	UTC-6(-5DT)	AO	L-6-13, DALLAS-FT WORTH	200513
US66966	KZ					O		15TXM3530817125	UTC-6(-5DT)	AO	L-10G	200012
US66995	KZ							17RMM8830020319		AO		200012
US67019	KALN		Alton			O		15SYD5620708751	UTC-6(-5DT)	AO	H-5D, L-21B, A-1B	200403
US67034	KZ		Coshocton			O		17TME2748562424	UTC-5(-4DT)	AO	L-23D	200012
US67055	KZ					O		15TXF4144302279	UTC-6(-5DT)	AO	L-11, CHICAGO	200012
US67103	KGSO		Greensboro				LRA	17SNV9566195313	UTC-5(-4DT)	AO	H-9B-12G, L-22G-27C	200602
US67109	KZ					O		12SVB2832846547	UTC-7	NN	H-4I, L-4E	200403
US67117	KZ							15TXN1989434056		AO		200012
US67135	KZ					O		19TDK7037257305	UTC-5(-4DT)	AO	L-26G	200012
US67138	KZ		Chesapeake			O		17SLC6955053391	UTC-5(-4DT)	AO	L-22, CINCINNATI	200012
US67154	KZ					O		11SKD5328294793	UTC-8(-7DT)	AO	H-3B, L-5A - 7A	200504
US67203	KZ					O		17TPE6938633987	UTC-5(-4DT)	AO	L-24F	200012
US67212	KZ		Cedartown			O		16SFC7114365778	UTC-5(-4DT)	AO	L-14-20, ATLANTA	200012
US67223	KZ	LODI						10SFH4386617248		AO		200012
US67230	KZ							15TXP9582301648		AO		200012
US67253	KPBI		West Palm Beach			H	R-AOELRA	17RNK8998451662	UTC-5(-4DT)	AO	H-8H, L-19C	200602
US67296	KZ							14TMQ9088986503		AO		200012
US67311	KZ					O		17RML2293091175	UTC-5(-4DT)	AO	H-8H, L-19C	200403
US67328	KZ		Paris			O		16SCF7589522351	UTC-6(-5DT)	AO	H-4, L-14-21, ST. LOUIS	200205
US67332	KZ					O		12TXK9069240586	UTC-7(-6DT)	AO	H-3, L-5-8, CHEYENNE	200403
US67356	KZ		Chester			O		12UWU0067573067	UTC-7(-6DT)	AO	L-9, GREAT FALLS	200012
US67362	KZ					O		16SCG0266104329	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200413
US67385	KZ							12TWR7917073041		AO		200012
US67405	KZ							15TUG6681394067		AO		200012
US67472	KZ							16TDN0413071206		AO		200012
US67484	KZ					O		14RMS2011174774	UTC-6(-5DT)	AO	L-16, SAN ANTONIO	200204
US67494	KZ							15SYS3176070131		AO		200012
US67550	KZ							13SED3108341770		AO		200012
US67613	KZ					O		10TGL0326395238	UTC-8(-7DT)	AO	L-1-2-7, KLAMATH FALLS	200012
US67649	KZ							11SKV5299828353		AO		200012
US67671	KZ		Racine				LRA	16TDN3329534554	UTC-6(-5DT)	AO	H-5E, L-12E-23A, A-1A	200512
US67672	KZ							15TXK9757536876		AO		200012
US67673	KZ							16RGV6325156490		AO		200012
