PJA_IDENT	NAME	ICAO_REGION	STATE_PROV	OPR_TIME	HOURS	ALT	CYCLE_DATE
US00625	GOSHEN WELLS, CEDAR VALLEY DROP ZONE	KZ	49	260		10000AMSL	200505
US00626	HURRICANE	KZ	49	1679		15000AMSL	200505
US00627	LOGAN-CACHE	KZ	49	4		15000AMSL	200505
US00628	OGDEN-HINCKLEY	KZ	49	4		17999AMSL	200505
US00629	ST GEORGE MUNI	KZ	49	1		15000AMSL	200505
US00630	SUPPESVILLE	KZ	20	671		15000AMSL	200505
US00631	BOLINDER FLD-TOOELE VALLEY	KZ	49	679		17000AMSL	200505
US00632	ADDISON, ASSPIRIN ACRES	KZ	50	2		12000AMSL	200505
US00633	SHELBURNE	KZ	50	2		15000AMSL	200505
US00634	BLACKSTONE, ALLEN PERKINSON/BAAF	KZ	51	1670		12500AGL	200505
US00635	DAVENPORT	KZ	53	2		14500AMSL	200505
US00636	FERNTRESS NALF	KZ	51	19		10000AMSL	200505
US00637	FORT AP HILL BOWLING GREEN DROP ZONE	KZ	51	56		12000AGL	200505
US00638	FORT LEE	KZ	51	6790		02500AGL	200505
US00639	ROSHARON, B B AIRPARK	KZ	48	4		15000AMSL	200505
US00640	FT PICKETT, DOVE DROP ZONE	KZ	51	560		12500AGL	200505
US00641	SOMMERVILLE, HARTWOOD	KZ	51	14		13000AMSL	200505
US00642	WEST POINT, MIDDLE PENINSULA RGNL	KZ	51	2		14000AMSL	200505
US00643	FOREST, NEW LONDON	KZ	51	1679		11000AMSL	200505
US00644	OCEANA NAS/ APOLLO SOUCEK FLD	KZ	51	5690		12500AMSL	200505
US00645	ORANGE CO	KZ	51	1670		15000AMSL	200505
US00646	QUANTICO	KZ	51	14		10000AMSL	200505
US00647	SUFFOLK MUNI	KZ	51	20		13500AMSL	200505
US00648	WARRENTON, FLYING CIRCUS AERODROME	KZ	51	2		07000AMSL	200505
US00649	WAYNESBORO, EAGLES NEST	KZ	51	2		10000AMSL	200505
US00650	COUPEVILLE NOLF	KZ	53	2		12500AMSL	200505
US00651	FORT LEWIS, ABRAMS DROP ZONE	KZ	53	2		10000AMSL	200505
US00652	FORT LEWIS, ANZIO DROP ZONE	KZ	53	41		01000AGL	200505
US00653	NORFOLK INTL	KZ	51	5690		13000AMSL	200505
US00654	FORT LEWIS, DAKTO DROP ZONE	KZ	53	2		10000AMSL	200505
US00655	FORT LEWIS, DARBY DROP ZONE	KZ	53	4		10000AMSL	200505
US00656	FORT LEWIS, EL GUETTAR DROP ZONE	KZ	53	4		10000AMSL	200505
US00657	FORT LEWIS, GRAY AAF DROP ZONE	KZ	53	2		10000AMSL	200505
US00658	FORT LEWIS, MARION DROP ZONE	KZ	53	41		10000AMSL	200505
US00659	FORT LEWIS, MERRILL DROP ZONE	KZ	53	2		10000AMSL	200505
US00660	FORT LEWIS, MYTKINA DROP ZONE	KZ	53	2		10000AMSL	200505
US00661	FORT LEWIS, POINT SALINAS DROP ZONE	KZ	53	4		10000AMSL	200505
US00662	FORT LEWIS, POINTE DE HOC DROP ZONE	KZ	53	4		10000AMSL	200505
US00663	PULLMAN/MOSCOW RGNL	KZ	53	5		13000AMSL	200505
US00664	FORT LEWIS, SOLO DROP ZONE	KZ	53	41		10000AMSL	200505
US00665	SPOKANE, HATFORD DROP ZONE	KZ	53	1		10000AMSL	200505
US00666	KAPOWSIN FLD	KZ	53	4		16000AMSL	200505
US00667	MOSES LAKE, LARSON DROP ZONE	KZ	53	4		03000AMSL	200505
US00668	MC CHORD AFB	KZ	53	4		01500AGL	200505
US00670	MONROE, FIRSTAIR FLD	KZ	53	4		12500AMSL	200505
US00671	TRINIDAD, PINON DROP ZONE	KZ	08	1670		08000AMSL	200505
US00672	RICHLAND	KZ	53	4		13000AMSL	200505
US00673	SHELTON, SANDERSON FLD	KZ	53	1		12000AMSL	200505
US00674	SNOHOMISH, HARVEY FLD NR 1	KZ	53	4		15000AMSL	200505
US00675	SNOHOMISH, HARVEY FLD NR 2	KZ	53	5		15000AMSL	200505
US00676	TEKOA, WILLARD FLD	KZ	53	596		12500AMSL	200505
US00677	TOLEDO-WINLOCK ED CARLSON MEM FLD	KZ	53	1		12500AMSL	200505
US00678	BALDWIN CITY, VINLAND VALLEY AERODROME	KZ	20	64		13000AMSL	200505
US00679	ARTHURDALE, TITUS FLD	KZ	54	6		15000AGL	200505
US00680	BUCKHANNON	KZ	54	6		15000AMSL	200505
US00681	HUNTINGTON, DEBRA DROP ZONE	KZ	54	560		10000AGL	200505
US00682	HUNTINGTON, LEANN DROP ZONE	KZ	54	6		10000AGL	200505
US00683	MORGANTOWN, BACON DROP ZONE	KZ	54	3		10000AGL	200505
US00684	MORGANTOWN, CIDER DROP ZONE	KZ	54	14		12500AMSL	200505
US00685	MORGANTOWN, DAWSON AAF	KZ	54	56		10000AGL	200505
US00686	MORGANTOWN, DOUBT DROP ZONE	KZ	54	176		12500AGL	200505
US00687	MORGANTOWN, FLOAT DROP ZONE	KZ	54	3		12500AGL	200505
US00688	MORGANTOWN, GUIDE DROP ZONE	KZ	54	4		12500AGL	200505
US00689	MORGANTOWN, MELON DROP ZONE	KZ	54	3		12500AGL	200505
US00690	MORGANTOWN, PIKER DROP ZONE	KZ	54	3		12500AGL	200505
US00691	POINT PLEASANT, BEECH HILL DROP ZONE	KZ	54	2		12500AGL	200505
US00692	RAVENSWOOD, JACKSON CO	KZ	54	3		12500AGL	200505
US00693	RIPLEY, EVANS DROP ZONE	KZ	54	3	1300Z++SS	12000AMSL	200505
US00694	SUMMERSVILLE	KZ	54	1679		14500AMSL	200505
US00695	WESTOVER, BLUE HORIZON DRIVE-IN	KZ	54	167		12500AMSL	200505
US00696	KINGMAN ARPT-CLYDE CESSNA FLD	KZ	20	67		15000AMSL	200505
US00697	BALDWIN	KZ	55	5690		15000AGL	200505
US00698	BRISTOL, WINFIELD	KZ	55	15		12500AGL	200505
US00699	PULASKI, CARTER	KZ	55	1		12000AGL	200505
US00700	CHIPPAWA FALLS, WISSOTA	KZ	55	14		15000AMSL	200505
US00701	EAST TROY MUNI	KZ	55	15		14500AGL	200505
US00702	EDGERTON, JANA	KZ	55	5679		11000AMSL	200505
US00703	LAKE DELTON	KZ	55	5		12500AMSL	200505
US00704	LANCASTER MUNI	CZ	55	5679		13500AGL	200505
US00705	MARSHALL, MATHAIRE FLD	KZ	55	15		12500AGL	200505
US00706	MENOMONEE FALLS, AERO PARK	KZ	55	16		12500AGL	200505
US00707	OSCELOA, L O SIMENSTAD MUNI	KZ	55	50		13000AMSL	200505
US00708	OSHKOSH	KZ	55	1		13500AGL	200505
US00709	SUPERIOR, RICHARD I BONG	KZ	55	15		12500AGL	200505
US00710	SHIOCTON	KZ	55	1		13500AMSL	200505
US00711	FORT ATKINSON MUNI	KZ	55	1		14000AMSL	200505
US00713	BROOKSHIRE, SPORT FLYERS	KZ	48	67		12000AMSL	200505
US00714	WEST FARGO MUNI	KZ	38	5		13500AMSL	200505
US00717	ROLLING FORK, WADE	KZ	28	1679		12500AMSL	200505
US00718	FERNANDINA BEACH MUNI	KZ	12	15		17500AMSL	200505
US01000	DILLINGHAM AFLD	PH	15	4		16000AMSL	200505
US01001	EAST RNG/TARO	PH	15	2		12500AMSL	200505
US01002	HANA, MAUI	PH	15	4		15000AMSL	200505
US01003	KAHUKU, OAHU I	PH	15	4		12500AGL	200505
US01004	POKAI BAY	PH	15	2		03000AMSL	200505
US01005	PUUKAPU, OAHU	PH	15	4		12000AGL	200505
US01006	HELEMANO MIL RES	PH	15	4		15000AMSL	200505
US01007	PORT ALLEN	PH	15	4		10000AMSL	200505
VQ00001	ST CROIX ORDNANCE DROP ZONE	TI		9		02000AMSL	200103
VQ00002	ST THOMAS, CYRIL E KING NR 1	TI		3		15000AMSL	200014
VQ00003	ST THOMAS, CYRIL E KING NR 2	TI		3		15000AMSL	200103
