ARPT_IDENT	PROC	TRM_IDENT	APP_TYPE	ICAO	CAT_A_DH	CAT_A_RV	CAT_A_HA	CAT_A_WX_CL	CAT_A_WX_PV	CAT_B_DH	CAT_B_RV	CAT_B_HA	CAT_B_WX_CL	CAT_B_WX_PV	CAT_C_DH	CAT_C_RV	CAT_C_HA	CAT_C_WX_CL	CAT_C_WX_PV	CAT_D_DH	CAT_D_RV	CAT_D_HA	CAT_D_WX_CL	CAT_D_WX_PV	CAT_E_DH	CAT_E_RV	CAT_E_HA	CAT_E_WX_CL	CAT_E_WX_PV	MIN_RMK	CYCLE_DATE
US56955	3	O28    GPS RW28(OVERLAY)	S-28	KZ	03720	-1	558	0600	1    	03720	-1	558	0600	1    	03720	-1.5	558	0600	1.5  	03720	-1.75	558	0600	1.75 	NA			    	     		200107
US57008	3	EVORB  VOR-B	CIRCLING	KHLR	01620	-1	696	0700	1    	01620	-1	696	0700	1    	01620	-2	696	0700	2    	NA			    	     	NA			    	     		200203
US57008	3	N351   COPTER NDB 351	H-351	KHLR	01380	-0.5	466	0500	0.5  	NA			    	     	NA			    	     	NA			    	     	NA			    	     		200512
US57008	3	OGPSB  GPS-B(OVERLAY)	CIRCLING	KHLR	01620	-1	696	0700	1    	01620	-1	696	0700	1    	01620	-2	696	0700	2    	NA			    	     	NA			    	     		200203
US57008	3	S032   COPTER VOR 032	H-032 COPTER	KHLR	01620	-0.75	696	0700	0.75 	NA			    	     	NA			    	     	NA			    	     	NA			    	     		200203
US57035	3	G06    RNAV (GPS) RW06	GLS PA DA	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200306
US57035	3	G06    RNAV (GPS) RW06	LNAV MDA	KSTL	01160	/40	609	0600	0.75 	01160	/40	609	0600	0.75 	01160	/60	609	0600	1.25 	01160	-1.5	609	0600	1.5  	01160	-1.75	609	0600	1.75 		200306
US57035	3	G06    RNAV (GPS) RW06	LNAV/VNAV DA	KSTL	01040	/60	489	0500	1.5  	01040	/60	489	0500	1.5  	01040	/60	489	0500	1.5  	01040	/60	489	0500	1.5  	01040	/60	489	0500	1.5  		200306
US57035	3	G11    RNAV (GPS) RW11	LNAV MDA	KSTL	01020	/24	402	0500	0.5  	01020	/24	402	0500	0.5  	01020	/40	402	0500	0.75 	01020	/50	402	0500	1    	01020	/50	402	0500	1    	SEE MAIN REMARKS.	200609
US57035	3	G11    RNAV (GPS) RW11	LNAV/VNAV DA	KSTL	00960	/40	342	0400	0.75 	00960	/40	342	0400	0.75 	00960	/40	342	0400	0.75 	00960	/40	342	0400	0.75 	00960	/40	342	0400	0.75 	SEE MAIN REMARKS.	200609
US57035	3	G11    RNAV (GPS) RW11	LPV DA	KSTL	00868	/24	250	0300	0.5  	00868	/24	250	0300	0.5  	00868	/24	250	0300	0.5  	00868	/24	250	0300	0.5  	00868	/24	250	0300	0.5  	SEE MAIN REMARKS.	200609
US57035	3	G12L   RNAV (GPS) RW12L	LNAV MDA	KSTL	01040	/24	499	0500	0.5  	01040	/24	499	0500	0.5  	01040	/40	499	0500	0.75 	01040	/50	499	0500	1    	01040	/60	499	0500	1.25 	For inop ALSF-2, increase Cat E vis to 13/4.	200606
US57035	3	G12L   RNAV (GPS) RW12L	LNAV/VNAV DA	KSTL	01040	/60	499	0500	1.25 	01040	/60	499	0500	1.25 	01040	/60	499	0500	1.25 	01040	/60	499	0500	1.25 	01040	/60	499	0500	1.25 	For inop ALSF-2, increase CAT E vis to 13/4.	200606
US57035	3	G12L   RNAV (GPS) RW12L	LPV	KSTL	00951	/50	410	0400	1    	00951	/50	410	0400	1    	00951	/50	410	0400	1    	00951	/50	410	0400	1    	00951	/50	410	0400	1    	For inop ALSF-2, increase all CATS vis to 1 1/2.	200606
US57035	3	G12R   RNAV (GPS) RW12R	GLS PA DA	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200306
US57035	3	G12R   RNAV (GPS) RW12R	LNAV MDA	KSTL	01000	/40	460	0400	0.75 	01000	/40	460	0400	0.75 	01000	/40	460	0400	0.75 	01000	/50	460	0400	1    	01000	-1.5	460	0400	1.5  	For inop MALSR, increase CAT A, B vis toRVR 5000.	200609
US57035	3	G12R   RNAV (GPS) RW12R	LNAV/VNAV DA	KSTL	01000	/50	460	0400	1    	01000	/50	460	0400	1    	01000	/50	460	0400	1    	01000	/50	460	0400	1    	01000	/50	460	0400	1    		200306
US57035	3	G24    RNAV (GPS) RW24	GLS PA DA	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200306
US57035	3	G24    RNAV (GPS) RW24	LNAV MDA	KSTL	01040	/40	506	0500	0.75 	01040	/40	506	0500	0.75 	01040	-1.5	506	0500	1.5  	01040	-1.5	506	0500	1.5  	01040	-1.75	506	0500	1.75 	Inoperative table does not apply to CATC.	200609
US57035	3	G24    RNAV (GPS) RW24	LNAV/VNAV DA	KSTL	01000	-1.5	466	0400	1.5  	01000	-1.5	466	0400	1.5  	01000	-1.5	466	0400	1.5  	01000	-1.5	466	0400	1.5  	01000	-1.5	466	0400	1.5  	Inoperative table does not apply to LNAV/VNAV all CATS.	200609
US57035	3	G29    RNAV (GPS) RW29	LNAV MDA	KSTL	01100	/40	520	0500	0.75 	01100	/40	520	0500	0.75 	01100	/50	520	0500	1    	01100	/60	520	0500	1.25 	01100	/60	520	0500	1.25 	For inop ALSF-2, increase LNAV CAT A andB vis to 1, CAT E vis to 1 3/4.	200609
US57035	3	G29    RNAV (GPS) RW29	LNAV/VNAV DA	KSTL	01074	/60	494	0500	1.25 	01074	/60	494	0500	1.25 	01074	/60	494	0500	1.25 	01074	/60	494	0500	1.25 	01074	/60	494	0500	1.25 	For inop ALSF-2, increase LNAV/VNAV CATE visibility to 1 3/4.	200609
US57035	3	G29    RNAV (GPS) RW29	LPV DA	KSTL	00928	/40	348	0400	0.75 	00928	/40	348	0400	0.75 	00928	/40	348	0400	0.75 	00928	/40	348	0400	0.75 	00928	/40	348	0400	0.75 	For inop ALSF-2, increase LPV visibilityall CATs to RVR 6000.	200609
US57035	3	G30L   RNAV (GPS) RW30L	GLS PA DA	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200306
US57035	3	G30L   RNAV (GPS) RW30L	LNAV MDA	KSTL	01100	/40	517	0500	0.75 	01100	/40	517	0500	0.75 	01100	/50	517	0500	1    	01100	/60	517	0500	1.25 	01100	/60	517	0500	1.25 	For inop MALSR, increase CAT A/B vis toRVR 5000.	200609
US57035	3	G30L   RNAV (GPS) RW30L	LNAV/VNAV DA	KSTL	01000	/50	417	0400	1    	01000	/50	417	0400	1    	01000	/50	417	0400	1    	01000	/50	417	0400	1    	01000	/50	417	0400	1    		200306
US57035	3	G30R   RNAV (GPS) RW30R	LNAV MDA	KSTL	01000	/24	395	0400	0.5  	01000	/24	395	0400	0.5  	01000	/24	395	0400	0.5  	01000	/50	395	0400	1    	01000	/50	395	0400	1    	For inop ASLF, increase LNAV CAT D vis to RVR 6000, CAT E vis to 1 1/2.	200609
US57035	3	G30R   RNAV (GPS) RW30R	LNAV/VNAV DA	KSTL	00973	/40	368	0400	0.75 	00973	/40	368	0400	0.75 	00973	/40	368	0400	0.75 	00973	/40	368	0400	0.75 	00973	/40	368	0400	0.75 	For inop ALSF-2, increase LNAV/VNAV CATE vis to RVR 6000.	200609
US57035	3	G30R   RNAV (GPS) RW30R	LPV DA	KSTL	00908	/24	303	0300	0.5  	00908	/24	303	0300	0.5  	00908	/24	303	0300	0.5  	00908	/24	303	0300	0.5  	00908	/40	303	0300	0.75 	For inop ALSF-2, increase LPV visibilityall CATs to RVR 5000.	200609
US57035	3	I06    ILS RW06	S-ILS 06	KSTL	00751	/24	200	0200	0.5  	00751	/24	200	0200	0.5  	00751	/24	200	0200	0.5  	00751	/24	200	0200	0.5  	00751	/24	200	0200	0.5  	When MALSR inop, increase vis S-ILS 6 CAT E 1/4 mile.	200410
US57035	3	I11    ILS RW11	S-ILS 11	KSTL	00818	/18	200	0200	0.5  	00818	/18	200	0200	0.5  	00818	/18	200	0200	0.5  	00818	/18	200	0200	0.5  	00818	/24	200	0300	0.5  	For inoperative ALSF-2, increase CAT E visibility to RVR 4000.	200604
US57035	3	I12L   ILS RW12L	S-ILS 12L	KSTL	00741	/18	200	0200	0.5  	00741	/18	200	0200	0.5  	00741	/18	200	0200	0.5  	00741	/18	200	0200	0.5  	00741	/24	200	0200	0.5  	When ALSF-2 inop, increase Cat E vis toRVR 4000.	200604
US57035	3	I12R   ILS RW12R	S-ILS 12R	KSTL	00790	/40	250	0200	0.75 	00790	/40	250	0200	0.75 	00790	/40	250	0200	0.75 	00790	/40	250	0200	0.75 	00790	/40	250	0200	0.75 		200204
US57035	3	I12R   ILS RW12R	S-LOC 12R	KSTL	00960	/40	420	0400	0.75 	00960	/40	420	0400	0.75 	00960	/40	420	0400	0.75 	00960	/40	420	0400	0.75 	00960	/40	420	0400	0.75 		200204
US57035	3	I12R   ILS RW12R	SIDESTEP 12L	KSTL	00960	-1	419	0400	1    	00960	-1	419	0400	1    	00960	-1.5	419	0400	1.5  	00960	-2	419	0400	2    	00960	-2	419	0400	2    		200204
US57035	3	I24    ILS RW24	S-ILS 24	KSTL	00784	/40	250	0200	0.75 	00784	/40	250	0200	0.75 	00784	/40	250	0200	0.75 	00784	/40	250	0200	0.75 	00784	/40	250	0200	0.75 		200410
US57035	3	I29    ILS RW29	S-ILS 29	KSTL	00830	/40	250	0300	0.75 	00830	/40	250	0300	0.75 	00830	/40	250	0300	0.75 	00830	/40	250	0300	0.75 	00830	/40	250	0300	0.75 	For inoperative ALSF-2 increase CAT E visibility to RVR 5000.	200604
US57035	3	I30L   ILS RW30L	S-ILS 30L	KSTL	00784	/24	200	0200	0.5  	00784	/24	200	0200	0.5  	00784	/24	200	0200	0.5  	00784	/24	200	0200	0.5  	00784	/24	200	0200	0.5  		200204
US57035	3	I30R   ILS RW30R	S-ILS 30R	KSTL	00805	/18	200	0200	0.375	00805	/18	200	0200	0.375	00805	/18	200	0200	0.375	00805	/18	200	0200	0.375	00805	/24	200	0200	0.5  	When ALSF inop, increase CAT E vis 1/4 mile.	200608
US57035	3	L06    LOC RW06	S-LOC 06	KSTL	00980	/24	429	0400	0.5  	00980	/24	429	0400	0.5  	00980	/40	429	0400	0.75 	00980	/50	429	0400	1    	00980	/50	429	0400	1    	When MALSR inop, increase vis S-LOC 6 CAT E 1/2 mile.	200410
US57035	3	L11    LOC RW11	S-LOC 11	KSTL	00980	/24	362	0400	0.5  	00980	/24	362	0400	0.5  	00980	/24	362	0400	0.5  	00980	/40	362	0400	0.75 	00980	/40	362	0400	0.75 	For inoperative ALSF-2, increase CAT E visibility to RVR 6000.	200610
US57035	3	L12L   LOC RW12L	S-LOC 12L	KSTL	00980	/24	439	0400	0.5  	00980	/24	439	0400	0.5  	00980	/40	439	0400	0.75 	00980	/50	439	0400	1    	00980	/50	439	0400	1    	When ALSF-2 inop, increase Cat E vis to1 1/2.	200604
US57035	3	L24    LOC RW24	S-LOC 24	KSTL	01000	/40	466	0400	0.75 	01000	/40	466	0400	0.75 	01000	/60	466	0400	1.25 	01000	-1.5	466	0400	1.5  	01000	-1.5	466	0400	1.5  	When MALSR inop, increase vis S-LOC 24 CAT E 1/4 mile.	200410
US57035	3	L29    LOC RW29	S-LOC 29	KSTL	01100	/40	520	0500	0.75 	01100	/40	520	0500	0.75 	01100	/50	520	0500	1    	01100	/60	520	0500	1.25 	01100	/60	520	0500	1.25 	For inop ALSF-2 increase CATs A/B vis toRVR 5000, CAT E vis to 1 3/4.	200608
US57035	3	L29    LOC RW29	S-LOC 29*	KSTL	01000	/40	420	0400	0.75 	01000	/40	420	0400	0.75 	01000	/40	420	0400	0.75 	01000	/40	420	0400	0.75 	01000	/50	420	0400	1    	* SEE MAIN REMARKS.	200608
US57035	3	L30L   LOC RW30L	S-LOC 30L	KSTL	01140	/24	556	0600	0.5  	01140	/24	556	0600	0.5  	01140	/50	556	0600	1    	01140	/60	556	0600	1.25 	01140	-1.5	556	0600	1.5  		200605
US57035	3	L30R   LOC RW30R	S-LOC 30R	KSTL	01020	/24	415	0500	0.5  	01020	/24	415	0500	0.5  	01020	/40	415	0500	0.75 	01020	/40	415	0500	0.75 	01020	/50	415	0500	1    	When ALSF inop, increase CAT E vis 1/2 mile.	200608
US57035	3	T12R   TACAN RW12R	CIRCLING	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NOT AUTHORIZED.	200204
US57035	3	T12R   TACAN RW12R	S-12R*	KSTL	01060	/50	520	0500	1    	01060	/50	520	0500	1    	01060	-1.50	520	0500	1.5  	01060	-1.75	520	0500	1.75 	01060	-1.75	520	0500	1.75 	*INOPERATIVE TABLE DOES NOT APPLY.	200204
US57035	3	T30L   TACAN RW30L	CIRCLING	KSTL	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NOT AUTHORIZED.	200204
US57035	3	T30L   TACAN RW30L	S-30L*	KSTL	01100	/50	517	0500	1    	01100	/50	517	0500	1    	01100	-1.50	517	0500	1.5  	01100	-1.75	517	0500	1.75 	01100	-1.75	517	0500	1.75 	*INOPERATIVE TABLES DOES NOT APPLY.	200204
US57184	3	EVORA  VOR-A	CIRCLING	KMIV	00600	-1	514	0600	1    	00600	-1	514	0600	1    	00600	-1.5	514	0600	1.5  	00640	-2	554	0600	2    	NA			    	     		200212
US57184	3	I10    ILS RW10	CIRCLING	KMIV	00480	-1	397	0400	1    	00540	-1	457	0500	1    	00540	-1.5	457	0500	1.5  	00640	-2	557	0600	2    	NA			    	     		200206
US57184	3	I10    ILS RW10	S-ILS 10	KMIV	00274	-0.5	200	0200	0.5  	00274	-0.5	200	0200	0.5  	00274	-0.5	200	0200	0.5  	00274	-0.5	200	0200	0.5  	NA			    	     		200206
US57184	3	I10    ILS RW10	S-LOC 10	KMIV	00420	-0.5	346	0400	0.5  	00420	-0.5	346	0400	0.5  	00420	-0.5	346	0400	0.5  	00420	-0.75	346	0400	0.75 	NA			    	     		200206
US57184	3	N14    NDB RW14	CIRCLING	KMIV	00560	-1	475	0500	1    	00560	-1	475	0500	1    	00560	-1.5	475	0500	1.5  	00640	-2	555	0600	2    	NA			    	     	NA at night when VGSI inop.	200606
US57184	3	N14    NDB RW14	S-14	KMIV	00560	-1	479	0500	1    	00560	-1	479	0500	1    	00560	-1.25	479	0500	1.25 	00560	-1.5	479	0500	1.5  	NA			    	     	NA at night when VGSI inop.	200606
US57184	3	OGPSA  GPS-A(OVERLAY)	CIRCLING	KMIV	00600	-1	514	0600	1    	00600	-1	514	0600	1    	00600	-1.5	514	0600	1.5  	00640	-2	554	0600	2    	NA			    	     		200212
US57200	3	G14    RNAV (GPS) RW14	CIRCLING	KRAP	03860	-2.25	656	0700	2.25 	03860	-2.25	656	0700	2.25 	03860	-2.25	656	0700	2.25 	03860	-2.25	656	0700	2.25 	03860	-2.25	656	0700	2.25 	Circling to Rwy 05 and 23 NA at night.	200509
US57200	3	G14    RNAV (GPS) RW14	LNAV MDA	KRAP	03780	-1	589	0600	1    	03780	-1	589	0600	1    	03780	-1.5	589	0600	1.5  	03780	-1.75	589	0600	1.75 	03780	-2	589	0600	2    		200509
US57200	3	G14    RNAV (GPS) RW14	LNAV/VNAV DA	KRAP	03860	-2.25	669	0700	2.25 	03860	-2.25	669	0700	2.25 	03860	-2.25	669	0700	2.25 	03860	-2.25	669	0700	2.25 	03860	-2.25	669	0700	2.25 		200509
US57200	3	G14    RNAV (GPS) RW14	LPV DA	KRAP	03450	-1	259	0300	1    	03450	-1	259	0300	1    	03450	-1	259	0300	1    	03450	-1	259	0300	1    	03450	-1	259	0300	1    		200509
US57200	3	G32    RNAV (GPS) RW32	CIRCLING	KRAP	03660	-1	456	0500	1    	03660	-1	456	0500	1    	03660	-1.5	456	0500	1.5  	03820	-2	616	0700	2    	NA			    	     		200204
US57200	3	G32    RNAV (GPS) RW32	LNAV MDA	KRAP	03480	/24	320	0300	0.5  	03480	/24	320	0300	0.5  	03480	/24	320	0300	0.5  	03480	/50	320	0300	1    	NA			    	     		200204
US57200	3	G32    RNAV (GPS) RW32	LNAV/VNAV DA	KRAP	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200101
US57200	3	I32    ILS RW32	CIRCLING	KRAP	03660	-1	458	0500	1    	03660	-1	458	0500	1    	03660	-1.5	458	0500	1.5  	03820	-2	618	0700	2    	03820	-2	618	0700	2    		200204
US57200	3	I32    ILS RW32	S-ILS 32	KRAP	03358	/24	200	0200	0.5  	03358	/24	200	0200	0.5  	03358	/24	200	0200	0.5  	03358	/24	200	0200	0.5  	03358	/24	200	0200	0.5  		200204
US57200	3	L32    LOC RW32	CIRCLING	KRAP	03660	-1	458	0500	1    	03660	-1	458	0500	1    	03660	-1.5	458	0500	1.5  	03820	-2	618	0700	2    	03820	-2	618	0700	2    		200609
US57200	3	L32    LOC RW32	S-LOC 32	KRAP	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/40	280	0300	0.75 	03440	/40	280	0300	0.75 		200609
US57200	3	S14    VOR RW14	CIRCLING	KRAP	03780	-1	576	0600	1    	03780	-1	576	0600	1    	03780	-1.5	576	0600	1.5  	03820	-2	616	0700	2    	03820	-2.25	616	0700	2.25 		200511
US57200	3	S14    VOR RW14	S-14	KRAP	03780	-1	589	0600	1    	03780	-1	589	0600	1    	03780	-1.5	589	0600	1.5  	03780	-1.75	589	0600	1.75 	03780	-2	589	0600	2    		200511
US57200	3	S32    VOR RW32	CIRCLING	KRAP	03660	-1	456	0500	1    	03660	-1	456	0500	1    	03660	-1.5	456	0500	1.5  	03820	-2	616	0700	2    	03820	-2.25	616	0700	2.25 		200204
US57200	3	S32    VOR RW32	S-32	KRAP	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/50	280	0300	1    	03440	/50	280	0300	1    		200204
US57200	3	T14    TACAN RW14	CIRCLING	KRAP	03780	-1	576	0600	1    	03780	-1	576	0600	1    	03780	-1.5	576	0600	1.5  	03820	-2	616	0700	2    	03820	-2.25	616	0700	2.25 		200511
US57200	3	T14    TACAN RW14	S-14	KRAP	03780	-1	589	0600	1    	03780	-1	589	0600	1    	03780	-1.5	589	0600	1.5  	03780	-1.75	589	0600	1.75 	03780	-2	589	0600	2    		200511
US57200	3	T32    TACAN RW32	CIRCLING	KRAP	03660	-1	456	0500	1    	03660	-1	456	0500	1    	03660	-1.5	456	0500	1.5  	03820	-2	616	0700	2    	03820	-2.25	616	0700	2.25 		200204
US57200	3	T32    TACAN RW32	S-32	KRAP	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/24	280	0300	0.5  	03440	/50	280	0300	1    	03440	/50	280	0300	1    		200204
US57225	3	EVORD  VOR-D	CIRCLING	KSPS	01620	-1	601	0700	1    	01620	-1	601	0700	1    	01620	-1.75	601	0700	1.75 	01620	-2	601	0700	2    	NA			    	     	Circling NA west of RW 15R-33L.	200405
US57225	3	G15R   RNAV (GPS) RW15R	CIRCLING	KSPS	01580	-1.5	561	0600	1.5  	01580	-1.5	561	0600	1.5  	01580	-1.5	561	0600	1.5  	01580	-2	561	0600	2    	NA			    	     	Circling NA W of Rwy 15R-33L.	200610
US57225	3	G15R   RNAV (GPS) RW15R	LNAV MDA	KSPS	01380	-0.75	382	0400	0.75 	01380	-0.75	382	0400	0.75 	01380	-0.75	382	0400	0.75 	01380	-1.25	382	0400	1.25 	NA			    	     	Inop table does not apply to CAT D. Forinop MALSR, incr CAT A,B,C vis to 1.	200610
US57225	3	G15R   RNAV (GPS) RW15R	LNAV/VNAV DA	KSPS	01421	-1.5	423	0500	1.5  	01421	-1.5	423	0500	1.5  	01421	-1.5	423	0500	1.5  	01421	-1.5	423	0500	1.5  	NA			    	     	Inoperative table does not apply to ALLCATS.	200610
US57225	3	G15R   RNAV (GPS) RW15R	LPV DA	KSPS	01248	-0.75	250	0300	0.75 	01248	-0.75	250	0300	0.75 	01248	-0.75	250	0300	0.75 	01248	-0.75	250	0300	0.75 	NA			    	     	Inoperative table does not apply to ALLCATS.	200610
US57225	3	G33L   RNAV (GPS) RW33L	CIRCLING	KSPS	01580	-1.5	561	0600	1.5  	01580	-1.5	561	0600	1.5  	01580	-1.5	561	0600	1.5  	01580	-2	561	0600	2    	NA			    	     	Circling NA W of Rwy 15R-33L.	200610
US57225	3	G33L   RNAV (GPS) RW33L	LNAV MDA	KSPS	01520	/24	520	0600	0.5  	01520	/24	520	0600	0.5  	01520	/50	520	0600	1    	01520	/60	520	0600	1.25 	NA			    	     		200610
US57225	3	G33L   RNAV (GPS) RW33L	LNAV/VNAV DA	KSPS	01411	/50	411	0400	1    	01411	/50	411	0400	1    	01411	/50	411	0400	1    	01411	/50	411	0400	1    	NA			    	     		200610
US57225	3	G33L   RNAV (GPS) RW33L	LPV DA	KSPS	01250	/24	250	0300	0.5  	01250	/24	250	0300	0.5  	01250	/24	250	0300	0.5  	01250	/24	250	0300	0.5  	NA			    	     	For inop MALSR increase vis all CATs toRVR 4000.	200610
US57225	3	I15C   ILS RW15C	CIRCLING***	KSPS	01420	-1	401	0500	1    	01480	-1	461	0500	1    	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	***CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200308
US57225	3	I15C   ILS RW15C	S-ILS15C*	KSPS	01203	-0.5	200	0200	0.5  	01203	-0.5	200	0200	0.5  	01203	-0.5	200	0200	0.5  	01203	-0.5	200	0200	0.5  	01203	-0.5	200	0200	0.5  	*WHEN ALS INOP, INCREASE VIS TO 3/4 MILE.	200210
US57225	3	I15C   ILS RW15C	S-LOC/DME 15C**	KSPS	01400	-0.5	397	0400	0.5  	01400	-0.5	397	0400	0.5  	01400	-0.75	397	0400	0.75 	01400	-0.75	397	0400	0.75 	01400	-1	397	0400	1    	SEE MAIN REMARKS.	200303
US57225	3	I15C   ILS RW15C	S-PAR 15C+	KSPS	01203	-0.5	200	1203	0.50 	01203	-0.5	200	1203	0.50 	01203	-1.0	200	1203	0.1  	01203	-1.0	200	1203	0.1  	01203	-1.0	200	1203	0.1  	+When ALS inop, increase CAT AB vis to 3/4 mile, CAT CDE to 1 mile. GS 3.0	200605
US57225	3	I33L   ILS RW33L	CIRCLING	KSPS	01580	-1	561	0600	1    	01580	-1	561	0600	1    	01580	-1.5	561	0600	1.5  	01580	-2	561	0600	2    	NA			    	     	CIRCLING NA W OF RUNWAY 33L/15R.	200305
US57225	3	I33L   ILS RW33L	S-ILS 33L	KSPS	01200	/24	200	0200	0.5  	01200	/24	200	0200	0.5  	01200	/24	200	0200	0.5  	01200	/24	200	0200	0.5  	NA			    	     	GS 3.00/TCH 57	200012
US57225	3	I33L   ILS RW33L	S-LOC 33L	KSPS	01320	/24	320	0400	0.5  	01320	/24	320	0400	0.5  	01320	/24	320	0400	0.5  	01320	/40	320	0400	0.75 	NA			    	     	FOR INOPERATIVE MALSR, INCR CAT D VIS TORVR 5000.	200012
US57225	3	I33L-Z HI ILS Z RW33L	CIRCLING****	KSPS	NA			    	     	NA			    	     	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	****CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200405
US57225	3	I33L-Z HI ILS Z RW33L	S-ILS 33L*	KSPS	NA			    	     	NA			    	     	01200	/24	200	0200	0.5  	01200	/24	200	0200	0.5  	01200	/24	200	0200	0.5  	*WHEN ALS INOP, INCREASE RVR TO 40 AND VIS TO 3/4 MILE.	200405
US57225	3	I33L-Z HI ILS Z RW33L	S-LOC 33L**	KSPS	NA			    	     	NA			    	     	01320	/40	320	0400	0.75 	01320	/40	320	0400	0.75 	01320	/40	320	0400	0.75 	**WHEN ALS INOP INCREASE RVR TO 50 AND VIS TO 1 MILE.	200405
US57225	3	I33L-Z HI ILS Z RW33L	S-PAR 33L	KSPS	NA			    	     	NA			    	     	01201	/24	201	0200	0.5  	01201	/24	201	0200	0.5  	01201	/24	201	0200	0.5  	GS 3.0	200605
US57225	3	N33L   NDB RW33L	CIRCLING	KSPS	01580	-1	561	0600	1    	01580	-1	561	0600	1    	01580	-1.5	561	0600	1.5  	01580	-2	561	0600	2    	NA			    	     	Circling NA west of RW 15R-33L.	200305
US57225	3	N33L   NDB RW33L	S-33L	KSPS	01540	/40	540	0600	0.75 	01540	/40	540	0600	0.75 	01540	/50	540	0600	1    	01540	/60	540	0600	1.25 	NA			    	     		200301
US57225	3	T15C-H HI TACAN RW15C	CIRCLING***	KSPS	NA			    	     	NA			    	     	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	***CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200607
US57225	3	T15C-H HI TACAN RW15C	S-15C**	KSPS	NA			    	     	NA			    	     	01420	-0.75	418	0500	0.75 	01420	-0.75	418	0500	0.75 	01420	-1	418	0500	1    	**When ALS inop, CAT D vis to 1/ 1/4 miles, CAT E vis to 1 1/2 miles.	200607
US57225	3	T15C-H HI TACAN RW15C	S-PAR 15C+	KSPS	NA			    	     	NA			    	     	01203	-1	200	0200	1    	01203	-1	200	0200	1    	01203	-1	200	0200	1    	+WHEN ALS INOP, INCREASE CAT AB VIS TO 3/4 MILE, CAT CDE VIS TO 1 MILE. GS 3.0 .	200607
US57225	3	T15R-Z HI TACAN Z RW15R	CIRCLING***	KSPS	NA			    	     	NA			    	     	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	***CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200405
US57225	3	T15R-Z HI TACAN Z RW15R	S-15R**	KSPS	NA			    	     	NA			    	     	01420	-0.75	422	0500	0.75 	01420	-0.75	422	0500	0.75 	01420	-1	422	0500	1    	**WHEN ALS INOP, INCREASE CAT CD VIS TO1 1/4 MI. CAT E VIS TO 1 1/2 MI.	200607
US57225	3	T15R-Z HI TACAN Z RW15R	S-PAR 15R	KSPS	NA			    	     	NA			    	     	01199	-0.5	201	0200	0.5  	01199	-0.5	201	0200	0.5  	01199	-0.5	201	0200	0.5  	GS 3.0	200605
US57225	3	T33C-H HI TACAN RW33C	CIRCLING**	KSPS	NA			    	     	NA			    	     	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	**CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200405
US57225	3	T33C-H HI TACAN RW33C	S-33C*	KSPS	NA			    	     	NA			    	     	01360	-0.75	371	0400	0.75 	01360	-0.75	371	0400	0.75 	01360	-0.75	371	0400	0.75 	*WHEN ALS INOP INCREASE CAT C VIS TO 1 MILE. CAT DE VIS TO 1 1/4 MILES.	200610
US57225	3	T33C-H HI TACAN RW33C	S-PAR 33C***	KSPS	NA			    	     	NA			    	     	01190	-0.75	201	0200	0.75 	01190	-0.75	201	0200	0.75 	01190	-0.75	201	0200	0.75 	*** WHEN ALS INOP, INCREASE VIS TO 1 MILE. GS 3.0 .	200605
US57225	3	T33L-Z HI TACAN Z RW33L	CIRCLING****	KSPS	NA			    	     	NA			    	     	01480	-1.5	461	0500	1.5  	01580	-2	561	0600	2    	02080	-3	1061	1100	3    	****CIRCLING NOT AUTHORIZED W OF RWY 15R-33L.	200405
US57225	3	T33L-Z HI TACAN Z RW33L	S-PAR 33L	KSPS	NA			    	     	NA			    	     	01201	/24	201	0200	0.5  	01201	/24	201	0200	0.5  	01201	/24	201	0200	0.5  	GS 3.0	200605
