ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE
US57008	3	N351   COPTER NDB 351	KHLR		2006159	4	USA		200606
US57008	3	OGPSB  GPS-B(OVERLAY)	KHLR		2006159	3A	USA		200606
US57008	3	S032   COPTER VOR 032	KHLR		2006159	2A	USA		200606
US57035	1	QBALL6	KSTL		2006215		FAA		200608
US57035	1	RIVRS3 RIVERS3	KSTL		2006215		FAA		200608
US57035	1	TRAKE8	KSTL		2006215		FAA		200608
US57035	1	VLA6   VANDALIA 6	KSTL		2006215		FAA		200608
US57035	2	BLUES2	KSTL		2006215		FAA		200608
US57035	2	CARDS7	KSTL		2006215		FAA		200608
US57035	2	GATWY4	KSTL		2006215		FAA		200608
US57035	2	LINDY2	KSTL		2006215		FAA		200608
US57035	2	OZARK3	KSTL		2006215		FAA		200608
US57035	2	PLESS1	KSTL		2006215		FAA		200608
US57035	2	TURBO5	KSTL		2006215		FAA		200608
US57035	3	G06    RNAV (GPS) RW06	KSTL		2006215		FAA		200608
US57035	3	G11    RNAV (GPS) RW11	KSTL		2006215		FAA		200608
US57035	3	G12L   RNAV (GPS) RW12L	KSTL		2006215	1	FAA		200608
US57035	3	G12R   RNAV (GPS) RW12R	KSTL		2006215		FAA		200608
US57035	3	G24    RNAV (GPS) RW24	KSTL		2006215		FAA		200608
US57035	3	G29    RNAV (GPS) RW29	KSTL		2006215		FAA		200608
US57035	3	G30L   RNAV (GPS) RW30L	KSTL		2006215		FAA		200608
US57035	3	G30R   RNAV (GPS) RW30R	KSTL		2006271	1A	FAA		200610
US57035	3	I06    ILS RW06	KSTL		2006215	1	FAA		200608
US57035	3	I11    ILS RW11	KSTL		2006271	A	FAA		200610
US57035	3	I12L   ILS RW12L	KSTL		2006215	5	FAA		200608
US57035	3	I12R   ILS RW12R	KSTL		2006215	21B	FAA		200608
US57035	3	I24    ILS RW24	KSTL		2006215	46	FAA		200608
US57035	3	I29    ILS RW29	KSTL		2006271	1A	FAA		200610
US57035	3	I30L   ILS RW30L	KSTL		2006215	11B	FAA		200608
US57035	3	I30R   ILS RW30R	KSTL		2006271	9A	FAA		200610
US57035	3	L06    LOC RW06	KSTL		2006215	1	FAA		200608
US57035	3	L11    LOC RW11	KSTL		2006271	A	FAA		200610
US57035	3	L12L   LOC RW12L	KSTL		2006215	5	FAA		200608
US57035	3	L24    LOC RW24	KSTL		2006215	46	FAA		200608
US57035	3	L29    LOC RW29	KSTL		2006271	1A	FAA		200610
US57035	3	L30L   LOC RW30L	KSTL		2006215	11B	FAA		200608
US57035	3	L30R   LOC RW30R	KSTL		2006271	9A	FAA		200610
US57035	3	T12R   TACAN RW12R	KSTL	03500	2006103	B	USAF		200604
US57035	3	T30L   TACAN RW30L	KSTL	03500	2006103	1	USAF		200604
US57184	2	LEEAH3	KMIV		2006159		FAA		200606
US57184	3	EVORA  VOR-A	KMIV		2005356		FAA		200513
US57184	3	I10    ILS RW10	KMIV		2006271	1B	FAA		200610
US57184	3	N14    NDB RW14	KMIV		2006159	6	FAA		200606
US57184	3	OGPSA  GPS-A(OVERLAY)	KMIV		2005356		FAA		200513
US57200	3	G14    RNAV (GPS) RW14	KRAP		2005244	1	FAA		200509
US57200	3	G32    RNAV (GPS) RW32	KRAP		2006187	C	FAA		200609
US57200	3	I32    ILS RW32	KRAP		2006187	17C	FAA		200609
US57200	3	L32    LOC RW32	KRAP		2006187	17C	FAA		200609
US57200	3	S14    VOR RW14	KRAP		2006187	E	FAA		200609
US57200	3	S32    VOR RW32	KRAP		2006187	24E	FAA		200609
US57200	3	T14    TACAN RW14	KRAP		2006187	E	FAA		200609
US57200	3	T32    TACAN RW32	KRAP		2006187	24E	FAA		200609
US57225	3	EVORD  VOR-D	KSPS		2006271	14	FAA		200610
US57225	3	G15R   RNAV (GPS) RW15R	KSPS		2006271	1	FAA		200610
US57225	3	G33L   RNAV (GPS) RW33L	KSPS		2006271	1	FAA		200610
US57225	3	I15C   ILS RW15C	KSPS	04500	2006187	2	USAF		200607
US57225	3	I33L   ILS RW33L	KSPS		2006271	12E	FAA		200610
US57225	3	I33L-Z HI ILS Z RW33L	KSPS	04500	2006187	1	USAF		200607
US57225	3	N33L   NDB RW33L	KSPS		2006271	11A	FAA		200610
US57225	3	T15C-H HI TACAN RW15C	KSPS	04600	2006187	1	USAF		200607
US57225	3	T15R-Z HI TACAN Z RW15R	KSPS	04600	2006187	2	USAF		200607
US57225	3	T33C-H HI TACAN RW33C	KSPS	04600	2006271	2	USAF		200610
US57225	3	T33L-Z HI TACAN Z RW33L	KSPS	04500	2006187	1	USAF		200607
US57225	3	TTACA  HI TACANA	KSPS	04000	2003275	1	USAF		200310
US57234	1	CINCE5	KLUK		2006047		FAA		200602
US57234	1	GENUS1	KLUK		2005300		FAA		200511
US57234	1	JAVIT1	KLUK		2006159		FAA		200606
US57234	1	SWEED7	KLUK		2006159		FAA		200606
US57234	1	TARNE3	KLUK		2006159		FAA		200606
US57234	2	REDSS5	KLUK		2004218		FAA		200408
US57234	2	ROCKT2	KLUK		2005244		FAA		200509
US57234	3	B03R   LOC BC RW03R	KLUK		2006271	8B	FAA		200610
US57234	3	I21L   ILS RW21L	KLUK		2005076	17	FAA		200503
US57234	3	N21L   NDB RW21L	KLUK		2005076	15	FAA		200503
US57234	3	N25    NDB RW25	KLUK		2006271	10	FAA		200610
US57234	3	O21L   GPS RW21L(OVERLAY)	KLUK		2005076	15	FAA		200503
US57261	2	HOCUT3	KACV		2006159		FAA		200606
US57261	3	D01    VORDME RW01	KACV		2006159	7B	FAA		200607
US57261	3	I32    ILS RW32	KACV		2006159	29B	FAA		200607
US57261	3	S14    VOR RW14	KACV		2006159	7B	FAA		200607
US57300	1	CANUK3	KATL		2006215		FAA		200608
US57300	1	ERLIN2	KATL		2006159		FAA		200606
US57300	1	FLCON1	KATL		2006159		FAA		200606
US57300	1	HONIE3	KATL		2006159		FAA		200606
US57300	1	LGC1   LA GRANGE1	KATL		2005076		FAA		200503
US57300	1	MACEY2	KATL		2006159		FAA		200606
US57300	1	PECHY1	KATL		2006159		FAA		200606
US57300	1	RMG3   ROME 3	KATL		2006103		FAA		200604
US57300	1	SINCA3	KATL		2006047		FAA		200607
US57300	1	WHINZ1	KATL		2006103		FAA		200604
US57300	2	BRAVS3	KATL		2006215		FAA		200608
US57300	2	CADIT4	KATL		2006215		FAA		200608
US57300	2	COKEM3	KATL		2006215		FAA		200608
US57300	2	DAWGS3	KATL		2006215		FAA		200608
US57300	2	DOOLY3	KATL		2006215		FAA		200608
US57300	2	GEETK3	KATL		2006215		FAA		200608
US57300	2	JCKTS3	KATL		2006215		FAA		200608
US57300	2	JOGOR1	KATL		2006215		FAA		200608
US57300	2	MUNSN3	KATL		2006215		FAA		200608
US57300	2	NOVSS1	KATL		2006215		FAA		200608
US57300	2	NUGGT3	KATL		2006215		FAA		200608
US57300	2	PNUTT3	KATL		2006215		FAA		200608
US57300	2	RMBLN3	KATL		2006215		FAA		200608
US57300	2	SUMMT3	KATL		2006215		FAA		200608
US57300	2	THRSR3	KATL		2006215		FAA		200608
US57300	2	UGAAA1	KATL		2006215		FAA		200608
US57300	3	G08L   RNAV (GPS) RW08L	KATL		2006271	1A	FAA		200610
US57300	3	G08R   RNAV (GPS) RW08R	KATL		2006271	1A	FAA		200610
US57300	3	G09L   RNAV (GPS) RW09L	KATL		2006271	1A	FAA		200610
US57300	3	G09R   RNAV (GPS) RW09R	KATL		2006271	1A	FAA		200610
US57300	3	G10    RNAV (GPS) RW10	KATL		2006271		FAA		200610
US57300	3	G26L   RNAV (GPS) RW26L	KATL		2006271	1	FAA		200610
US57300	3	G26R   RNAV (GPS) RW26R	KATL		2006271	1	FAA		200610
US57300	3	G27L   RNAV (GPS) RW27L	KATL		2006271	1A	FAA		200610
US57300	3	G27R   RNAV (GPS) RW27R	KATL		2006271	1A	FAA		200610
US57300	3	G28    RNAV (GPS) RW28	KATL		2006271		FAA		200610
US57300	3	I08L   ILS RW08L	KATL		2006271	3A	FAA		200610
US57300	3	I08R   ILS RW08R	KATL		2006271	59A	FAA		200610
US57300	3	I09L   ILS RW09L	KATL		2006271	8A	FAA		200610
US57300	3	I09R   ILS RW09R	KATL		2006271	17A	FAA		200610
US57300	3	I10    ILS RW10	KATL		2006271		FAA		200610
US57300	3	I26L   ILS RW26L	KATL		2006271	19A	FAA		200610
US57300	3	I26R   ILS RW26R	KATL		2006271	4A	FAA		200610
US57300	3	I27L   ILS RW27L	KATL		2006271	15A	FAA		200610
US57300	3	I27R   ILS RW27R	KATL		2006271	4A	FAA		200610
US57300	3	I28    ILS RW28	KATL		2006271	A	FAA		200610
US57300	3	L08L   LOC RW08L	KATL		2006271	3A	FAA		200610
US57300	3	L08R   LOC RW08R	KATL		2006271	59A	FAA		200610
US57300	3	L09L   LOC RW09L	KATL		2006271	8A	FAA		200610
US57300	3	L09R   LOC RW09R	KATL		2006271	17A	FAA		200610
US57300	3	L10    LOC RW10	KATL		2006271		FAA		200610
US57300	3	L26L   LOC RW26L	KATL		2006271	19A	FAA		200610
US57300	3	L26R   LOC RW26R	KATL		2006271	4A	FAA		200610
US57300	3	L27L   LOC RW27L	KATL		2006271	15A	FAA		200610
US57300	3	L27R   LOC RW27R	KATL		2006271	4A	FAA		200610
US57300	3	L28    LOC RW28	KATL		2006271	A	FAA		200610
US57300	3	S27L   VOR RW27L	KATL		2006271	4A	FAA		200610
US57350	3	G30    GPS RW30	KZ		2004274	1	FAA		200410
US57492	3	D13    VORDME RW13	KMER		2006243	A	FAA		200609
US57492	3	D31    VORDME RW31	KMER		2006243	A	FAA		200609
US57492	3	I31    ILS RW31	KMER		2006243	A	FAA		200609
US57492	3	L31    LOC/DME RW31	KMER		2006243	A	FAA		200609
US57540	2	KATSO2	KMCC		2005076		FAA		200503
US57540	2	SACRO1	KMCC		2005076		FAA		200503
US57540	3	D16    VORDME RW16	KMCC		2005300	A	USAF		200511
US57540	3	D34    VORDME RW34	KMCC		2005300	A	USAF		200511
US57540	3	I16    ILS RW16	KMCC		2005300	C	FAA		200511
US57540	3	T16    TACAN RW16	KMCC		2005300	A	USAF		200511
US57540	3	T34    TACAN RW34	KMCC		2005300	A	USAF		200511
US57585	3	G08L   RNAV (GPS) RW08L	KGRR		2006103		FAA		200604
US57585	3	G08R   RNAV (GPS) RW08R	KGRR		2006187		FAA		200607
US57585	3	G17    RNAV (GPS) RW17	KGRR		2006187		FAA		200607
US57585	3	G26L   RNAV (GPS) RW26L	KGRR		2006187		FAA		200607
US57585	3	G26R   RNAV (GPS) RW26R	KGRR		2006103		FAA		200604
US57585	3	G35    RNAV (GPS) RW35	KGRR		2006103		FAA		200604
US57585	3	I08R   ILS RW08R	KGRR		2005244	5E	FAA		200509
US57585	3	I26L   ILS RW26L	KGRR		2005244	20B	FAA		200509
US57585	3	I35    ILS RW35	KGRR		2005244	C	FAA		200509
US57792	3	FNDBA  NDBA	KZ		2005020	3	FAA		200501
US57822	3	FNDBB  NDBB	KZ		2004106	8	FAA		200404
US57822	3	OGPSB  GPS-B(OVERLAY)	KZ		2004106	8	FAA		200404
US57851	3	O13    GPS RW13(OVERLAY)	KINK		2005356	9	FAA		200513
US57851	3	S13    VOR RW13	KINK		2005356	9	FAA		200513
US57859	3	EVORA  VOR-A	KMDH		2003079	5B	FAA		200303
US57859	3	I18L   ILS RW18L	KMDH		2003079	12C	FAA		200303
US57859	3	N18L   NDB RW18L	KMDH		2004050	12C	FAA		200402
US57859	3	O18L   GPS RW18L(OVERLAY)	KMDH		2004050	12C	FAA		200402
US57859	3	OGPSA  GPS-A(OVERLAY)	KMDH		2003079	5B	FAA		200303
US58045	3	EVORB  VOR-B	KZ		2006271	9B	FAA		200610
US58045	3	I24    ILS RW24	KZ		2006271	8C	FAA		200610
US58045	3	OGPSB  GPS-B(OVERLAY)	KZ		2006271	9B	FAA		200610
US58111	3	I35    ILS RW35	KVLD		2004162	5D	FAA		200406
US58111	3	O17    GPS RW17(OVERLAY)	KVLD		2004162	A	FAA		200406
US58111	3	O35    GPS RW35(OVERLAY)	KVLD		2004162	A	FAA		200406
US58111	3	S17    VOR RW17	KVLD		2004162	A	FAA		200406
US58111	3	S35    VOR RW35	KVLD		2004162	A	FAA		200406
US58137	3	G03    RNAV (GPS) RW03	KCHO		2006215	1	FAA		200608
US58137	3	G21-Y  RNAV (GPS) Y RW21	KCHO		2006271	1	FAA		200610
US58137	3	G21-Z  RNAV (GPS) Z RW21	KCHO		2006271		FAA		200610
US58137	3	I03    ILS RW03	KCHO		2006215	13	FAA		200608
US58137	3	L03    LOC RW03	KCHO		2006215	13	FAA		200608
US58150	1	ALTTA8	KFAT		2006103		FAA		200604
US58150	1	GIVEN6	KFAT		2006103		FAA		200604
US58150	2	4JJ7   JANIS 7	KFAT		2003359		FAA		200313
US58150	2	OAL1   COALDALE	KFAT		2006103		FAA		200604
US58150	3	D11L   VORDME RW11L	KFAT		2006271	1	FAA		200610
US58150	3	D11L-H HI VORDME RW11L	KFAT	16700	2005272	1	USAF		200510
US58150	3	D29R   VORDME RW29R	KFAT		2006271	1	FAA		200610
US58150	3	D29R-H HI VORDME RW29R	KFAT	16700	2005272	1	USAF		200510
US58150	3	G11L   RNAV (GPS) RW11L	KFAT		2006271		FAA		200610
US58150	3	G11R   RNAV (GPS) RW11R	KFAT		2006271		FAA		200610
US58150	3	G29L   RNAV (GPS) RW29L	KFAT		2006271		FAA		200610
US58150	3	G29R   RNAV (GPS) RW29R	KFAT		2006271		FAA		200610
US58150	3	I29R   ILS RW29R	KFAT		2006271	36A	FAA		200610
US58150	3	I29R-H HI ILS RW29R	KFAT	16700	2006187	1	USAF		200607
US58150	3	L11L   LOC RW11L	KFAT		2006271	1A	FAA		200610
US58150	3	L11L-H HI LOC/DME RW11L	KFAT	16700	2005272	1	USAF		200510
US58150	3	L29R   LOCDME RW29R	KFAT		2006271	36A	FAA		200610
US58150	3	L29R-H HI LOC/DME RW29R	KFAT	16700	2006187	1	USAF		200607
US58150	3	T11L   TACAN RW11L	KFAT		2006271	1	FAA		200610
US58150	3	T11L-H HI TACAN RW11L	KFAT	16700	2005272	1	USAF		200510
US58150	3	T29R   TACAN RW29R	KFAT		2006271		FAA		200610
US58150	3	T29R-H HI TACAN RW29R	KFAT	16700	2005272	1	USAF		200510
US58252	3	G11R   RNAV (GPS) RW11R	KVRB		2005188	A	FAA		200507
US58252	3	G29L   RNAV (GPS) RW29L	KVRB		2005188	A	FAA		200507
US58252	3	S11R   VOR RW11R	KVRB		2005188	13	FAA		200507
US58365	3	EVORA  VOR-A	KZ		2006271	4	FAA		200610
US58365	3	OGPSA  GPS-A(OVERLAY)	KZ		2006271	4	FAA		200610
US58502	2	RICHY5	KTVL		2005188		FAA		200507
US58502	2	SHOLE1	KTVL		2005188		FAA		200507
US58502	3	EVORA  VORDME-A	KTVL		2006243	3C	FAA		200609
US58502	3	OGPSA  GPS-A(OVERLAY)	KTVL		2006243	3C	FAA		200609
US58502	3	X18    LDADME-1 RW18	KTVL		2006047	7B	FAA		200604
US58560	1	GHM4   GRAHAM4	KBNA		2004050		FAA		200606
US58560	1	GUITR3	KBNA		2004050		FAA		200402
US58560	1	HEHAW4	KBNA		2004050		FAA		200402
US58560	1	VOLLS6	KBNA		2006047		FAA		200602
US58560	3	D13    VORDME RW13	KBNA		2005300	13A	FAA		200511
US58560	3	G02C   RNAV (GPS) RW02C	KBNA		2005244		FAA		200509
US58560	3	G02L   RNAV (GPS) RW02L	KBNA		2005244	A	FAA		200509
US58560	3	G02R   RNAV (GPS) RW02R	KBNA		2005244		FAA		200509
US58560	3	G13    RNAV (GPS) RW13	KBNA		2005244		FAA		200509
US58560	3	G20L   RNAV (GPS) RW20L	KBNA		2005244		FAA		200509
US58560	3	G20R   RNAV (GPS) RW20R	KBNA		2005244		FAA		200509
US58560	3	G31    RNAV (GPS) RW31	KBNA		2005244		FAA		200509
US58560	3	I02L   ILS RW02L	KBNA		2005132	8	FAA		200505
US58560	3	I02R   ILS RW02R	KBNA		2005244	5B	FAA		200509
US58560	3	I20L   ILS RW20L	KBNA		2005244	4A	FAA		200509
US58560	3	I20R   ILS RW20R	KBNA		2005244	8	FAA		200509
US58560	3	I31    ILS RW31	KBNA		2005300	7A	FAA		200511
US58560	3	IO2C   ILS RW02C	KBNA		2005132	7	FAA		200505
US58627	3	D22    VORDME RW22	KZ		2006243	1	FAA		200609
US58627	3	I04    ILS RW04	KZ		2005132	12	FAA		200505
US58627	3	I32    ILS RW32	KZ		2005132		FAA		200505
US58627	3	L04    LOC RW04	KZ		2005132	12	FAA		200604
US58627	3	L32    LOC RW32	KZ		2005132		FAA		200505
US58627	3	S04    VOR RW04	KZ		2005132	27	FAA		200505
US58675	3	B35L   LOCDME BC RW35L	KLRD		2006271	2	FAA		200610
US58675	3	D14    VORDME RW14	KLRD		2006271	10	FAA		200610
US58675	3	I17R   ILS RW17R	KLRD		2006271	10	FAA		200610
US58675	3	L17R   LOCDME RW17R	KLRD		2006271	10	FAA		200610
US58675	3	O32    GPS RW32(OVERLAY)	KLRD		2006271	9B	FAA		200610
US58675	3	S32    VOR RW32	KLRD		2006271	9B	FAA		200610
US58675	3	T14    TACAN RW14	KLRD		2006271	10	FAA		200610
US58675	3	T32    TACAN RW32	KLRD		2006271	9B	FAA		200610
US58704	1	AMOTT5	PAED		2003303		FAA		200312
US58704	1	DESKA4	PAED		2003303		FAA		200312
US58704	1	DNALI1	PAED		2003303		FAA		200312
US58704	1	ELLAM2	PAED		2003303		FAA		200312
US58704	1	MATSU5	PAED		2003303		FAA		200312
US58704	1	TAGER3	PAED		2003303		FAA		200312
US58704	1	YESKA3	PAED		2006047		FAA		200602
US58704	2	EAGEL1	PAED		2005020	1	USAF		200501
US58704	3	I06    ILS RW06	PAED	15200	2006271	1	USAF		200610
US58704	3	L06    LOC/DME RW06	PAED	15200	2006271	1	USAF		200610
US58704	3	T06    TACAN RW06	PAED	15200	2006271		USAF		200610
US58720	3	S31    VOR RW31	KZ		2004162	13A	FAA		200406
US58728	3	I04    ILS RW04	KZ		2004358	7A	FAA		200413
US58728	3	L04    LOC RW04	KZ		2004358	7A	FAA		200413
US58728	3	S15    VOR RW15	KZ		2004274	10	FAA		200410
US58728	3	S22    VOR RW22	KZ		2004274	16	FAA		200410
US58736	3	D22    VOR/DME RW22	KZ		2005356	5	FAA		200513
US58736	3	O22    GPS RW22(OVERLAY)	KZ		2005356	5	FAA		200513
US59007	2	GDPK1  GLADE PARK 1	KGJT		2003135		FAA		200305
US59007	2	JNC4	KGJT		2002164		FAA		200211
US59007	2	NOKXI1 NOKXI RNAV	KGJT		2005244		FAA		200509
US59007	2	RHONE2 RHONE RNAV	KGJT		2005244		FAA		200509
US59007	3	G11    RNAV (GPS) RW11	KGJT		2005300		FAA		200511
US59007	3	G29    RNAV (GPS) RW29	KGJT		2005300	1A	FAA		200511
US59007	3	I11    ILS RW11	KGJT		2006019	14B	FAA		200601
US59007	3	L11    LOC/DME RW11	KGJT		2006019	14B	FAA		200601
US59007	3	TTACA  HI TACANA	KGJT	16500	2006271	1	USN		200610
US59007	3	X29    LDA/DME RW29	KGJT		2005300	B	FAA		200511
US59150	3	D08    VORDME RW08	PAOT		2005076	4A	FAA		200511
US59150	3	D26-Y  VORDME Y RW26	PAOT		2005300	A	FAA		200511
US59150	3	D26-Z  VORDME Z RW26	PAOT		2005356	B	FAA		200605
US59150	3	G08    RNAV (GPS) RW08	PAOT		2005300	A	FAA		200511
US59150	3	G26    RNAV (GPS) RW26	PAOT		2005076	A	FAA		200511
US59150	3	I08    ILS RW08	PAOT		2006215	B	FAA		200608
US59150	3	L08    LOCDME RW08	PAOT		2006215	B	FAA		200608
US59288	3	G04    RNAV (GPS) RW04	KSSI		2005076	A	FAA		200503
US59288	3	G22    RNAV (GPS) RW22	KSSI		2005076		FAA		200503
US59288	3	S04    VOR RW04	KSSI		2005076	16	FAA		200503
US59419	1	GRAYM2	KLWM		2006047		FAA		200602
US59419	3	O23    GPS RW23(OVERLAY)	KLWM		2006159	10	FAA		200606
US59419	3	S23    VOR RW23	KLWM		2006159	10	FAA		200606
US59450	3	L24    LOCDME RW24	KZ		2006215	A	FAA		200608
US59606	3	I23    ILS RW23	KBAK		2006159	7A	FAA		200606
US59707	2	TATES3	KAOO		2003359		FAA		200313
US59707	2	WILTT3	KAOO		2003359		FAA		200313
US59707	3	EVORA  VOR-A	KAOO		2006215	5	FAA		200608
US59707	3	I21    ILS RW21	KAOO		2006215	6	FAA		200608
US59707	3	L21    LOC RW21	KAOO		2006215	6	FAA		200608
US59878	3	D16    VORDME RW16	KDYS	04600	2006103		USAF		200604
US59878	3	D34    VORDME RW34	KDYS	04600	2006103		USAF		200604
US59878	3	I16    ILS RW16	KDYS	04600	2006103		USAF		200604
US59878	3	I16-H  HI ILS RW16	KDYS	04600	2006103		USAF		200604
US59878	3	I34    ILS RW34	KDYS	04600	2006103		USAF		200604
US59878	3	I34-H  HI ILS RW34	KDYS	04600	2006103		USAF		200604
US59878	3	M16    MLS RW16	KDYS	04600	2006103		USAF		200604
US59878	3	T16    TACAN RW16	KDYS	04600	2006103		USAF		200604
US59878	3	T16-H  HI TACAN RW16	KDYS	04600	2006103		USAF		200604
US59878	3	T34    TACAN RW34	KDYS	04600	2006103		USAF		200604
US59878	3	T34-H  HI TACAN RW34	KDYS	04600	2006103		USAF		200604
US59883	3	D04    VORDME RW04	KELD		2006215	10	FAA		200608
US59883	3	S22    VOR RW22	KELD		2006215	13D	FAA		200608
US59888	3	EVORA  VOR-A	KMEI		2006159	16	FAA		200606
US59888	3	EVORB  HI VORDME-B	KMEI	03700	2005300		USAF		200511
US59888	3	G01    RNAV (GPS) RW01	KMEI		2006187		FAA		200607
US59888	3	G19    GPS RW19	KMEI		2005300		FAA		200511
US59888	3	I01    ILS RW01	KMEI		2005300	23A	FAA		200511
US59888	3	I01-H  HI ILS/DME RW01	KMEI	03700	2005300		USN		200511
US59888	3	TTACB  HI TACAN-B	KMEI	03700	2005300		USAF		200511
US59893	1	GATBY1	KLGA		2006215		FAA		200608
US59893	1	KORRY3	KLGA		2006215		FAA		200608
US59893	1	MIP3   MILTON3	KLGA		2006215		FAA		200608
US59893	1	NOBBI3	KLGA		2006215		FAA		200608
US59893	1	RKA2   ROCKDALE 2	KLGA		2006215		FAA		200608
US59893	3	EVORE  VORDME-E	KLGA		2006215	2A	FAA		200608
US59893	3	EVORG  VORDME-G	KLGA		2006215	2A	FAA		200608
US59893	3	G250   COPTER RNAV (GPS) 250	KLGA		2006047	A	FAA		200602
US59893	3	I04    ILS RW04	KLGA		2006215	34C	FAA		200608
US59893	3	I13    ILS RW13	KLGA		2006215	34C	FAA		200608
US59893	3	I22    ILS RW22	KLGA		2006271	19B	FAA		200610
US59893	3	L22    LOC RW22	KLGA		2006271	19B	FAA		200610
US59893	3	L31    LOC RW31	KLGA		2006215	2	FAA		200608
US59893	3	S04    VOR RW04	KLGA		2006215	2B	FAA		200608
US60021	3	EVORA  VOR-A	KZ		2006103	8	FAA		200604
US60021	3	N19    NDB RW19	KZ		2006159	10	FAA		200606
US60021	3	O19    GPS RW19(OVERLAY)	KZ		2006159	10	FAA		200606
US60021	3	OPGSA  GPS-A (OVERLAY)	KZ		2006103	8	FAA		200605
US60027	3	D36    VORDME RW36	KTLH		2006159		FAA		200607
US60027	3	D36-H  HI VORDME RW36	KTLH	16000	2004022	2	USAF		200410
US60027	3	G09    RNAV (GPS) RW09	KTLH		2004274	1	FAA		200607
US60027	3	G18    RNAV (GPS) RW18	KTLH		2004274		FAA		200607
US60027	3	G27    RNAV (GPS) RW27	KTLH		2004274	1	FAA		200607
US60027	3	G36    RNAV (GPS) RW36	KTLH		2004274		FAA		200607
US60027	3	I27    ILS RW27	KTLH		2006159	9	FAA		200606
US60027	3	I36    ILS RW36	KTLH		2006159	24	FAA		200606
US60027	3	I36-H  HI ILS RW36	KTLH	16000	2004022	4	USAF		200605
US60027	3	L27    LOC RW27	KTLH		2006159	9	FAA		200606
US60027	3	L36    LOCDME RW36	KTLH		2006159	24	FAA		200606
US60027	3	N36    NDB RW36	KTLH		2006159	20	FAA		200606
US60027	3	S18    VOR RW18	KTLH		2006159	11	FAA		200606
US60027	3	T36    TACAN RW36	KTLH		2006159		FAA		200607
US60027	3	T36-H  HI TACAN RW36	KTLH	16000	2004022	2	USAF		200410
US60089	3	EVORA  VORDME-A	KZ		2006271	9B	FAA		200610
US60089	3	L31    LOC RW31	KZ		2006271	8B	FAA		200610
US60089	3	N31    NDB RW31	KZ		2006271	8B	FAA		200610
US60089	3	O31    GPS RW31(OVERLAY)	KZ		2006271	8B	FAA		200610
US60089	3	OGPSA  GPS-A(OVERLAY)	KZ		2006271	9B	FAA		200610
US60132	3	EVORA  VOR-A	KZ		2004050	3D	FAA		200402
US60179	3	O33    GPS RW33(OVERLAY)	KZ		2002276	7	FAA		200210
US60179	3	S33    VOR RW33	KZ		2002276	7	FAA		200210
US60202	1	SIE4   SEA ISLE 4	KZ		2006047		FAA		200602
US60202	3	I06    ILS RW06	KZ		2005356	1	FAA		200513
US60202	3	O06    GPS RW06(OVERLAY)	KZ		2005356	6A	FAA		200513
US60202	3	O24    GPS RW24(OVERLAY)	KZ		2005356	3B	FAA		200513
US60202	3	S06    VOR RW06	KZ		2005356	6A	FAA		200513
US60202	3	S24    VOR RW24	KZ		2005356	3B	FAA		200513
US60369	3	EVORA  VORDME-A	KZ		2003079	4A	FAA		200303
US60369	3	G13    GPS RW13	KZ		2003079	A	FAA		200303
US60369	3	G31    GPS RW31	KZ		2003079	A	FAA		200303
US60369	3	N13    NDB RW13	KZ		2003079	4	FAA		200303
US60406	3	I10    ILS RW10	KZ		2006271	7A	FAA		200610
US60406	3	O10    GPS RW10(OVERLAY)	KZ		2006271	11A	FAA		200610
US60406	3	S10    VOR RW10	KZ		2006271	11A	FAA		200610
US60441	3	D32    VORDME RW32	KACT		2005356	14A	FAA		200513
US60441	3	I19    ILS RW19	KACT		2005356	15B	FAA		200513
US60441	3	L19    LOC RW19	KACT		2005356	15B	FAA		200513
US60441	3	S14    VOR RW14	KACT		2005356	23	FAA		200513
US60576	3	D17    VORDME RW17	KZ		2003023	4A	FAA		200301
US60576	3	I17    ILS RW17	KZ		2006271	2D	FAA		200610
US60576	3	L17    LOC RW17	KZ		2006271	2D	FAA		200610
US60576	3	S35    VOR RW35	KZ		2003023	5	FAA		200301
US60813	3	G31    RNAV (GPS) RW31	KAXN		2005356		FAA		200513
US60813	3	S22    VOR RW22	KAXN		2005356	15	FAA		200513
US60834	3	I27    ILS RW27	KHGR		2006271	8A	FAA		200610
US60834	3	O09    GPS RW09(OVERLAY)	KHGR		2006271	6B	FAA		200610
US60834	3	V09    VOR RW09	KHGR		2006271	6B	FAA		200610
US60853	3	O27    GPS RW27(OVERLAY)	KZ		2005356	6	FAA		200513
US60853	3	S27    VOR RW27	KZ		2005356	6	FAA		200513
US60995	3	B17    LOC/DME BC RW17	KATY		2006047	9A	FAA		200602
US60995	3	D35    VORDME RW35	KATY		2006047	11A	FAA		200602
US60995	3	I35    ILS RW35	KATY		2006047	10A	FAA		200602
US60995	3	O17    GPS RW17(OVERLAY)	KATY		2006047	17A	FAA		200602
US60995	3	S17    VOR RW17	KATY		2006047	17A	FAA		200602
US60995	3	T17    TACAN RW17	KATY		2006047	17A	FAA		200602
US60995	3	T35    TACAN RW35	KATY		2006047	11A	FAA		200602
US61013	3	EVORA  VOR-A	KZ		2006159	7	FAA		200606
US61013	3	EVORB  VOR-B	KZ		2006159	4	FAA		200606
