ARPT_IDENT	PROC	TRM_IDENT	FDR_RTE_IDENT	SEQ_NBR	ICAO	WPT1_IDENT	WPT1_CTRY	WPT2_IDENT	WPT2_CTRY	ALT	MAG_CRS	DISTANCE	WPT1_WGS_LAT	WPT1_WGS_DLAT	WPT1_WGS_LONG	WPT1_WGS_DLONG	WPT2_WGS_LAT	WPT2_WGS_DLAT	WPT2_WGS_LONG	WPT2_WGS_DLONG	CYCLE_DATE
US91789	3	I04    ILS RW04	DOGIN	10	KAMA	DOGIN	US	PANDE	US	05500	285.5	31.0	N34565190	34.947750	W101132995	-101.224986	N35084728	35.146467	W101481975	-101.805486	200604
US91789	3	I04    ILS RW04	PNH	10	KAMA	PNH	US	PANDE	US	05300	36.6	7.5	N35140626	35.235072	W101415648	-101.699022	N35084728	35.146467	W101481975	-101.805486	200604
US91789	3	I04    ILS RW04	SIDER	10	KAMA	SIDER	US	PANDE	US	05500	81.9	14.0	N35084278	35.145217	W102052655	-102.090708	N35084728	35.146467	W101481975	-101.805486	200604
US91789	3	I04    ILS RW04	YOCAN	10	KAMA	YOCAN	US	PANDE	US	05500	344.5	23.8	N34450721	34.752003	W101441569	-101.737692	N35084728	35.146467	W101481975	-101.805486	200604
US91789	3	I04-H  HI ILS RW04	TXO	10	KAMA	TXO	US	DAUBS	US		46.8	38.4	N34294242	34.495117	W102502282	-102.839672	N34500726	34.835351	W102105151	-102.180976	200604
US91789	3	N04    NDB RW04	DOGIN	10	KAMA	DOGIN	US	PANDE	US	05500	285.5	31.0	N34565190	34.947750	W101132995	-101.224986	N35084728	35.146467	W101481975	-101.805486	200113
US91789	3	N04    NDB RW04	SIDER	10	KAMA	SIDER	US	PANDE	US	05500	81.9	14.0	N35084278	35.145217	W102052655	-102.090708	N35084728	35.146467	W101481975	-101.805486	200113
US91789	3	N04    NDB RW04	YOCAN	10	KAMA	YOCAN	US	PANDE	US	05500	344.5	23.8	N34450721	34.752003	W101441569	-101.737692	N35084728	35.146467	W101481975	-101.805486	200113
US91789	3	T04-H  HI TACAN RW04	TXO	10	KAMA	TXO	US	DAUBS	US		46.8	38.4	N34294242	34.495117	W102502282	-102.839672	N34500726	34.835351	W102105151	-102.180976	200604
US91882	3	D08    VORDME RW08	LRP	10	KLNS	LRP	US	JONJR	US	02500	34.7	11.0	N40071190	40.119972	W076172870	-76.291306	N39571653	39.954592	W076234023	-76.394508	200406
US91882	3	D31    VORDME RW31	LRP	10	KLNS	LRP	US	HABER	US	02500	319.4	9.4	N40071190	40.119972	W076172870	-76.291306	N40010398	40.017772	W076080745	-76.135403	200510
US91882	3	G08    RNAV (GPS) RW08	BAARN	10	KLNS	BAARN	US	OLBEC	US	03500	366.8	10.3	N40172935	40.291485	W076364078	-76.611328	N40071058	40.119606	W076353667	-76.593519	200603
US91882	3	I08    ILS RW08	LRP	10	KLNS	LRP	US	DALAC	US	03000	258.0	12.9	N40071190	40.119972	W076172870	-76.291306	N40023261	40.042392	W076330897	-76.552492	200602
US91882	3	L08    LOC RW08	LRP	10	KLNS	LRP	US	DALAC	US	03000	257.9	12.9	N40071190	40.119972	W076172870	-76.291306	N40023261	40.042392	W076330897	-76.552492	200602
US91894	3	I26    ILS RW26	AST	10	KZ	AST	US	PEN	US	04300	257.1	12.3	N46094208	46.161689	W123524931	-123.880365	N46082230	46.139526	W123351428	-123.587299	200305
US91927	3	I06    ILS RW06	FOD	10	KFOD	FOD	US	BARRO	US	02800	357.7	5.8	N42364025	42.611181	W094174137	-94.294825	N42305226	42.514517	W094182007	-94.305575	200204
US91978	3	EVORB  VOR-B	PDZ	10	KZ	PDZ	US	RAL	US	04300	48.4	4.5	N33550601	33.918336	W117314799	-117.529997	N33570733	33.952036	W117265713	-117.449203	200203
US91978	3	I26R   ILS RW26R	HDF	10	KZ	HDF	US	CAZBY	US	04400	309.8	15.0	N33463478	33.776328	W117110716	-117.185322	N33584028	33.977856	W117214534	-117.362594	200509
US91978	3	I26R   ILS RW26R	PDZ	10	KZ	PDZ	US	CAZBY	US	04400	51.8	9.1	N33550601	33.918336	W117314799	-117.529997	N33584028	33.977856	W117214534	-117.362594	200509
US91978	3	L26R   LOC RW26R	HDF	10	KZ	HDF	US	CAZBY	US	04400	309.8	15.0	N33463478	33.776328	W117110716	-117.185322	N33584028	33.977856	W117214534	-117.362594	200509
US91978	3	L26R   LOC RW26R	PDZ	10	KZ	PDZ	US	CAZBY	US	04400	51.8	9.1	N33550601	33.918336	W117314799	-117.529997	N33584028	33.977856	W117214534	-117.362594	200509
US91978	3	OGPSB  GPS-B(OVERLAY)	PDZ	10	KZ	PDZ	US	RAL	US	04300	48.4	4.5	N33550601	33.918336	W117314799	-117.529997	N33570733	33.952036	W117265713	-117.449203	200203
US92147	3	G12    RNAV (GPS) RW12	CME	10	KZ	CME	US	SEBPO	US	06500	340.3	16.5	N33201492	33.337478	W104371648	-104.621244	N33034917	33.063658	W104343843	-104.577342	200505
US92147	3	G12    RNAV (GPS) RW12	CNM	10	KZ	CNM	US	YUPUL	US	07000	317.0	48.1	N32152383	32.256619	W104133380	-104.226055	N32564364	32.945456	W104430240	-104.717333	200505
US92147	3	G12    RNAV (GPS) RW12	JAKKY	10	KZ	JAKKY	US	YUPUL	US	07300	67.6	14.9	N32531626	32.887850	W105001322	-105.003672	N32564364	32.945456	W104430240	-104.717333	200505
US92147	3	G21    RNAV (GPS) RW21	CME	10	KZ	CME	US	SIPDE	US	06500	312.1	21.3	N33201492	33.337478	W104371648	-104.621244	N33025815	33.049486	W104222454	-104.373483	200505
US92147	3	G21    RNAV (GPS) RW21	HOB	10	KZ	HOB	US	YORUB	US	07000	279.0	51.8	N32381763	32.638232	W103160953	-103.269314	N32555210	32.931139	W104140127	-104.233686	200505
US92147	3	G21    RNAV (GPS) RW21	ROHYO	10	KZ	ROHYO	US	YORUB	US	07000	359.5	27.0	N32290682	32.485228	W104183163	-104.308786	N32555210	32.931139	W104140127	-104.233686	200505
US92147	3	G30    RNAV (GPS) RW30	NELON	10	KZ	NELON	US	HOLAS	US	05900	323.3	22.7	N33030149	33.050415	W104305507	-104.515297	N32425508	32.715300	W104181778	-104.304939	200505
US92186	3	I04    ILS RW04	HYK	10	KLEX	HYK	US	BLAYD	US	02600	282.9	9.0	N37575886	37.966350	W084282106	-84.472517	N37591336	37.987044	W084393762	-84.660450	200610
US92186	3	I22    ILS RW22	GENUS	10	KLEX	GENUS	US	BRIDL	US	03200	355.1	12.6	N38195089	38.330803	W084330667	-84.551853	N38072741	38.124281	W084302393	-84.506647	200313
US92186	3	I22    ILS RW22	HYK	10	KLEX	HYK	US	BRIDL	US	03200	355.2	9.6	N37575886	37.966350	W084282106	-84.472517	N38072741	38.124281	W084302393	-84.506647	200313
US92186	3	L04    LOC RW04	HYK	10	KLEX	HYK	US	BLAYD	US	02600	282.9	9.0	N37575886	37.966350	W084282106	-84.472517	N37591336	37.987044	W084393762	-84.660450	200610
US92572	3	G33    GPS RW33	GLL	10	KZ	GLL	US	IMOMY	US	07600	40.2	21.9	N40301393	40.503869	W104331085	-104.553013	N40170488	40.284689	W104560603	-104.935008	200413
US92572	3	I33    ILS RW33	GLL	10	KZ	GLL	US	COLLN	US	07400	53.4	20.9	N40301393	40.503869	W104331085	-104.553013	N40214739	40.363164	W104581706	-104.971406	200310
US92581	3	D03    VORDME RW03	TOP	10	KFOE	TOP	US	OKETE	US	03000	21.2	24.0	N39081360	39.137111	W095325682	-95.549117	N38463920	38.777556	W095462892	-95.774700	199910
US92581	3	G03    GPS RW03	DIETS	10	KFOE	DIETS	US	GEGEW	US	03000	99.0	6.1	N38532271	38.889642	W096010044	-96.016789	N38515553	38.865425	W095532926	-95.891461	200604
US92581	3	G03    GPS RW03	POMON	10	KFOE	POMON	US	ECRAL	US	03000	301.0	9.6	N38395062	38.664061	W095334750	-95.563194	N38453170	38.758806	W095433886	-95.727461	200604
US92581	3	G13    GPS RW13	DIETS	10	KFOE	DIETS	US	VAVTY	US	03500	27.0	10.0	N38532271	38.889642	W096010044	-96.016789	N39023001	39.041669	W095545534	-95.915372	200604
US92581	3	G13    GPS RW13	TOP	10	KFOE	TOP	US	DIHYE	US	03500	268.0	9.2	N39081360	39.137111	W095325682	-95.549117	N39092004	39.155567	W095453222	-95.758950	200604
US92581	3	G21    GPS RW21	EKZUB	10	KFOE	EKZUB	US	UNDAW	US	03000	168.0	7.3	N39152779	39.257719	W095372112	-95.622533	N39081205	39.136681	W095360792	-95.602200	200604
US92581	3	G21    GPS RW21	IGSOW	10	KFOE	IGSOW	US	OGLOF	US	03000	305.0	6.8	N38572694	38.957483	W095193250	-95.325694	N39014674	39.029650	W095261687	-95.438019	200604
US92581	3	G31    GPS RW31	ILEMY	10	KFOE	ILEMY	US	EPVAW	US	03000	291.0	6.2	N38494680	38.829667	W095181286	-95.303572	N38514478	38.862439	W095243533	-95.409814	200604
US92581	3	G31    GPS RW31	POMON	10	KFOE	POMON	US	HUDVO	US	03000	347.0	5.9	N38395062	38.664061	W095334750	-95.563194	N38445641	38.749003	W095335814	-95.566150	200604
US92581	3	I31    ILS RW31	TOP	10	KFOE	TOP	US	RIPLY	US	03000	0.7	15.2	N39081360	39.137111	W095325682	-95.549117	N38530553	38.884869	W095345348	-95.581522	200205
US92581	3	L31    LOC RW31	TOP	10	KFOE	TOP	US	RIPLY	US	03000	0.7	15.2	N39081360	39.137111	W095325682	-95.549117	N38530553	38.884869	W095345348	-95.581522	200610
US92581	3	T03    TACAN RW03	TOP	10	KFOE	TOP	US	OKETE	US	03000	21.2	24.0	N39081360	39.137111	W095325682	-95.549117	N38463920	38.777556	W095462892	-95.774700	199910
US92581	3	T31    TACAN RW31	TOP	10	KFOE	TOP	US	PONDR	US	03000	344.8	18.6	N39081360	39.137111	W095325682	-95.549117	N38495424	38.831733	W095284384	-95.478844	200604
US92761	3	G06    RNAV (GPS) RW06	OOM	10	KBMG	OOM	US	OXDOH	US	03000	243.0	10.6	N39083777	39.143825	W086364690	-86.613028	N39033073	39.058536	W086483895	-86.810819	200603
US92761	3	G17    RNAV (GPS) RW17	BUNKA	10	KBMG	BUNKA	US	ZESXY	US	03000	55.0	23.0	N39045732	39.082589	W087090658	-87.151828	N39183991	39.311086	W086451987	-86.755519	200603
US92761	3	G17    RNAV (GPS) RW17	MOUTH	10	KBMG	MOUTH	US	EDISY	US	03000	265.0	13.1	N39214047	39.361242	W086155247	-86.264575	N39200717	39.335325	W086323490	-86.543028	200603
US92761	3	G17    RNAV (GPS) RW17	OOM	10	KBMG	OOM	US	ITYEF	US	03000	353.0	10.9	N39083777	39.143825	W086364690	-86.613028	N39192369	39.323247	W086385745	-86.649292	200603
US92761	3	G24    RNAV (GPS) RW24	HOUSE	10	KBMG	HOUSE	US	ROZUV	US	03000	309.0	10.4	N39024158	39.044883	W086113675	-86.193542	N39085285	39.148014	W086222008	-86.372244	200603
US92761	3	G24    RNAV (GPS) RW24	OOM	10	KBMG	OOM	US	IJPOV	US	03000	64.0	10.0	N39083777	39.143825	W086364690	-86.613028	N39131767	39.221575	W086252195	-86.422764	200603
US92761	3	G35    RNAV (GPS) RW35	BUNKA	10	KBMG	BUNKA	US	BEWHY	US	03000	110.0	22.8	N39045732	39.082589	W087090658	-87.151828	N38574842	38.963450	W086412237	-86.689547	200603
US92761	3	G35    RNAV (GPS) RW35	HOUSE	10	KBMG	HOUSE	US	FODCU	US	03000	258.0	13.7	N39024158	39.044883	W086113675	-86.193542	N38591538	38.987606	W086284109	-86.478081	200603
US92761	3	G35    RNAV (GPS) RW35	OOM	10	KBMG	OOM	US	ALFRD	US	03000	174.0	10.2	N39083777	39.143825	W086364690	-86.613028	N38583210	38.975583	W086350180	-86.583833	200603
US92761	3	I35    ILS RW35	OOM	10	KBMG	OOM	US	CLAYE	US	02600	354.9	5.3	N39083777	39.143825	W086364690	-86.613028	N39032317	39.056436	W086355699	-86.599164	200601
US92761	3	L35    LOC RW35	OOM	10	KBMG	OOM	US	CLAYE	US	02600	354.9	5.3	N39083777	39.143825	W086364690	-86.613028	N39032317	39.056436	W086355699	-86.599164	200601
US93252	3	G06    RNAV (GPS) RW06	ILM	10	KILM	ILM	US	LURKY	US	03000	225.0	16.4	N34210600	34.351667	W077522776	-77.874378	N34081500	34.137500	W078044205	-78.078347	200608
US93252	3	G06    RNAV (GPS) RW06	RAPEN	10	KILM	RAPEN	US	ITUPE	US	03000	145.0	15.5	N34191810	34.321694	W078214741	-78.363169	N34074028	34.127856	W078092542	-78.157061	200608
US93252	3	G06    RNAV (GPS) RW06	WYLMS	10	KILM	WYLMS	US	ITUPE	US	03000	81.0	6.1	N34055905	34.099736	W078163024	-78.275067	N34074028	34.127856	W078092542	-78.157061	200608
US93252	3	I35    ILS RW35	ILM	10	KILM	ILM	US	AIRLI	US	01900	364.6	9.6	N34210600	34.351667	W077522776	-77.874378	N34112864	34.191289	W077515872	-77.866311	200207
US93252	3	TTACA  TACANA	GOLLA	10	KILM	GOLLA	US	ILM	US	01900	23.3	17.0	N34373604	34.626678	W077472357	-77.789881	N34210600	34.351667	W077522776	-77.874378	200412
US93252	3	TTACA  TACANA	HELNA	10	KILM	HELNA	US	ILM	US	01900	361.0	17.0	N34375788	34.632744	W077551720	-77.921444	N34210600	34.351667	W077522776	-77.874378	200412
US93328	3	G14    GPS RW14	BARAK	10	KZ	BARAK	US	EGELE	US	03500	89.7	12.2	N44461658	44.771271	W085175630	-85.298973	N44473453	44.792925	W085005437	-85.015103	200413
US93328	3	G14    GPS RW14	CARGA	10	KZ	CARGA	US	LUMSE	US	03000	361.4	6.2	N44382848	44.641244	W084581523	-84.970897	N44443722	44.743672	W084585804	-84.982789	200413
US93328	3	G14    GPS RW14	GLR	10	KZ	GLR	US	EFFIT	US	03000	39.3	10.1	N45004490	45.012472	W084421540	-84.704278	N44521679	44.871331	W084500449	-84.834581	200413
US93328	3	N14    NDB RW14	GLR	10	KZ	GLR	US	GYG	US	03000	24.6	16.6	N45004490	45.012472	W084421540	-84.704278	N44445975	44.749931	W084494183	-84.828286	199912
US93328	3	N14    NDB RW14	TVC	10	KZ	TVC	US	GYG	US	03500	82.7	31.2	N44400451	44.667919	W085325985	-85.549958	N44445975	44.749931	W084494183	-84.828286	199912
US93328	3	V14    VOR RW14	CARGA	10	KZ	CARGA	US	CGG	US	03000	82.9	10.6	N44382848	44.641244	W084581523	-84.970897	N44405383	44.681619	W084434420	-84.728944	199912
US93328	3	V14    VOR RW14	GLR	10	KZ	GLR	US	CGG	US	03000	9.0	19.9	N45004490	45.012472	W084421540	-84.704278	N44405383	44.681619	W084434420	-84.728944	199912
US93347	3	G31    RNAV (GPS) RW31	BTR	10	KBTR	BTR	US	BABPA	US	02800	124.0	18.5	N30290647	30.485131	W091173862	-91.294061	N30180009	30.300025	W091002994	-91.008317	200603
US93347	3	I13    ILS RW13	BTR	10	KBTR	BTR	US	RUNDI	US	02000	30.3	7.3	N30290647	30.485131	W091173862	-91.294061	N30345843	30.582897	W091123975	-91.211042	200107
US93347	3	I22R   ILS RW22R	BTR	10	KBTR	BTR	US	COMIT	US	01800	53.0	13.2	N30290647	30.485131	W091173862	-91.294061	N30355577	30.598825	W091043187	-91.075519	200608
US93347	3	L22R   LOC RW22R	BTR	10	KBTR	BTR	US	COMIT	US	01800	53.0	13.2	N30290647	30.485131	W091173862	-91.294061	N30355577	30.598825	W091043187	-91.075519	200608
US93507	3	N34    NDB RW34	BAITS	10	KZ	BAITS	US	MDZ	US	03100	357.9	13.1	N45192448	45.323467	W090194102	-90.328061	N45061930	45.105361	W090183130	-90.308694	200102
US93507	3	N34    NDB RW34	EDGRR	10	KZ	EDGRR	US	MDZ	US	03100	315.5	21.4	N44513187	44.858852	W089564306	-89.945294	N45061930	45.105361	W090183130	-90.308694	200102
US93507	3	O34    GPS RW34(OVERLAY)	BAITS	10	KZ	BAITS	US	MDZ	US	03100	357.9	13.1	N45192448	45.323467	W090194102	-90.328061	N45061930	45.105361	W090183130	-90.308694	200102
US93507	3	O34    GPS RW34(OVERLAY)	EDGRR	10	KZ	EDGRR	US	MDZ	US	03100	315.5	21.4	N44513187	44.858852	W089564306	-89.945294	N45061930	45.105361	W090183130	-90.308694	200102
US93514	3	N22L   NDB RW22L	SLI	10	KSLI	SLI	US	CABEN	US	03000	26.8	5.2	N33465987	33.783297	W118031712	-118.054756	N33505202	33.847783	W117590840	-117.985667	200212
US93514	3	O22L   GPS RW22L(OVERLAY)	SLI	10	KSLI	SLI	US	CABEN	US	03000	26.8	5.2	N33465987	33.783297	W118031712	-118.054756	N33505202	33.847783	W117590840	-117.985667	200212
US93514	3	S22L   VOR RW22L	PRADO	10	KSLI	PRADO	US	ACELL	US	03000	256.0	3.8	N33552341	33.923169	W117470170	-117.783806	N33552831	33.924530	W117513596	-117.859990	200604
US93514	3	S22L   VOR RW22L	SLI	10	KSLI	SLI	US	KRUST	US	03000	34.0	6.0	N33465987	33.783297	W118031712	-118.054756	N33505650	33.849027	W117575064	-117.964067	200513
US93514	3	T22L   TACAN RW22L	PRADO	10	KSLI	PRADO	US	ACELL	US	03000	256.0	3.8	N33552341	33.923169	W117470170	-117.783806	N33552831	33.924530	W117513596	-117.859990	200604
US93514	3	T22L   TACAN RW22L	SLI	10	KSLI	SLI	US	KRUST	US	03000	34.0	6.0	N33465987	33.783297	W118031712	-118.054756	N33505650	33.849027	W117575064	-117.964067	200604
US93560	3	D28    VORDME RW28	CFB	10	KBGM	CFB	US	UTUYU	US	04100	79.6	19.9	N42092697	42.157491	W076081134	-76.136483	N42162053	42.272369	W075430559	-75.718219	200408
US93560	3	I34    ILS RW34	CFB	10	KBGM	CFB	US	SMITE	US	03900	296.0	11.4	N42092697	42.157491	W076081134	-76.136483	N42061707	42.104742	W075532844	-75.891233	200206
US93560	3	I34    ILS RW34	GROWS	10	KBGM	GROWS	US	SMITE	US	03900	47.6	14.9	N42183320	42.309223	W075415757	-75.699326	N42061707	42.104742	W075532844	-75.891233	200206
US93603	3	I19L-H HI ILS RW19L	IGB	10	KNMM	IGB	US	PIGMY	US		23.9	34.3	N33290775	33.485486	W088304893	-88.513592	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	I19L-H HI ILS RW19L	JAN	10	KNMM	JAN	US	PIGMY	US		62.0	73.2	N32302700	32.507500	W090100360	-90.167667	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	I19L-H HI ILS RW19L	MEI	10	KNMM	MEI	US	PIGMY	US		352.8	36.0	N32224243	32.378453	W088481531	-88.804253	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	I19L-H HI ILS RW19L	MGM	10	KNMM	MGM	US	PIGMY	US		287.3	135.0	N32132022	32.222283	W086191103	-86.319731	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	I19L-H HI ILS RW19L	SQS	10	KNMM	SQS	US	PIGMY	US		288.4	78.3	N33274990	33.463861	W090163840	-90.277333	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	I19L-H HI ILS RW19L	VUZ	10	KNMM	VUZ	US	PIGMY	US		65.4	105.5	N33401267	33.670186	W086535928	-86.899800	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	IGB	10	KNMM	IGB	US	PIGMY	US		23.9	34.3	N33290775	33.485486	W088304893	-88.513592	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	JAN	10	KNMM	JAN	US	PIGMY	US		62.0	73.2	N32302700	32.507500	W090100360	-90.167667	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	MEI	10	KNMM	MEI	US	PIGMY	US		352.8	36.0	N32224243	32.378453	W088481531	-88.804253	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	MGM	10	KNMM	MGM	US	PIGMY	US		287.3	135.0	N32132022	32.222283	W086191103	-86.319731	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	SQS	10	KNMM	SQS	US	PIGMY	US		288.4	78.3	N33274990	33.463861	W090163840	-90.277333	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T01L-H HI TACAN RW01L	VUZ	10	KNMM	VUZ	US	PIGMY	US		65.4	105.5	N33401267	33.670186	W086535928	-86.899800	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	IGB	10	KNMM	IGB	US	PIGMY	US		23.9	34.3	N33290775	33.485486	W088304893	-88.513592	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	JAN	10	KNMM	JAN	US	PIGMY	US		62.0	73.2	N32302700	32.507500	W090100360	-90.167667	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	MEI	10	KNMM	MEI	US	PIGMY	US		352.8	36.0	N32224243	32.378453	W088481531	-88.804253	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	MGM	10	KNMM	MGM	US	PIGMY	US		287.3	135.0	N32132022	32.222283	W086191103	-86.319731	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	SQS	10	KNMM	SQS	US	PIGMY	US		288.4	78.3	N33274990	33.463861	W090163840	-90.277333	N32584395	32.978875	W088495174	-88.831039	200405
US93603	3	T19L-H HI TACAN RW19L	VUZ	10	KNMM	VUZ	US	PIGMY	US		65.4	105.5	N33401267	33.670186	W086535928	-86.899800	N32584395	32.978875	W088495174	-88.831039	200405
US93663	3	I13    ILS/DME RW13	CRP	10	KZ	CRP	US	GRANE	US	02000	272.6	41.2	N27541356	27.903767	W097264157	-97.444881	N28022683	28.040786	W098122242	-98.206228	200505
US93663	3	I13    ILS/DME RW13	NQI	10	KZ	NQI	US	GRANE	US	02000	317.7	38.8	N27295749	27.499303	W097481989	-97.805525	N28022683	28.040786	W098122242	-98.206228	200505
US93663	3	I13    ILS/DME RW13	THX	10	KZ	THX	US	GRANE	US	02000	358.1	27.9	N28301799	28.504997	W098090168	-98.150467	N28022683	28.040786	W098122242	-98.206228	200505
US93663	3	I13-H  HI ILS/DME RW13	COT	10	KZ	COT	US	DUVAL	US		307.7	40.1	N28274324	28.462011	W099070675	-99.118542	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	I13-H  HI ILS/DME RW13	CRP	10	KZ	CRP	US	DUVAL	US		265.1	61.5	N27541356	27.903767	W097264157	-97.444881	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	I13-H  HI ILS/DME RW13	NQI	10	KZ	NQI	US	DUVAL	US		295.0	50.9	N27295749	27.499303	W097481989	-97.805525	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	I13-H  HI ILS/DME RW13	THX	10	KZ	THX	US	DUVAL	US		28.9	39.8	N28301799	28.504997	W098090168	-98.150467	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	T13-H  HI TACAN RW13	COT	10	KZ	COT	US	DUVAL	US		307.7	40.1	N28274324	28.462011	W099070675	-99.118542	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	T13-H  HI TACAN RW13	CRP	10	KZ	CRP	US	DUVAL	US		265.1	61.5	N27541356	27.903767	W097264157	-97.444881	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	T13-H  HI TACAN RW13	NQI	10	KZ	NQI	US	DUVAL	US		295.0	50.9	N27295749	27.499303	W097481989	-97.805525	N27582160	27.972667	W098360120	-98.600333	200505
US93663	3	T13-H  HI TACAN RW13	THX	10	KZ	THX	US	DUVAL	US		28.9	39.8	N28301799	28.504997	W098090168	-98.150467	N27582160	27.972667	W098360120	-98.600333	200505
US93695	3	I06R   ILS RW06R	TFD	10	KZ	TFD	US	JIPSY	US	07000	321.0	46.0	N32530909	32.885860	W111543138	-111.908718	N32115999	32.199997	W111295314	-111.498094	200211
US93695	3	I06R   ILS RW06R	TUS	10	KZ	TUS	US	DRIBB	US	06000	76.2	23.1	N32054268	32.095190	W110545353	-110.914868	N32045590	32.082194	W111220771	-111.368808	200211
US93695	3	O06R   GPS RW06R(OVERLAY)	RYN	10	KZ	RYN	US	WHITN	US	04700	75.4	6.3	N32081818	32.138383	W111094145	-111.161515	N32075457	32.131825	W111170682	-111.285228	200208
US93695	3	O06R   GPS RW06R(OVERLAY)	TUS	10	KZ	TUS	US	RYN	US	06000	269.7	12.8	N32054268	32.095190	W110545353	-110.914868	N32081818	32.138383	W111094145	-111.161515	200208
US93695	3	Q06R   NDB/DME RW06R	RYN	10	KZ	RYN	US	WHITN	US	04700	75.4	6.3	N32081818	32.138383	W111094145	-111.161515	N32075457	32.131825	W111170682	-111.285228	200208
US93695	3	Q06R   NDB/DME RW06R	TUS	10	KZ	TUS	US	RYN	US	06000	269.7	12.8	N32054268	32.095190	W110545353	-110.914868	N32081818	32.138383	W111094145	-111.161515	200208
US93793	3	I13    ILS RW13	GGG	10	KTYR	GGG	US	INDOO	US	02500	263.0	36.4	N32250391	32.417753	W094451150	-94.753194	N32245672	32.415756	W095281065	-95.469625	200105
US93844	3	D12    VOR/DME RW12	SNY	10	KZ	SNY	US	CHAKO	US	06100	310.0	5.0	N41054800	41.096667	W102585886	-102.983017	N41094770	41.163250	W103025777	-103.049380	200307
US93844	3	T12    TACAN RW12	SNY	10	KZ	SNY	US	CHAKO	US	06100	310.0	5.0	N41054800	41.096667	W102585886	-102.983017	N41094770	41.163250	W103025777	-103.049380	200307
US94057	3	I10    ILS RW10	COLUM	10	KBWI	COLUM	US	JEANS	US	01500	284.9	5.1	N39110812	39.185589	W076530085	-76.883569	N39104623	39.179508	W076462714	-76.774206	200206
US94057	3	I10    ILS RW10	DATED	10	KBWI	DATED	US	COLUM	US	02500	312.6	4.9	N39134292	39.228588	W076582121	-76.972557	N39110812	39.185589	W076530085	-76.883569	200206
US94135	3	EVORA  VORDME-A	ADM	10	KZ	ADM	US	JRDAN	US	03000	33.3	39.3	N34124165	34.211569	W097100597	-97.168325	N34430892	34.719144	W096395399	-96.664997	200402
US94135	3	EVORA  VORDME-A	MLC	10	KZ	MLC	US	ADH	US	03000	78.6	43.9	N34505805	34.849458	W095465626	-95.782295	N34480920	34.802556	W096401230	-96.670083	200402
US94135	3	EVORA  VORDME-A	MLC	20	KZ	ADH	US	JRDAN	US	03000	351.1	5.0	N34480920	34.802556	W096401230	-96.670083	N34430892	34.719144	W096395399	-96.664997	200402
US94199	3	I03    ILS RW03	JORDA	10	PHNY	JORDA	US	TEXKE	US	03000	60.0	7.9	N20394234	20.661760	W157160495	-157.268042	N20422595	20.707208	W157080942	-157.135950	200213
US94199	3	I03    ILS RW03	LNY	10	PHNY	LNY	US	EYEPO	US	03000	36.7	2.7	N20455220	20.764500	W156580800	-156.968889	N20440261	20.734058	W157001583	-157.004397	200213
US94199	3	S03    VOR RW03	JORDA	10	PHNY	JORDA	US	TEXKE	US	02000	60.0	7.9	N20394234	20.661760	W157160495	-157.268042	N20422595	20.707208	W157080942	-157.135950	200309
US94474	3	O25    GPS RW25(OVERLAY)	GVO	10	KSBA	GVO	US	ZACKS	US	06000	278.8	20.7	N34315271	34.531308	W120052790	-120.091083	N34230924	34.385900	W119424450	-119.712361	199912
US94474	3	O25    GPS RW25(OVERLAY)	RZS	10	KSBA	RZS	US	ZACKS	US	06000	324.5	8.0	N34303428	34.509524	W119461561	-119.771001	N34230924	34.385900	W119424450	-119.712361	199912
US94474	3	S25    VOR RW25	GVO	10	KSBA	GVO	US	ZACKS	US	06000	278.8	20.7	N34315271	34.531308	W120052790	-120.091083	N34230924	34.385900	W119424450	-119.712361	199912
