SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE
YBD750		D	BANANA CREEK CORRIDOR	YBBB	DOD (AIR FORCE)	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM		200009
YBD762		D	CARINS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	003500AMSL	SURFACE	CONT DAYS		200107
YBD764		D	TOWNSVILLE	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200009
YBD765		D	TOWNSVILLE	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	000500AMSL	SURFACE	CONT		200212
YBD769A		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200013
YBD769B		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200009
YBD771A		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200212
YBD771B		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200212
YBD771C		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	003500AMSL	SURFACE	CONT DAYS		200212
YBD771D		D	CAIRNS	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	CONT DAYS		200212
YBD812		D	YAMPI SOUND	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200011
YBD813		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200011
YBD814		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200011
YBD815		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200011
YBD816		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200011
YBD817		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	BY NOTAM		200011
YBD818		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	BY NOTAM		200011
YBD819		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	BY NOTAM		200011
YBD820		D	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	BY NOTAM		200011
YBR209		R	DELAMERE	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200307
YBR211		R	KANGAROO FLAT	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200204
YBR216		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	002000AMSL	SURFACE	BY NOTAM		200009
YBR223		R	WALER BARRACKS	YBBB	DOD (ARMY)	WGE	WGE				L	003400AMSL	BY NOTAM	BY NOTAM		200009
YBR224A		R	MT BUNDEY	YBBB	DOD (ARMY)	WGE	WGE				B	FL195	SURFACE	CONT		200212
YBR224B		R	MT BUNDEY	YBBB	DOD (ARMY)	WGE	WGE				H	BY NOTAM	FL195	BY NOTAM		200212
YBR225		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	09500AMSL	BY NOTAM		200412
YBR226A		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	09500AMSL	BY NOTAM		200412
YBR226B		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	09500AMSL	BY NOTAM		200412
YBR230A		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200009
YBR230B		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR230C		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR230D		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200009
YBR230E		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200009
YBR230F		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200009
YBR241		R	DELAMERE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200009
YBR247		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200412
YBR248A		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM		200407
YBR248B		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				L	BY NOTAM	10000AMSL	BY NOTAM		200407
YBR249		R	TINDAL	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	10000AMSL	CONT		200412
YBR264A		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264B		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264C		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264D		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264E		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264F		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264G		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264H		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200512
YBR264J		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200512
YBR264K		R	DARWIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200512
YBR268		R	KOOLENDONG	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200303
YBR269		R	ANGALARRI NORTH	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200303
YBR270		R	ANGALARRI SOUTH	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200303
YBR414		R	URALLA	YBBB	DOD (ARMY)	WGE	WGE				L	007500AMSL	SURFACE	BY NOTAM		200009
YBR489		R	TASMAN SEA	YBBB	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200011
YBR524		R	CULGOORA	YBBB	CSIRO	WGE	WGE				L	002500AMSL	SURFACE	CONT		200212
YBR532A		R	SINGLETON	YBBB	D0D (ARMY)	WGE	WGE				L	004000AMSL	SURFACE	CONT		200603
YBR532B		R	SINGLETON	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200405
YBR533		R	DENMAN	YBBB	DOD (ARMY)	WGE	WGE				L	003500AMSL	SURFACE	CONT		200009
YBR537		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	004000AMSL	02500AMSL	CONT		200406
YBR547A		R	TAMWORTH	YBBB	DOD (ARMY)	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM		200009
YBR547B		R	TAMWORTH	YBBB	DOD (ARMY)	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM		200009
YBR559A		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL260	07500AMSL	BY NOTAM		200313
YBR559B		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL260	10000AMSL	BY NOTAM		200313
YBR559C		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL210	10000AMSL	BY NOTAM		200313
YBR559D		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL260	10000AMSL	BY NOTAM		200313
YBR559E		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL210	10000AMSL	BY NOTAM		200313
YBR559F		R	RICHMOND	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL260	BY NOTAM		200313
YBR578A		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	05000AMSL	CONT		200009
YBR578B		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	CONT		200009
YBR578C		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	04500AMSL	CONT		200009
YBR578D		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	02500AMSL	CONT		200009
YBR578E		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	010000AMSL	SURFACE	CONT		200014
YBR580		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	04500AMSL	CONT		200405
YBR583A		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	SURFACE	CONT		200406
YBR583B		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM		200208
YBR587A		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL125	CONT		200208
YBR587B		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	FL125	BY NOTAM		200507
YBR595		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	SURFACE	CONT		200208
YBR596		R	WILLIAMTOWN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL120	SURFACE	CONT		200212
YBR603		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM		200303
YBR604A		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	04000AMSL	BY NOTAM		200303
YBR604B		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL245	FL125	BY NOTAM		200303
YBR605A		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL125	04000AMSL	BY NOTAM		200303
YBR605B		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL245	FL125	BY NOTAM		200303
YBR605C		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL245	BY NOTAM		200303
YBR607A		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL245	FL125	BY NOTAM		200303
YBR607B		R	SCHERGER	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL245	BY NOTAM		200303
YBR608		R	LONGREACH	YBBB	DOD (AIR FORCE)	WGE	WGE				L	008200AMSL	SURFACE	CONT		200011
YBR609		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR633		R	GREENBANK	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200111
YBR634A		R	CANUNGRA	YBBB	DOD (ARMY)	WGE	WGE				B	003800AMSL	SURFACE	CONT		200507
YBR634B		R	CANUNGRA	YBBB	DOD (ARMY)	WGE	WGE				B	008500AMSL	03800AMSL	BY NOTAM		200507
YBR640A		R	WALLANGARRA	YBBB	DOD (ARMY)	WGE	WGE				L	004500AMSL	SURFACE	CONT		200009
YBR640B		R	WALLANGARRA	YBBB	DOD (ARMY)	WGE	WGE				L	008000AMSL	04500AMSL	BY NOTAM		200011
YBR641A		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	01000AMSL	CONT		200014
YBR641B		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	SURFACE	CONT		200014
YBR641C		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL160	08000AMSL	CONT		200014
YBR641D		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL410	FL160	BY NOTAM		200014
YBR641E		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	SURFACE	CONT		200014
YBR641F		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL160	08000AMSL	CONT		200014
YBR641G		R	EVANS HEAD	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL410	FL160	BY NOTAM		200014
YBR643A		R	OAKEY	YBBB	DOD (ARMY)	WGE	WGE				L	006500AMSL	SURFACE	CONT		200009
YBR643B		R	OAKLEY	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200009
YBR643C		R	OAKEY	YBBB	DOD (ARMY)	WGE	WGE				L	006500AMSL	02000AMSL	CONT		200011
YBR655		R	OAKEY	YBBB	DOD (ARMY)	WGE	WGE				B	FL125	06500AMSL	CONT		200009
YBR660A		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				L	004500AMSL	02500AMSL	CONT		200412
YBR660B		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				L	006500AMSL	04500AMSL	CONT		200412
YBR660C		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL180	06500AMSL	CONT		200502
YBR660D		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				H	BY NOTAM	FL180	BY NOTAM		200413
YBR660E		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL180	FL125	BY NOTAM		200413
YBR660F		R	AMBERLEY	YBBB	DOD (AIR FORCE)	WGE	WGE				H	BY NOTAM	FL180	BY NOTAM		200413
YBR676		R	CAPE MORETON	YBBB	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR677A		R	BRISBANE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	SURFACE	CONT		200405
YBR677B		R	BRISBANE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	SURFACE	CONT		200014
YBR680		R	AKENS ISLAND	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR681A		R	WIDE BAY	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200507
YBR681B		R	WIDE BAY	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200507
YBR682		R	TOWNSHEND ISLAND	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR683		R	CAPE CLINTON	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR684A		R	MOUNT HUMMOCK	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200009
YBR684B		R	MOUNT HUMMOCK	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	02000AMSL	BY NOTAM		200009
YBR686		R	TRIANGULAR ISLAND	YBBB	DOD (ARMY)	WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM		200303
YBR687A		R	RASPBERRY CREEK	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200009
YBR687B		R	RASPBERRY CREEK	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	02000AMSL	BY NOTAM		200009
YBR689		R	SHOALWATER BAY	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR693		R	ELLIOT	YBBB	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR695A		R	HERBERT CREEK	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200009
YBR695B		R	HERBERT CREEK	YBBB	DOD (ARMY)	WGE	WGE				L	006000AMSL	02000AMSL	BY NOTAM		200303
YBR695C		R	HERBERT CREEK	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	06000AMSL	BY NOTAM		200009
YBR709		R	ROCKHAMPTON	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200009
YBR725		R	SAUMAREZ REEF	YBBB	DOD (AIR FORCE)	WGE	WGE				L	BY NOTAM	BY NOTAM	BY NOTAM		200313
YBR736A		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005000AMSL	SURFACE	BY NOTAM		200313
YBR736B		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200313
YBR737A		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	07000AMSL	BY NOTAM		200406
YBR737B		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	07000AMSL	BY NOTAM		200406
YBR737C		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	07000AMSL	BY NOTAM		200406
YBR737D		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	07000AMSL	BY NOTAM		200406
YBR739A		R	TOWNSVILLE	YBBB	DOD  (AIR FORCE)	WGE	WGE				B	005000AMSL	SURFACE	BY NOTAM		200406
YBR739B		R	TOWNSVILLE	YBBB	DOD  (AIR FORCE)	WGE	WGE				B	BY NOTAM	05000AMSL	BY NOTAM		200406
YBR740A		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005000AMSL	SURFACE	BY NOTAM		200312
YBR740B		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				H	BY NOTAM	05000AMSL	BY NOTAM		200312
YBR741A		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				L	005000AMSL	SURFACE	BY NOTAM		200312
YBR741B		R	TOWNSVILLE	YBBB	DOD (AIR FORCE)	WGE	WGE				H	BY NOTAM	05000AMSL	BY NOTAM		200312
YBR747		R	RATTLESNAKE ISLAND	YBBB	DOD (AIR FORCE)	WGE	WGE				L	BY NOTAM	SURFACE	BY NOTAM		200412
YBR748		R	HALIFAX BAY	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	SURFACE	BY NOTAM		200009
YBR766		R	MICHAELMAS CAY	YBBB	AIRSERVICES AUSTRALIA	WGE	WGE				L	003000AMSL	SURFACE	CONT		200013
YBR767		R	CAIRNS	YBBB	DOD (NAVY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200009
YBR768		R	MT STUART	YBBB	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200303
YBR778		R	CAIRNS ( OUTER REEF )	YBBB	DOD (NAVY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200009
YBR783		R	LIZARD ISLAND	YBBB	DOD (NAVY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200009
YBR785A		R	TULLY	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR785B		R	TULLY	YBBB	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200009
YBR801		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				L	003500AMSL	SURFACE	BY NOTAM		200009
YBR802A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL200	03500AMSL	BY NOTAM		200011
YBR802B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	FL200	BY NOTAM		200011
YBR803A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL200	05500AMSL	BY NOTAM		200011
YBR803B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	FL200	BY NOTAM		200011
YBR804A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL200	05500AMSL	BY NOTAM		200011
YBR804B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR805A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL200	05500AMSL	BY NOTAM		200011
YBR805B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR806A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL200	05500AMSL	BY NOTAM		200011
YBR806B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	FL600	FL200	BY NOTAM		200011
YBR807A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL200	FL125	BY NOTAM		200303
YBR807B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR808A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL200	FL125	BY NOTAM		200303
YBR808B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR809A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL200	FL125	BY NOTAM		200303
YBR809B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR810A		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL200	FL125	BY NOTAM		200303
YBR810B		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL200	BY NOTAM		200303
YBR811		R	CURTIN	YBBB	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200011
YMD104A		D	JANDAKOT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	002500AMSL	SURFACE	CONT		200507
YMD104B		D	JANDAKOT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	003500AMSL	SURFACE	CONT		200507
YMD104C		D	JANDAKOT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	006000AMSL	SURFACE	CONT		200507
YMD106		D	TELFER GOLD MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001600AMSL	SURFACE	CONT 2300-0000Z,0430-0530Z,0700-0800Z		200009
YMD107		D	MOUNT MAGNET	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002000AMSL	SURFACE	CONT 0400-0500Z, 0900-1000Z		200106
YMD121		D	COSSACK PIONEER	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT		200212
YMD125		D	BROOKLANDS	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	006500AMSL	SURFACE	CONT DAYS		200014
YMD126		D	SWANBOURNE	YMMM	DOD (ARMY)	WGE	WGE				L	001500AMSL	SURFACE	CONT		200011
YMD127		D	PANNAWONICA	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	003700AMSL	SURFACE	CONT		200009
YMD128		D	NORTHAM	YMMM	DOD (ARMY)	WGE	WGE				L	002500AMSL	SURFACE	CONT		200011
YMD130		D	WARRAMBO HILL	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002100AMSL	SURFACE	CONT		200009
YMD133		D	GOODWYN ALPHA	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT		200009
YMD136		D	ALBANY	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001100AMSL	SURFACE	CONT DAYS		200410
YMD142		D	PORPHYRY GOLD MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001700AMSL	SURFACE	CONT DAYS		200009
YMD147		D	WILLOWDALE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	003000AMSL	SURFACE	CONT		200202
YMD150		D	WITHNELL BAY	YMMM	AIRSERVICES AUSTRALIA	N	WGE				L	002000AMSL	SURFACE	CONT		200009
YMD151		D	NORTH RANKIN	YMMM	AIRSERVICES AUSTRALIA	N	WGE				L	001500AMSL	SURFACE	CONT		200009
YMD158A		D	MERREDIN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	005000AMSL	SURFACE	CONT		200009
YMD158B		D	MERREDIN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	008000AMSL	05000AMSL	CONT		200009
YMD159		D	HUNTLY	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	003000AMSL	SURFACE	CONT		200205
YMD164		D	COOLILUP	YMMM	DOD (ARMY)	WGE	WGE				L	001500AMSL	SURFACE	CONT		200011
YMD172		D	KARRATHA	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	000500AMSL	SURFACE	MON-FRI EXC HOL 2200-0900Z		200009
YMD173		D	PROHIBITION MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002300AMSL	SURFACE	CONT DAYS		200009
YMD174		D	MOUNT TOM PRICE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	003800AMSL	SURFACE	CONT		200009
YMD177		D	PHAR LAP MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002300AMSL	SURFACE	CONT DAYS		200009
YMD193		D	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	004000AMSL	SURFACE	MON-FRI EXC HOL DAYS		200410
YMD194		D	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	002000AMSL	SURFACE	MON-FRI EXC HOL DAYS		200014
YMD195		D	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	004000AMSL	SURFACE	MON-FRI EXC HOL DAYS		200014
YMD197		D	MUCHEA RANGE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200011
YMD239		D	OLYMPIC DAM	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	000900AMSL	SURFACE	0700 - 0830		200307
YMD258A		D	BURRA	YMMM	DOD (RAAF)	WGE	WGE				L	008500AMSL	SURFACE	CONT DAYS		200307
YMD258B		D	BURRA	YMMM	DOD (RAAF)	WGE	WGE				L	009500AMSL	SURFACE	CONT DAYS		200405
YMD258C		D	BURRA	YMMM	DOD (RAAF)	WGE	WGE				L	FL150	SURFACE	CONT DAYS		200307
YMD271		D	IRON MINES	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	005000AMSL	SURFACE	CONT		200009
YMD274		D	MOOMBA	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	FL150	SURFACE	CONT		200009
YMD277		D	PARAFIELD	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200113
