BDRY_IDENT	TYPE	NAME	ICAO	CON_AUTH	LOC_HDATUM	WGS_DATUM	COMM_NAME	COMM_FREQ1	COMM_FREQ2	CLASS	CLASS_EXC	CLASS_EX_RMK	LEVEL	UPPER_ALT	LOWER_ALT	RNP	CYCLE_DATE
UG00025	11	TBILISI TCA	UGTB	APP CON	WGE	WGE	APP	127.200 M		C			L	FL115	04500AMSL		200605
UG00026	11	TBILISI TCA SCTR 1	UGTB	APP CON	WGE	WGE	APP	127.200 M		C			L	FL115	04500AMSL		200605
UG00027	11	TBILISI TCA SCTR 2	UGTB	APP CON	WGE	WGE	APP	127.200 M		C			L	FL115	06000AMSL		200605
UG00028	11	TBILISI TCA SCTR 3	UGTB	APP CON	WGE	WGE	APP	127.200 M		C			L	FL115	07000AMSL		200605
UG00029	11	TBILISI TCA SCTR 4	UGTB	APP CON	WGE	WGE	APP	127.200 M		C			L	FL115	05000AMSL		200605
UG00031	07	KUTAISI CTLZ	UGKO	TWR	WGE	WGE	TWR	125.5   M		C	Y	CLASS G 1600-0400Z++.;	L	001500AMSL	GND		200410
UG00032	11	KUTAISI TCA	UGKO	TWR	WGE	WGE	TWR	127.1   M		C	Y	WHEN TWR INOP CLASS G	L	FL115	01500AMSL		200605
UG00033	11	KUTAISI TCA SCTR 1	UGTB	TBILISI APP 2	WGE	WGE	APP	127.100 M		C	Y	WHEN APP INOP CLASS G	L	FL115	03000AMSL		200605
UG00034	11	KUTAISI TCA SCTR 2	UGTB	TBILISI APP 2	WGE	WGE	APP	127.100 M		C	Y	WHEN APP INOP CLASS G	L	FL115	02500AMSL		200605
UG00035	11	KUTAISI TCA SCTR 3	UGTB	TBILISI APP 2	WGE	WGE	APP	127.100 M		C	Y	WHEN APP INOP CLASS G	L	FL115	05000AMSL		200605
UG00036	11	KUTAISI TCA SCTR 4	UGTB	TBILISI APP 2	WGE	WGE	APP	127.100 M		C	Y	WHEN APP INOP CLASS G	L	FL115	03000AMSL		200605
UG00037	11	KUTAISI TCA SCTR 5	UGTB	TBILISI APP 2	WGE	WGE	APP	127.100 M		C	Y	WHEN APP INOP CLASS G	L	FL115	01500AMSL		200605
UG00043	11	BATUMI TCA	UGTB	TWR	WGE	WGE	TWR	120.0   M		C	Y	WHEN TWR INOP CLASS G	L	FL115	01500AMSL		200604
UG00044	11	BATUMI TCA SCTR 1	UGTB	TWR	WGE	WGE	TWR	120.0   M		C	Y	WHEN TWR INOP CLASS G	L	FL115	06000AMSL		200604
UG00045	11	BATUMI TCA SCTR 2	UGTB	TWR	WGE	WGE	TWR	120.0   M		C	Y	WHEN TWR INOP CLASS G	L	FL115	01500AMSL		200604
UG00046	07	BATUMI CTLZ	UGSB	BUTUMI TOWER	WGE	WGE	BUTUMI TWR	120.0   M		C			L	001500AMSL	GND		200410
UH00001	06	EKIMCHAN CTA	UHBP	EKIMCHAN CONTROL	U	WGE	CON	134.0   M	4465    K	A			B	UNLTD	GND		200410
UH00002	11	PETROPAVLOVSK-KAMCHATSKY/YELIZOVO TCA	UHPP	APP	U	WGE	PETROPAVLOVSK KRUG	119.4   M					B	FL299	GND		200608
UH00003	06	MARKOVO CTA	UHMO	ACC	U	WGE	CON AND CNTR	132.1   M	135.4   M	A			B	UNLTD	GND		200610
UH00004	08	ANADYR FIR	UHMA	ACC	U	WGE	RDO	5550    K	2884    K	A			B	UNLTD	GND		200610
UH00005	06	ANADYR CTA	UHMA	ACC	U	WGE	CNTR	135.4   M	131.0   M	A			B	UNLTD	GND		200610
UH00007	06	BLAGOVESHCHENSK CTA	UHBB	BLAGOVESCHENSK CONTROL	U	WGE	CON	123.5   M	126.6   M	A			B	UNLTD	GND		200606
UH00008	06	ARKHARA CTA	UHBA	ACC	U	WGE	CON	133.3   M	6589    K	A			B	UNLTD	GND		200610
UH00009	11	VLADIVOSTOK/KNEVICHI TCA	UHWW	APP	U	WGE	APP	128.5   M					B	FL266	GND		200411
UH00010	08	NIKOLAYEVSK-NA-AMURE FIR	UHNN	ACC	U	WGE	NIKOLAYEVSK RDO	134.6   M	5557    K	A			B	UNLTD	GND		200610
UH00011	06	NIKOLAYEVSK-NA-AMURE CTA	UHNN	NIKOLAYEVSK CONTROL	U	WGE	CON	134.6   M		A			B	UNLTD	GND		200607
UH00013	06	MAGDAGACHI CTA	UHBI	MAGDAGACHI CONTROL	U	WGE	CON	129.4   M	4465    K	A			B	UNLTD	GND		200410
UH00014	06	KEPERVEYEM CTA	UHMK	KEPERVEYEM CONTROL	U	WGE	CON	132.6   M		A			B	UNLTD	GND		200511
UH00018	06	MILKOVO CTA	UHPM	MILKOVO CONTROL	U	WGE	CON	126.0   M		A			B	FL266	GND		200510
UH00022	06	OMOLON CTA	UHMN	OMOLON CONTROL	U	WGE	CON	132.3   M		A			B	UNLTD	GND		200410
UH00025	08	MYS SHMIDTA FIR	UHMI	SHMIDTA CONTROL	U	WGE	CON	135.1   M		A			B	UNLTD	GND		200607
UH00026	06	MYS SHMIDTA CTA	UHMI	SHMIDTA CONTROL	U	WGE	CON	135.1   M		A			B	UNLTD	GND		200607
UH00027	08	SOVETSKAYA GAVAN FIR	UHKM	SOVETSKAYA GAVAN CONTROL	U	WGE	CON	135.1   M	7870    K	A			B	UNLTD	GND		200607
UH00028	06	SOVETSKAYA GAVAN CTA	UHKM	SOVETSKAYA GAVAN CONTROL	U	WGE	CON	135.1   M	7870    K	A			B	UNLTD	GND		200607
UH00029	11	ANADYR/UGOLNY TCA	UHMA	APP	U	WGE	APP	124.0   M					B	FL148	GND		200610
UH00031	11	YUZHNO-SAKHALINSK/KHOMUTOVO TCA	UHSS	APP	U	WGE	KRUG	120.6   M					B	FL138	GND		200610
UH00032	11	PROVIDENIYA BAY TCA	UHMD	APP	U	WGE	TWR	119.3   M					B	FL200	GND		200610
UH00033	11	MAGADAN /SOKOL TCA	UHMM	MAGADAN APP	U	WGE	APP	126.9   M	124.0   M				B	FL148	GND		200607
UH00034	11	BLAGOVESHCHENSK/IGNATYEVO TCA	UHBB	BLAGOVESCHENSK KRUG	U	WGE	KRUG	127.2   M					L	FL118	GND		200607
UH00035	06	MAGADAN OCEANIC CTA	UHMM	ACC	U	WGE	RDO	11390   K	8837    K	A			B	UNLTD	GND		200609
UH00036	08	MAGADAN OCEANIC FIR	UHMM	ACC	U	WGE	RDO	11390   K	8837    K	G			B	UNLTD	GND		200609
UH00038	06	MAGADAN CTA NORTH SCTR	UHMM	ACC	U	WGE	RDO	133.4   M	5550    K	A			B	UNLTD	GND		200609
UH00040	06	MAGADAN CTA SOUTH SCTR	UHMM	ACC	U	WGE	RDO	135.6   M	6692    K	A			B	UNLTD	GND		200609
UH00041	08	MAGADAN FIR	UHMM	ACC	U	WGE	RDO	133.4   M	135.6   M	A			B	UNLTD	GND		200610
UH00042	06	MAGADAN CTA	UHMM	ACC	U	WGE	RDO	133.4   M	135.6   M	A			B	UNLTD	GND		200609
UH00047	08	YUZHNO-SAKHALINSK FIR	UHSS	YUZHNO-SAKHALINSK CONTROL	U	WGE	CON	129.4   M	124.0   M	G			B	UNLTD	GND		200610
UH00048	06	YUZHNO-SAKHALINSK CTA	UHSS	YUZHNO-SAKHALINSK CONTROL	U	WGE	CON	129.4   M	124.0   M	A			B	UNLTD	GND		200608
UH00050	06	VLADIVOSTOK CTA SCTR 1	UHWW	VLADIVOSTOK CONTROL	U	WGE	CON	135.9   M		A			B	UNLTD	GND		200410
UH00052	06	VLADIVOSTOK CTA SCTR 2	UHWW	VLADIVOSTOK CONTROL	U	WGE	CON	134.1   M	126.9   M	A			B	UNLTD	GND		200604
UH00054	06	VLADIVOSTOK CTA SCTR 3	UHWW	VLADIVOSTOK CONTROL	U	WGE	CON	133.7   M		A			B	UNLTD	GND		200410
UH00055	08	VLADIVOSTOK FIR	UHWW	VLADIVOSTOK RADIO	U	WGE	RDO	6589    K	3461    K	A			B	UNLTD	GND		200610
UH00056	06	VLADIVOSTOK CTA	UHWW	VLADIVOSTOK CONTROL	U	WGE				A			B	UNLTD	GND		200605
UH00057	08	KOMSOMOLSK-NA-AMURE FIR	UHKK	KHABAROVSK CONTROL	U	WGE	KHABAROVSK CON	120.9   M		A			B	UNLTD	GND		200607
UH00058	06	KOMSOMOLSK-NA-AMURE CTA	UHKK	KHABAROVSK CONTROL	U	WGE	KHABAROVSK CON	120.9   M		A			B	UNLTD	GND		200603
UH00059	08	KOMSOMOLSK-NA-AMURE LOW FIR	UHKK	KHABAROVSK CONTROL	U	WGE	KHABAROVSK CON	120.9   M		A			B	FL236	GND		200607
UH00060	06	KOMSOMOLSK-NA-AMURE LOW CTA	UHKK	KHABAROVSK CONTROL	U	WGE	KHABAROVSK CON	120.9   M		A			B	FL236	GND		200603
UH00070	11	KHABAROVSK/NOVY TCA SCTR 0-138	UHHH	KHABAROVSK APROACH	U	WGE	APP	125.2   M					L	FL236	GND		200605
UH00071	11	KHABAROVSK/NOVY TCA SCTR 138-360	UHHH	KHABAROVSK APPROACH	U	WGE	APP	129.3   M					L	FL236	GND		200410
UH00072	11	KHABAROVSK/NOVY TCA	UHHH	KHABAROVSK APP CON	U	WGE	APP						L	FL236	GND		200605
UH00081	08	KHABAROVSK FIR	UHHH	KHABAROVSK ACC	U	WGE	RDO	10048   K	2932    K	A	Y	ALL FIR AIRSPACE OVER WATER, NOT WITHIN AN AIRWAY IS CLASS CLASS G	B	UNLTD	GND		200607
UH00082	06	KHABAROVSK CTA	UHHH	KHABAROVSK ACC	U	WGE	CON						B	UNLTD	GND		200605
UH00083	08	KHABAROVSK HIGH FIR	UHHH	KHABAROVSK ACC	U	WGE	RDO	10048   K	2932    K	A			B	UNLTD	FL236		200607
UH00084	06	KHABAROVSK HIGH CTA	UHHH	KHABAROVSK ACC	U	WGE	CON			A			B	UNLTD	FL236		200605
UH00086	06	KHABAROVSK CTA SCTR 2	UHHH	KHABAROVSK CONTROL	U	WGE	CON	124.5   M		A			B	UNLTD	FL236		200410
UH00088	06	KHABAROVSK CTA SCTR 3	UHHH	KHABAROVSK CONTROL	U	WGE	CON	128.8   M		A			B	UNLTD	GND		200410
UH00090	06	KHABAROVSK CTA SCTR 3 HIGH	UHHH	KHABAROVSK CONTROL	U	WGE	CON	128.8   M		A			B	UNLTD	FL236		200410
UH00094	06	KHABAROVSK CTA SCTR 4	UHHH	KHABAROVSK CONTROL	U	WGE	CON	128.3   M		A			B	UNLTD	GND		200410
UH00096	06	KHABAROVSK CTA SCTR 4 HIGH	UHHH	KHABAROVSK ACC	U	WGE	CON	128.3   M		A			B	UNLTD	FL236		200605
UH00098	06	KHABAROVSK CTA SCTR 5	UHHH	KHABAROVSK ACC	U	WGE	CON	127.1   M	128.8   M	A			B	UNLTD	GND		200605
UH00099	08	OKHA FIR	UHSH	OKHA CONTROL	U	WGE	CON	119.5   M	6692    K	A			B	UNLTD	GND		200607
UH00100	06	OKHA CTA	UHSH	OKHA CONTROL	U	WGE	CON	119.5   M	3102    K	A			B	UNLTD	GND		200607
UH00101	06	PEVEK CTA	UHMP	ACC	U	WGE	CON	134.1   M		A			B	UNLTD	GND		200610
UH00102	08	PEVEK FIR	UHMP	ACC	U	WGE	CON	134.1   M		A			B	UNLTD	GND		200610
UH00200	08	PETROPAVLOVSK-KAMCHATSKY FIR	UHPP	ACC	U	WGE	PETROPAVLOVSK CON	135.4   M	11285   K	G			B	UNLTD	GND		200608
UH00201	06	PETROPAVLOVSK-KAMCHATSKY CTA	UHPP	ACC	U	WGE	PETROPAVLOVSK CON	135.4   M	11285   K	A			B	UNLTD	GND		200608
UH00300	08	UST-BOLSHERETSK FIR	UHPB	UST-BOLSHERETSK CONTROL	U	WGE	CON	134.3   M	11327   K	A			B	UNLTD	GND		200607
UH00301	06	UST-BOLSHERETSK CTA	UHPB	UST-BOLSHERETSK CONTROL	U	WGE	CON	134.3   M	11327   K	A			B	UNLTD	GND		200607
UH00400	08	UST-KHAIRYUZOVO FIR	UHPU	UST-KHAIRYUZOVO CONTROL	U	WGE	CON	128.0   M		A			B	FL266	GND		200510
UH00401	06	UST-KHAIRYUZOVO CTA	UHPU	UST-KHAIRYUZOVO CONTROL	U	WGE	CON	128.0   M		A			B	FL266	GND		200603
UH00500	08	UST-KAMCHATSK FIR	UHPK	UST-KAMCHATSK CONTROL	U	WGE	CON	133.8   M		A			B	FL266	GND		200510
UH00501	06	UST-KAMCHATSK CTA	UHPK	UST-KAMCHATSK CONTROL	U	WGE	CON	133.8   M		A			B	FL266	GND		200603
UH00600	08	OSSORA  FIR	UHPD	OSSORA CONTROL	U	WGE	CON	134.6   M		A			B	FL266	GND		200410
UH00601	06	OSSORA  CTA	UHPD	OSSORA CONTROL	U	WGE	CON	134.6   M		A			B	FL266	GND		200603
UH00700	08	TILICHIKI  FIR	UHPT	TILICHIKI CONTROL	U	WGE	CON	133.6   M	4720    K	A			B	FL266	GND		200410
UH00701	06	TILICHIKI CTA	UHPT	TILICHIKI CONTROL	U	WGE	CON	133.6   M	4720    K	A			B	FL266	GND		200603
UH00801	06	OKHOTSK CTA	UHOO	OKHOTSK CONTROL	U	WGE	CON	133.6   M	6692    K	A			B	UNLTD	GND		200609
UI00001	06	BODAYBO CTA	UIKB	ACC	U	WGE	CON	129.6   M	4728    K	A			B	UNLTD	GND		200609
UI00002	06	BODAYBO CTA SCTR NORTHWEST	UIKB	ACC	U	WGE	CON	129.6   M	4728    K	A			B	UNLTD	FL226		200609
UI00003	06	KIRENSK CTA	UIKK	ACC	U	WGE	RDO	5568    K	2986    K	A			B	UNLTD	GND		200609
UI00004	06	KIRENSK CTA SCTR 1	UIKK	ACC	U	WGE	CON	135.4   M		A			B	UNLTD	GND		200609
UI00005	06	KIRENSK CTA SCTR 2	UIKK	ACC	U	WGE	CON	133.3   M		A			B	UNLTD	GND		200609
UI00006	06	KIRENSK CTA SCTR NORTHEAST	UIKK	ACC	U	WGE	CON	133.3   M		A			B	UNLTD	FL226		200609
UI00009	06	MOGOCHA CTA	UIAM	MOGOCHA CONTROL	U	WGE	CON	132.3   M	6589    K	A			B	UNLTD	GND		200603
UI00011	11	BRATSK TCA	UIBB	BRATSK APP	U	WGE	CON	132.2   M					B	FL200	GND		200607
UI00012	11	CHITA/KADALA TCA	UIAA	CHITA APPROACH  CONTROL	U	WGE	KRUG	122.0   M					B	FL118	GND		200410
UI00013	11	ULAN-UDE/MUKHINO TCA	UIUU	APP CON	U	WGE	APP	129.3   M					B	FL197	GND		200610
UI00014	11	IRKUTSK TCA	UIII	IRKUTSK APCH	U	WGE	APP	125.2   M					B	FL200	GND		200607
UI00017	06	BRATSK CTA	UIBB	BRATSK ACC	U	WGE	CON	132.2   M	6704    K	A			B	UNLTD	GND		200607
UI00018	06	CHITA CTA SCTR W	UIAA	CHITA CONTROL	U	WGE	CON	135.6   M		A			B	UNLTD	GND		200607
UI00019	06	CHITA CTA SCTR E	UIAA	CHITA CONTROL	U	WGE	CON	134.9   M		A			B	UNLTD	GND		200607
UI00020	06	CHITA CTA	UIAA	CHITA CONTROL	U	WGE	CON	126.0   M	123.5   M	A			B	UNLTD	GND		200602
UI00025	06	IRKUTSK CTA	UIII	IRKUTSK CONTROL	U	WGE				A			B	UNLTD	GND		200607
UI00026	06	IRKUTSK CTA SCTR 1	UIII	IRKUTSK CONTROL	U	WGE	CON	133.4   M	133.8   M	A			B	UNLTD	GND		200605
UI00027	06	IRKUTSK CTA SCTR 2	UIII	IRKUTSK CONTROL	U	WGE	CON	124.7   M	132.8   M	A			B	UNLTD	GND		200605
UI00028	06	IRKUTSK CTA SCTR 3	UIII	IRKUTSK CONTROL	U	WGE	CON	134.1   M	133.8   M	A			B	UNLTD	GND		200605
UK00005	08	KHARKIV FIR	UKHV	KHARKIV ACC	PUK	WGE	CON	129.25  M	128.3   M	C	Y	CLASS G ABOVE FL660, CLASS D 5000 AMSL TO 9500 AMSL	B	UNLTD	GND		200610
UK00010	08	KYIV FIR	UKBV	KYIV ACC	PUK	WGE	CON	132.450 M	132.375 M	C	Y	CLASS G ABOVE FL660, CLASS D 5000 AMSL TO 9500 AMSL	B	UNLTD	GND		200610
UK00015	08	LVIV FIR	UKLV	LVIV ACC	PUK	WGE	CON	135.6   M	125.5   M	C	Y	CLASS G ABOVE FL660, CLASS D 5000 AMSL TO 9500 AMSL	B	UNLTD	GND		200610
UK00020	08	SIMFEROPOL FIR	UKFV	SIMFEROPOL ACC	PUK	WGE	CON	135.5   M		C	Y	CLASS G ABOVE FL660, CLASS D 5000 AMSL TO 9500 AMSL	B	UNLTD	GND		200610
UK00025	08	ODESA FIR	UKOV	ODESA ACC	PUK	WGE	CON	126.9   M		C	Y	CLASS G ABOVE FL660, CLASS D 5000 AMSL TO 9500 AMSL	B	UNLTD	GND		200610
UK00035	11	KYIV TCA TC1	UKBV	KYIV ACC	PUK	WGE	RDR	127.725 M		C			B	FL255	02900AMSL		200605
UK00040	11	KYIV TCA TC2	UKBV	KYIV ACC	PUK	WGE	RDR	124.675 M	127.725 M	C			B	FL255	02900AMSL		200605
UK00045	11	KYIV TCA TC3	UKBV	KYIV ACC	PUK	WGE	RDR	128.175 M	127.725 M	C			B	FL255	02900AMSL		200605
UK00050	11	KYIV TCA TC4	UKBV	KYIV ACC	PUK	WGE	RDR	120.9   M		C			L	006000AMSL	01400AMSL		200605
UK00052	11	KYIV TCA TC5	UKBV	KYIV ACC	PUK	WGE	RDR	123.0   M	122.5   M	C			L	006000AMSL	01500AMSL		200605
UK00054	11	ODESA TC-1 TCA	UKOV	ODESA ACC	PUK	WGE	RDR	120.9   M		D			L	005600AMSL	01100AMSL		200605
UK00055	11	ODESA TC-2 TCA	UKOV	ODESA ACC	PUK	WGE	RDR	127.7   M		D			L	FL195	05000AMSL		200605
UK00060	11	SIMFEROPOL TC-1 TCA	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	124.7   M		D			L	FL195	05000AMSL		200605
UK00062	11	SIMFEROPOL TC-2 TCA	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	119.3   M		D			L	007500AMSL	02400AMSL		200605
UK00065	06	DNIPROPETROVSK CTA	UKHV	DNIPROPETROVSK AUX ACC	PUK	WGE	RDR	128.3   M		C	Y	CLASS D 5000 - 9500 AMSL.	L	FL265	05000AMSL		200610
UK00075	06	SIMFEROPOL CTA SCTR 1	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	135.5   M		C	Y	CLASS D 9500'/5000' AMSL	L	FL660	05000AMSL		200610
UK00080	06	SIMFEROPOL CTA SCTR 2	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	134.3   M		C	Y	CLASS D 9500'/5000' AMSL	B	FL660	05000AMSL		200610
UK00085	06	SIMFEROPOL CTA SCTR 3	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	135.1   M		C	Y	CLASS D 9500'/5000' AMSL	B	FL660	05000AMSL		200610
UK00090	06	SIMFEROPOL CTA SCTR 4	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	120.4   M		C	Y	CLASS D 9500'/5000' AMSL	B	FL345	05000AMSL		200610
UK00093	06	SIMFEROPOL CTA SCTR 5	UKFV	SIMFEROPOL ACC	PUK	WGE	RDR	135.5   M		C			H	FL660	FL345		200606
UK00095	06	KHARKIV CTA NORTH-1	UKHV	KHARKIV ACC	PUK	WGE	RDR	133.9   M	129.250 M	C	Y	CLASS D 5000' TO 9500' AMSL	B	FL265	05000AMSL		200610
UK00100	06	KHARKIV CTA NORTH-2	UKHV	KHARKIV ACC	PUK	WGE	RDR	129.25  M		C			H	FL660	FL265		200605
UK00105	06	KHARKIV CTA SOUTHWEST	UKHV	KHARKIV ACC	PUK	WGE	RDR	135.3   M	135.8   M	C			H	FL660	FL265		200605
UK00110	06	KHARKIV CTA SOUTHEAST	UKHV	KHARKIV ACC	PUK	WGE	RDR	135.8   M		C			H	FL660	FL265		200605
UK00115	06	KYIV CTA SOU	UKBV	KYIV ACC	PUK	WGE	RDR	133.05  M	135.45  M	C			H	FL660	FL305		200605
UK00120	06	KYIV CTA CEN	UKBV	KYIV ACC	PUK	WGE	RDR	136.4   M	132.45  M	C			H	FL660	FL305		200605
UK00125	06	KYIV CTA NTH	UKBV	KYIV ACC	PUK	WGE	RDR	135.15  M	132.375 M	C			H	FL660	FL305		200605
UK00130	06	KYIV CTA MOW	UKBV	KYIV ACC	PUK	WGE	RDR	132.375 M		C	Y	CLASS D 9500/5000AMSL	B	FL305	05000AMSL		200610
UK00135	06	KYIV CTA ODS	UKBV	KYIV ACC	PUK	WGE	RDR	135.45  M		C	Y	CLASS D 9500/5000AMSL	B	FL305	05000AMSL		200610
UK00140	06	KYIV CTA LIV	UKBV	KYIV ACC	PUK	WGE	RDR	132.45  M		C	Y	CLASS D 9500/5000AMSL	B	FL305	05000AMSL		200610
UK00145	06	ODESA CTA SCTR 1	UKOV	ODESA ACC	PUK	WGE	RDR	132.2   M		C	Y	CLASS D 9500'/5000'AMSL.	B	FL660	05000AMSL		200610
UK00150	06	ODESA CTA SCTR 2	UKOV	ODESA ACC	PUK	WGE	RDR	126.9   M		C	Y	CLASS D 9500'/5000'AMSL.;	B	FL275	05000AMSL		200610
UK00155	06	ODESA CTA SCTR 3	UKOV	ODESA ACC	PUK	WGE	RDR	134.675 M	126.9   M	C			B	FL660	FL275		200605
UK00160	06	LVIV CTA CENTER 1	UKLV	LVIV ACC	PUK	WGE	RDR	135.6   M		C			H	FL345	FL275		200605
UK00162	06	LVIV CTA CENTER 2	UKLV	LVIV ACC	PUK	WGE	RDR	134.05  M	135.6   M	C			H	FL660	FL345		200605
UK00170	06	LVIV CTA EAST	UKLV	LVIV ACC	PUK	WGE	RDR	125.5   M	135.1   M	C	Y	CLASS D 9500/5000AMSL	L	FL275	05000AMSL		200610
UK00175	06	LVIV CTA WEST	UKLV	LVIV ACC	PUK	WGE	RDR	135.1   M		C	Y	CLASS D 9500/5000AMSL	L	FL275	05000AMSL		200610
UK00180	06	DONETSK CTA	UKHV	DONETSK APP	PUK	WGE	APP	128.7   M	127.3   M	C	Y	CLASS D 5000 TO 9500 AMSL	B	FL265	05000AMSL		200610
UK00185	11	DONETSK TCA	UKCC	DONETSK APP	PUK	WGE	APP	134.0   M		D			B	010000AMSL	01800AMSL		200605
UK00190	11	KHARKIV TC2 TCA	UKHV	KHARKIV ACC	PUK	WGE	RDR	123.7   M		D			B	FL155	05000AMSL		200605
UK00192	11	KHARKIV TC1 TCA	UKHV	KHARKIV ACC	PUK	WGE	RDR	118.1   M		D			L	005500AMSL	01400AMSL		200605
UK00200	11	KHMELNYTSKYI TCA	UKLH	KHMELNYTSKYI APP	PUK	WGE	APP RDR	129.3   M		D			L	005500AMSL	02300AMSL		200605
UK00205	07	CHERKASY CTZ	UKKE	CHERKASY TWR	PUK	WGE	TWR	128.7   M		D			L	005600AMSL	GND		200605
UK00207	11	CHERNIVTSI TCA	UKKE	CHERNIVTSI TWR	PUK	WGE	TWR	121.3   M		D			L	008500AMSL	01800AMSL		200606
UK00210	07	DNIPROPETROVSK CTZ	UKDD	TWR	PUK	WGE	TWR	118.2   M		D			L	001200AMSL	GND		200605
UK00215	07	DONETSK CTZ	UKCC	DONETSK TWR	PUK	WGE	TWR	118.3   M		D			B	002700AMSL	GND		200605
UK00220	07	IVANO-FRANKIVSK CTZ	UKLI	IVANO-FRANKIVSK TWR	PUK	WGE	FRANKO TWR	118.3   M	124.3   M	D			B	003600AMSL	GND		200605
UK00222	11	IVANO-FRANKIVSK TCA	UKLI	IVANO-FRANKIVSK APP	PUK	WGE	FRANKO APP	127.3   M	128.5   M	D			L	009000AMSL	01800AMSL		200605
UK00225	07	KHARKIV (OSNOVA) CTZ	UKHH	KHARKIV TWR	PUK	WGE	TWR	118.1   M		D			B	001900AMSL	GND		200605
UK00230	07	KHERSON CTZ	UKOH	KHERSON TWR	PUK	WGE	TWR	121.200 M		D			L	FL105	GND		200605
UK00232	11	KHERSON TCA	UKOH	KERSON TWR	PUK	WGE	TWR	121.200 M		D			L	005600AMSL	01300AMSL		200605
UK00235	07	KRYVYI RIH (LOZUVATKA) CTZ	UKDR	KRYVYI RIH TWR	PUK	WGE	TWR	120.3   M		D			B	001200AMSL	GND		200605
UK00236	11	KRYVYI RIH TCA	UKDR	KRYVYI RIH TWR	PUK	WGE	TWR	120.3   M		D			L	010000AMSL	01200AMSL		200605
UK00240	07	KYIV/ANTONOV CTZ	UKKM	ANTONOV TWR	PUK	WGE	ANTONOV TWR	118.15  M		D			B	005000AMSL	GND		200605
UK00245	07	CHERNIVTSI CTZ	UKLN	CHERNIVTSI TWR	PUK	WGE	TWR	121.3   M		D			L	001900AMSL	GND		200605
UK00250	11	UZHHOROD TCA	UKLU	UZHHOROD APP	PUK	WGE	APP	121.9   M		D			L	010000AMSL	02800AMSL		200605
UK00252	07	UZHHOROD CTZ	UKLU	UZHHOROD TWR	PUK	WGE	TWR	134.5   M		D			L	005000AMSL	GND		200605
UK00255	07	BORYSPIL CTZ	UKBB	BORYSPIL TWR	PUK	WGE	TWR	119.2   M	119.3   M	D			L	002500AMSL	GND		200605
UK00260	07	KYIV/ZHULIANY CTZ	UKKK	KYIV/ZHULIANY APP	PUK	WGE	ZHULIANY APP	120.0   M		D			B	002300AMSL	GND		200605
UK00265	07	LVIV CTZ	UKLL	LVIV TWR	PUK	WGE	TWR	128.0   M		D			B	003500AMSL	GND		200605
UK00270	07	LUHANSK CTZ	UKCW	LUHANSK TWR	PUK	WGE	TWR	120.6   M		D			L	002000AMSL	GND		200605
UK00275	07	MYKOLAIV CTZ	UKON	MYKOLAIV TWR	PUK	WGE	TWR	120.7   M		D			B	001000AMSL	GND		200605
UK00277	11	MYKOLAIV TCA	UKON	MYKOLAIV TWR	PUK	WGE	TWR	120.7   M		D			L	005600AMSL	01000AMSL		200605
UK00280	07	ODESA CTZ	UKOO	APP	PUK	WGE	RADAR	125.5   M		D			B	001700AMSL	GND		200605
UK00285	07	RIVNE CTZ	UKLR	RIVNE TWR	PUK	WGE	TWR	123.7   M		D			B	001900AMSL	GND		200605
UK00287	11	RIVNE TCA	UKLR	RIVNE TWR	PUK	WGE	TWR	123.7   M		D			L	005500AMSL	01800AMSL		200605
UK00290	07	SIMFEROPOL CTZ	UKFF	SIMFEROPOL APP	PUK	WGE	RADAR	119.3   M	120.8   M	D			B	003000AMSL	GND		200605
UK00295	07	ZAPORIZHZHIA CTZ	UKDE	ZAPORIZHZHIA TWR	PUK	WGE	TWR	118.2   M		D			B	001700AMSL	GND		200605
UK00297	11	ZAPORIZHZHIA TCA	UKDE	ZAPORIZHZHIA APP	PUK	WGE	APP	119.2   M		D			L	007800AMSL	01200AMSL		200605
UK00310	07	CHUHUIV CTZ	UKHW	CHUHUIV TWR	PUK	WGE	ROGACH START	124.0   M					L	003500AMSL	GND		200605
UK00315	07	DZHANKOI CTZ	UKFY	DZHANKOI TWR	PUK	WGE	TWR	128.5   M		D			L	FL55	GND		200605
UK00322	11	IZMAIL TCA	UKOI	IZMAIL TWR	PUK	WGE	TWR	126.0   M		D			L	008500AMSL	00800AMSL		200605
UK00338	11	KIROVOHRAD TCA	UKKG	KIROVOHRAD TWR	PUK	WGE	TWR	120.8   M		D			L	005500AMSL	01200AMSL		200605
UK00350	07	MARIUPOL CTZ	UKCM	MARIUPOL TWR	PUK	WGE	TWR	131.5   M		D			L	001200AMSL	GND		200610
UK00352	11	MARIUPOL TCA	UKHV	MARIUPOL TWR	PUK	WGE	TWR	131.5   M		D			L	007600AMSL	01100AMSL		200610
UK00355	07	POLTAVA CTZ	UKHP	POLTAVA TWR	PUK	WGE	YASTREB START	124.0   M		D			L	003300AMSL	GND		200605
