ARF_IDENT	DIRECTION	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
AR723		1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200012
AR723		2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200012
AR724		1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200010
AR724		2	PAZA	REMARKS: Due to frequency conflicts, AR724 will not be scheduled for use when AR723 is being utilized. Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 h	200010
AR724		3	PAZA	ours prior to mission brief time.	200010
AR725	NW	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200014
AR725	NW	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200014
AR725	SE	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200014
AR725	SE	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200014
AR727	NW	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200014
AR727	NW	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200014
AR727	SE	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200014
AR727	SE	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200014
AR7A		1	KZSE	REMARKS: Refueling southbound only.	199803
AR7B		1	KZOA	REMARKS: Refuel northbound only.	199708
AR800	NE	1	PGUA	REMARKS: GUAM ARTCC radar must be operational. Simultaneous use of northeast bound track and southwest bound track not authorized. Simultaneous use of AR800 andAR801 require altitude or time separation. Inflight coordination with GUAM CENT	200412
AR800	NE	2	PGUA	ER required to use Navigation Check Point as Exit Point.	200412
AR800	SW	1	PGUA	REMARKS: GUAM ARTCC radar must be operational. Simultaneous use of northeast bound track and southwest bound track not authorized. Simultaneous use of AR800 andAR801 require altitude or time separation. Inflight coordination with GUAM CENT	200412
AR800	SW	2	PGUA	ER required to use Navigation Check Point as Exit Point.	200412
AR801	E	1	PGUA	REMARKS: GUAM ARTCC radar must be operational. Simultaneous use of AR800 and AR801 require altitude or time separation. Use fix names when filing flight plan (Stine, Flash, etc.). Inflight coordination with GUAM CENTER required to use Navig	200412
AR801	E	2	PGUA	ation Check Point as Exit Point.	200412
AR801	W	1	PGUA	REMARKS: GUAM ARTCC radar must be operational. Simultaneous use of AR800 and AR801 require altitude or time separation. Use fix names when filing flight plan (Stine, Flash, etc.). Inflight coordination with GUAM CENTER required to use Navig	200412
AR801	W	2	PGUA	ation Check Point as Exit Point.	200412
AR803	NW	1	PGUA	REMARKS: AR803 Also known as SLOOP. Simultaneous use of northwest bound track and southeast bound track are not authorized. In flight coordination with GUAM CENTER and OAKLAND CENTER required to use Navigation Check Points as Exit Point. Si	200610
AR803	NW	2	PGUA	multaneous use of AR803/SLOOP and AR801 require altitude or time separation.	200610
AR803	SE	1	PGUA	REMARKS: AR803 Also known as SLOOP. Simultaneous use of northwest bound track and southeast bound track are not authorized. In flight coordination with GUAM CENTER and OAKLAND CENTER required to use Navigation Check Points as Exit Point. Si	200610
AR803	SE	2	PGUA	multaneous use of AR803/SLOOP and AR801 require altitude or time separation.	200610
AR804	NW	1	PGUA	REMARKS: AR804 is also known as CUTTER. Simultaneous use of northwest bound track and southeast bound track is not authorized. Inflight coordination with OAKLAND CENTER required to use Navigation Check Points as Exit Point.	200412
AR804	SE	1	PGUA	REMARKS: AR804 is also known as CUTTER. Simultaneous use of northwest bound track and southeast bound track is not authorized. Inflight coordination with OAKLAND CENTER required to use Navigation Check Points as Exit Point.	200610
AR805	E	1	PGUA	REMARKS: AR805 also known as CRUISER. Simultaneous bi-directional use unauthorized. Coordination with GUAM CENTER and OAKLAND CENTER required for use of Navigation Check Point as Exit Point.	200412
AR805	W	1	PGUA	REMARKS: AR805 also known as CRUISER. Simultaneous bi-directional use unauthorized. Coordination with GUAM CENTER and OAKLAND CENTER required for use of Navigation Check Point as Exit Point.	200412
AR8A		1	KZSE	REMARKS: Refuel southbound only.	199709
AR8B		1	KZSE	REMARKS: Refuel northbound only.	199709
AR9	E	1	KZLC	REMARKS: AR9 and AR9A simultaneous operations not authorized. See remarks section AR9A.	200008
AR9	W	1	KZLC	REMARKS: AR9 and AR9A simultaneous operations not authorized. See remarks section AR9A.	200008
AR900	NE	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. NOTE: This refueling track is in Hawaii, the country code for	200412
AR900	NE	2	KZOA	Midway (MQ) is used to keep this out of AP/1B.	200412
AR900	SW	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. NOTE: This refueling track is in Hawaii, the country code for	200412
AR900	SW	2	KZOA	Midway (MQ) is used to keep this out of AP/1B.	200412
AR901	E	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. This AR Track is also know as LUAU. NOTE: This refueling trac	200412
AR901	E	2	KZOA	k is in Hawaii, the country code for Midway (MQ) is used to keep this AR out of AP/1B.	200412
AR901	W	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. This AR Track is also known as LUAU. NOTE: This refueling tra	200412
AR901	W	2	KZOA	ck is in Hawaii, country code for Midway (MQ) is used to keep this AR out of AP/1B.	200412
AR902	E	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. This AR track is also known as LAVA. NOTE: This refueling tra	200412
AR902	E	2	KZOA	ck is in Hawaii, the country code for Midway (MQ) is used to keep this AR out ofAP/1B.	200412
AR902	W	1	KZOA	REMARKS: User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. This AR Track is also known as LAVA. NOTE: This refueling tra	200412
AR902	W	2	KZOA	ck is in Hawaii, country code for Midway (MQ) is to keep this AR out of AP/1B.	200412
AR903	E	1	KZOA	REMARKS: This AR track is also known as HOKU. User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. (Route is in Hawaii area	200412
AR903	E	2	KZOA	, not Midway) NOTE: This refueling track is in Hawaii, the country code for Midway (MQ) is used to keep this out of AP/1B.	200412
AR903	W	1	KZOA	REMARKS: This AR track is also known as HOKU. User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. (Route is in Hawaii area	200412
AR903	W	2	KZOA	, not Midway) NOTE: This refueling track is in Hawaii, the country code for Midway (MQ) is used to keep this out of AP/1B.	200412
AR904	NW	1	KZOA	REMARKS: This AR track is also known as HULA. User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. (Route is in Hawaii area	200412
AR904	NW	2	KZOA	, not Midway) NOTE: This refueling track is in Hawaii, the country code for Midway (MQ) is used to keep this out of AP/1B.	200412
AR904	SE	1	KZOA	REMARKS: This AR track is also known as HOKU. User contact scheduling unit during normal duty hours 1730-0300z++ Monday - Friday except holidays. Obtain San Francisco ARINC HF frequency on 131.95 prior to departure. (Route is in Hawaii area	200412
AR904	SE	2	KZOA	, not Midway) NOTE: This refueling track is in Hawaii, the country code for Midway (MQ) is used to keep this out of AP/1B.	200412
AR9A	E	1	KZLC	REMARKS: AR9 and AR9A simultaneous operations not authorized. To deconflict AR9 from AR604/Bearpaw ATCAA, scheduling unit will assign AR9A. Scheduling unit willinform users when abbreviated track is required; otherwise AR9 will be flown fu	200009
AR9A	E	2	KZLC	ll length. End eastbound refueling operations no later than W111-00-00 (GTF 356/74). Complete turn for westbound (reverse course) operation no later than W110-32-00 (LWT 323/103). Bearpaw ATCAA N49-00-00 W110-00-00 to N49-00-00 W107-00-00 t	200009
AR9A	E	3	KZLC	o N47-30-00 W107-00-00 to N47-30-00 W110-00-00 to beginning.	200009
AR9A	W	1	KZLC	REMARKS: AR9 and AR9A simultaneous operations not authorized. To deconflict AR9 from AR604/Bearpaw ATCAA, scheduling unit will assign AR9A. Scheduling unit willinform users when abbreviated track is required; otherwise AR9 will be flown fu	200009
AR9A	W	2	KZLC	ll length. End eastbound refueling operations no later than W111-00-00 (GTF 356/74). Complete turn for westbound (reverse course) operation no later than W110-32-00 (LWT 323/103). Bearpaw ATCAA N49-00-00 W110-00-00 to N49-00-00 W107-00-00 t	200009
AR9A	W	3	KZLC	o N47-30-00 W107-00-00 to N47-30-00 W110-00-00 to beginning.	200009
ARA1	W	1	EGEG	Controlling Unit:ScATCC (Mil) When active inform: ScATCC Watch Supervisor, CRC Buchan CRC Neatishead after 1700hrsZ++	200610
ARA10	E	1	EGEG	Controlling Unit: London Radar When active inform: LACC (Berryhead CSC) BoscombeDown Yeovilton NOTE The following rectangular area of AARA 10 is designated PPRYeovilton. The Tanker Controller is responsible for obtaining the prior permiss	200604
ARA10	E	2	EGEG	ion,if so required, and tanker captains are to confirm that permission has been granted before entering the PPR area.	200604
ARA11	N	1	EGEG	Controlling Unit: London Radar	200306
ARA11	N	2	EGEG	When active inform: LACC (Bristoll-Strumble CSC)	200306
ARA11	N	3	EGEG	Yeovilton	200306
ARA12	W	1	EGEG	Controlling Unit: London Radar	200306
ARA12	W	2	EGEG	When active inform: LACC (Berryhead CSC)	200306
ARA12	W	3	EGEG	Yeovilton	200306
ARA13	W	1	EGEG	Controlling Unit: LJAO Noerthwest Sector	200306
ARA13	W	2	EGEG	When active inform:                                                             Shanwick Sector 7	200306
ARA13	W	3	EGEG	ScATCC(Mil) Manchester IOM Sector Warton	200306
ARA13	W	4	EGEG	NOTE Flight trial profiles may dictate that the RV takes place outside AARA 13. It remains the responsibility of of the Tanker Controller to coordinate with other airspace users as necessary.	200306
ARA14		1	EGEG	Controlling Unit: ScATCC (Mil) When active inform: ScATCC Watch Supervisor CRC Boulmer	200413
ARA2	W	1	EGEG	Controlling Unit: CRC Buchan until 1700Z++ ScATCC (Mil) after 1700Z++	200306
ARA2	W	2	EGEG	When active inform: ScATCC Watch Supervisor,	200306
ARA2	W	3	EGEG	CRC Neatishead after 1700Z++	200306
ARA3	W	1	EGEG	Controlling Unit: CRC Buchan until 1700Z++ ScATCC (Mil) after 1700Z++	200306
ARA3	W	2	EGEG	When active inform: ScATCC Watch Supervisor,	200306
ARA3	W	3	EGEG	CRC Neatishead after 1700Z++	200306
ARA4		1	EGEG	Controlling Unit: RAF Activity- CRC Buchan until 1700Z++	200306
ARA4		2	EGEG	USAF Activity-ScATCC(Mil) ScATCC (Mil) after 1700Z++	200306
ARA4		3	EGEG	When active inform: ScATCC Watch Supervisor, CRC Neatis	200306
ARA4		4	EGEG	head after 1700Z++  NOTE: Radar and radio coverage of AARA4 is limited below FL150.	200306
ARA5		1	EGEG	Controlling Unit: RAF Activity- CRC Buchan until 1700Z++	200306
ARA5		2	EGEG	USAF Activity-ScATCC(Mil) ScATCC (Mil) after 1700Z++	200306
ARA5		3	EGEG	When active inform: ScATCC Watch Supervisor, CRC Neatis	200306
ARA5		4	EGEG	head after 1700Z++	200306
ARA6	E	1	EGEG	Controlling Unit: London Radar When active inform: LACC (North Sea CSC) ScATCC Watch Supervisor, ScATCC (Mil) CRC Buchan until 1700Z++ CRC Neatishead Newcastle ATC	200306
ARA7	W	1	EGEG	Controlling Unit: London Radar	200306
ARA7	W	2	EGEG	When active inform:                                                             LACC (N	200306
ARA7	W	3	EGEG	orth Sea CSC)                                                                  ScATCC Watch Supervisor, ScATCC (Mil	200306
ARA7	W	4	EGEG	) CRC Neatishead	200306
ARA8	E	1	EGEG	Controlling Unit: When active inform: LACC (North Sea CSC) CRC Boulmer	200413
ARA9	E	1	EGEG	Controlling Unit: Not Applicable- for USAF helicopters use only. When active inform: Not Applicable- for USAF helicopters use only.	200306
BRAVO		1	LIRR	ALL REQUESTS SHALL BE FORWARDED TO EUCARF 14 DAYS IN ADVANCE. CONTACT EUCARF AT DSN 314-480-7065. VERTICAL LIMITS OF BELOW LISTED COORIDORS WILL BE AS DEPICTED.LATERAL LIMITS ARE 20 NM EXCEPT ALPHA CORRIDOR AND PORTION OF BRAVO CORRIDOR BE	200211
BRAVO		2	LIRR	TWEEN 3851N 0956E AND BULAR WHICH ARE 10 NM WIDE. OPERATED ON A TACTICAL BASIS WITHOUT NOTAM PUBLICATION. THE BLOCK LEVELS DEPICTED CANNOT BE USED SIMULTANEOUSLY.	200211
CHEOLLIPO	N	1	RKRR	NOTE: In the event of a real-world requirement for ROKAF tactical actions, theremay be a need to clear the Cheollipo track within 5 minutes of ROKAF SODO's request. The ROKAF SODO will pass this request to the USAF SODO, who will relay the	200307
CHEOLLIPO	N	2	RKRR	request to the aircraft in Cheollipo. Aircraft refueling in CHEOLLIPO will immediately proceed to Mallipo track maintaining their current block altitude. The route of flight will be southward toward the southern boundry of MOA-1,then westw	200307
CHEOLLIPO	N	3	RKRR	ard into R-80. Cheollipo will only be used at night (one hour after official sunset through one hour before official sunrise) or at other times when ROKAF unitsare not flying. Mallipo and Cheollipo will not be scheduled simultaneously. Orb	200307
CHEOLLIPO	N	4	RKRR	it is always to the West.	200307
CHEOLLIPO	S	1	RKRR	NOTE: In the event of a real-world requirement for ROKAF tactical actions, theremay be a need to clear the Cheollipo track within 5 minutes of ROKAF SODO's request. The ROKAF SODO will pass this request to the USAF SODO, who will relay the	200307
CHEOLLIPO	S	2	RKRR	request to the aircraft in Cheollipo. Aircraft refueling in Cheollipo will immediately proceed to Mallipo track maintaining their current block altitude. The route of flight will be southward toward the southern boundry of MOA-1, then west	200307
CHEOLLIPO	S	3	RKRR	ward into R-80. Cheollipo will only be used at night (one hour after official sunset through one hour before official sunrise) or at other times when ROKAF units are not flying. Mallipo and Cheollipo will not be scheduled simultaneously. Or	200307
CHEOLLIPO	S	4	RKRR	bit is always to the West.	200307
COTTONTAIL	S	1	RORG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
CRETE		1	LGGG	NOTE 1:  All requests should be forwarded thru EUCARF seven duty days in advance. The approved segment will be activated by a CL I NOTAM.	200010
CRETE		2	LGGG	NOTE 2:  Altitudes FL160 thru 280 are authorized within the established areas. Simultaneous usage will only be approved when the altitude blocks are separated by at least two usable flight levels (for example, FL150B160 and FL210B230, FL21	200010
CRETE		3	LGGG	0B230 and FL250B270 etc.).  Exceptions to the above must be coordinated with theHead of Athinai ATCC. NOTE 3:  Aircraft may operate within the specified dimensions but must enter/exi	200010
CRETE		4	LGGG	t Italian airspace via 36 46N 19 00E only when utilizing Delta Corridor. (EUCARF/HCAA MOU, 4/18/2000) NOTE 4:  a.  Five minutes prior to entering either corridor, transitioning from	200010
CRETE		5	LGGG	one corridor to another, or exiting either corridor, aircraft will broadcast in the blind on 299.6 aircraft's position, next position, ETA to next position, altitude, and cardinal direction (east, west).	200010
CRETE		6	LGGG	b.  While transiting either corridor, aircraft will monitor 299.6.              c.  Transiting EASTBOUND-set APN/69 Beacon to 'Operate' and set code '2-0-0'; set Air-to-Air TACAN to '29Y'; utilize APN/59 Search Radar in	200010
CRETE		7	LGGG	'Beacon' if conditions permit. d.  Transiting WESTBOUND-set APN/69 Beacon to 'Operate' and set code '2-0-3'; set Air-to-Air TACAN to '92Y'; utilize APN/59 Search Radar in	200010
CRETE		8	LGGG	'Beacon' if conditions permit. (CORONET PLANNING ELEMENT MSG 10/99)	200010
DANDI	E	1	EGTT	INTRODUCTION: USAF TANKERS OPERATING FROM MILDENHALL ARE TASKED TO PROVIDE ENROUTE REFUELING FOR C135'S ON OPERATIONAL SORTIES LEAVING UK AIRSPACE AT DANDI ON AROUTE DESIGNATED THE DANDI REFUELING TRACK.	200010
DANDI	E	2	EGTT	ROUTE: THE FORMATION WILL FOLLOW FLIGHT PLANNED ROUTE TO THE AIR REFUELING INITIAL POINT AND THEN FOLLOW STRAIGHT LINES DRAWN BETWEEN THE FOLLOWING COORDINATES-N5400W0100, N5432E0050, N5506E0300.	200010
DANDI	E	3	EGTT	WHILE REFUELING, THE FORMATION WILL FLY NON-STANDARD LEVELS WITHIN THE BLOCK FL250 TO FL270. NORMALLY REFUELING WILL BE COMPLETED UPON REACHING THE END AIRREFUELING ROUTE POINT THE FIRST TIME ALTHOUGH, IF REQUIRED. THE FORMATION MAY FLY A R	200010
DANDI	E	4	EGTT	ACETRACK HOLD. ON COMPLETION OF REFUELING,THE TANKER WILL CLIMB TO FL270 AND THE RECEIVER WILL DESCEND TO FL250 BEFORE THE FORMATION SPLITS. THE RECEIVER WILL ROUTE DIRECT DAN	200010
DANDI	E	5	EGTT	DI AND THE TANKER WILL RETURN TO MILDENHALL. THE RECEIVER WILL FLIGHT PLAN TO CROSS DANDI AT FL270, BUT WILL ACCEPT AN AMENDED LEVEL TO SUIT REQUIREMENTS OF COPENHAGEN CONTROL. LONDON RADAR CONTROLLERS ARE TO OBTAIN CROSSING CLEARNCE DIRECT	200010
DANDI	E	6	EGTT	FROM COPENHAGEN AFTER COORDINATING CROSSING LEVEL WITH NORTH SEA CSC. NOTIFICATION: THE DANDI REFUELING TRACK WILL NOT BE THE SUBJECT OF AUS NOTIFICATION. INITIAL WARNING OF THE INTENDED FLIGHT WILL BE PROVIDED ONLY IN THE FLIGHT	200010
DANDI	E	7	EGTT	PLAN REMARKS WHICH WILL INCLUDE THE PHASE DANDI TRACK. LONDON RADAR AND SCOTTISH(MIL) WILL BE INCLUDED AS ADDRESSES. IN ADDITION, ON INITIAL CONTACT WITH LONDON RADAR THE TANKER WILL INFORM THE CONTROLLER THAT THE INFORMATION IS A DANDI TR	200010
DANDI	E	8	EGTT	ACK. STATUS OF AAR. AIRCRAFT REFUELING ON THE DANDI TRACK HAVE NOT BEEN ACCORDED NDS. THEY ARE NEVERTHELESS TO BE AFFODED PRECEDENCE OVER NON-PRIORITY MILITARY AI	200010
DANDI	E	9	EGTT	RCRAFT AFTER SPLITTING, BOTH RECEIVER AND TANKER ARE TO BE GIVEN NORMAL ATS.	200010
DELTA		1	LIRR	ALL REQUESTS SHALL BE FORWARDED TO EUCARF 14 DAYS IN ADVANCE. CONTACT EUCARF AT DSN 314-480-7065. VERTICAL LIMITS OF BELOW LISTED COORIDORS WILL BE AS DEPICTED.LATERAL LIMITS ARE 20 NM EXCEPT ALPHA CORRIDOR AND PORTION OF BRAVO CORRIDOR BE	200211
DELTA		2	LIRR	TWEEN 3851N 0956E AND BULAR WHICH ARE 10 NM WIDE. OPERATED ON A TACTICAL BASIS WITHOUT NOTAM PUBLICATION. THE BLOCK LEVELS DEPICTED CANNOT BE USED SIMULTANEOUSLY.	200211
DOKDO		1	RKRR	REMARKS: Refueling width 5 NM either side of center line. Dokdo will be used only at night (one hour after official sunset through one hour before sunrise) or at other times when ROKAF units are not flying.	200610
FLAMBOROUGH	E	1	EGTT	USAF TANKER AIRCRAFT ARE TASKED TO PROVIDE ENROUTE REFUELING FACILITIES WITHIN UK AIRSPACE FOR SOME OF THE TRANSATLANTIC FLIGHTS. REFUELING OPERATIONS ARE CONDUCTED ALONG A ROUTE ESTABLISHED BETWEEN N5426E0400 AND N5700W0600. DESIGNATED THE	200503
FLAMBOROUGH	E	2	EGTT	FLAMBORO EAST-WEST REFUELING ROUTE. NOTIFICATION: INITIAL WARNING OF THE INTENDED FLIGHT WILL BE IN THE FORM OF FLIGHT PLAN INFORMATION. IN ADDITION THE ETD OFTHE REFUELING AIRCRAFT AND THE ETA AT THE ARIP WILL BE PASSED TO THE SCOTTISH M	200503
FLAMBOROUGH	E	3	EGTT	IL SUPERVISOR 30 MIN PRIOR TO THE AIRCRAFT DEPARTURE BY MILDENHALL. IT SHOULD BENOTED THAT THIS ROUTE IS NOT SUBJECT TO AUS NOTIFICATION. LONDON RADAR TAC SUPERVISOR EAST: BECAUSE AAR ON THIS ROUTE CONFLICTS WITH UAR'S IN THE SCOTTISH UIR,	200503
FLAMBOROUGH	E	4	EGTT	THE LONDON RADAR TAC SUPERVISOR EAST IS TO NOTIFY SCOTTISH MIL SUPERVISOR AS EARLY AS POSSIBLE WITH AN ETA WEST ARIP. SCOTTISH MIL SUPERVISOR IN TURN WILL NOTIFY THE SCOTTISH CIVIL SUPERVISOR. STATUS OF AAR: REFUELING AIRCRAFT ARE TO ACCOR	200503
FLAMBOROUGH	E	5	EGTT	DED NDS. On completion of refueling, the tanker will climb to FL 270 and the receiver will descend to FL 250 before the formation splits.	200503
FLAMBOROUGH	W	1	EGTT	USAF TANKER AIRCRAFT ARE TASKED TO PROVIDE ENROUTE REFUELING FACILITIES WITHIN UK AIRSPACE,FOR SOME OF THE TRANSATLANTIC FLIGHTS. REFUELING OPERATIONS ARE CONDUCTED ALONG A ROUTE ESTABLISHED BETWEEN N5426E0040 AND N5700W0600. DESIGNATGED TH	200010
FLAMBOROUGH	W	2	EGTT	E FLAMBOROUGH EAST-WEST REFUELING ROUTE. NOTIFICATION: INITIAL WARNING OF THE INTENDED FLIGHT WILL BE IN THE FORM OF FLIGHT PLAN INFORMATION. IN ADDITION THE ETD OF THE REFUELING AIRCRAFT AND THE ETA A	200010
FLAMBOROUGH	W	3	EGTT	T THE ARIP WILL BE PASSED  TO THE SCOTTISH MIL SUPERVISOR 30 MIN PRIOR TO THE AIRCRAFT DEPARTURE BY MILDENHALL. IT SHOULD BE NOTED THAT THIS ROUTE IS NOT SUBJECT TO AUS NOTIFICATION.	200010
FLAMBOROUGH	W	4	EGTT	LONDON RADAR TAC SUPERVISOR EAST: BECAUSE AAR ON THIS ROUTE CONFLICTS WITH UAR'S IN THE SCOTTISH UIR, THE LONDON RADAR TAC SUPERVISOR EAST IS TO NOTIFY SCOTTISH MIL SUPERVISOR AS EARLY AS POSSIBLE WITH AN ETA WEST ARIP. SCOTTISH MIL SUPER	200010
FLAMBOROUGH	W	5	EGTT	VISOR IN TURN WILL NOTIFY THE SCOTTISH CIVIL SUPERVISOR. STATUS OF AAR: REFUELING AIRCRAFT ARE TO BE ACCORDED NDS.	200010
FLAMBOROUGH	W	6	EGTT	On completion of refueling, the tanker will climb to FL 270 and the receiver will descend to FL 250 before the formation splits.	200010
GINI	NE	1	EDWW	Located entirely within ED-R302 (TRA). Note: ED-R34 A+B inside of ED-R302 NW of anchor pattern. Left hand racetrack, mag course 043/223, leg length 34 NM, leg separation 14 NM, refueling base altitude FL290.	200607
GRETCHEN	SE	1	EDMM	Plan entry and exit via TGO VORTAC. Located entirely within ED-R307 (TRA). Left hand racetrack, mag course 121/301, leg length 30NM, leg separation 16NM, refueling base altitude FL290. Wertachtal High Intensity Radio Transmission Area locat	200607
GRETCHEN	SE	2	EDMM	ed on the SE end of anchor at N48 05.25' E010 41.72' with a 7NM radius from gnd/33400ft MSL.	200607
GRETCHEN LOW	NE	1	EDMM	Anchor located entirely within the confines of TRA ED-R207. Left hand racetrack pattern, magnetic course 054/234, leg length 35NM, leg separation 10NM, refueling base altitude FL130. Wertachtal High Intensity Radio Transmission Area located	200607
GRETCHEN LOW	NE	2	EDMM	SE of anchor at N48 05.25' E010 41.72' with a 7NM radius from gnd/33400ft MSL.	200607
GREYRABBIT	E	1	RORG	REMARKS: ARCP/ANCHOR points and EXIT points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling. ASSIGNED AIRSPACE: 27 37N 125 51E, 27	200412
GREYRABBIT	E	2	RORG	43N 125 53E, 27 37N 127 35E, 27 15N 127 10E. ENTRY POINTS: 27 34N 127 25E, 27 42N 126 05E. Additional EXIT POINTS: 27 34N 127 25E, 27 17N 126 58E.	200412
HANNA	N	1	EKDK	special instructions: track is on 002 degree radial, 75-155 nm, left hand turns; remain west of airway ua7. tanker must remain w ithin copenhagen fir.	199512
ILL		1	LIRR	1. ALL REQUESTS SHALL BE FORWARDED TO EUCARF 14 DAYS IN ADVANCE. CONTACT EUCARF AT DSN 314-480-7065. VERTICAL LIMITS OF BELOW LISTED COORIDORS WILL BE AS DEPICTED. LATERAL LIMITS ARE 20 NM EXCEPT ALPHA CORRIDOR AND PORTION OF BRAVO CORRIDOR	200211
ILL		2	LIRR	BETWEEN 3851N 0956E AND BULAR WHICH ARE 10 NM WIDE. OPERATED ON TACTICAL BASIS WITHOUT NOTAM PUBLICATION. THE BLOCK LEVELS DEPICTED CANNOT BE USED SIMULTANEOUSLY. 2. ILL CORRIDOR CAN BE RESERVED THROUGH EUCARF WITH THE FOLLOWING CHARACTERI	200211
ILL		3	LIRR	STICS: LATERAL LIMITS: 5 NM EITHER SIDE CENTERLINE JOINING POINTS BULAR (3818.8N1047.7E) TO RITMO (3715.9N 1224.5E) TO CAT53 (3644N 1536E) TO ILL01 (3646N 1900E). ROMA CONTROL FREQUENCIES TO BE USED: BETWEEN CAR VOR AND BULAR, 132.525; BET	200211
ILL		4	LIRR	WEEN BULAR AND SOUTHEAST CAT VOR (CAT53),128.8; BETWEEN SOUTHEAST CAT VOR (CAT53) AND FIR BOUNDARY ILL01, 133.25. ALTERNATE FREQUENCIES ARE ROMA MIL 123.25 AND 388.85. ILL CORRIDOR IS NOT PUBLISHED IN THE ITALIAN AIP BUT CAN BE ACTIVATED BY	200211
ILL		5	LIRR	NOTAM. THE ACTIVATION REQUEST MUST BE SENT 10 DUTY DAYS IN ADVANCE IN ORDER TO ISSUE AN APPROPRIATE NOTAM WITH 7 DAYS PRIOR NOTICE.	200211
JOJO	N	1	EDVV	Anchor area protected up to 4NM outside of defined anchor pattern. Left hand racetrack pattern, magnetic course 169/349, leg length 30NM, leg separation 12NM, refueling base level FL290.	200607
KARPATHOS		1	LGGG	NOTE 1:  All requests should be forwarded thru EUCARF seven duty days in advance. The approved segment will be activated by a CL I NOTAM.	200010
KARPATHOS		2	LGGG	NOTE 2:  Altitudes FL160 thru 280 are authorized within the established areas. Simultaneous usage will only be approved when the altitude blocks are separated by at least two usable flight levels (for example, FL150B160 and FL210B230, FL21	200010
KARPATHOS		3	LGGG	0B230 and FL250B270 etc.).  Exceptions to the above must be coordinated with theHead of Athinai ATCC. NOTE 3:  Aircraft may operate within the specified dimensions.	200010
